"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    9,      0,      15773,          0,      15773,   1.000000,            15773,                0
    9,      1,      15773,          0,      15773,   1.000000,             8960,             6813
    9,      2,     351321,          0,     351321,  22.273569,           345050,             6271
    9,      3,     376692,          0,     376692,   1.072216,           370939,             5753
    9,      4,     368765,          0,     368765,   0.978956,           363977,             4788
    9,      5,     336883,          0,     336883,   0.913544,           336507,              376
    9,      6,     125628,          0,     125628,   0.372913,           125628,                0
    9,      7,      78384,          0,      78384,   0.623937,            78384,                0
    9,      8,      74522,          0,      74522,   0.950730,            74522,                0
    9,      9,      73662,          0,      73662,   0.988460,            73662,                0
    9,     10,      72823,          0,      72823,   0.988610,            72823,                0
    9,     11,      72184,          0,      72184,   0.991225,            72184,                0
    9,     12,      70409,          0,      70409,   0.975410,            70409,                0
    9,     13,      69985,          0,      69985,   0.993978,            66819,             3166
    9,     14,     225404,          0,     225404,   3.220747,           222474,             2930
    9,     15,     235408,          0,     235408,   1.044383,           232735,             2673
    9,     16,     229221,          0,     229221,   0.973718,           227089,             2132
    9,     17,     207122,          0,     207122,   0.903591,           207122,                0
    9,     18,     100703,          0,     100703,   0.486201,           100703,                0
    9,     19,      79913,          0,      79913,   0.793551,            79913,                0
    9,     20,      76130,          0,      76130,   0.952661,            76130,                0
    9,     21,      72568,          0,      72568,   0.953212,            72568,                0
    9,     22,      69274,          0,      69274,   0.954608,            69274,                0
    9,     23,      66460,          0,      66460,   0.959379,            66460,                0
    9,     24,      63124,          0,      63124,   0.949804,            63124,                0
    9,     25,      61220,          0,      61220,   0.969837,            59810,             1410
    9,     26,     129209,          0,     129209,   2.110569,           127913,             1296
    9,     27,     133038,          0,     133038,   1.029634,           131842,             1196
    9,     28,     129626,          0,     129626,   0.974353,           128680,              946
    9,     29,     118042,          0,     118042,   0.910635,           117960,               82
    9,     30,      72912,          0,      72912,   0.617678,            72912,                0
    9,     31,      59448,          0,      59448,   0.815339,            59448,                0
    9,     32,      55433,          0,      55433,   0.932462,            55433,                0
    9,     33,      52387,          0,      52387,   0.945051,            52387,                0
    9,     34,      49549,          0,      49549,   0.945826,            49549,                0
    9,     35,      47126,          0,      47126,   0.951099,            47126,                0
    9,     36,      44866,          0,      44866,   0.952043,            44866,                0
    9,     37,      43200,          0,      43200,   0.962867,            41662,             1538
    9,     38,     100831,          0,     100831,   2.334051,            99384,             1447
    9,     39,     105033,          0,     105033,   1.041674,           103690,             1343
    9,     40,     102635,          0,     102635,   0.977169,           101578,             1057
    9,     41,      93824,          0,      93824,   0.914152,            93824,                0
    9,     42,      51120,          0,      51120,   0.544850,            51120,                0
    9,     43,      42194,          0,      42194,   0.825391,            42194,                0
