"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5"
    9,      0,      15773,          0,      15773,   1.000000,            15773,                0,                0,                0,                0,                0
    9,      1,    5335222,          0,    5335222,  338.250305,          5324640,                0,              404,                0,                0,            10178
    9,      2,    5245636,          0,    5245636,   0.983209,          5235530,                0,              157,                0,                0,             9949
    9,      3,    4891289,          0,    4891289,   0.932449,          4881597,                0,              226,                0,                0,             9466
    9,      4,    4143101,          0,    4143101,   0.847037,          4133806,                0,             1196,                0,                0,             8099
    9,      5,     627080,          0,     627080,   0.151355,           618126,                0,             8295,                0,                0,              659
    9,      6,     125628,          0,     125628,   0.200338,           117200,                0,             8428,                0,                0,                0
    9,      7,      78384,          0,      78384,   0.623937,            70534,                0,             7850,                0,                0,                0
    9,      8,      74522,          0,      74522,   0.950730,            67299,                0,             7223,                0,                0,                0
    9,      9,      73662,          0,      73662,   0.988460,            67012,                0,             6650,                0,                0,                0
    9,     10,      72823,          0,      72823,   0.988610,            66727,                0,             6096,                0,                0,                0
    9,     11,      72184,          0,      72184,   0.991225,            66470,                0,             5018,                0,                0,              696
    9,     12,      70409,          0,      70409,   0.975410,            65032,                0,             1889,                0,                0,             3488
    9,     13,    2543249,          0,    2543249,  36.121078,          2538110,                0,              419,                0,                0,             4720
    9,     14,    2503871,          0,    2503871,   0.984517,          2498946,                0,              143,                0,                0,             4782
    9,     15,    2335007,          0,    2335007,   0.932559,          2330289,                0,              193,                0,                0,             4525
    9,     16,    1910394,          0,    1910394,   0.818153,          1905856,                0,              831,                0,                0,             3707
    9,     17,     207122,          0,     207122,   0.108418,           202788,                0,             4334,                0,                0,                0
    9,     18,     100703,          0,     100703,   0.486201,            96625,                0,             4078,                0,                0,                0
    9,     19,      79913,          0,      79913,   0.793551,            76134,                0,             3779,                0,                0,                0
    9,     20,      76130,          0,      76130,   0.952661,            72649,                0,             3481,                0,                0,                0
    9,     21,      72568,          0,      72568,   0.953212,            69349,                0,             3219,                0,                0,                0
    9,     22,      69274,          0,      69274,   0.954608,            66286,                0,             2988,                0,                0,                0
    9,     23,      66460,          0,      66460,   0.959379,            63697,                0,             2763,                0,                0,                0
    9,     24,      63124,          0,      63124,   0.949804,            60552,                0,             1003,                0,                0,             1569
    9,     25,    1168569,          0,    1168569,  18.512278,          1166126,                0,              294,                0,                0,             2149
    9,     26,    1149728,          0,    1149728,   0.983877,          1147447,                0,               88,                0,                0,             2193
    9,     27,    1078579,          0,    1078579,   0.938117,          1076431,                0,               91,                0,                0,             2057
    9,     28,     881763,          0,     881763,   0.817523,           879726,                0,              477,                0,                0,             1560
    9,     29,     184442,          0,     184442,   0.209174,           182532,                0,             1765,                0,                0,              145
    9,     30,      72912,          0,      72912,   0.395311,            71138,                0,             1774,                0,                0,                0
    9,     31,      59448,          0,      59448,   0.815339,            57846,                0,             1602,                0,                0,                0
    9,     32,      55433,          0,      55433,   0.932462,            53996,                0,             1437,                0,                0,                0
    9,     33,      52387,          0,      52387,   0.945051,            51105,                0,             1282,                0,                0,                0
    9,     34,      49549,          0,      49549,   0.945826,            48394,                0,             1155,                0,                0,                0
    9,     35,      47126,          0,      47126,   0.951099,            46085,                0,             1041,                0,                0,                0
    9,     36,      44866,          0,      44866,   0.952043,            43906,                0,              544,                0,                0,              416
    9,     37,     982020,          0,     982020,  21.887844,           975897,                0,              456,                0,                0,             5667
    9,     38,     973631,          0,     973631,   0.991457,           963097,                0,              199,                0,                0,            10335
    9,     39,     920364,          0,     920364,   0.945290,           906058,                0,             1034,                0,                0,            13272
    9,     40,     763741,          0,     763741,   0.829825,           748226,                0,             3348,                0,                0,            12167
    9,     41,      93824,          0,      93824,   0.122848,            79047,                0,            14777,                0,                0,                0
    9,     42,      51120,          0,      51120,   0.544850,            37330,                0,            13790,                0,                0,                0
    9,     43,      42194,          0,      42194,   0.825391,            29419,                0,            12775,                0,                0,                0
    9,     44,      39820,          0,      39820,   0.943736,            28078,                0,            11742,                0,                0,                0
    9,     45,      37655,          0,      37655,   0.945630,            26903,                0,            10752,                0,                0,                0
    9,     46,      35631,          0,      35631,   0.946249,            25718,                0,             9913,                0,                0,                0
    9,     47,      34050,          0,      34050,   0.955629,            24778,                0,             9272,                0,                0,                0
    9,     48,      32129,          0,      32129,   0.943583,            23455,                0,             4997,                0,                0,             3677
    9,     49,    1566099,          0,    1566099,  48.744095,          1555528,                0,              696,                0,                0,             9875
    9,     50,    1650693,          0,    1650693,   1.054016,          1638438,                0,              216,                0,                0,            12039
    9,     51,    1638139,          0,    1638139,   0.992395,          1624542,                0,              650,                0,                0,            12947
    9,     52,    1410415,          0,    1410415,   0.860986,          1397403,                0,             3053,                0,                0,             9959
    9,     53,     561852,          0,     561852,   0.398359,           549432,                0,             9168,                0,                0,             3252
    9,     54,      82319,          0,      82319,   0.146514,            70592,                0,            11727,                0,                0,                0
    9,     55,      40910,          0,      40910,   0.496969,            30074,                0,            10836,                0,                0,                0
    9,     56,      39122,          0,      39122,   0.956294,            29183,                0,             9939,                0,                0,                0
    9,     57,      37502,          0,      37502,   0.958591,            28366,                0,             9136,                0,                0,                0
    9,     58,      36017,          0,      36017,   0.960402,            27627,                0,             8390,                0,                0,                0
    9,     59,      34845,          0,      34845,   0.967460,            27011,                0,             7834,                0,                0,                0
    9,     60,      33081,          0,      33081,   0.949376,            25714,                0,             1950,                0,                0,             5417
    9,     61,    2096618,          0,    2096618,  63.378315,          2088519,                0,             1007,                0,                0,             7092
    9,     62,    2179378,          0,    2179378,   1.039473,          2170568,                0,              207,                0,                0,             8603
    9,     63,    2102036,          0,    2102036,   0.964512,          2092759,                0,              481,                0,                0,             8796
    9,     64,    1713107,          0,    1713107,   0.814975,          1704072,                0,             2250,                0,                0,             6785
    9,     65,     160654,          0,     160654,   0.093779,           152052,                0,             8602,                0,                0,                0
    9,     66,      65147,          0,      65147,   0.405511,            57071,                0,             8076,                0,                0,                0
    9,     67,      47908,          0,      47908,   0.735383,            40367,                0,             7541,                0,                0,                0
    9,     68,      46187,          0,      46187,   0.964077,            39254,                0,             6933,                0,                0,                0
    9,     69,      44543,          0,      44543,   0.964406,            38181,                0,             6362,                0,                0,                0
    9,     70,      43059,          0,      43059,   0.966684,            37153,                0,             5906,                0,                0,                0
    9,     71,      41865,          0,      41865,   0.972271,            36331,                0,             5534,                0,                0,                0
    9,     72,      40189,          0,      40189,   0.959967,            35021,                0,             1961,                0,                0,             3207
    9,     73,    2154284,          0,    2154284,  53.603821,          2148400,                0,              839,                0,                0,             5045
    9,     74,    2299445,          0,    2299445,   1.067382,          2293034,                0,              166,                0,                0,             6245
    9,     75,    2361329,          0,    2361329,   1.026913,          2354452,                0,              322,                0,                0,             6555
    9,     76,    1966331,          0,    1966331,   0.832722,          1959741,                0,             1568,                0,                0,             5022
    9,     77,     183327,          0,     183327,   0.093233,           177024,                0,             6303,                0,                0,                0
    9,     78,      74256,          0,      74256,   0.405047,            68341,                0,             5915,                0,                0,                0
    9,     79,      54344,          0,      54344,   0.731847,            48870,                0,             5474,                0,                0,                0
    9,     80,      52192,          0,      52192,   0.960400,            47163,                0,             5029,                0,                0,                0
    9,     81,      50161,          0,      50161,   0.961086,            45545,                0,             4616,                0,                0,                0
    9,     82,      48339,          0,      48339,   0.963677,            44097,                0,             4242,                0,                0,                0
    9,     83,      46765,          0,      46765,   0.967438,            42815,                0,             3950,                0,                0,                0
    9,     84,      45051,          0,      45051,   0.963349,            41367,                0,             1432,                0,                0,             2252
    9,     85,    1641211,          0,    1641211,  36.430069,          1636506,                0,              516,                0,                0,             4189
    9,     86,    1555172,          0,    1555172,   0.947576,          1549418,                0,              112,                0,                0,             5642
    9,     87,    1325490,          0,    1325490,   0.852311,          1318797,                0,              448,                0,                0,             6245
    9,     88,    1045336,          0,    1045336,   0.788641,          1039009,                0,             1392,                0,                0,             4935
    9,     89,     118691,          0,     118691,   0.113543,           112673,                0,             6018,                0,                0,                0
    9,     90,      60666,          0,      60666,   0.511126,            55010,                0,             5656,                0,                0,                0
    9,     91,      49186,          0,      49186,   0.810767,            43925,                0,             5261,                0,                0,                0
    9,     92,      46775,          0,      46775,   0.950982,            41924,                0,             4851,                0,                0,                0
    9,     93,      44497,          0,      44497,   0.951299,            40055,                0,             4442,                0,                0,                0
    9,     94,      42502,          0,      42502,   0.955166,            38357,                0,             4145,                0,                0,                0
    9,     95,      40916,          0,      40916,   0.962684,            37061,                0,             3855,                0,                0,                0
    9,     96,      38992,          0,      38992,   0.952977,            35385,                0,             1256,                0,                0,             2351
    9,     97,    1177695,          0,    1177695,  30.203503,          1172423,                0,              547,                0,                0,             4725
    9,     98,    1140856,          0,    1140856,   0.968719,          1134015,                0,              135,                0,                0,             6706
    9,     99,    1051437,          0,    1051437,   0.921621,          1043160,                0,              511,                0,                0,             7766
    9,    100,     899888,          0,     899888,   0.855865,           891948,                0,             1663,                0,                0,             6277
    9,    101,     100213,          0,     100213,   0.111362,            92620,                0,             7593,                0,                0,                0
    9,    102,      50116,          0,      50116,   0.500095,            42981,                0,             7135,                0,                0,                0
    9,    103,      40250,          0,      40250,   0.803137,            33643,                0,             6607,                0,                0,                0
    9,    104,      38161,          0,      38161,   0.948099,            32043,                0,             6118,                0,                0,                0
    9,    105,      36230,          0,      36230,   0.949399,            30603,                0,             5627,                0,                0,                0
    9,    106,      34496,          0,      34496,   0.952139,            29298,                0,             5198,                0,                0,                0
    9,    107,      33027,          0,      33027,   0.957415,            28192,                0,             4835,                0,                0,                0
    9,    108,      31503,          0,      31503,   0.953856,            26986,                0,             1988,                0,                0,             2529
    9,    109,    1262591,          0,    1262591,  40.078438,          1256364,                0,              772,                0,                0,             5455
    9,    110,    1281205,          0,    1281205,   1.014743,          1273398,                0,              170,                0,                0,             7637
    9,    111,    1248672,          0,    1248672,   0.974608,          1239091,                0,              483,                0,                0,             9098
    9,    112,    1052652,          0,    1052652,   0.843017,          1043471,                0,             1991,                0,                0,             7190
    9,    113,     105329,          0,     105329,   0.100061,            96557,                0,             8772,                0,                0,                0
    9,    114,      47358,          0,      47358,   0.449620,            39122,                0,             8236,                0,                0,                0
    9,    115,      37237,          0,      37237,   0.786287,            29545,                0,             7692,                0,                0,                0
    9,    116,      35484,          0,      35484,   0.952923,            28427,                0,             7057,                0,                0,                0
    9,    117,      33863,          0,      33863,   0.954317,            27385,                0,             6478,                0,                0,                0
    9,    118,      32416,          0,      32416,   0.957269,            26450,                0,             5966,                0,                0,                0
    9,    119,      31187,          0,      31187,   0.962087,            25653,                0,             5534,                0,                0,                0
    9,    120,      29839,          0,      29839,   0.956777,            24655,                0,             2132,                0,                0,             3052
    9,    121,    1597548,          0,    1597548,  53.538925,          1591163,                0,              476,                0,                0,             5909
    9,    122,    1677929,          0,    1677929,   1.050315,          1670508,                0,              105,                0,                0,             7316
    9,    123,    1617862,          0,    1617862,   0.964202,          1609750,                0,              368,                0,                0,             7744
    9,    124,    1330713,          0,    1330713,   0.822513,          1322955,                0,             1549,                0,                0,             6209
    9,    125,     127554,          0,     127554,   0.095854,           120148,                0,             7406,                0,                0,                0
    9,    126,      52583,          0,      52583,   0.412241,            45641,                0,             6942,                0,                0,                0
    9,    127,      39383,          0,      39383,   0.748968,            32943,                0,             6440,                0,                0,                0
    9,    128,      37750,          0,      37750,   0.958535,            31846,                0,             5904,                0,                0,                0
    9,    129,      36271,          0,      36271,   0.960821,            30837,                0,             5434,                0,                0,                0
    9,    130,      34981,          0,      34981,   0.964434,            29941,                0,             5040,                0,                0,                0
    9,    131,      33851,          0,      33851,   0.967697,            29180,                0,             4671,                0,                0,                0
    9,    132,      32344,          0,      32344,   0.955481,            27953,                0,             2646,                0,                0,             1745
    9,    133,    1600491,          0,    1600491,  49.483398,          1595261,                0,              662,                0,                0,             4568
    9,    134,    1587943,          0,    1587943,   0.992160,          1582007,                0,              246,                0,                0,             5690
    9,    135,    1521814,          0,    1521814,   0.958356,          1515395,                0,              394,                0,                0,             6025
    9,    136,    1281199,          0,    1281199,   0.841889,          1275027,                0,             1323,                0,                0,             4849
    9,    137,     130561,          0,     130561,   0.101905,           124658,                0,             5878,                0,                0,               25
    9,    138,      54667,          0,      54667,   0.418709,            49130,                0,             5537,                0,                0,                0
    9,    139,      41143,          0,      41143,   0.752611,            35992,                0,             5151,                0,                0,                0
    9,    140,      39374,          0,      39374,   0.957004,            34630,                0,             4744,                0,                0,                0
    9,    141,      37771,          0,      37771,   0.959288,            33415,                0,             4356,                0,                0,                0
    9,    142,      36399,          0,      36399,   0.963676,            32388,                0,             4011,                0,                0,                0
    9,    143,      35211,          0,      35211,   0.967362,            31471,                0,             3740,                0,                0,                0
    9,    144,      33656,          0,      33656,   0.955838,            30151,                0,             2399,                0,                0,             1106
    9,    145,    1260460,          0,    1260460,  37.451271,          1256101,                0,              703,                0,                0,             3656
    9,    146,    1260756,          0,    1260756,   1.000235,          1255565,                0,              265,                0,                0,             4926
    9,    147,    1198124,          0,    1198124,   0.950322,          1192181,                0,              224,                0,                0,             5719
