"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5"
   10,      0,      15773,          0,      15773,   1.000000,            15773,                0,                0,                0,                0,                0
   10,      1,    5362027,          0,    5362027,  339.949738,          5351391,                0,              415,                0,                0,            10221
   10,      2,    5297921,          0,    5297921,   0.988044,          5287714,                0,              198,                0,                0,            10009
   10,      3,    4895909,          0,    4895909,   0.924119,          4886115,                0,              233,                0,                0,             9561
   10,      4,    4194942,          0,    4194942,   0.856826,          4185549,                0,             1179,                0,                0,             8214
   10,      5,     655356,          0,     655356,   0.156225,           646362,                0,             8312,                0,                0,              682
   10,      6,     128007,          0,     128007,   0.195324,           119561,                0,             8446,                0,                0,                0
   10,      7,      78895,          0,      78895,   0.616333,            70991,                0,             7904,                0,                0,                0
   10,      8,      74722,          0,      74722,   0.947107,            67448,                0,             7274,                0,                0,                0
   10,      9,      73796,          0,      73796,   0.987607,            67146,                0,             6650,                0,                0,                0
   10,     10,      72991,          0,      72991,   0.989092,            66832,                0,             6159,                0,                0,                0
   10,     11,      72318,          0,      72318,   0.990780,            66614,                0,             4998,                0,                0,              706
   10,     12,      70638,          0,      70638,   0.976769,            65243,                0,             1832,                0,                0,             3563
   10,     13,    2536257,          0,    2536257,  35.904995,          2531137,                0,              387,                0,                0,             4733
   10,     14,    2531207,          0,    2531207,   0.998009,          2526285,                0,              149,                0,                0,             4773
   10,     15,    2363285,          0,    2363285,   0.933659,          2358544,                0,              211,                0,                0,             4530
   10,     16,    1984121,          0,    1984121,   0.839561,          1979607,                0,              794,                0,                0,             3720
   10,     17,     212458,          0,     212458,   0.107079,           208140,                0,             4318,                0,                0,                0
   10,     18,     102108,          0,     102108,   0.480603,            98047,                0,             4061,                0,                0,                0
   10,     19,      80496,          0,      80496,   0.788342,            76746,                0,             3750,                0,                0,                0
   10,     20,      76524,          0,      76524,   0.950656,            73071,                0,             3453,                0,                0,                0
   10,     21,      72921,          0,      72921,   0.952917,            69758,                0,             3163,                0,                0,                0
   10,     22,      69644,          0,      69644,   0.955061,            66727,                0,             2917,                0,                0,                0
   10,     23,      66959,          0,      66959,   0.961447,            64228,                0,             2731,                0,                0,                0
   10,     24,      63836,          0,      63836,   0.953360,            61281,                0,             1002,                0,                0,             1553
   10,     25,    1202004,          0,    1202004,  18.829563,          1199599,                0,              252,                0,                0,             2153
   10,     26,    1188369,          0,    1188369,   0.988656,          1186118,                0,               86,                0,                0,             2165
   10,     27,    1108207,          0,    1108207,   0.932545,          1106096,                0,               91,                0,                0,             2020
   10,     28,     912850,          0,     912850,   0.823718,           910873,                0,              415,                0,                0,             1562
   10,     29,     207082,          0,     207082,   0.226852,           205228,                0,             1695,                0,                0,              159
   10,     30,      75873,          0,      75873,   0.366391,            74173,                0,             1700,                0,                0,                0
   10,     31,      60818,          0,      60818,   0.801576,            59259,                0,             1559,                0,                0,                0
   10,     32,      56593,          0,      56593,   0.930530,            55179,                0,             1414,                0,                0,                0
   10,     33,      53548,          0,      53548,   0.946195,            52271,                0,             1277,                0,                0,                0
   10,     34,      50664,          0,      50664,   0.946142,            49520,                0,             1144,                0,                0,                0
   10,     35,      48200,          0,      48200,   0.951366,            47168,                0,             1032,                0,                0,                0
   10,     36,      45944,          0,      45944,   0.953195,            45000,                0,              528,                0,                0,              416
   10,     37,     964673,          0,     964673,  20.996714,           958743,                0,              420,                0,                0,             5510
   10,     38,     960205,          0,     960205,   0.995368,           949761,                0,              183,                0,                0,            10261
   10,     39,     893788,          0,     893788,   0.930830,           879483,                0,             1030,                0,                0,            13275
   10,     40,     762264,          0,     762264,   0.852847,           746803,                0,             3457,                0,                0,            12004
   10,     41,      94256,          0,      94256,   0.123653,            79524,                0,            14732,                0,                0,                0
   10,     42,      51724,          0,      51724,   0.548761,            37934,                0,            13790,                0,                0,                0
   10,     43,      42818,          0,      42818,   0.827817,            30033,                0,            12785,                0,                0,                0
