"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8"
   10,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,             2561,             2576,             2658,             2673,             2649,             2656
   10,      1,     352667,          0,     352667,  22.358904,                0,           337773,                0,             2207,             2480,             2546,             2559,             2541,             2561
   10,      2,     379898,          0,     379898,   1.077214,                0,           312854,            52958,             1926,             2366,             2471,             2442,             2456,             2425
   10,      3,     370288,          0,     370288,   0.974704,                0,           286386,            70599,             1654,             2256,             2367,             2351,             2333,             2342
   10,      4,     340992,          0,     340992,   0.920883,                0,           242303,            86172,             1382,             2141,             2285,             2250,             2207,             2252
   10,      5,     128007,          0,     128007,   0.375396,                0,            20253,            96152,             1140,             2016,             2142,             2106,             2088,             2110
   10,      6,      78895,          0,      78895,   0.616333,                0,                0,            68175,              908,             1908,             1995,             1983,             1930,             1996
   10,      7,      74722,          0,      74722,   0.947107,                0,                0,            64970,              714,             1764,             1816,             1846,             1792,             1820
   10,      8,      73796,          0,      73796,   0.987607,                0,                0,            64970,              523,             1653,             1668,             1675,             1663,             1644
   10,      9,      72991,          0,      72991,   0.989092,                0,                0,            64970,              366,             1496,             1545,             1559,             1519,             1536
   10,     10,      72318,          0,      72318,   0.990780,                0,                0,            64970,              228,             1416,             1431,             1429,             1418,             1426
   10,     11,      70638,          0,      70638,   0.976769,                0,                0,            63830,              112,             1301,             1373,             1339,             1350,             1333
   10,     12,      70215,          0,      70215,   0.994012,                0,                0,            43172,            20658,             1265,             1286,             1274,             1260,             1300
   10,     13,     225854,          0,     225854,   3.216606,                0,           156866,            24209,            38757,             1100,             1231,             1225,             1228,             1238
   10,     14,     237332,          0,     237332,   1.050820,                0,           145266,            32237,            54130,              958,             1184,             1170,             1177,             1210
   10,     15,     232429,          0,     232429,   0.979341,                0,           134838,            33060,            59189,              828,             1125,             1127,             1130,             1132
   10,     16,     212458,          0,     212458,   0.914077,                0,           110501,            40607,            56329,              703,             1052,             1108,             1076,             1082
   10,     17,     102108,          0,     102108,   0.480603,                0,                0,            44352,            53128,              567,              990,             1041,             1018,             1012
   10,     18,      80496,          0,      80496,   0.788342,                0,                0,            26776,            49523,              447,              932,              966,              944,              908
   10,     19,      76524,          0,      76524,   0.950656,                0,                0,            26776,            45954,              341,              858,              882,              889,              824
   10,     20,      72921,          0,      72921,   0.952917,                0,                0,            26776,            42725,              257,              794,              777,              824,              768
   10,     21,      69644,          0,      69644,   0.955061,                0,                0,            26776,            39778,              173,              736,              714,              772,              695
   10,     22,      66959,          0,      66959,   0.961447,                0,                0,            26776,            37345,              107,              687,              666,              710,              668
   10,     23,      63836,          0,      63836,   0.953360,                0,                0,            26135,            35096,               50,              632,              642,              658,              623
   10,     24,      61932,          0,      61932,   0.970174,                0,                0,            16490,            32864,            10173,              598,              603,              610,              594
   10,     25,     131839,          0,     131839,   2.128770,                0,            71914,             7622,            30820,            19232,              515,              597,              554,              585
   10,     26,     136070,          0,     136070,   1.032092,                0,            66806,            11580,            28719,            26854,              445,              570,              538,              558
   10,     27,     132313,          0,     132313,   0.972389,                0,            61778,            15235,            23980,            29343,              395,              527,              523,              532
   10,     28,     121706,          0,     121706,   0.919834,                0,            49978,            18841,            22963,            28070,              338,              492,              519,              505
   10,     29,      75873,          0,      75873,   0.623412,                0,             5451,            20455,            21724,            26543,              267,              471,              491,              471
   10,     30,      60818,          0,      60818,   0.801576,                0,                0,            13909,            20412,            24938,              219,              438,              457,              445
   10,     31,      56593,          0,      56593,   0.930530,                0,                0,            13049,            18954,            23176,              175,              404,              409,              426
   10,     32,      53548,          0,      53548,   0.946195,                0,                0,            13049,            17657,            21565,              133,              374,              386,              384
   10,     33,      50664,          0,      50664,   0.946142,                0,                0,            13049,            16409,            20062,               86,              340,              360,              358
   10,     34,      48200,          0,      48200,   0.951366,                0,                0,            13049,            15359,            18760,               55,              317,              324,              336
   10,     35,      45944,          0,      45944,   0.953195,                0,                0,            12811,            14499,            17690,               20,              294,              311,              319
   10,     36,      44226,          0,      44226,   0.962607,                0,                0,             8295,            13407,            16594,             5067,              278,              282,              303
   10,     37,     100917,          0,     100917,   2.281848,                0,            58293,             4220,            12349,            15611,             9646,              242,              284,              272
   10,     38,     104506,          0,     104506,   1.035564,                0,            54150,             9797,            11733,            14521,            13559,              212,              273,              261
   10,     39,     101179,          0,     101179,   0.968165,                0,            49596,            12120,            11852,            12150,            14769,              186,              249,              257
   10,     40,      94256,          0,      94256,   0.931577,                0,            41738,            14905,            11291,            11590,            14089,              163,              227,              253
   10,     41,      51724,          0,      51724,   0.548761,                0,                0,            16326,            10657,            10951,            13208,              130,              219,              233
   10,     42,      42818,          0,      42818,   0.827817,                0,                0,             9808,             9960,            10265,            12265,              103,              195,              222
   10,     43,      40312,          0,      40312,   0.941473,                0,                0,             9808,             9237,             9515,            11293,               83,              187,              189
