"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      2,         10,          0,         10,   1.000000,                6,                4
    1,     14,         74,          0,         74,   7.400000,               58,               16
    1,     26,        151,          0,        151,   2.040540,               96,               55
    1,     38,        366,          0,        366,   2.423841,              264,              102
    1,     50,        755,          0,        755,   2.062841,              524,              231
    1,     62,       1673,          0,       1673,   2.215894,             1200,              473
    1,     74,       3388,          0,       3388,   2.025105,             2406,              982
    1,     86,       6799,          0,       6799,   2.006789,             4773,             2026
    1,     98,      14287,          0,      14287,   2.101338,            10260,             4027
    1,    110,      27632,          0,      27632,   1.934066,            19522,             8110
    1,    122,      57263,          0,      57263,   2.072344,            40643,            16620
    1,    134,     115329,          0,     115329,   2.014023,            81479,            33850
    1,    146,     228679,          0,     228679,   1.982840,           159623,            69056
    1,    158,     483894,          0,     483894,   2.116040,           337138,           146756
    1,    170,     997353,          0,     997353,   2.061098,           688272,           309081
    1,    182,    1930261,          0,    1930261,   1.935384,          1308140,           622121
    1,    194,    3802075,          0,    3802075,   1.969721,          2526244,          1275831
    1,    206,    6495788,          0,    6495788,   1.708485,          4117261,          2378527
    1,    218,    9176218,          0,    9176218,   1.412641,          5506325,          3669893
    1,    230,   12518592,          0,   12518592,   1.364243,          7437948,          5080644
    1,    242,   14271288,          0,   14271288,   1.140007,          7864685,          6406603
    1,    254,   20004062,          0,   20004062,   1.401700,         12219168,          7784894
