"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3"
    1,     37,       2217,          0,       2217,   1.000000,             1662,               55,              496,                4
    1,     38,       2217,          0,       2217,   1.000000,             1641,               53,              520,                3
    1,     39,       2217,          0,       2217,   1.000000,             1609,               81,              525,                2
    1,     40,       2217,          0,       2217,   1.000000,             1613,               73,              527,                4
    1,     41,       2217,          0,       2217,   1.000000,             1621,               70,              519,                7
    1,     42,       2217,          0,       2217,   1.000000,             1631,               74,              505,                7
    1,     43,       2217,          0,       2217,   1.000000,             1639,               70,              501,                7
    1,     44,       2217,          0,       2217,   1.000000,             1646,               68,              497,                6
    1,     45,       2217,          0,       2217,   1.000000,             1652,               66,              492,                7
    1,     46,       2217,          0,       2217,   1.000000,             1659,               65,              484,                9
    1,     47,       2217,          0,       2217,   1.000000,             1663,               61,              486,                7
    1,     48,       2217,          0,       2217,   1.000000,             1655,               66,              488,                8
    1,     49,       2217,          0,       2217,   1.000000,             1651,               64,              493,                9
    1,     50,       2217,          0,       2217,   1.000000,             1643,               62,              509,                3
    1,     51,       2217,          0,       2217,   1.000000,             1632,               78,              495,               12
    1,     52,       2217,          0,       2217,   1.000000,             1629,               76,              496,               16
    1,     53,       2217,          0,       2217,   1.000000,             1628,               79,              493,               17
    1,     54,       2217,          0,       2217,   1.000000,             1636,               77,              488,               16
    1,     55,       2217,          0,       2217,   1.000000,             1642,               73,              486,               16
    1,     56,       2217,          0,       2217,   1.000000,             1646,               72,              483,               16
    1,     57,       2217,          0,       2217,   1.000000,             1652,               71,              478,               16
    1,     58,       2217,          0,       2217,   1.000000,             1661,               72,              468,               16
    1,     59,       2217,          0,       2217,   1.000000,             1657,               69,              473,               18
    1,     60,       2217,          0,       2217,   1.000000,             1662,               69,              467,               19
    1,     61,       2217,          0,       2217,   1.000000,             1654,               64,              481,               18
    1,     62,       2217,          0,       2217,   1.000000,             1644,               66,              494,               13
    1,     63,       2217,          0,       2217,   1.000000,             1626,               77,              501,               13
    1,     64,       2217,          0,       2217,   1.000000,             1621,               73,              504,               19
    1,     65,       2217,          0,       2217,   1.000000,             1621,               70,              504,               22
    1,     66,       2217,          0,       2217,   1.000000,             1626,               66,              501,               24
    1,     67,       2217,          0,       2217,   1.000000,             1628,               70,              498,               21
    1,     68,       2217,          0,       2217,   1.000000,             1633,               70,              494,               20
    1,     69,       2217,          0,       2217,   1.000000,             1640,               69,              489,               19
    1,     70,       2217,          0,       2217,   1.000000,             1650,               66,              478,               23
    1,     71,       2217,          0,       2217,   1.000000,             1658,               64,              470,               25
    1,     72,       2217,          0,       2217,   1.000000,             1648,               67,              479,               23
    1,     73,       2217,          0,       2217,   1.000000,             1641,               66,              487,               23
    1,     74,       2217,          0,       2217,   1.000000,             1629,               62,              500,               26
    1,     75,       2217,          0,       2217,   1.000000,             1596,               87,              508,               26
    1,     76,       2217,          0,       2217,   1.000000,             1604,               86,              495,               32
    1,     77,       2217,          0,       2217,   1.000000,             1611,               83,              490,               33
    1,     78,       2217,          0,       2217,   1.000000,             1621,               79,              485,               32
    1,     79,       2217,          0,       2217,   1.000000,             1624,               80,              484,               29
    1,     80,       2217,          0,       2217,   1.000000,             1625,               80,              483,               29
    1,     81,       2217,          0,       2217,   1.000000,             1632,               76,              479,               30
    1,     82,       2217,          0,       2217,   1.000000,             1635,               80,              475,               27
    1,     83,       2217,          0,       2217,   1.000000,             1642,               82,              467,               26
    1,     84,       2217,          0,       2217,   1.000000,             1628,               79,              475,               35
    1,     85,       2217,          0,       2217,   1.000000,             1624,               74,              482,               37
    1,     86,       2217,          0,       2217,   1.000000,             1613,               75,              497,               32
    1,     87,       2217,          0,       2217,   1.000000,             1593,               96,              487,               41
    1,     88,       2217,          0,       2217,   1.000000,             1599,               91,              480,               47
    1,     89,       2217,          0,       2217,   1.000000,             1605,               93,              479,               40
    1,     90,       2217,          0,       2217,   1.000000,             1612,               97,              470,               38
    1,     91,       2217,          0,       2217,   1.000000,             1615,               95,              470,               37
    1,     92,       2217,          0,       2217,   1.000000,             1619,               95,              469,               34
    1,     93,       2217,          0,       2217,   1.000000,             1624,               94,              468,               31
    1,     94,       2217,          0,       2217,   1.000000,             1639,               88,              457,               33
    1,     95,       2217,          0,       2217,   1.000000,             1639,               89,              455,               34
    1,     96,       2217,          0,       2217,   1.000000,             1627,               81,              467,               42
    1,     97,       2217,          0,       2217,   1.000000,             1618,               82,              475,               42
    1,     98,       2217,          0,       2217,   1.000000,             1611,               84,              490,               32
    1,     99,       2217,          0,       2217,   1.000000,             1586,              101,              483,               47
    1,    100,       2217,          0,       2217,   1.000000,             1583,               98,              486,               50
    1,    101,       2217,          0,       2217,   1.000000,             1588,               94,              482,               53
    1,    102,       2217,          0,       2217,   1.000000,             1598,               97,              469,               53
    1,    103,       2217,          0,       2217,   1.000000,             1609,               92,              464,               52
    1,    104,       2217,          0,       2217,   1.000000,             1621,               90,              456,               50
    1,    105,       2217,          0,       2217,   1.000000,             1626,               90,              453,               48
    1,    106,       2217,          0,       2217,   1.000000,             1633,               90,              447,               47
    1,    107,       2217,          0,       2217,   1.000000,             1650,               90,              435,               42
    1,    108,       2217,          0,       2217,   1.000000,             1641,               85,              444,               47
    1,    109,       2217,          0,       2217,   1.000000,             1616,               89,              460,               52
    1,    110,       2217,          0,       2217,   1.000000,             1616,               86,              468,               47
    1,    111,       2217,          0,       2217,   1.000000,             1599,               98,              456,               64
    1,    112,       2217,          0,       2217,   1.000000,             1600,               96,              451,               70
    1,    113,       2217,          0,       2217,   1.000000,             1601,               97,              450,               69
    1,    114,       2217,          0,       2217,   1.000000,             1608,              101,              440,               68
    1,    115,       2217,          0,       2217,   1.000000,             1619,               98,              433,               67
    1,    116,       2217,          0,       2217,   1.000000,             1624,               99,              429,               65
    1,    117,       2217,          0,       2217,   1.000000,             1629,              100,              426,               62
    1,    118,       2217,          0,       2217,   1.000000,             1632,              102,              424,               59
    1,    119,       2217,          0,       2217,   1.000000,             1642,              100,              408,               67
    1,    120,       2217,          0,       2217,   1.000000,             1625,               99,              433,               60
    1,    121,       2217,          0,       2217,   1.000000,             1640,               88,              421,               68
    1,    122,       2217,          0,       2217,   1.000000,             1625,               90,              441,               61
    1,    123,       2217,          0,       2217,   1.000000,             1608,              100,              435,               74
    1,    124,       2217,          0,       2217,   1.000000,             1596,              101,              441,               79
    1,    125,       2217,          0,       2217,   1.000000,             1606,              101,              432,               78
    1,    126,       2217,          0,       2217,   1.000000,             1616,               98,              424,               79
    1,    127,       2217,          0,       2217,   1.000000,             1616,              100,              423,               78
    1,    128,       2217,          0,       2217,   1.000000,             1621,              100,              419,               77
    1,    129,       2217,          0,       2217,   1.000000,             1625,              103,              416,               73
    1,    130,       2217,          0,       2217,   1.000000,             1630,              104,              413,               70
    1,    131,       2217,          0,       2217,   1.000000,             1650,              106,              391,               70
    1,    132,       2217,          0,       2217,   1.000000,             1649,              100,              397,               71
    1,    133,       2217,          0,       2217,   1.000000,             1634,               94,              407,               82
    1,    134,       2217,          0,       2217,   1.000000,             1618,               93,              434,               72
    1,    135,       2217,          0,       2217,   1.000000,             1609,              111,              413,               84
    1,    136,       2217,          0,       2217,   1.000000,             1601,              108,              418,               90
    1,    137,       2217,          0,       2217,   1.000000,             1613,              107,              406,               91
    1,    138,       2217,          0,       2217,   1.000000,             1619,              109,              403,               86
    1,    139,       2217,          0,       2217,   1.000000,             1627,              107,              396,               87
    1,    140,       2217,          0,       2217,   1.000000,             1633,              108,              394,               82
    1,    141,       2217,          0,       2217,   1.000000,             1642,              110,              387,               78
    1,    142,       2217,          0,       2217,   1.000000,             1650,              110,              378,               79
    1,    143,       2217,          0,       2217,   1.000000,             1655,              114,              372,               76
    1,    144,       2217,          0,       2217,   1.000000,             1654,              109,              371,               83
    1,    145,       2217,          0,       2217,   1.000000,             1642,              100,              381,               94
    1,    146,       2217,          0,       2217,   1.000000,             1640,              100,              389,               88
    1,    147,       2217,          0,       2217,   1.000000,             1613,              129,              380,               95
    1,    148,       2217,          0,       2217,   1.000000,             1607,              123,              387,              100
    1,    149,       2217,          0,       2217,   1.000000,             1605,              129,              383,              100
    1,    150,       2217,          0,       2217,   1.000000,             1614,              135,              379,               89
    1,    151,       2217,          0,       2217,   1.000000,             1617,              135,              377,               88
    1,    152,       2217,          0,       2217,   1.000000,             1623,              134,              373,               87
    1,    153,       2217,          0,       2217,   1.000000,             1629,              135,              367,               86
    1,    154,       2217,          0,       2217,   1.000000,             1638,              135,              361,               83
    1,    155,       2217,          0,       2217,   1.000000,             1652,              128,              346,               91
    1,    156,       2217,          0,       2217,   1.000000,             1645,              123,              354,               95
    1,    157,       2217,          0,       2217,   1.000000,             1645,              122,              352,               98
    1,    158,       2217,          0,       2217,   1.000000,             1634,              123,              380,               80
    1,    159,       2217,          0,       2217,   1.000000,             1624,              138,              361,               94
    1,    160,       2217,          0,       2217,   1.000000,             1616,              139,              367,               95
    1,    161,       2217,          0,       2217,   1.000000,             1631,              140,              347,               99
    1,    162,       2217,          0,       2217,   1.000000,             1638,              139,              336,              104
    1,    163,       2217,          0,       2217,   1.000000,             1641,              141,              331,              104
    1,    164,       2217,          0,       2217,   1.000000,             1648,              141,              328,              100
    1,    165,       2217,          0,       2217,   1.000000,             1655,              141,              323,               98
    1,    166,       2217,          0,       2217,   1.000000,             1660,              139,              328,               90
    1,    167,       2217,          0,       2217,   1.000000,             1658,              150,              326,               83
    1,    168,       2217,          0,       2217,   1.000000,             1641,              144,              337,               95
    1,    169,       2217,          0,       2217,   1.000000,             1644,              138,              336,               99
    1,    170,       2217,          0,       2217,   1.000000,             1636,              134,              353,               94
    1,    171,       2217,          0,       2217,   1.000000,             1618,              152,              344,              103
    1,    172,       2217,          0,       2217,   1.000000,             1617,              148,              340,              112
    1,    173,       2217,          0,       2217,   1.000000,             1624,              149,              331,              113
    1,    174,       2217,          0,       2217,   1.000000,             1630,              161,              322,              104
    1,    175,       2217,          0,       2217,   1.000000,             1638,              163,              315,              101
    1,    176,       2217,          0,       2217,   1.000000,             1641,              163,              313,              100
    1,    177,       2217,          0,       2217,   1.000000,             1643,              165,              310,               99
    1,    178,       2217,          0,       2217,   1.000000,             1654,              159,              305,               99
    1,    179,       2217,          0,       2217,   1.000000,             1653,              159,              308,               97
    1,    180,       2217,          0,       2217,   1.000000,             1642,              160,              312,              103
    1,    181,       2217,          0,       2217,   1.000000,             1627,              148,              327,              115
    1,    182,       2217,          0,       2217,   1.000000,             1629,              151,              332,              105
    1,    183,       2217,          0,       2217,   1.000000,             1599,              175,              325,              118
    1,    184,       2217,          0,       2217,   1.000000,             1587,              179,              324,              127
    1,    185,       2217,          0,       2217,   1.000000,             1606,              167,              310,              134
    1,    186,       2217,          0,       2217,   1.000000,             1615,              177,              302,              123
    1,    187,       2217,          0,       2217,   1.000000,             1618,              174,              303,              122
    1,    188,       2217,          0,       2217,   1.000000,             1623,              174,              303,              117
    1,    189,       2217,          0,       2217,   1.000000,             1628,              175,              296,              118
    1,    190,       2217,          0,       2217,   1.000000,             1622,              178,              296,              121
    1,    191,       2217,          0,       2217,   1.000000,             1629,              179,              296,              113
    1,    192,       2217,          0,       2217,   1.000000,             1621,              170,              296,              130
    1,    193,       2217,          0,       2217,   1.000000,             1622,              158,              299,              138
    1,    194,       2217,          0,       2217,   1.000000,             1613,              153,              322,              129
    1,    195,       2217,          0,       2217,   1.000000,             1589,              178,              306,              144
    1,    196,       2217,          0,       2217,   1.000000,             1588,              179,              306,              144
    1,    197,       2217,          0,       2217,   1.000000,             1589,              185,              306,              137
    1,    198,       2217,          0,       2217,   1.000000,             1606,              179,              297,              135
    1,    199,       2217,          0,       2217,   1.000000,             1606,              181,              296,              134
    1,    200,       2217,          0,       2217,   1.000000,             1605,              183,              296,              133
    1,    201,       2217,          0,       2217,   1.000000,             1606,              183,              294,              134
    1,    202,       2217,          0,       2217,   1.000000,             1620,              176,              284,              137
    1,    203,       2217,          0,       2217,   1.000000,             1621,              176,              279,              141
    1,    204,       2217,          0,       2217,   1.000000,             1625,              180,              271,              141
    1,    205,       2217,          0,       2217,   1.000000,             1625,              172,              278,              142
    1,    206,       2217,          0,       2217,   1.000000,             1605,              165,              304,              143
    1,    207,       2217,          0,       2217,   1.000000,             1575,              194,              298,              150
    1,    208,       2217,          0,       2217,   1.000000,             1575,              175,              300,              167
    1,    209,       2217,          0,       2217,   1.000000,             1576,              188,              293,              160
    1,    210,       2217,          0,       2217,   1.000000,             1589,              188,              282,              158
    1,    211,       2217,          0,       2217,   1.000000,             1595,              186,              279,              157
    1,    212,       2217,          0,       2217,   1.000000,             1598,              188,              278,              153
    1,    213,       2217,          0,       2217,   1.000000,             1605,              194,              270,              148
    1,    214,       2217,          0,       2217,   1.000000,             1618,              185,              269,              145
    1,    215,       2217,          0,       2217,   1.000000,             1614,              196,              265,              142
    1,    216,       2217,          0,       2217,   1.000000,             1614,              184,              270,              149
    1,    217,       2217,          0,       2217,   1.000000,             1611,              181,              274,              151
    1,    218,       2217,          0,       2217,   1.000000,             1606,              176,              284,              151
    1,    219,       2217,          0,       2217,   1.000000,             1582,              208,              270,              157
    1,    220,       2217,          0,       2217,   1.000000,             1579,              200,              273,              165
    1,    221,       2217,          0,       2217,   1.000000,             1589,              204,              261,              163
    1,    222,       2217,          0,       2217,   1.000000,             1588,              220,              253,              156
    1,    223,       2217,          0,       2217,   1.000000,             1590,              222,              254,              151
    1,    224,       2217,          0,       2217,   1.000000,             1599,              219,              248,              151
    1,    225,       2217,          0,       2217,   1.000000,             1602,              218,              250,              147
    1,    226,       2217,          0,       2217,   1.000000,             1615,              215,              241,              146
    1,    227,       2217,          0,       2217,   1.000000,             1619,              224,              232,              142
    1,    228,       2217,          0,       2217,   1.000000,             1622,              209,              233,              153
    1,    229,       2217,          0,       2217,   1.000000,             1617,              212,              233,              155
    1,    230,       2217,          0,       2217,   1.000000,             1607,              197,              255,              158
    1,    231,       2217,          0,       2217,   1.000000,             1579,              234,              243,              161
    1,    232,       2217,          0,       2217,   1.000000,             1573,              230,              246,              168
    1,    233,       2217,          0,       2217,   1.000000,             1577,              227,              240,              173
    1,    234,       2217,          0,       2217,   1.000000,             1584,              243,              232,              158
    1,    235,       2217,          0,       2217,   1.000000,             1594,              239,              226,              158
    1,    236,       2217,          0,       2217,   1.000000,             1598,              241,              224,              154
    1,    237,       2217,          0,       2217,   1.000000,             1601,              240,              221,              155
    1,    238,       2217,          0,       2217,   1.000000,             1609,              237,              217,              154
    1,    239,       2217,          0,       2217,   1.000000,             1601,              248,              217,              151
    1,    240,       2217,          0,       2217,   1.000000,             1600,              229,              218,              170
    1,    241,       2217,          0,       2217,   1.000000,             1595,              233,              220,              169
    1,    242,       2217,          0,       2217,   1.000000,             1588,              227,              237,              165
    1,    243,       2217,          0,       2217,   1.000000,             1544,              254,              227,              192
    1,    244,       2217,          0,       2217,   1.000000,             1536,              268,              221,              192
    1,    245,       2217,          0,       2217,   1.000000,             1552,              265,              212,              188
    1,    246,       2217,          0,       2217,   1.000000,             1556,              271,              212,              178
    1,    247,       2217,          0,       2217,   1.000000,             1560,              273,              208,              176
    1,    248,       2217,          0,       2217,   1.000000,             1570,              266,              207,              174
    1,    249,       2217,          0,       2217,   1.000000,             1574,              269,              205,              169
    1,    250,       2217,          0,       2217,   1.000000,             1584,              267,              198,              168
    1,    251,       2217,          0,       2217,   1.000000,             1592,              279,              186,              160
    1,    252,       2217,          0,       2217,   1.000000,             1586,              268,              188,              175
    1,    253,       2217,          0,       2217,   1.000000,             1585,              253,              191,              188
    1,    254,       2217,          0,       2217,   1.000000,             1581,              247,              204,              185
    1,    255,       2217,          0,       2217,   1.000000,             1557,              268,              194,              198
    1,    256,       2217,          0,       2217,   1.000000,             1558,              265,              186,              208
    1,    257,       2217,          0,       2217,   1.000000,             1567,              262,              184,              204
    1,    258,       2217,          0,       2217,   1.000000,             1573,              267,              184,              193
    1,    259,       2217,          0,       2217,   1.000000,             1577,              270,              182,              188
    1,    260,       2217,          0,       2217,   1.000000,             1582,              273,              181,              181
    1,    261,       2217,          0,       2217,   1.000000,             1589,              276,              174,              178
    1,    262,       2217,          0,       2217,   1.000000,             1598,              272,              169,              178
