"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5"
    1,      0,      15773,          0,      15773,   1.000000,            15773,                0,                0,                0,                0,                0
    1,      1,    5369965,          0,    5369965,  340.453003,          5359408,                0,              388,                0,                0,            10169
    1,      2,    5246835,          0,    5246835,   0.977071,          5236762,                0,              202,                0,                0,             9871
    1,      3,    4884690,          0,    4884690,   0.930978,          4875031,                0,              238,                0,                0,             9421
    1,      4,    4156218,          0,    4156218,   0.850866,          4146939,                0,             1165,                0,                0,             8114
    1,      5,     644712,          0,     644712,   0.155120,           635825,                0,             8239,                0,                0,              648
    1,      6,     125714,          0,     125714,   0.194992,           117397,                0,             8317,                0,                0,                0
    1,      7,      78107,          0,      78107,   0.621307,            70354,                0,             7753,                0,                0,                0
    1,      8,      74150,          0,      74150,   0.949339,            66989,                0,             7161,                0,                0,                0
    1,      9,      73260,          0,      73260,   0.987997,            66660,                0,             6600,                0,                0,                0
    1,     10,      72450,          0,      72450,   0.988944,            66371,                0,             6079,                0,                0,                0
    1,     11,      71773,          0,      71773,   0.990656,            66130,                0,             4926,                0,                0,              717
    1,     12,      69944,          0,      69944,   0.974517,            64615,                0,             1904,                0,                0,             3425
    1,     13,    2523200,          0,    2523200,  36.074574,          2518174,                0,              408,                0,                0,             4618
    1,     14,    2466411,          0,    2466411,   0.977493,          2461596,                0,              162,                0,                0,             4653
    1,     15,    2321572,          0,    2321572,   0.941275,          2316905,                0,              206,                0,                0,             4461
    1,     16,    1900859,          0,    1900859,   0.818781,          1896386,                0,              880,                0,                0,             3593
    1,     17,     204883,          0,     204883,   0.107784,           200598,                0,             4285,                0,                0,                0
    1,     18,      99031,          0,      99031,   0.483354,            94973,                0,             4058,                0,                0,                0
    1,     19,      78271,          0,      78271,   0.790369,            74549,                0,             3722,                0,                0,                0
    1,     20,      74050,          0,      74050,   0.946072,            70637,                0,             3413,                0,                0,                0
    1,     21,      70146,          0,      70146,   0.947279,            67035,                0,             3111,                0,                0,                0
    1,     22,      66891,          0,      66891,   0.953597,            64023,                0,             2868,                0,                0,                0
    1,     23,      63885,          0,      63885,   0.955061,            61231,                0,             2654,                0,                0,                0
    1,     24,      60595,          0,      60595,   0.948501,            58112,                0,              999,                0,                0,             1484
    1,     25,    1173994,          0,    1173994,  19.374437,          1171619,                0,              279,                0,                0,             2096
    1,     26,    1155798,          0,    1155798,   0.984501,          1153562,                0,               78,                0,                0,             2158
    1,     27,    1066278,          0,    1066278,   0.922547,          1064180,                0,               83,                0,                0,             2015
    1,     28,     837166,          0,     837166,   0.785129,           835211,                0,              454,                0,                0,             1501
    1,     29,     179149,          0,     179149,   0.213995,           177329,                0,             1685,                0,                0,              135
    1,     30,      69050,          0,      69050,   0.385433,            67385,                0,             1665,                0,                0,                0
    1,     31,      55737,          0,      55737,   0.807198,            54214,                0,             1523,                0,                0,                0
    1,     32,      51783,          0,      51783,   0.929060,            50426,                0,             1357,                0,                0,                0
    1,     33,      48663,          0,      48663,   0.939749,            47447,                0,             1216,                0,                0,                0
    1,     34,      45992,          0,      45992,   0.945112,            44900,                0,             1092,                0,                0,                0
    1,     35,      43459,          0,      43459,   0.944925,            42483,                0,              976,                0,                0,                0
    1,     36,      41303,          0,      41303,   0.950390,            40411,                0,              477,                0,                0,              415
    1,     37,     871419,          0,     871419,  21.098202,           866153,                0,              415,                0,                0,             4851
    1,     38,     869659,          0,     869659,   0.997980,           860706,                0,              180,                0,                0,             8773
    1,     39,     809118,          0,     809118,   0.930385,           796966,                0,              923,                0,                0,            11229
