"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4"
    1,    123,     107395,          0,     107395,   1.011290,           101503,                0,             1422,             4470,                0
    1,    124,      96286,          0,      96286,   0.896559,            90678,                9,             5383,              216,                0
    1,    125,      39956,          0,      39956,   0.414972,            34715,              884,             4357,                0,                0
    1,    126,      29835,          0,      29835,   0.746696,            25231,             4580,               24,                0,                0
    1,    127,      28447,          0,      28447,   0.953477,            27302,             1145,                0,                0,                0
    1,    128,      27282,          0,      27282,   0.959047,            23995,             3287,                0,                0,                0
    1,    129,      26272,          0,      26272,   0.962979,            22789,             3483,                0,                0,                0
    1,    130,      25389,          0,      25389,   0.966390,            21856,             2692,              841,                0,                0
    1,    131,      24564,          0,      24564,   0.967506,            21247,              779,             2538,                0,                0
    1,    132,      23383,          0,      23383,   0.951922,            20226,              165,             2992,                0,                0
    1,    133,      95871,          0,      95871,   4.100030,            92230,               13,             3628,                0,                0
    1,    134,     102302,          0,     102302,   1.067080,            98162,                0,             1543,             2597,                0
    1,    135,     102310,          0,     102310,   1.000078,            97880,                0,             1080,             3350,                0
    1,    136,      91193,          0,      91193,   0.891340,            86960,               14,             4219,                0,                0
    1,    137,      39821,          0,      39821,   0.436667,            35834,              440,             3547,                0,                0
    1,    138,      29984,          0,      29984,   0.752970,            26477,             3202,              305,                0,                0
    1,    139,      28674,          0,      28674,   0.956310,            27199,             1475,                0,                0,                0
    1,    140,      27413,          0,      27413,   0.956023,            24899,             2514,                0,                0,                0
    1,    141,      26345,          0,      26345,   0.961040,            23942,             2403,                0,                0,                0
    1,    142,      25393,          0,      25393,   0.963864,            22842,             2551,                0,                0,                0
    1,    143,      24560,          0,      24560,   0.967196,            22056,              912,             1592,                0,                0
    1,    144,      23580,          0,      23580,   0.960098,            21211,              163,             2206,                0,                0
    1,    145,      80935,          0,      80935,   3.432358,            77934,                5,             2996,                0,                0
    1,    146,      85601,          0,      85601,   1.057651,            81994,                0,             1427,             2180,                0
    1,    147,      81904,          0,      81904,   0.956811,            77846,                0,              943,             3115,                0
    1,    148,      76252,          0,      76252,   0.930992,            72258,                9,             3923,               62,                0
    1,    149,      37158,          0,      37158,   0.487305,            33409,              417,             3332,                0,                0
    1,    150,      27191,          0,      27191,   0.731767,            23875,             3128,              188,                0,                0
    1,    151,      25830,          0,      25830,   0.949947,            23155,             2675,                0,                0,                0
    1,    152,      24613,          0,      24613,   0.952884,            22147,             2466,                0,                0,                0
    1,    153,      23498,          0,      23498,   0.954699,            21025,             2473,                0,                0,                0
    1,    154,      22534,          0,      22534,   0.958975,            20005,             2529,                0,                0,                0
    1,    155,      21758,          0,      21758,   0.965563,            19362,              362,             2034,                0,                0
    1,    156,      21007,          0,      21007,   0.965484,            18707,               12,             2288,                0,                0
    1,    157,      71303,          0,      71303,   3.394249,            68287,                3,             3013,                0,                0
    1,    158,      74582,          0,      74582,   1.045987,            70910,                0,              806,             2866,                0
    1,    159,      70049,          0,      70049,   0.939221,            65837,                0,              947,             3265,                0
    1,    160,      64786,          0,      64786,   0.924867,            60766,                5,             3958,               57,                0
    1,    161,      30588,          0,      30588,   0.472139,            26810,              430,             3348,                0,                0
    1,    162,      24232,          0,      24232,   0.792206,            20889,             2852,              491,                0,                0
    1,    163,      23069,          0,      23069,   0.952006,            20188,             2881,                0,                0,                0
    1,    164,      21931,          0,      21931,   0.950670,            21226,              705,                0,                0,                0
    1,    165,      20965,          0,      20965,   0.955953,            18610,             2355,                0,                0,                0
    1,    166,      20104,          0,      20104,   0.958932,            17551,             1748,              805,                0,                0
    1,    167,      19413,          0,      19413,   0.965629,            17014,              453,             1946,                0,                0
    1,    168,      18714,          0,      18714,   0.963993,            16425,               11,             2278,                0,                0
    1,    169,      66012,          0,      66012,   3.527413,            62900,                3,             2015,             1094,                0
    1,    170,      71204,          0,      71204,   1.078652,            67393,                0,              779,             3032,                0
    1,    171,      70534,          0,      70534,   0.990590,            66092,                0,              974,             3468,                0
    1,    172,      64918,          0,      64918,   0.920379,            60662,               11,             4217,               28,                0
    1,    173,      28816,          0,      28816,   0.443883,            24828,              496,             3492,                0,                0
    1,    174,      22056,          0,      22056,   0.765408,            18584,             3445,               27,                0,                0
    1,    175,      20923,          0,      20923,   0.948631,            20075,              848,                0,                0,                0
    1,    176,      19973,          0,      19973,   0.954595,            17358,             2615,                0,                0,                0
    1,    177,      19018,          0,      19018,   0.952185,            16649,             2369,                0,                0,                0
    1,    178,      18234,          0,      18234,   0.958776,            15602,             1611,             1021,                0,                0
    1,    179,      17650,          0,      17650,   0.967972,            15179,              379,             2092,                0,                0
    1,    180,      17037,          0,      17037,   0.965269,            14670,                6,             2361,                0,                0
    1,    181,      65625,          0,      65625,   3.851911,            62669,                1,             1696,             1259,                0
    1,    182,      71502,          0,      71502,   1.089554,            68043,                0,              679,             2780,                0
    1,    183,      71696,          0,      71696,   1.002713,            67807,                0,              809,             3080,                0
    1,    184,      64869,          0,      64869,   0.904778,            61128,                4,             3703,               34,                0
    1,    185,      47111,          0,      47111,   0.726248,            43567,              253,             3291,                0,                0
    1,    186,      21554,          0,      21554,   0.457515,            18419,             2818,              317,                0,                0
    1,    187,      20538,          0,      20538,   0.952863,            17789,             2749,                0,                0,                0
    1,    188,      19674,          0,      19674,   0.957932,            17238,             2436,                0,                0,                0
    1,    189,      18898,          0,      18898,   0.960557,            16314,             2584,                0,                0,                0
    1,    190,      18270,          0,      18270,   0.966769,            15846,              496,             1928,                0,                0
    1,    191,      17680,          0,      17680,   0.967707,            15398,              215,             2067,                0,                0
    1,    192,      17084,          0,      17084,   0.966290,            14924,                6,             2154,                0,                0
    1,    193,      70701,          0,      70701,   4.138433,            68006,                0,              750,             1945,                0
    1,    194,      74155,          0,      74155,   1.048854,            71014,                0,              591,             2550,                0
    1,    195,      73214,          0,      73214,   0.987310,            69722,                0,              731,             2761,                0
    1,    196,      65445,          0,      65445,   0.893886,            62095,                6,             3344,                0,                0
    1,    197,      46912,          0,      46912,   0.716816,            43757,              174,             2981,                0,                0
    1,    198,      21609,          0,      21609,   0.460628,            18865,             2480,              264,                0,                0
    1,    199,      20584,          0,      20584,   0.952566,            18183,             2401,                0,                0,                0
    1,    200,      19664,          0,      19664,   0.955305,            17557,             2107,                0,                0,                0
    1,    201,      18925,          0,      18925,   0.962419,            16640,             2285,                0,                0,                0
    1,    202,      18243,          0,      18243,   0.963963,            16112,              963,             1168,                0,                0
    1,    203,      17710,          0,      17710,   0.970783,            15683,               96,             1931,                0,                0
    1,    204,      16957,          0,      16957,   0.957482,            15020,                5,             1932,                0,                0
    1,    205,      62520,          0,      62520,   3.686973,            60111,                0,             1178,             1231,                0
    1,    206,      66772,          0,      66772,   1.068010,            63861,                0,              640,             2271,                0
    1,    207,      64940,          0,      64940,   0.972563,            61672,                0,              700,             2568,                0
    1,    208,      58213,          0,      58213,   0.896412,            55102,               10,             3101,                0,                0
    1,    209,      26335,          0,      26335,   0.452390,            23420,              308,             2607,                0,                0
    1,    210,      20519,          0,      20519,   0.779153,            17776,              710,             2033,                0,                0
    1,    211,      19511,          0,      19511,   0.950875,            18912,              599,                0,                0,                0
    1,    212,      18553,          0,      18553,   0.950899,            18216,              337,                0,                0,                0
    1,    213,      17758,          0,      17758,   0.957150,            15983,             1775,                0,                0,                0
    1,    214,      17117,          0,      17117,   0.963904,            15159,             1168,              790,                0,                0
    1,    215,      16541,          0,      16541,   0.966349,            14710,              350,             1481,                0,                0
    1,    216,      15994,          0,      15994,   0.966931,            14231,                5,             1758,                0,                0
    1,    217,      58926,          0,      58926,   3.684257,            56591,                2,             1122,             1211,                0
    1,    218,      62541,          0,      62541,   1.061348,            59754,                0,              587,             2200,                0
    1,    219,      59856,          0,      59856,   0.957068,            56643,                1,              631,             2581,                0
    1,    220,      53801,          0,      53801,   0.898841,            50722,                2,             3016,               61,                0
    1,    221,      24442,          0,      24442,   0.454304,            21556,              303,             2583,                0,                0
    1,    222,      19041,          0,      19041,   0.779028,            16502,             2466,               73,                0,                0
    1,    223,      18144,          0,      18144,   0.952891,            16138,             2006,                0,                0,                0
    1,    224,      17385,          0,      17385,   0.958168,            15378,             2007,                0,                0,                0
    1,    225,      16684,          0,      16684,   0.959678,            14796,             1888,                0,                0,                0
    1,    226,      16003,          0,      16003,   0.959182,            14044,             1959,                0,                0,                0
    1,    227,      15444,          0,      15444,   0.965069,            13627,              235,             1582,                0,                0
    1,    228,      14865,          0,      14865,   0.962510,            13139,                1,             1725,                0,                0
    1,    229,      53100,          0,      53100,   3.572149,            50823,                1,             1172,             1104,                0
    1,    230,      56119,          0,      56119,   1.056855,            53350,                0,              519,             2250,                0
    1,    231,      55765,          0,      55765,   0.993692,            52566,                0,              667,             2532,                0
    1,    232,      50494,          0,      50494,   0.905478,            47439,                4,             3051,                0,                0
    1,    233,      22836,          0,      22836,   0.452252,            19956,              299,             2581,                0,                0
    1,    234,      17538,          0,      17538,   0.767998,            15052,             2422,               64,                0,                0
    1,    235,      16695,          0,      16695,   0.951933,            14584,             2111,                0,                0,                0
    1,    236,      15899,          0,      15899,   0.952321,            13965,             1934,                0,                0,                0
    1,    237,      15189,          0,      15189,   0.955343,            14545,              644,                0,                0,                0
    1,    238,      14531,          0,      14531,   0.956679,            12872,             1659,                0,                0,                0
    1,    239,      14051,          0,      14051,   0.966967,            12261,              299,             1491,                0,                0
    1,    240,      13609,          0,      13609,   0.968543,            11889,                1,             1719,                0,                0
    1,    241,      50543,          0,      50543,   3.713939,            48311,                0,             1002,             1230,                0
    1,    242,      53891,          0,      53891,   1.066241,            51228,                0,              586,             2077,                0
    1,    243,      53966,          0,      53966,   1.001392,            50950,                0,              603,             2413,                0
    1,    244,      49626,          0,      49626,   0.919579,            46712,                6,             2908,                0,                0
    1,    245,      19658,          0,      19658,   0.396123,            16923,              394,             2341,                0,                0
    1,    246,      15894,          0,      15894,   0.808526,            13361,             2532,                1,                0,                0
    1,    247,      15057,          0,      15057,   0.947339,            13059,             1998,                0,                0,                0
    1,    248,      14393,          0,      14393,   0.955901,            12495,             1898,                0,                0,                0
    1,    249,      13799,          0,      13799,   0.958730,            11933,             1866,                0,                0,                0
    1,    250,      13254,          0,      13254,   0.960504,            11422,             1832,                0,                0,                0
    1,    251,      12829,          0,      12829,   0.967934,            11100,              192,             1537,                0,                0
    1,    252,      12395,          0,      12395,   0.966170,            10728,                4,             1663,                0,                0
    1,    253,      51920,          0,      51920,   4.188786,            49795,                0,             1096,             1029,                0
    1,    254,      55346,          0,      55346,   1.065986,            52814,                0,              496,             2036,                0
    1,    255,      55505,          0,      55505,   1.002873,            52713,                0,              573,             2219,                0
    1,    256,      51019,          0,      51019,   0.919178,            48356,                1,             2631,               31,                0
    1,    257,      23199,          0,      23199,   0.454713,            20682,              158,             2359,                0,                0
    1,    258,      16335,          0,      16335,   0.704125,            14099,             2098,              138,                0,                0
    1,    259,      15600,          0,      15600,   0.955005,            13612,             1988,                0,                0,                0
    1,    260,      15031,          0,      15031,   0.963526,            13227,             1804,                0,                0,                0
    1,    261,      14472,          0,      14472,   0.962810,            12788,             1684,                0,                0,                0
    1,    262,      13980,          0,      13980,   0.966003,            12263,             1631,               86,                0,                0
