"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17","Trait Index 18","Trait Index 19","Trait Index 20","Trait Index 21","Trait Index 22","Trait Index 23","Trait Index 24","Trait Index 25","Trait Index 26","Trait Index 27","Trait Index 28","Trait Index 29","Trait Index 30","Trait Index 31","Trait Index 32","Trait Index 33","Trait Index 34","Trait Index 35","Trait Index 36"
    1,      0,         10,          0,         10,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                1,                0,                1,                0,                0,                0,                0
    1,      1,         10,          0,         10,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                1,                0,                1,                0,                0,                0
    1,      2,         80,          0,         80,   8.000000,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                1,                0,                1,                0,                0
    1,      3,         80,          0,         80,   1.000000,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                1,                0,                1,                0
    1,      4,         80,          0,         80,   1.000000,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                1,                0,                1
    1,      5,         80,          0,         80,   1.000000,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                1,                1
    1,      6,         80,          0,         80,   1.000000,                0,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                2
    1,      7,         80,          0,         80,   1.000000,                0,                0,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                3
    1,      8,         80,          0,         80,   1.000000,                0,                0,                0,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                0,                3
    1,      9,         80,          0,         80,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                0,                3
    1,     10,         80,          0,         80,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                0,                3
    1,     11,         80,          0,         80,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                0,                3
    1,     12,         80,          0,         80,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                1,                3
    1,     13,         74,          0,         74,   0.925000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               66,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                0,                2
    1,     14,        292,          0,        292,   3.945946,                0,              218,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               66,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0,                2
    1,     15,        283,          0,        283,   0.969178,                0,                0,              211,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               66,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0,                0
    1,     16,        270,          0,        270,   0.954064,                0,                0,                0,              199,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               65,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1,                1,                0,                0
    1,     17,        254,          0,        254,   0.940741,                0,                0,                0,                0,              187,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               62,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                0,                1,                0
    1,     18,        228,          0,        228,   0.897638,                0,                0,                0,                0,                0,              162,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               61,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                0,                1
    1,     19,        205,          0,        205,   0.899123,                0,                0,                0,                0,                0,                0,              144,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               56,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2,                1
    1,     20,        187,          0,        187,   0.912195,                0,                0,                0,                0,                0,                0,                0,              130,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               53,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                2
    1,     21,        177,          0,        177,   0.946524,                0,                0,                0,                0,                0,                0,                0,                0,              120,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               53,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                2
    1,     22,        165,          0,        165,   0.932203,                0,                0,                0,                0,                0,                0,                0,                0,                0,              111,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               50,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                3
    1,     23,        164,          0,        164,   0.993939,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              110,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               50,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                4
    1,     24,        157,          0,        157,   0.957317,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              105,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               50,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                2
    1,     25,        151,          0,        151,   0.961783,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               99,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               50,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                2
    1,     26,        870,          0,        870,   5.761590,                0,              719,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               99,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               50,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                2
    1,     27,        830,          0,        830,   0.954023,                0,                0,              682,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               99,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               48,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1
    1,     28,        783,          0,        783,   0.943374,                0,                0,                0,              640,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               96,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               47,                0,                0,                0,                0,                0,                0,                0,                0,                0
    1,     29,        728,          0,        728,   0.929757,                0,                0,                0,                0,              592,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               92,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               44,                0,                0,                0,                0,                0,                0,                0,                0
    1,     30,        665,          0,        665,   0.913462,                0,                0,                0,                0,                0,              533,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               90,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               42,                0,                0,                0,                0,                0,                0,                0
    1,     31,        588,          0,        588,   0.884211,                0,                0,                0,                0,                0,                0,              467,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               84,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               37,                0,                0,                0,                0,                0,                0
    1,     32,        539,          0,        539,   0.916667,                0,                0,                0,                0,                0,                0,                0,              424,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               80,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               35,                0,                0,                0,                0,                0
    1,     33,        473,          0,        473,   0.877551,                0,                0,                0,                0,                0,                0,                0,                0,              372,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               74,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               27,                0,                0,                0,                0
    1,     34,        438,          0,        438,   0.926004,                0,                0,                0,                0,                0,                0,                0,                0,                0,              340,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               74,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               24,                0,                0,                0
    1,     35,        399,          0,        399,   0.910959,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              305,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               72,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               22,                0,                0
    1,     36,        375,          0,        375,   0.939850,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              288,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               17,                0
    1,     37,        366,          0,        366,   0.976000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              279,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               70,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               17
    1,     38,       1745,          0,       1745,   4.767760,                0,             1387,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              277,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               67,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               14
    1,     39,       1677,          0,       1677,   0.961031,                0,                0,             1324,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              274,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               67,                0,                0,                0,                0,                0,                0,                0,                0,                0,               12
    1,     40,       1596,          0,       1596,   0.951699,                0,                0,                0,             1255,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              273,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               66,                0,                0,                0,                0,                0,                0,                0,                0,                2
    1,     41,       1470,          0,       1470,   0.921053,                0,                0,                0,                0,             1141,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              265,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               63,                0,                0,                0,                0,                0,                0,                0,                1
    1,     42,       1340,          0,       1340,   0.911565,                0,                0,                0,                0,                0,             1026,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              254,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               59,                0,                0,                0,                0,                0,                0,                1
    1,     43,       1220,          0,       1220,   0.910448,                0,                0,                0,                0,                0,                0,              923,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              240,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               56,                0,                0,                0,                0,                0,                1
    1,     44,       1112,          0,       1112,   0.911475,                0,                0,                0,                0,                0,                0,                0,              834,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              227,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               50,                0,                0,                0,                0,                1
    1,     45,        999,          0,        999,   0.898381,                0,                0,                0,                0,                0,                0,                0,                0,              740,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              212,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               46,                0,                0,                0,                1
    1,     46,        919,          0,        919,   0.919920,                0,                0,                0,                0,                0,                0,                0,                0,                0,              673,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              203,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               43,                0,                0,                0
    1,     47,        842,          0,        842,   0.916213,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              608,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              195,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               39,                0,                0
    1,     48,        797,          0,        797,   0.946556,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              569,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              191,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               37,                0
    1,     49,        755,          0,        755,   0.947302,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              533,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              185,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               37
    1,     50,       3901,          0,       3901,   5.166887,                0,             3181,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              512,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              178,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               30
    1,     51,       3755,          0,       3755,   0.962574,                0,                0,             3054,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              503,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              175,                0,                0,                0,                0,                0,                0,                0,                0,                0,               23
    1,     52,       3577,          0,       3577,   0.952597,                0,                0,                0,             2898,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              493,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              169,                0,                0,                0,                0,                0,                0,                0,                0,               17
    1,     53,       3352,          0,       3352,   0.937098,                0,                0,                0,                0,             2710,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              473,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,              157,                0,                0,                0,                0,                0,                0,                0,               12
