"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      1,         10,          0,         10,   1.000000,               10,                0
    1,      2,         80,          0,         80,   8.000000,               80,                0
    1,      3,         80,          0,         80,   1.000000,               80,                0
    1,      4,         80,          0,         80,   1.000000,               80,                0
    1,      5,         80,          0,         80,   1.000000,               80,                0
    1,      6,         80,          0,         80,   1.000000,               80,                0
    1,      7,         80,          0,         80,   1.000000,               80,                0
    1,      8,         80,          0,         80,   1.000000,               80,                0
    1,      9,         80,          0,         80,   1.000000,               80,                0
    1,     10,         80,          0,         80,   1.000000,               80,                0
    1,     11,         80,          0,         80,   1.000000,               80,                0
    1,     12,         80,          0,         80,   1.000000,               80,                0
    1,     13,         74,          0,         74,   0.925000,               74,                0
    1,     14,        292,          0,        292,   3.945946,              292,                0
    1,     15,        283,          0,        283,   0.969178,              283,                0
    1,     16,        270,          0,        270,   0.954064,              270,                0
    1,     17,        254,          0,        254,   0.940741,              254,                0
    1,     18,        228,          0,        228,   0.897638,              228,                0
    1,     19,        205,          0,        205,   0.899123,              205,                0
    1,     20,        187,          0,        187,   0.912195,              187,                0
    1,     21,        177,          0,        177,   0.946524,              177,                0
    1,     22,        165,          0,        165,   0.932203,              165,                0
    1,     23,        164,          0,        164,   0.993939,              164,                0
    1,     24,        157,          0,        157,   0.957317,              157,                0
    1,     25,        151,          0,        151,   0.961783,              151,                0
    1,     26,        870,          0,        870,   5.761590,              870,                0
    1,     27,        830,          0,        830,   0.954023,              830,                0
    1,     28,        783,          0,        783,   0.943374,              783,                0
    1,     29,        728,          0,        728,   0.929757,              728,                0
    1,     30,        665,          0,        665,   0.913462,              665,                0
    1,     31,        588,          0,        588,   0.884211,              588,                0
    1,     32,        539,          0,        539,   0.916667,              539,                0
    1,     33,        473,          0,        473,   0.877551,              473,                0
    1,     34,        438,          0,        438,   0.926004,              438,                0
    1,     35,        399,          0,        399,   0.910959,              399,                0
    1,     36,        375,          0,        375,   0.939850,              375,                0
    1,     37,        366,          0,        366,   0.976000,              366,                0
    1,     38,       1746,          0,       1746,   4.770492,             1745,                1
    1,     39,       1679,          0,       1679,   0.961627,             1677,                2
    1,     40,       1597,          0,       1597,   0.951161,             1596,                1
    1,     41,       1470,          0,       1470,   0.920476,             1470,                0
    1,     42,       1341,          0,       1341,   0.912245,             1340,                1
    1,     43,       1220,          0,       1220,   0.909769,             1220,                0
    1,     44,       1112,          0,       1112,   0.911475,             1112,                0
    1,     45,        999,          0,        999,   0.898381,              999,                0
    1,     46,        922,          0,        922,   0.922923,              919,                3
    1,     47,        844,          0,        844,   0.915401,              842,                2
    1,     48,        798,          0,        798,   0.945498,              797,                1
    1,     49,        761,          0,        761,   0.953634,              755,                6
    1,     50,       3924,          0,       3924,   5.156373,             3901,               23
    1,     51,       3766,          0,       3766,   0.959735,             3755,               11
    1,     52,       3585,          0,       3585,   0.951938,             3577,                8
    1,     53,       3363,          0,       3363,   0.938075,             3352,               11
    1,     54,       3054,          0,       3054,   0.908118,             3048,                6
    1,     55,       2735,          0,       2735,   0.895547,             2733,                2
    1,     56,       2431,          0,       2431,   0.888848,             2431,                0
    1,     57,       2180,          0,       2180,   0.896750,             2180,                0
    1,     58,       1998,          0,       1998,   0.916514,             1991,                7
    1,     59,       1842,          0,       1842,   0.921922,             1839,                3
    1,     60,       1754,          0,       1754,   0.952226,             1746,                8
