"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8"
    7,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,             2625,             2619,             2643,             2594,             2643,             2649
    7,      1,     349673,          0,     349673,  22.169086,                0,           334841,                0,             2272,             2519,             2499,             2453,             2544,             2545
    7,      2,     375959,          0,     375959,   1.075173,                0,           308966,            52995,             1979,             2434,             2377,             2360,             2419,             2429
    7,      3,     367750,          0,     367750,   0.978165,                0,           284314,            70195,             1712,             2337,             2305,             2255,             2288,             2344
    7,      4,     338009,          0,     338009,   0.919127,                0,           239636,            85861,             1456,             2214,             2199,             2197,             2217,             2229
    7,      5,     125157,          0,     125157,   0.370277,                0,            17770,            95735,             1185,             2132,             2068,             2068,             2076,             2123
    7,      6,      78097,          0,      78097,   0.623992,                0,                0,            67401,              951,             1985,             1905,             1957,             1947,             1951
    7,      7,      74280,          0,      74280,   0.951125,                0,                0,            64545,              755,             1804,             1771,             1773,             1844,             1788
    7,      8,      73365,          0,      73365,   0.987682,                0,                0,            64545,              571,             1646,             1639,             1657,             1651,             1656
    7,      9,      72579,          0,      72579,   0.989286,                0,                0,            64545,              382,             1561,             1498,             1525,             1509,             1559
    7,     10,      71921,          0,      71921,   0.990934,                0,                0,            64545,              257,             1456,             1379,             1414,             1393,             1477
    7,     11,      70227,          0,      70227,   0.976446,                0,                0,            63431,              127,             1372,             1314,             1330,             1289,             1364
    7,     12,      69769,          0,      69769,   0.993478,                0,                0,            42649,            20782,             1314,             1241,             1271,             1219,             1293
    7,     13,     220869,          0,     220869,   3.165718,                0,           152370,            23771,            38798,             1151,             1194,             1182,             1166,             1237
    7,     14,     228996,          0,     228996,   1.036796,                0,           138290,            31027,            54108,             1005,             1146,             1124,             1126,             1170
    7,     15,     222804,          0,     222804,   0.972960,                0,           127414,            31451,            58710,              858,             1119,             1076,             1082,             1094
    7,     16,     200362,          0,     200362,   0.899275,                0,           101046,            38538,            55852,              723,             1063,             1030,             1044,             1066
    7,     17,      98763,          0,      98763,   0.492923,                0,                0,            41532,            52726,              572,             1003,              963,              980,              987
    7,     18,      78620,          0,      78620,   0.796047,                0,                0,            25388,            49146,              465,              939,              846,              923,              913
    7,     19,      74861,          0,      74861,   0.952188,                0,                0,            25388,            45814,              360,              851,              796,              827,              825
    7,     20,      71272,          0,      71272,   0.952058,                0,                0,            25388,            42606,              277,              772,              741,              770,              718
    7,     21,      67981,          0,      67981,   0.953825,                0,                0,            25388,            39655,              190,              716,              672,              680,              680
    7,     22,      65143,          0,      65143,   0.958253,                0,                0,            25388,            37124,              127,              652,              628,              606,              618
    7,     23,      61956,          0,      61956,   0.951077,                0,                0,            24657,            34865,               62,              617,              607,              570,              578
