"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    7,      0,      15773,          0,      15773,   1.000000,            15773,                0
    7,      1,      15773,          0,      15773,   1.000000,             8967,             6806
    7,      2,     349673,          0,     349673,  22.169086,           343443,             6230
    7,      3,     375959,          0,     375959,   1.075173,           370245,             5714
    7,      4,     367750,          0,     367750,   0.978165,           362972,             4778
    7,      5,     338009,          0,     338009,   0.919127,           337654,              355
    7,      6,     125157,          0,     125157,   0.370277,           125157,                0
    7,      7,      78097,          0,      78097,   0.623992,            78097,                0
    7,      8,      74280,          0,      74280,   0.951125,            74280,                0
    7,      9,      73365,          0,      73365,   0.987682,            73365,                0
    7,     10,      72579,          0,      72579,   0.989286,            72579,                0
    7,     11,      71921,          0,      71921,   0.990934,            71921,                0
    7,     12,      70227,          0,      70227,   0.976446,            70227,                0
    7,     13,      69769,          0,      69769,   0.993478,            66690,             3079
    7,     14,     220869,          0,     220869,   3.165718,           218066,             2803
    7,     15,     228996,          0,     228996,   1.036796,           226450,             2546
    7,     16,     222804,          0,     222804,   0.972960,           220794,             2010
    7,     17,     200362,          0,     200362,   0.899275,           200362,                0
    7,     18,      98763,          0,      98763,   0.492923,            98763,                0
    7,     19,      78620,          0,      78620,   0.796047,            78620,                0
    7,     20,      74861,          0,      74861,   0.952188,            74861,                0
    7,     21,      71272,          0,      71272,   0.952058,            71272,                0
    7,     22,      67981,          0,      67981,   0.953825,            67981,                0
    7,     23,      65143,          0,      65143,   0.958253,            65143,                0
    7,     24,      61956,          0,      61956,   0.951077,            61956,                0
    7,     25,      60136,          0,      60136,   0.970624,            58817,             1319
    7,     26,     122161,          0,     122161,   2.031412,           120944,             1217
    7,     27,     124862,          0,     124862,   1.022110,           123736,             1126
    7,     28,     122156,          0,     122156,   0.978328,           121276,              880
    7,     29,     111627,          0,     111627,   0.913807,           111525,              102
    7,     30,      71430,          0,      71430,   0.639899,            71430,                0
    7,     31,      57579,          0,      57579,   0.806090,            57579,                0
    7,     32,      53701,          0,      53701,   0.932649,            53701,                0
    7,     33,      50615,          0,      50615,   0.942534,            50615,                0
    7,     34,      47949,          0,      47949,   0.947328,            47949,                0
    7,     35,      45546,          0,      45546,   0.949884,            45546,                0
    7,     36,      43396,          0,      43396,   0.952795,            43396,                0
    7,     37,      41690,          0,      41690,   0.960688,            40272,             1418
    7,     38,      94131,          0,      94131,   2.257879,            92784,             1347
    7,     39,      98764,          0,      98764,   1.049219,            97536,             1228
    7,     40,      95192,          0,      95192,   0.963833,            94225,              967
    7,     41,      87680,          0,      87680,   0.921086,            87680,                0
    7,     42,      48484,          0,      48484,   0.552965,            48484,                0
    7,     43,      40223,          0,      40223,   0.829614,            40223,                0
    7,     44,      37906,          0,      37906,   0.942396,            37906,                0
    7,     45,      35776,          0,      35776,   0.943808,            35776,                0
    7,     46,      33885,          0,      33885,   0.947143,            33885,                0
    7,     47,      32238,          0,      32238,   0.951394,            32238,                0
    7,     48,      30434,          0,      30434,   0.944041,            30434,                0
    7,     49,      29352,          0,      29352,   0.964448,            26681,             2671
    7,     50,     125794,          0,     125794,   4.285705,           123246,             2548
    7,     51,     138661,          0,     138661,   1.102286,           136276,             2385
    7,     52,     142850,          0,     142850,   1.030210,           141001,             1849
    7,     53,     131815,          0,     131815,   0.922751,           131254,              561
    7,     54,      78782,          0,      78782,   0.597671,            78782,                0
    7,     55,      39852,          0,      39852,   0.505852,            39852,                0
    7,     56,      38200,          0,      38200,   0.958547,            38200,                0
    7,     57,      36748,          0,      36748,   0.961990,            36748,                0
    7,     58,      35372,          0,      35372,   0.962556,            35372,                0
    7,     59,      34279,          0,      34279,   0.969100,            34279,                0
    7,     60,      32687,          0,      32687,   0.953558,            32687,                0
    7,     61,      31940,          0,      31940,   0.977147,            28636,             3304
    7,     62,     168161,          0,     168161,   5.264903,           165032,             3129
    7,     63,     184192,          0,     184192,   1.095331,           181233,             2959
    7,     64,     188484,          0,     188484,   1.023302,           186149,             2335
    7,     65,     169850,          0,     169850,   0.901137,           169849,                1
    7,     66,      67389,          0,      67389,   0.396756,            67389,                0
    7,     67,      48785,          0,      48785,   0.723931,            48785,                0
    7,     68,      46987,          0,      46987,   0.963144,            46987,                0
    7,     69,      45418,          0,      45418,   0.966608,            45418,                0
    7,     70,      43864,          0,      43864,   0.965784,            43864,                0
