"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    7,    191,      28624,          0,      28624,   1.051155,                0,                0,                0,                0,              241,            14060,             7021,                0,             3672,                0,             1776,                0,             1109,                0,              544,                0,              201,                0
    7,    203,      29873,          0,      29873,   1.043635,                0,                0,                0,                0,              482,            14405,             7929,                0,             3623,                0,             1762,                0,              875,                0,              538,                0,              259,                0
    7,    215,      29184,          0,      29184,   0.976936,                0,                0,                0,                0,              198,            13784,             7945,                0,             3974,                0,             1777,                0,              832,                0,              433,                0,              241,                0
    7,    227,      27471,          0,      27471,   0.941303,                0,                0,                0,                0,              298,            12096,             7712,                0,             3992,                0,             1909,                0,              860,                0,              379,                0,              225,                0
    7,    239,      26871,          0,      26871,   0.978159,                0,                0,                0,                0,              200,            12646,             6730,                0,             3885,                0,             1915,                0,              923,                0,              414,                0,              158,                0
    7,    251,      25729,          0,      25729,   0.957501,                0,                0,                0,                0,              212,            11695,             7050,                0,             3405,                0,             1859,                0,              882,                0,              441,                0,              185,                0
    7,    263,      26218,          0,      26218,   1.019006,                0,                0,                0,                0,              177,            12729,             6492,                0,             3601,                0,             1655,                0,              903,                0,              433,                0,              228,                0
    7,    275,      27005,          0,      27005,   1.030017,                0,                0,                0,                0,              274,            13019,             7161,                0,             3378,                0,             1735,                0,              789,                0,              429,                0,              220,                0
    7,    287,      26429,          0,      26429,   0.978671,                0,                0,                0,                0,              226,            12384,             7181,                0,             3630,                0,             1621,                0,              820,                0,              373,                0,              194,                0
    7,    299,      26350,          0,      26350,   0.997011,                0,                0,                0,                0,              190,            12316,             6922,                0,             3758,                0,             1794,                0,              786,                0,              398,                0,              186,                0
    7,    311,      26056,          0,      26056,   0.988842,                0,                0,                0,                0,              306,            11820,             7042,                0,             3586,                0,             1834,                0,              885,                0,              391,                0,              192,                0
    7,    323,      26931,          0,      26931,   1.033581,                0,                0,                0,                0,              292,            12895,             6711,                0,             3681,                0,             1805,                0,              915,                0,              435,                0,              197,                0
    7,    335,      27508,          0,      27508,   1.021425,                0,                0,                0,                0,              205,            13276,             7252,                0,             3433,                0,             1803,                0,              874,                0,              448,                0,              217,                0
    7,    347,      27621,          0,      27621,   1.004108,                0,                0,                0,                0,              314,            12788,             7509,                0,             3810,                0,             1692,                0,              856,                0,              429,                0,              223,                0
    7,    359,      27553,          0,      27553,   0.997538,                0,                0,                0,                0,              144,            12855,             7365,                0,             3926,                0,             1821,                0,              798,                0,              406,                0,              238,                0
    7,    371,      27290,          0,      27290,   0.990455,                0,                0,                0,                0,              162,            12535,             7265,                0,             3861,                0,             1993,                0,              864,                0,              407,                0,              203,                0
    7,    383,      27946,          0,      27946,   1.024038,                0,                0,                0,                0,              195,            13303,             7202,                0,             3767,                0,             1909,                0,              957,                0,              417,                0,              196,                0
    7,    395,      28244,          0,      28244,   1.010663,                0,                0,                0,                0,              143,            13309,             7565,                0,             3784,                0,             1816,                0,              938,                0,              483,                0,              206,                0
    7,    407,      29296,          0,      29296,   1.037247,                0,                0,                0,                0,              181,            14000,             7680,                0,             3925,                0,             1875,                0,              906,                0,              488,                0,              241,                0
    7,    419,      29966,          0,      29966,   1.022870,                0,                0,                0,                0,              192,            14357,             7958,                0,             3964,                0,             1867,                0,              927,                0,              468,                0,              233,                0
    7,    431,      30168,          0,      30168,   1.006741,                0,                0,                0,                0,              142,            14132,             8102,                0,             4195,                0,             1962,                0,              898,                0,              479,                0,              258,                0
    7,    443,      30498,          0,      30498,   1.010939,                0,                0,                0,                0,              164,            14210,             8086,                0,             4247,                0,             2147,                0,              982,                0,              429,                0,              233,                0
    7,    455,      31034,          0,      31034,   1.017575,                0,                0,                0,                0,              124,            14703,             8171,                0,             4224,                0,             2080,                0,             1051,                0,              482,                0,              199,                0
    7,    467,      32091,          0,      32091,   1.034059,                0,                0,                0,                0,              146,            15481,             8337,                0,             4274,                0,             2111,                0,             1021,                0,              496,                0,              225,                0
    7,    479,      32833,          0,      32833,   1.023122,                0,                0,                0,                0,              122,            15521,             8908,                0,             4390,                0,             2110,                0,             1040,                0,              501,                0,              241,                0
    7,    491,      33342,          0,      33342,   1.015503,                0,                0,                0,                0,              136,            15631,             8790,                0,             4695,                0,             2201,                0,             1071,                0,              547,                0,              271,                0
