"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    7,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,                0,                0,                0,             2625,                0,             2619,                0,             2643,                0,             2594,                0,             2643,                0,             2649,                0
    7,     11,      71464,          0,      71464,   4.530780,                0,                0,                0,                0,             1114,            63431,              242,                0,             1370,                0,             1303,                0,             1322,                0,             1301,                0,             1381,                0
    7,     23,      62732,          0,      62732,   0.877813,                0,                0,                0,                0,              731,            24657,            34865,                0,              119,                0,              621,                0,              592,                0,              567,                0,              580,                0
    7,     35,      43677,          0,      43677,   0.696248,                0,                0,                0,                0,              259,            11199,            13620,                0,            17692,                0,               56,                0,              290,                0,              287,                0,              274,                0
    7,     47,      30840,          0,      30840,   0.706092,                0,                0,                0,                0,              389,             8747,             6159,                0,             6871,                0,             8388,                0,               25,                0,              125,                0,              136,                0
    7,     59,      33344,          0,      33344,   1.081193,                0,                0,                0,                0,              652,            17294,             4906,                0,             3114,                0,             3293,                0,             4009,                0,               10,                0,               66,                0
    7,     71,      41541,          0,      41541,   1.245831,                0,                0,                0,                0,              564,            23947,             9528,                0,             2447,                0,             1508,                0,             1587,                0,             1953,                0,                7,                0
    7,     83,      46445,          0,      46445,   1.118052,                0,                0,                0,                0,              371,            24593,            13239,                0,             4743,                0,             1128,                0,              679,                0,              772,                0,              920,                0
    7,     95,      39602,          0,      39602,   0.852664,                0,                0,                0,                0,              506,            15274,            13691,                0,             6615,                0,             2297,                0,              529,                0,              313,                0,              377,                0
    7,    107,      31304,          0,      31304,   0.790465,                0,                0,                0,                0,              205,            11042,             8564,                0,             6853,                0,             3146,                0,             1106,                0,              242,                0,              146,                0
    7,    119,      30595,          0,      30595,   0.977351,                0,                0,                0,                0,              277,            14562,             6073,                0,             4329,                0,             3201,                0,             1488,                0,              551,                0,              114,                0
    7,    131,      33818,          0,      33818,   1.105344,                0,                0,                0,                0,              545,            17538,             8218,                0,             3034,                0,             2023,                0,             1528,                0,              695,                0,              237,                0
    7,    143,      34127,          0,      34127,   1.009137,                0,                0,                0,                0,              437,            16492,             9686,                0,             4130,                0,             1420,                0,              934,                0,              701,                0,              327,                0
    7,    155,      30740,          0,      30740,   0.900753,                0,                0,                0,                0,              375,            12990,             9050,                0,             4878,                0,             1977,                0,              691,                0,              441,                0,              338,                0
    7,    167,      28447,          0,      28447,   0.925407,                0,                0,                0,                0,              137,            12643,             7269,                0,             4536,                0,             2353,                0,              945,                0,              333,                0,              231,                0
    7,    179,      27231,          0,      27231,   0.957254,                0,                0,                0,                0,              210,            12360,             7064,                0,             3719,                0,             2155,                0,             1136,                0,              423,                0,              164,                0
