"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    8,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,                0,                0,                0,             2680,                0,             2627,                0,             2621,                0,             2600,                0,             2667,                0,             2578,                0
    8,     11,      71302,          0,      71302,   4.520510,                0,                0,                0,                0,             1236,            63152,              213,                0,             1454,                0,             1295,                0,             1308,                0,             1310,                0,             1334,                0
    8,     23,      62897,          0,      62897,   0.882121,                0,                0,                0,                0,              838,            24748,            34655,                0,              100,                0,              687,                0,              632,                0,              628,                0,              609,                0
    8,     35,      44122,          0,      44122,   0.701496,                0,                0,                0,                0,              281,            11854,            13585,                0,            17446,                0,               44,                0,              317,                0,              304,                0,              291,                0
    8,     47,      31680,          0,      31680,   0.718009,                0,                0,                0,                0,              431,             9230,             6486,                0,             6831,                0,             8379,                0,               23,                0,              163,                0,              137,                0
    8,     59,      34242,          0,      34242,   1.080871,                0,                0,                0,                0,              750,            17690,             5102,                0,             3357,                0,             3253,                0,             3989,                0,               12,                0,               89,                0
    8,     71,      41428,          0,      41428,   1.209859,                0,                0,                0,                0,              583,            23418,             9793,                0,             2595,                0,             1625,                0,             1518,                0,             1889,                0,                7,                0
    8,     83,      46029,          0,      46029,   1.111060,                0,                0,                0,                0,              402,            24198,            12904,                0,             4859,                0,             1245,                0,              802,                0,              732,                0,              887,                0
    8,     95,      39807,          0,      39807,   0.864824,                0,                0,                0,                0,              401,            15693,            13509,                0,             6525,                0,             2354,                0,              575,                0,              394,                0,              356,                0
    8,    107,      32249,          0,      32249,   0.810134,                0,                0,                0,                0,              249,            12080,             8543,                0,             6705,                0,             3056,                0,             1161,                0,              257,                0,              198,                0
    8,    119,      32023,          0,      32023,   0.992992,                0,                0,                0,                0,              381,            15307,             6627,                0,             4314,                0,             3268,                0,             1465,                0,              534,                0,              127,                0
    8,    131,      34514,          0,      34514,   1.077788,                0,                0,                0,                0,              483,            17533,             8487,                0,             3335,                0,             2090,                0,             1616,                0,              722,                0,              248,                0
    8,    143,      35733,          0,      35733,   1.035319,                0,                0,                0,                0,              555,            17716,             9572,                0,             4224,                0,             1537,                0,             1010,                0,              772,                0,              347,                0
    8,    155,      32286,          0,      32286,   0.903535,                0,                0,                0,                0,              415,            13594,             9868,                0,             4846,                0,             1969,                0,              729,                0,              461,                0,              404,                0
    8,    167,      29325,          0,      29325,   0.908288,                0,                0,                0,                0,              178,            12886,             7481,                0,             5003,                0,             2306,                0,              910,                0,              339,                0,              222,                0
    8,    179,      27443,          0,      27443,   0.935823,                0,                0,                0,                0,              214,            12027,             7241,                0,             3809,                0,             2424,                0,             1117,                0,              437,                0,              174,                0
    8,    191,      29375,          0,      29375,   1.070400,                0,                0,                0,                0,              254,            14811,             6791,                0,             3724,                0,             1853,                0,             1188,                0,              543,                0,              211,                0
    8,    203,      31469,          0,      31469,   1.071285,                0,                0,                0,                0,              431,            15469,             8359,                0,             3541,                0,             1867,                0,              949,                0,              595,                0,              258,                0
    8,    215,      31350,          0,      31350,   0.996219,                0,                0,                0,                0,              203,            15106,             8480,                0,             4201,                0,             1689,                0,              913,                0,              472,                0,              286,                0
    8,    227,      29410,          0,      29410,   0.938118,                0,                0,                0,                0,              314,            12758,             8456,                0,             4343,                0,             2050,                0,              806,                0,              453,                0,              230,                0
    8,    239,      28127,          0,      28127,   0.956375,                0,                0,                0,                0,              199,            12915,             7004,                0,             4331,                0,             2077,                0,              988,                0,              383,                0,              230,                0
    8,    251,      26163,          0,      26163,   0.930174,                0,                0,                0,                0,              226,            11608,             7139,                0,             3433,                0,             2074,                0,             1031,                0,              476,                0,              176,                0
    8,    263,      27646,          0,      27646,   1.056683,                0,                0,                0,                0,              210,            13898,             6543,                0,             3668,                0,             1640,                0,              975,                0,              494,                0,              218,                0
    8,    275,      28151,          0,      28151,   1.018267,                0,                0,                0,                0,              422,            13210,             7857,                0,             3361,                0,             1814,                0,              794,                0,              455,                0,              238,                0
    8,    287,      27237,          0,      27237,   0.967532,                0,                0,                0,                0,              219,            12709,             7290,                0,             3965,                0,             1612,                0,              866,                0,              367,                0,              209,                0
    8,    299,      26411,          0,      26411,   0.969674,                0,                0,                0,                0,              147,            12020,             7196,                0,             3701,                0,             1910,                0,              816,                0,              436,                0,              185,                0
    8,    311,      27084,          0,      27084,   1.025482,                0,                0,                0,                0,              285,            12897,             6819,                0,             3719,                0,             1795,                0,              925,                0,              417,                0,              227,                0
    8,    323,      28076,          0,      28076,   1.036627,                0,                0,                0,                0,              342,            13517,             7252,                0,             3579,                0,             1815,                0,              896,                0,              464,                0,              211,                0
    8,    335,      28746,          0,      28746,   1.023864,                0,                0,                0,                0,              203,            13628,             7735,                0,             3752,                0,             1824,                0,              918,                0,              436,                0,              250,                0
    8,    347,      29129,          0,      29129,   1.013324,                0,                0,                0,                0,              255,            13654,             7699,                0,             4078,                0,             1897,                0,              885,                0,              441,                0,              220,                0
    8,    359,      29146,          0,      29146,   1.000584,                0,                0,                0,                0,              207,            13600,             7716,                0,             4029,                0,             2049,                0,              917,                0,              415,                0,              213,                0
    8,    371,      29638,          0,      29638,   1.016881,                0,                0,                0,                0,              182,            13987,             7734,                0,             4040,                0,             1999,                0,             1033,                0,              457,                0,              206,                0
    8,    383,      31080,          0,      31080,   1.048654,                0,                0,                0,                0,              150,            15243,             7949,                0,             4046,                0,             1985,                0,              960,                0,              516,                0,              231,                0
    8,    395,      31760,          0,      31760,   1.021879,                0,                0,                0,                0,              154,            15142,             8666,                0,             4154,                0,             1962,                0,              923,                0,              500,                0,              259,                0
    8,    407,      31649,          0,      31649,   0.996505,                0,                0,                0,                0,              137,            14632,             8623,                0,             4527,                0,             2034,                0,              994,                0,              460,                0,              242,                0
    8,    419,      31863,          0,      31863,   1.006762,                0,                0,                0,                0,              148,            14912,             8355,                0,             4520,                0,             2207,                0,             1026,                0,              477,                0,              218,                0
    8,    431,      33373,          0,      33373,   1.047390,                0,                0,                0,                0,              226,            16193,             8556,                0,             4401,                0,             2190,                0,             1055,                0,              509,                0,              243,                0
    8,    443,      34391,          0,      34391,   1.030504,                0,                0,                0,                0,              195,            16456,             9184,                0,             4510,                0,             2184,                0,             1088,                0,              514,                0,              260,                0
    8,    455,      34696,          0,      34696,   1.008869,                0,                0,                0,                0,              177,            16180,             9358,                0,             4836,                0,             2273,                0,             1072,                0,              539,                0,              261,                0
    8,    467,      35431,          0,      35431,   1.021184,                0,                0,                0,                0,              194,            16790,             9220,                0,             4929,                0,             2383,                0,             1122,                0,              544,                0,              249,                0
    8,    479,      36073,          0,      36073,   1.018120,                0,                0,                0,                0,              124,            17199,             9524,                0,             4736,                0,             2454,                0,             1182,                0,              588,                0,              266,                0
    8,    491,      37207,          0,      37207,   1.031436,                0,                0,                0,                0,              177,            17794,             9862,                0,             4982,                0,             2331,                0,             1215,                0,              566,                0,              280,                0
