"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    8,      0,      15773,          0,      15773,   1.000000,            15773,                0
    8,      1,      15773,          0,      15773,   1.000000,             8987,             6786
    8,      2,     348619,          0,     348619,  22.102262,           342389,             6230
    8,      3,     375180,          0,     375180,   1.076189,           369475,             5705
    8,      4,     367329,          0,     367329,   0.979074,           362583,             4746
    8,      5,     334608,          0,     334608,   0.910922,           334235,              373
    8,      6,     124740,          0,     124740,   0.372794,           124740,                0
    8,      7,      78149,          0,      78149,   0.626495,            78149,                0
    8,      8,      74127,          0,      74127,   0.948534,            74127,                0
    8,      9,      73230,          0,      73230,   0.987899,            73230,                0
    8,     10,      72442,          0,      72442,   0.989239,            72442,                0
    8,     11,      71750,          0,      71750,   0.990448,            71750,                0
    8,     12,      69955,          0,      69955,   0.974983,            69955,                0
    8,     13,      69514,          0,      69514,   0.993696,            66417,             3097
    8,     14,     220003,          0,     220003,   3.164873,           217145,             2858
    8,     15,     232713,          0,     232713,   1.057772,           230140,             2573
    8,     16,     223535,          0,     223535,   0.960561,           221499,             2036
    8,     17,     200601,          0,     200601,   0.897403,           200601,                0
    8,     18,      98812,          0,      98812,   0.492580,            98812,                0
    8,     19,      78680,          0,      78680,   0.796260,            78680,                0
    8,     20,      74917,          0,      74917,   0.952173,            74917,                0
    8,     21,      71262,          0,      71262,   0.951213,            71262,                0
    8,     22,      67992,          0,      67992,   0.954113,            67992,                0
    8,     23,      65258,          0,      65258,   0.959789,            65258,                0
    8,     24,      62001,          0,      62001,   0.950090,            62001,                0
    8,     25,      60205,          0,      60205,   0.971033,            58840,             1365
    8,     26,     125257,          0,     125257,   2.080508,           123991,             1266
    8,     27,     128906,          0,     128906,   1.029132,           127731,             1175
    8,     28,     125459,          0,     125459,   0.973260,           124521,              938
    8,     29,     116077,          0,     116077,   0.925219,           115988,               89
    8,     30,      71817,          0,      71817,   0.618701,            71817,                0
    8,     31,      58172,          0,      58172,   0.810003,            58172,                0
    8,     32,      54342,          0,      54342,   0.934161,            54342,                0
    8,     33,      51318,          0,      51318,   0.944352,            51318,                0
    8,     34,      48560,          0,      48560,   0.946257,            48560,                0
    8,     35,      46144,          0,      46144,   0.950247,            46144,                0
    8,     36,      43818,          0,      43818,   0.949593,            43818,                0
    8,     37,      42139,          0,      42139,   0.961682,            40673,             1466
    8,     38,      96571,          0,      96571,   2.291725,            95189,             1382
    8,     39,     101315,          0,     101315,   1.049124,           100068,             1247
    8,     40,      97375,          0,      97375,   0.961111,            96383,              992
    8,     41,      90027,          0,      90027,   0.924539,            90027,                0
    8,     42,      49601,          0,      49601,   0.550957,            49601,                0
    8,     43,      41151,          0,      41151,   0.829641,            41151,                0
    8,     44,      38795,          0,      38795,   0.942747,            38795,                0
    8,     45,      36573,          0,      36573,   0.942725,            36573,                0
    8,     46,      34662,          0,      34662,   0.947748,            34662,                0
    8,     47,      33058,          0,      33058,   0.953725,            33058,                0
    8,     48,      31235,          0,      31235,   0.944854,            31235,                0
    8,     49,      30095,          0,      30095,   0.963502,            27338,             2757
    8,     50,     129329,          0,     129329,   4.297359,           126713,             2616
    8,     51,     143225,          0,     143225,   1.107447,           140750,             2475
    8,     52,     146708,          0,     146708,   1.024318,           144818,             1890
    8,     53,     135937,          0,     135937,   0.926582,           135317,              620
    8,     54,      82762,          0,      82762,   0.608826,            82762,                0
    8,     55,      40977,          0,      40977,   0.495119,            40977,                0
    8,     56,      39346,          0,      39346,   0.960197,            39346,                0
    8,     57,      37733,          0,      37733,   0.959005,            37733,                0
    8,     58,      36285,          0,      36285,   0.961625,            36285,                0
    8,     59,      35148,          0,      35148,   0.968665,            35148,                0
    8,     60,      33487,          0,      33487,   0.952743,            33487,                0
    8,     61,      32706,          0,      32706,   0.976678,            29428,             3278
    8,     62,     168328,          0,     168328,   5.146701,           165228,             3100
    8,     63,     184534,          0,     184534,   1.096276,           181632,             2902
    8,     64,     184305,          0,     184305,   0.998759,           182067,             2238
    8,     65,     164563,          0,     164563,   0.892884,           164563,                0
    8,     66,      66251,          0,      66251,   0.402587,            66251,                0
    8,     67,      48811,          0,      48811,   0.736759,            48811,                0
    8,     68,      47016,          0,      47016,   0.963225,            47016,                0
    8,     69,      45335,          0,      45335,   0.964246,            45335,                0
    8,     70,      43787,          0,      43787,   0.965854,            43787,                0
    8,     71,      42564,          0,      42564,   0.972069,            42564,                0
    8,     72,      40843,          0,      40843,   0.959567,            40843,                0
    8,     73,      39988,          0,      39988,   0.979066,            37044,             2944
    8,     74,     172806,          0,     172806,   4.321446,           170010,             2796
    8,     75,     193590,          0,     193590,   1.120274,           190955,             2635
    8,     76,     200371,          0,     200371,   1.035028,           198292,             2079
    8,     77,     178960,          0,     178960,   0.893143,           178960,                0
    8,     78,      74084,          0,      74084,   0.413970,            74084,                0
    8,     79,      55045,          0,      55045,   0.743008,            55045,                0
    8,     80,      52826,          0,      52826,   0.959688,            52826,                0
    8,     81,      50767,          0,      50767,   0.961023,            50767,                0
    8,     82,      48939,          0,      48939,   0.963992,            48939,                0
    8,     83,      47369,          0,      47369,   0.967919,            47369,                0
    8,     84,      45627,          0,      45627,   0.963225,            45627,                0
    8,     85,      44284,          0,      44284,   0.970566,            42160,             2124
    8,     86,     143006,          0,     143006,   3.229293,           141211,             1795
    8,     87,     142987,          0,     142987,   0.999867,           141475,             1512
    8,     88,     133442,          0,     133442,   0.933246,           132269,             1173
    8,     89,     117503,          0,     117503,   0.880555,           117503,                0
    8,     90,      60496,          0,      60496,   0.514846,            60496,                0
    8,     91,      49562,          0,      49562,   0.819261,            49562,                0
    8,     92,      47206,          0,      47206,   0.952464,            47206,                0
    8,     93,      44968,          0,      44968,   0.952591,            44968,                0
    8,     94,      42992,          0,      42992,   0.956058,            42992,                0
    8,     95,      41304,          0,      41304,   0.960737,            41304,                0
    8,     96,      39406,          0,      39406,   0.954048,            39406,                0
    8,     97,      38136,          0,      38136,   0.967771,            36394,             1742
    8,     98,     110226,          0,     110226,   2.890340,           108654,             1572
    8,     99,     114872,          0,     114872,   1.042150,           113482,             1390
    8,    100,     110286,          0,     110286,   0.960077,           109146,             1140
    8,    101,     103106,          0,     103106,   0.934897,           103106,                0
    8,    102,      51111,          0,      51111,   0.495713,            51111,                0
    8,    103,      40827,          0,      40827,   0.798791,            40827,                0
    8,    104,      38785,          0,      38785,   0.949984,            38785,                0
    8,    105,      36805,          0,      36805,   0.948949,            36805,                0
    8,    106,      35093,          0,      35093,   0.953485,            35093,                0
    8,    107,      33605,          0,      33605,   0.957598,            33605,                0
    8,    108,      32000,          0,      32000,   0.952239,            32000,                0
    8,    109,      30985,          0,      30985,   0.968281,            28947,             2038
    8,    110,     112607,          0,     112607,   3.634242,           110727,             1880
    8,    111,     120748,          0,     120748,   1.072296,           119031,             1717
    8,    112,     119170,          0,     119170,   0.986931,           117751,             1419
    8,    113,     112534,          0,     112534,   0.944315,           112534,                0
    8,    114,      49885,          0,      49885,   0.443288,            49885,                0
    8,    115,      39046,          0,      39046,   0.782720,            39046,                0
    8,    116,      37333,          0,      37333,   0.956129,            37333,                0
    8,    117,      35803,          0,      35803,   0.959018,            35803,                0
    8,    118,      34348,          0,      34348,   0.959361,            34348,                0
    8,    119,      33127,          0,      33127,   0.964452,            33127,                0
    8,    120,      31642,          0,      31642,   0.955173,            31642,                0
    8,    121,      30805,          0,      30805,   0.973548,            28341,             2464
    8,    122,     132368,          0,     132368,   4.296965,           130049,             2319
    8,    123,     144923,          0,     144923,   1.094849,           142756,             2167
    8,    124,     147866,          0,     147866,   1.020307,           146133,             1733
    8,    125,     135139,          0,     135139,   0.913929,           135139,                0
    8,    126,      55577,          0,      55577,   0.411258,            55577,                0
    8,    127,      41442,          0,      41442,   0.745668,            41442,                0
    8,    128,      39644,          0,      39644,   0.956614,            39644,                0
    8,    129,      38076,          0,      38076,   0.960448,            38076,                0
    8,    130,      36779,          0,      36779,   0.965937,            36779,                0
    8,    131,      35572,          0,      35572,   0.967182,            35572,                0
    8,    132,      34031,          0,      34031,   0.956679,            34031,                0
    8,    133,      33033,          0,      33033,   0.970674,            30733,             2300
    8,    134,     133831,          0,     133831,   4.051434,           131710,             2121
    8,    135,     144837,          0,     144837,   1.082238,           142885,             1952
    8,    136,     144337,          0,     144337,   0.996548,           142753,             1584
    8,    137,     131474,          0,     131474,   0.910882,           131459,               15
    8,    138,      57673,          0,      57673,   0.438665,            57673,                0
    8,    139,      43109,          0,      43109,   0.747473,            43109,                0
    8,    140,      41341,          0,      41341,   0.958988,            41341,                0
    8,    141,      39711,          0,      39711,   0.960572,            39711,                0
    8,    142,      38192,          0,      38192,   0.961749,            38192,                0
    8,    143,      36914,          0,      36914,   0.966537,            36914,                0
    8,    144,      35178,          0,      35178,   0.952972,            35178,                0
    8,    145,      34166,          0,      34166,   0.971232,            32322,             1844
    8,    146,     117114,          0,     117114,   3.427794,           115474,             1640
    8,    147,     121262,          0,     121262,   1.035419,           119801,             1461
    8,    148,     118497,          0,     118497,   0.977198,           117277,             1220
    8,    149,     110204,          0,     110204,   0.930015,           110149,               55
    8,    150,      53658,          0,      53658,   0.486897,            53658,                0
    8,    151,      39626,          0,      39626,   0.738492,            39626,                0
    8,    152,      37837,          0,      37837,   0.954853,            37837,                0
    8,    153,      36151,          0,      36151,   0.955440,            36151,                0
    8,    154,      34620,          0,      34620,   0.957650,            34620,                0
    8,    155,      33331,          0,      33331,   0.962767,            33331,                0
    8,    156,      31871,          0,      31871,   0.956197,            31871,                0
    8,    157,      30839,          0,      30839,   0.967619,            29122,             1717
    8,    158,     105089,          0,     105089,   3.407666,           103551,             1538
    8,    159,     109246,          0,     109246,   1.039557,           107884,             1362
    8,    160,     103900,          0,     103900,   0.951065,           102805,             1095
    8,    161,      95272,          0,      95272,   0.916959,            95272,                0
    8,    162,      45543,          0,      45543,   0.478031,            45543,                0
    8,    163,      36345,          0,      36345,   0.798037,            36345,                0
    8,    164,      34611,          0,      34611,   0.952291,            34611,                0
    8,    165,      33038,          0,      33038,   0.954552,            33038,                0
    8,    166,      31596,          0,      31596,   0.956353,            31596,                0
    8,    167,      30362,          0,      30362,   0.960944,            30362,                0
    8,    168,      29147,          0,      29147,   0.959983,            29147,                0
    8,    169,      28327,          0,      28327,   0.971867,            26612,             1715
    8,    170,      99334,          0,      99334,   3.506690,            97750,             1584
    8,    171,     106801,          0,     106801,   1.075171,           105383,             1418
    8,    172,     104458,          0,     104458,   0.978062,           103326,             1132
    8,    173,      94916,          0,      94916,   0.908652,            94916,                0
    8,    174,      43166,          0,      43166,   0.454781,            43166,                0
    8,    175,      33773,          0,      33773,   0.782398,            33773,                0
    8,    176,      32211,          0,      32211,   0.953750,            32211,                0
    8,    177,      30714,          0,      30714,   0.953525,            30714,                0
    8,    178,      29414,          0,      29414,   0.957674,            29414,                0
    8,    179,      28333,          0,      28333,   0.963249,            28333,                0
    8,    180,      27229,          0,      27229,   0.961035,            27229,                0
    8,    181,      26483,          0,      26483,   0.972603,            24520,             1963
    8,    182,     108053,          0,     108053,   4.080089,           106225,             1828
    8,    183,     117630,          0,     117630,   1.088632,           115928,             1702
    8,    184,     118793,          0,     118793,   1.009887,           117430,             1363
    8,    185,     108142,          0,     108142,   0.910340,           107397,              745
    8,    186,      81157,          0,      81157,   0.750467,            81157,                0
    8,    187,      35317,          0,      35317,   0.435169,            35317,                0
    8,    188,      33692,          0,      33692,   0.953988,            33692,                0
    8,    189,      32348,          0,      32348,   0.960109,            32348,                0
    8,    190,      31222,          0,      31222,   0.965191,            31222,                0
    8,    191,      30220,          0,      30220,   0.967907,            30220,                0
    8,    192,      29121,          0,      29121,   0.963633,            29121,                0
    8,    193,      28398,          0,      28398,   0.975173,            26344,             2054
    8,    194,     116048,          0,     116048,   4.086485,           114139,             1909
    8,    195,     127598,          0,     127598,   1.099528,           125860,             1738
    8,    196,     126372,          0,     126372,   0.990392,           125016,             1356
    8,    197,     112684,          0,     112684,   0.891685,           112008,              676
    8,    198,      81264,          0,      81264,   0.721167,            81264,                0
    8,    199,      37678,          0,      37678,   0.463649,            37678,                0
    8,    200,      36052,          0,      36052,   0.956845,            36052,                0
    8,    201,      34598,          0,      34598,   0.959669,            34598,                0
    8,    202,      33370,          0,      33370,   0.964507,            33370,                0
    8,    203,      32271,          0,      32271,   0.967066,            32271,                0
    8,    204,      31038,          0,      31038,   0.961792,            31038,                0
