"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8"
    2,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,             2586,             2655,             2648,             2674,             2661,             2549
    2,      1,     347063,          0,     347063,  22.003614,                0,           332177,                0,             2236,             2550,             2571,             2525,             2590,             2414
    2,      2,     369895,          0,     369895,   1.065786,                0,           303496,            52323,             1953,             2419,             2457,             2429,             2452,             2366
    2,      3,     364528,          0,     364528,   0.985491,                0,           282408,            68855,             1652,             2342,             2321,             2346,             2319,             2285
    2,      4,     332641,          0,     332641,   0.912525,                0,           235390,            84767,             1398,             2256,             2203,             2240,             2222,             2165
    2,      5,     123681,          0,     123681,   0.371815,                0,            18167,            93962,             1136,             2110,             2101,             2093,             2064,             2048
    2,      6,      77090,          0,      77090,   0.623297,                0,                0,            66419,              919,             1949,             1982,             1936,             1946,             1939
    2,      7,      73221,          0,      73221,   0.949812,                0,                0,            63539,              706,             1792,             1807,             1803,             1791,             1783
    2,      8,      72277,          0,      72277,   0.987108,                0,                0,            63539,              519,             1657,             1664,             1636,             1637,             1625
    2,      9,      71496,          0,      71496,   0.989194,                0,                0,            63539,              376,             1509,             1533,             1488,             1532,             1519
    2,     10,      70813,          0,      70813,   0.990447,                0,                0,            63539,              238,             1397,             1406,             1398,             1421,             1414
    2,     11,      69012,          0,      69012,   0.974567,                0,                0,            62279,              113,             1308,             1322,             1318,             1329,             1343
    2,     12,      68580,          0,      68580,   0.993740,                0,                0,            41808,            20471,             1231,             1279,             1260,             1250,             1281
    2,     13,     219981,          0,     219981,   3.207655,                0,           152600,            23485,            37934,             1077,             1225,             1230,             1180,             1250
    2,     14,     230233,          0,     230233,   1.046604,                0,           140603,            31063,            52949,              951,             1172,             1169,             1151,             1175
    2,     15,     224251,          0,     224251,   0.974018,                0,           129361,            31893,            57713,              809,             1134,             1105,             1120,             1116
    2,     16,     199721,          0,     199721,   0.890614,                0,           100890,            39072,            54798,              673,             1098,             1038,             1060,             1092
    2,     17,      97918,          0,      97918,   0.490274,                0,                0,            41658,            51678,              542,             1050,              961,             1003,             1026
    2,     18,      77988,          0,      77988,   0.796462,                0,                0,            25674,            48148,              442,              959,              885,              922,              958
    2,     19,      74216,          0,      74216,   0.951634,                0,                0,            25674,            44793,              341,              862,              812,              868,              866
    2,     20,      70504,          0,      70504,   0.949984,                0,                0,            25674,            41476,              259,              768,              742,              797,              788
    2,     21,      67315,          0,      67315,   0.954769,                0,                0,            25674,            38595,              190,              695,              685,              717,              759
    2,     22,      64560,          0,      64560,   0.959073,                0,                0,            25674,            36123,              116,              652,              637,              674,              684
    2,     23,      61393,          0,      61393,   0.950945,                0,                0,            24900,            33975,               60,              613,              579,              635,              631
    2,     24,      59471,          0,      59471,   0.968693,                0,                0,            15538,            31405,            10185,              588,              569,              588,              598
    2,     25,     128013,          0,     128013,   2.152528,                0,            70436,             7164,            29432,            18780,              516,              561,              566,              558
    2,     26,     131401,          0,     131401,   1.026466,                0,            64691,            11275,            27327,            26038,              455,              537,              531,              547
    2,     27,     128576,          0,     128576,   0.978501,                0,            60747,            14683,            22844,            28370,              384,              521,              506,              521
    2,     28,     115881,          0,     115881,   0.901265,                0,            46851,            18230,            21864,            27114,              331,              511,              474,              506
    2,     29,      71836,          0,      71836,   0.619912,                0,             4571,            19247,            20648,            25675,              271,              490,              436,              498
    2,     30,      58142,          0,      58142,   0.809371,                0,                0,            13103,            19386,            24116,              224,              449,              418,              446
    2,     31,      54328,          0,      54328,   0.934402,                0,                0,            12474,            18012,            22461,              177,              423,              381,              400
    2,     32,      51343,          0,      51343,   0.945056,                0,                0,            12474,            16723,            20909,              126,              389,              355,              367
    2,     33,      48598,          0,      48598,   0.946536,                0,                0,            12474,            15547,            19464,               88,              351,              336,              338
    2,     34,      46277,          0,      46277,   0.952241,                0,                0,            12474,            14575,            18228,               54,              324,              299,              323
    2,     35,      44079,          0,      44079,   0.952503,                0,                0,            12273,            13712,            17176,               30,              301,              280,              307
    2,     36,      42362,          0,      42362,   0.961047,                0,                0,             7823,            12761,            15797,             5129,              291,              279,              282
    2,     37,      97671,          0,      97671,   2.305628,                0,            56849,             3980,            11868,            14797,             9384,              247,              274,              272
    2,     38,     100962,          0,     100962,   1.033695,                0,            52523,             9582,            11251,            13782,            13089,              218,              257,              260
    2,     39,      97424,          0,      97424,   0.964957,                0,            47659,            12044,            11343,            11453,            14245,              187,              245,              248
    2,     40,      89118,          0,      89118,   0.914744,                0,            38602,            14552,            10810,            10918,            13602,              158,              241,              235
    2,     41,      49505,          0,      49505,   0.555499,                0,                0,            15697,            10200,            10258,            12777,              131,              226,              216
    2,     42,      41221,          0,      41221,   0.832663,                0,                0,             9656,             9549,             9598,            11895,               97,              223,              203
    2,     43,      38931,          0,      38931,   0.944446,                0,                0,             9656,             8875,             8961,            10979,               77,              201,              182
    2,     44,      36789,          0,      36789,   0.944980,                0,                0,             9656,             8240,             8367,            10124,               63,              167,              172
    2,     45,      34793,          0,      34793,   0.945745,                0,                0,             9656,             7634,             7766,             9376,               42,              153,              166
    2,     46,      33137,          0,      33137,   0.952404,                0,                0,             9656,             7140,             7279,             8748,               28,              139,              147
    2,     47,      31214,          0,      31214,   0.941968,                0,                0,             9176,             6715,             6846,             8196,               15,              131,              135
    2,     48,      30041,          0,      30041,   0.962421,                0,                0,             5815,             7536,             6324,             7657,             2440,              134,              135
    2,     49,     124816,          0,     124816,   4.154855,                0,            95896,             2604,             8458,             5879,             7234,             4495,              118,              132
    2,     50,     137199,          0,     137199,   1.099210,                0,            94254,            15028,             9078,             5563,             6738,             6308,              109,              121
    2,     51,     139545,          0,     139545,   1.017099,                0,            91653,            21115,             8463,             5611,             5684,             6813,               91,              115
    2,     52,     128487,          0,     128487,   0.920757,                0,            76205,            26722,             8089,             5337,             5436,             6511,               75,              112
    2,     53,      78687,          0,      78687,   0.612412,                0,            24452,            29997,             7674,             5081,             5140,             6178,               63,              102
    2,     54,      40191,          0,      40191,   0.510770,                0,                0,            17695,             7190,             4730,             4739,             5692,               47,               98
    2,     55,      38550,          0,      38550,   0.959170,                0,                0,            17695,             6712,             4380,             4376,             5266,               28,               93
    2,     56,      36932,          0,      36932,   0.958029,                0,                0,            17695,             6186,             4070,             4051,             4825,               22,               83
    2,     57,      35464,          0,      35464,   0.960251,                0,                0,            17695,             5761,             3754,             3739,             4425,               16,               74
    2,     58,      34386,          0,      34386,   0.969603,                0,                0,            17695,             5412,             3544,             3509,             4143,               14,               69
    2,     59,      32807,          0,      32807,   0.954080,                0,                0,            17028,             5129,             3364,             3304,             3911,                8,               63
    2,     60,      31981,          0,      31981,   0.974822,                0,                0,            11317,             8833,             3804,             3120,             3706,             1133,               68
