"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    2,      0,      15773,          0,      15773,   1.000000,            15773,                0
    2,      1,      15773,          0,      15773,   1.000000,             9045,             6728
    2,      2,     347063,          0,     347063,  22.003614,           340904,             6159
    2,      3,     369895,          0,     369895,   1.065786,           364220,             5675
    2,      4,     364528,          0,     364528,   0.985491,           359823,             4705
    2,      5,     332641,          0,     332641,   0.912525,           332281,              360
    2,      6,     123681,          0,     123681,   0.371815,           123681,                0
    2,      7,      77090,          0,      77090,   0.623297,            77090,                0
    2,      8,      73221,          0,      73221,   0.949812,            73221,                0
    2,      9,      72277,          0,      72277,   0.987108,            72277,                0
    2,     10,      71496,          0,      71496,   0.989194,            71496,                0
    2,     11,      70813,          0,      70813,   0.990447,            70813,                0
    2,     12,      69012,          0,      69012,   0.974567,            69012,                0
    2,     13,      68580,          0,      68580,   0.993740,            65470,             3110
    2,     14,     219981,          0,     219981,   3.207655,           217128,             2853
    2,     15,     230233,          0,     230233,   1.046604,           227627,             2606
    2,     16,     224251,          0,     224251,   0.974018,           222227,             2024
    2,     17,     199721,          0,     199721,   0.890614,           199721,                0
    2,     18,      97918,          0,      97918,   0.490274,            97918,                0
    2,     19,      77988,          0,      77988,   0.796462,            77988,                0
    2,     20,      74216,          0,      74216,   0.951634,            74216,                0
    2,     21,      70504,          0,      70504,   0.949984,            70504,                0
    2,     22,      67315,          0,      67315,   0.954769,            67315,                0
    2,     23,      64560,          0,      64560,   0.959073,            64560,                0
    2,     24,      61393,          0,      61393,   0.950945,            61393,                0
    2,     25,      59471,          0,      59471,   0.968693,            58032,             1439
    2,     26,     128013,          0,     128013,   2.152528,           126693,             1320
    2,     27,     131401,          0,     131401,   1.026466,           130177,             1224
    2,     28,     128576,          0,     128576,   0.978501,           127633,              943
    2,     29,     115881,          0,     115881,   0.901265,           115793,               88
    2,     30,      71836,          0,      71836,   0.619912,            71836,                0
    2,     31,      58142,          0,      58142,   0.809371,            58142,                0
    2,     32,      54328,          0,      54328,   0.934402,            54328,                0
    2,     33,      51343,          0,      51343,   0.945056,            51343,                0
    2,     34,      48598,          0,      48598,   0.946536,            48598,                0
    2,     35,      46277,          0,      46277,   0.952241,            46277,                0
    2,     36,      44079,          0,      44079,   0.952503,            44079,                0
    2,     37,      42362,          0,      42362,   0.961047,            40880,             1482
    2,     38,      97671,          0,      97671,   2.305628,            96279,             1392
    2,     39,     100962,          0,     100962,   1.033695,            99708,             1254
    2,     40,      97424,          0,      97424,   0.964957,            96448,              976
    2,     41,      89118,          0,      89118,   0.914744,            89118,                0
    2,     42,      49505,          0,      49505,   0.555499,            49505,                0
    2,     43,      41221,          0,      41221,   0.832663,            41221,                0
    2,     44,      38931,          0,      38931,   0.944446,            38931,                0
    2,     45,      36789,          0,      36789,   0.944980,            36789,                0
    2,     46,      34793,          0,      34793,   0.945745,            34793,                0
    2,     47,      33137,          0,      33137,   0.952404,            33137,                0
    2,     48,      31214,          0,      31214,   0.941968,            31214,                0
    2,     49,      30041,          0,      30041,   0.962421,            27416,             2625
    2,     50,     124816,          0,     124816,   4.154855,           122339,             2477
    2,     51,     137199,          0,     137199,   1.099210,           134878,             2321
    2,     52,     139545,          0,     139545,   1.017099,           137790,             1755
    2,     53,     128487,          0,     128487,   0.920757,           127923,              564
    2,     54,      78687,          0,      78687,   0.612412,            78687,                0
    2,     55,      40191,          0,      40191,   0.510770,            40191,                0
    2,     56,      38550,          0,      38550,   0.959170,            38550,                0
    2,     57,      36932,          0,      36932,   0.958029,            36932,                0
    2,     58,      35464,          0,      35464,   0.960251,            35464,                0
    2,     59,      34386,          0,      34386,   0.969603,            34386,                0
    2,     60,      32807,          0,      32807,   0.954080,            32807,                0
    2,     61,      31981,          0,      31981,   0.974822,            28784,             3197
    2,     62,     165219,          0,     165219,   5.166161,           162174,             3045
    2,     63,     179512,          0,     179512,   1.086509,           176641,             2871
    2,     64,     182832,          0,     182832,   1.018495,           180604,             2228
    2,     65,     162147,          0,     162147,   0.886863,           162146,                1
    2,     66,      64998,          0,      64998,   0.400858,            64998,                0
    2,     67,      47686,          0,      47686,   0.733653,            47686,                0
    2,     68,      45916,          0,      45916,   0.962882,            45916,                0
    2,     69,      44275,          0,      44275,   0.964261,            44275,                0
    2,     70,      42785,          0,      42785,   0.966347,            42785,                0
    2,     71,      41609,          0,      41609,   0.972514,            41609,                0
    2,     72,      39950,          0,      39950,   0.960129,            39950,                0
    2,     73,      39091,          0,      39091,   0.978498,            36160,             2931
    2,     74,     170132,          0,     170132,   4.352204,           167343,             2789
    2,     75,     192354,          0,     192354,   1.130616,           189707,             2647
    2,     76,     199532,          0,     199532,   1.037317,           197442,             2090
    2,     77,     179655,          0,     179655,   0.900382,           179655,                0
    2,     78,      73662,          0,      73662,   0.410019,            73662,                0
    2,     79,      54409,          0,      54409,   0.738630,            54409,                0
    2,     80,      52273,          0,      52273,   0.960742,            52273,                0
    2,     81,      50287,          0,      50287,   0.962007,            50287,                0
    2,     82,      48405,          0,      48405,   0.962575,            48405,                0
    2,     83,      46894,          0,      46894,   0.968784,            46894,                0
    2,     84,      45163,          0,      45163,   0.963087,            45163,                0
    2,     85,      43917,          0,      43917,   0.972411,            41752,             2165
    2,     86,     144481,          0,     144481,   3.289865,           142622,             1859
    2,     87,     146666,          0,     146666,   1.015123,           145129,             1537
    2,     88,     134413,          0,     134413,   0.916456,           133230,             1183
    2,     89,     118264,          0,     118264,   0.879855,           118264,                0
    2,     90,      60455,          0,      60455,   0.511187,            60455,                0
    2,     91,      49231,          0,      49231,   0.814341,            49231,                0
    2,     92,      46792,          0,      46792,   0.950458,            46792,                0
    2,     93,      44590,          0,      44590,   0.952941,            44590,                0
    2,     94,      42617,          0,      42617,   0.955752,            42617,                0
    2,     95,      40914,          0,      40914,   0.960039,            40914,                0
    2,     96,      38932,          0,      38932,   0.951557,            38932,                0
    2,     97,      37687,          0,      37687,   0.968021,            35933,             1754
    2,     98,     110848,          0,     110848,   2.941279,           109299,             1549
    2,     99,     113176,          0,     113176,   1.021002,           111801,             1375
    2,    100,     109490,          0,     109490,   0.967431,           108366,             1124
    2,    101,     101412,          0,     101412,   0.926222,           101412,                0
    2,    102,      50291,          0,      50291,   0.495908,            50291,                0
    2,    103,      40537,          0,      40537,   0.806049,            40537,                0
    2,    104,      38449,          0,      38449,   0.948492,            38449,                0
    2,    105,      36465,          0,      36465,   0.948399,            36465,                0
    2,    106,      34733,          0,      34733,   0.952502,            34733,                0
    2,    107,      33277,          0,      33277,   0.958080,            33277,                0
    2,    108,      31689,          0,      31689,   0.952279,            31689,                0
    2,    109,      30579,          0,      30579,   0.964972,            28624,             1955
    2,    110,     109092,          0,     109092,   3.567546,           107284,             1808
    2,    111,     116729,          0,     116729,   1.070005,           115061,             1668
    2,    112,     116269,          0,     116269,   0.996059,           114930,             1339
    2,    113,     107084,          0,     107084,   0.921002,           107084,                0
    2,    114,      48126,          0,      48126,   0.449423,            48126,                0
    2,    115,      38012,          0,      38012,   0.789843,            38012,                0
    2,    116,      36375,          0,      36375,   0.956935,            36375,                0
    2,    117,      34833,          0,      34833,   0.957608,            34833,                0
    2,    118,      33395,          0,      33395,   0.958717,            33395,                0
