"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      2,         10,          0,         10,   1.000000,                3,                7
    1,     14,        131,          0,        131,  13.100000,              109,               22
    1,     26,        170,          0,        170,   1.297710,              111,               59
    1,     38,        396,          0,        396,   2.329412,              296,              100
    1,     50,        754,          0,        754,   1.904040,              553,              201
    1,     62,       1380,          0,       1380,   1.830239,             1005,              375
    1,     74,       2651,          0,       2651,   1.921015,             1948,              703
    1,     86,       5028,          0,       5028,   1.896643,             3618,             1410
    1,     98,      10057,          0,      10057,   2.000199,             7308,             2749
    1,    110,      18450,          0,      18450,   1.834543,            13243,             5207
    1,    122,      36136,          0,      36136,   1.958591,            26119,            10017
    1,    134,      68136,          0,      68136,   1.885543,            48911,            19225
    1,    146,     128560,          0,     128560,   1.886815,            92295,            36265
    1,    158,     255782,          0,     255782,   1.989592,           184974,            70808
    1,    170,     501041,          0,     501041,   1.958859,           359911,           141130
    1,    182,     962810,          0,     962810,   1.921619,           692450,           270360
    1,    194,    1950945,          0,    1950945,   2.026303,          1407751,           543194
    1,    206,    3771223,          0,    3771223,   1.933024,          2699996,          1071227
    1,    218,    6759652,          0,    6759652,   1.792430,          4771591,          1988061
    1,    230,   11912454,          0,   11912454,   1.762288,          8390502,          3521952
    1,    242,   18848329,          0,   18848329,   1.582237,         12892096,          5956233
    1,    254,   29085596,          0,   29085596,   1.543139,         19707394,          9378202
    1,    266,   39999280,          0,   39999280,   1.375226,         26001620,         13997660
    1,    278,   49557319,          0,   49557319,   1.238955,         31260231,         18297088
    1,    290,   58798685,          0,   58798685,   1.186478,         36719287,         22079398
    1,    302,   69455177,          0,   69455177,   1.181237,         42871469,         26583708
    1,    314,   76763760,          0,   76763760,   1.105227,         45869129,         30894631
