"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6"
    1,      0,         10,          0,         10,   1.000000,               10,                0,                0,                0,                0,                0,                0
    1,      2,        126,          0,        126,  12.600000,                0,                0,                0,              120,                0,                0,                6
    1,     14,        341,          0,        341,   2.706349,                0,                0,                0,              320,                0,                0,               21
    1,     26,        941,          0,        941,   2.759531,                0,                0,                0,              886,                0,                0,               55
    1,     38,       1425,          0,       1425,   1.514346,                0,                0,                0,             1349,                0,                0,               76
    1,     50,       3180,          0,       3180,   2.231579,                0,                0,                0,             2993,                0,                0,              187
    1,     62,       5672,          0,       5672,   1.783648,                0,                0,                0,             5351,                0,                0,              321
    1,     74,      12324,          0,      12324,   2.172779,                0,                0,                0,            11609,                0,                0,              715
    1,     86,      22606,          0,      22606,   1.834307,                0,                0,                0,            21335,                0,                0,             1271
    1,     98,      44524,          0,      44524,   1.969566,                0,                0,                0,            41980,                0,                0,             2544
    1,    110,      84719,          0,      84719,   1.902772,                0,                0,                0,            79897,                0,                0,             4822
    1,    122,     164490,          0,     164490,   1.941595,                0,                0,                0,           155140,                0,                0,             9350
    1,    134,     313543,          0,     313543,   1.906152,                0,                0,                0,           295765,                0,                0,            17778
    1,    146,     587809,          0,     587809,   1.874732,                0,                0,                0,           554373,                0,                0,            33436
    1,    158,    1151217,          0,    1151217,   1.958488,                0,                0,                0,          1085394,                0,                0,            65823
    1,    170,    2253326,          0,    2253326,   1.957343,                0,                0,                0,          2123559,                0,                0,           129767
    1,    182,    4298762,          0,    4298762,   1.907741,                0,                0,                0,          4047498,                0,                0,           251264
    1,    194,    8375366,          0,    8375366,   1.948321,                0,                0,                0,          7873480,                0,                0,           501886
    1,    206,   15895873,          0,   15895873,   1.897932,                0,                0,                0,         14900570,                0,                0,           995303
    1,    218,   28018206,          0,   28018206,   1.762609,                0,                0,                0,         26166411,                0,                0,          1851795
    1,    230,   45976082,          0,   45976082,   1.640936,                0,                0,                0,         42669799,                0,                0,          3306283
    1,    242,   69416993,          0,   69416993,   1.509850,                0,                0,                0,         63776191,                0,                0,          5640802
    1,    254,   94415241,          0,   94415241,   1.360117,                0,                0,                0,         85384925,                0,                0,          9030316
    1,    266,  121700540,          0,  121700540,   1.288993,                0,                0,                0,        108006011,                0,                0,         13694529
    1,    278,  146790219,          0,  146790219,   1.206159,                0,                0,                0,        128592850,                0,                0,         18197369
