"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3"
    1,      0,         10,          0,         10,   1.000000,                0,                3,                7,                0
    1,     12,        126,          0,        126,  12.600000,              116,                0,                3,                7
    1,     24,        138,          0,        138,   1.095238,               78,               60,                0,                0
    1,     36,        354,          0,        354,   2.565217,              296,               36,               22,                0
    1,     48,        591,          0,        591,   1.669492,              412,              162,               16,                1
    1,     60,       1296,          0,       1296,   2.192894,             1018,              218,               60,                0
    1,     72,       2385,          0,       2385,   1.840278,             1720,              563,              101,                1
    1,     84,       5063,          0,       5063,   2.122851,             3931,              888,              241,                3
    1,     96,       9396,          0,       9396,   1.855817,             6958,             2091,              343,                4
    1,    108,      17891,          0,      17891,   1.904108,            13387,             3696,              803,                5
    1,    120,      35073,          0,      35073,   1.960371,            26463,             7160,             1436,               14
    1,    132,      66985,          0,      66985,   1.909874,            50089,            14134,             2728,               34
    1,    144,     126608,          0,     126608,   1.890095,            95001,            26251,             5308,               48
    1,    156,     246669,          0,     246669,   1.948289,           185568,            50891,            10110,              100
    1,    168,     484720,          0,     484720,   1.965062,           363960,           100712,            19844,              204
    1,    180,     927242,          0,     927242,   1.912944,           691865,           196265,            38775,              337
    1,    192,    1887358,          0,    1887358,   2.035454,          1422672,           386105,            77850,              731
    1,    204,    3648976,          0,    3648976,   1.933378,          2714334,           782383,           150832,             1427
    1,    216,    6584423,          0,    6584423,   1.804458,          4816692,          1464838,           300149,             2744
    1,    228,   11696860,          0,   11696860,   1.776444,          8533729,          2595904,           561655,             5572
    1,    240,   18773737,          0,   18773737,   1.605024,         13213116,          4565024,           985494,            10103
    1,    252,   29447993,          0,   29447993,   1.568574,         20482299,          7185660,          1761754,            18280
    1,    264,   41198131,          0,   41198131,   1.399013,         27116608,         11249403,          2799317,            32803
    1,    276,   51977628,          0,   51977628,   1.261650,         32827430,         14766906,          4331790,            51502
