"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2"
    4,      0,      15773,          0,      15773,   1.000000,                0,             5214,            10559
    4,     12,      69078,          0,      69078,   4.379509,            41890,            22076,             5112
    4,     24,      60601,          0,      60601,   0.877284,            16146,            42000,             2455
    4,     36,      42697,          0,      42697,   0.704559,             7885,            28888,             5924
    4,     48,      29994,          0,      29994,   0.702485,             5586,            14085,            10323
    4,     60,      31941,          0,      31941,   1.064913,            11212,            12573,             8156
    4,     72,      39265,          0,      39265,   1.229298,            14925,            18622,             5718
    4,     84,      43870,          0,      43870,   1.117280,            15946,            23302,             4622
    4,     96,      38434,          0,      38434,   0.876088,             9912,            23192,             5330
    4,    108,      30884,          0,      30884,   0.803559,             7212,            17358,             6314
    4,    120,      29474,          0,      29474,   0.954345,             9360,            13627,             6487
    4,    132,      32544,          0,      32544,   1.104160,            11276,            15827,             5441
    4,    144,      33140,          0,      33140,   1.018314,            10858,            17777,             4505
    4,    156,      30452,          0,      30452,   0.918890,             8795,            16989,             4668
    4,    168,      27921,          0,      27921,   0.916886,             7934,            14939,             5048
    4,    180,      26900,          0,      26900,   0.963433,             8037,            13750,             5113
    4,    192,      28254,          0,      28254,   1.050335,             9181,            14305,             4768
    4,    204,      30015,          0,      30015,   1.062328,            10058,            15396,             4561
    4,    216,      29504,          0,      29504,   0.982975,             9355,            15627,             4522
    4,    228,      28311,          0,      28311,   0.959565,             8409,            15316,             4586
    4,    240,      26719,          0,      26719,   0.943767,             8027,            14084,             4608
    4,    252,      25044,          0,      25044,   0.937311,             6953,            13511,             4580
    4,    264,      25825,          0,      25825,   1.031185,             8525,            12940,             4360
    4,    276,      26447,          0,      26447,   1.024085,             8535,            13683,             4229
    4,    288,      26339,          0,      26339,   0.995916,             8369,            13943,             4027
    4,    300,      26134,          0,      26134,   0.992217,             7887,            13934,             4313
    4,    312,      25987,          0,      25987,   0.994375,             8082,            13543,             4362
    4,    324,      27290,          0,      27290,   1.050141,             8960,            13806,             4524
    4,    336,      28105,          0,      28105,   1.029864,             9101,            14642,             4362
    4,    348,      28349,          0,      28349,   1.008682,             8858,            15098,             4393
    4,    360,      28243,          0,      28243,   0.996261,             8969,            14775,             4499
    4,    372,      28445,          0,      28445,   1.007152,             8858,            14767,             4820
    4,    384,      29132,          0,      29132,   1.024152,             9149,            15179,             4804
    4,    396,      30307,          0,      30307,   1.040334,             9852,            15651,             4804
    4,    408,      30965,          0,      30965,   1.021711,             9838,            16239,             4888
    4,    420,      31562,          0,      31562,   1.019280,            10031,            16490,             5041
    4,    432,      31606,          0,      31606,   1.001394,             9789,            16634,             5183
    4,    444,      31915,          0,      31915,   1.009777,             9952,            16759,             5204
    4,    456,      32907,          0,      32907,   1.031083,            10576,            16989,             5342
    4,    468,      33503,          0,      33503,   1.018112,            10541,            17565,             5397
    4,    480,      34657,          0,      34657,   1.034445,            11043,            18098,             5516
    4,    492,      35014,          0,      35014,   1.010301,            10841,            18505,             5668
