"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    4,    287,      27154,          0,      27154,   0.982488,                0,                0,                0,                0,              165,            12972,             7226,                0,             3829,                0,             1517,                0,              837,                0,              397,                0,              211,                0
    4,    299,      27027,          0,      27027,   0.995323,                0,                0,                0,                0,              199,            12376,             7350,                0,             3852,                0,             1923,                0,              742,                0,              390,                0,              195,                0
    4,    311,      26951,          0,      26951,   0.997188,                0,                0,                0,                0,              284,            12539,             6989,                0,             3820,                0,             1805,                0,              936,                0,              382,                0,              196,                0
    4,    323,      28192,          0,      28192,   1.046046,                0,                0,                0,                0,              225,            13725,             7087,                0,             3648,                0,             1951,                0,              912,                0,              451,                0,              193,                0
    4,    335,      29020,          0,      29020,   1.029370,                0,                0,                0,                0,              196,            13969,             7775,                0,             3666,                0,             1779,                0,              961,                0,              449,                0,              225,                0
    4,    347,      29339,          0,      29339,   1.010992,                0,                0,                0,                0,              247,            13813,             7954,                0,             3989,                0,             1757,                0,              915,                0,              446,                0,              218,                0
    4,    359,      29219,          0,      29219,   0.995910,                0,                0,                0,                0,              235,            13629,             7792,                0,             4137,                0,             1928,                0,              809,                0,              482,                0,              207,                0
    4,    371,      29375,          0,      29375,   1.005339,                0,                0,                0,                0,              148,            13725,             7768,                0,             4023,                0,             2098,                0,              964,                0,              394,                0,              255,                0
    4,    383,      29967,          0,      29967,   1.020153,                0,                0,                0,                0,              145,            14275,             7773,                0,             4068,                0,             2018,                0,             1016,                0,              481,                0,              191,                0
    4,    395,      31207,          0,      31207,   1.041379,                0,                0,                0,                0,              136,            15201,             8140,                0,             4011,                0,             1997,                0,              964,                0,              517,                0,              241,                0
    4,    407,      31983,          0,      31983,   1.024866,                0,                0,                0,                0,              175,            15224,             8660,                0,             4197,                0,             2004,                0,              996,                0,              471,                0,              256,                0
    4,    419,      32581,          0,      32581,   1.018697,                0,                0,                0,                0,              172,            15480,             8694,                0,             4430,                0,             2077,                0,              997,                0,              484,                0,              247,                0
    4,    431,      32615,          0,      32615,   1.001044,                0,                0,                0,                0,              171,            15220,             8782,                0,             4479,                0,             2193,                0,             1025,                0,              499,                0,              246,                0
    4,    443,      32955,          0,      32955,   1.010425,                0,                0,                0,                0,              163,            15424,             8743,                0,             4655,                0,             2168,                0,             1060,                0,              496,                0,              246,                0
    4,    455,      33933,          0,      33933,   1.029677,                0,                0,                0,                0,              160,            16278,             8807,                0,             4580,                0,             2296,                0,             1034,                0,              529,                0,              249,                0
    4,    467,      34525,          0,      34525,   1.017446,                0,                0,                0,                0,              161,            16226,             9411,                0,             4585,                0,             2229,                0,             1125,                0,              527,                0,              261,                0
    4,    479,      35731,          0,      35731,   1.034931,                0,                0,                0,                0,              188,            17108,             9284,                0,             4902,                0,             2286,                0,             1134,                0,              553,                0,              276,                0
    4,    491,      36025,          0,      36025,   1.008228,                0,                0,                0,                0,              135,            16814,             9828,                0,             4894,                0,             2432,                0,             1120,                0,              537,                0,              265,                0
