"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    4,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,                0,                0,                0,             2634,                0,             2580,                0,             2621,                0,             2706,                0,             2555,                0,             2677,                0
    4,     11,      70961,          0,      70961,   4.498890,                0,                0,                0,                0,             1295,            62649,              240,                0,             1374,                0,             1392,                0,             1320,                0,             1351,                0,             1340,                0
    4,     23,      63199,          0,      63199,   0.890616,                0,                0,                0,                0,              683,            25467,            34369,                0,              132,                0,              640,                0,              656,                0,              613,                0,              639,                0
    4,     35,      44649,          0,      44649,   0.706483,                0,                0,                0,                0,              231,            12206,            13970,                0,            17277,                0,               58,                0,              302,                0,              306,                0,              299,                0
    4,     47,      31538,          0,      31538,   0.706354,                0,                0,                0,                0,              367,             8885,             6791,                0,             7048,                0,             8140,                0,               25,                0,              140,                0,              142,                0
    4,     59,      33541,          0,      33541,   1.063511,                0,                0,                0,                0,              811,            16953,             4931,                0,             3443,                0,             3396,                0,             3923,                0,               16,                0,               68,                0
    4,     71,      40574,          0,      40574,   1.209684,                0,                0,                0,                0,              486,            23210,             9337,                0,             2434,                0,             1641,                0,             1603,                0,             1856,                0,                7,                0
    4,     83,      45528,          0,      45528,   1.122098,                0,                0,                0,                0,              371,            24151,            12777,                0,             4578,                0,             1187,                0,              767,                0,              808,                0,              889,                0
    4,     95,      40267,          0,      40267,   0.884445,                0,                0,                0,                0,              544,            16233,            13465,                0,             6515,                0,             2206,                0,              585,                0,              356,                0,              363,                0
    4,    107,      32158,          0,      32158,   0.798619,                0,                0,                0,                0,              218,            11772,             8906,                0,             6718,                0,             3070,                0,             1061,                0,              257,                0,              156,                0
    4,    119,      30620,          0,      30620,   0.952174,                0,                0,                0,                0,              290,            14162,             6511,                0,             4386,                0,             3193,                0,             1463,                0,              498,                0,              117,                0
    4,    131,      33967,          0,      33967,   1.109308,                0,                0,                0,                0,              534,            17566,             7955,                0,             3346,                0,             2074,                0,             1519,                0,              724,                0,              249,                0
    4,    143,      34585,          0,      34585,   1.018194,                0,                0,                0,                0,              462,            17018,             9585,                0,             3946,                0,             1527,                0,              984,                0,              723,                0,              340,                0
    4,    155,      31719,          0,      31719,   0.917132,                0,                0,                0,                0,              259,            13778,             9477,                0,             4799,                0,             1873,                0,              718,                0,              475,                0,              340,                0
    4,    167,      28950,          0,      28950,   0.912702,                0,                0,                0,                0,              139,            12559,             7727,                0,             4741,                0,             2295,                0,              881,                0,              385,                0,              223,                0
    4,    179,      27941,          0,      27941,   0.965147,                0,                0,                0,                0,              222,            12705,             6973,                0,             4041,                0,             2277,                0,             1115,                0,              396,                0,              212,                0
    4,    191,      29230,          0,      29230,   1.046133,                0,                0,                0,                0,              239,            14267,             7305,                0,             3608,                0,             1949,                0,             1113,                0,              548,                0,              201,                0
    4,    203,      31353,          0,      31353,   1.072631,                0,                0,                0,                0,              533,            15366,             8106,                0,             3794,                0,             1752,                0,              976,                0,              535,                0,              291,                0
    4,    215,      30661,          0,      30661,   0.977929,                0,                0,                0,                0,              244,            14420,             8390,                0,             4117,                0,             1856,                0,              881,                0,              507,                0,              246,                0
    4,    227,      29432,          0,      29432,   0.959917,                0,                0,                0,                0,              309,            13271,             8041,                0,             4278,                0,             1988,                0,              854,                0,              442,                0,              249,                0
    4,    239,      27690,          0,      27690,   0.940813,                0,                0,                0,                0,              226,            12516,             7323,                0,             4102,                0,             1965,                0,              958,                0,              393,                0,              207,                0
    4,    251,      25992,          0,      25992,   0.938678,                0,                0,                0,                0,              228,            11492,             7028,                0,             3713,                0,             1969,                0,              894,                0,              468,                0,              200,                0
    4,    263,      26717,          0,      26717,   1.027893,                0,                0,                0,                0,              151,            13112,             6424,                0,             3658,                0,             1755,                0,              947,                0,              438,                0,              232,                0
    4,    275,      27638,          0,      27638,   1.034472,                0,                0,                0,                0,              377,            13231,             7477,                0,             3252,                0,             1792,                0,              842,                0,              455,                0,              212,                0
