"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      2,         10,          0,         10,   1.000000,                7,                3
    1,     14,         52,          0,         52,   5.200000,               36,               16
    1,     26,         90,          0,         90,   1.730769,               67,               23
    1,     38,        161,          0,        161,   1.788889,              103,               58
    1,     50,        375,          0,        375,   2.329193,              284,               91
    1,     62,        662,          0,        662,   1.765333,              460,              202
    1,     74,       1363,          0,       1363,   2.058912,             1020,              343
    1,     86,       2427,          0,       2427,   1.780631,             1720,              707
    1,     98,       4982,          0,       4982,   2.052740,             3613,             1369
    1,    110,       9296,          0,       9296,   1.865917,             6621,             2675
    1,    122,      18518,          0,      18518,   1.992040,            13515,             5003
    1,    134,      34366,          0,      34366,   1.855816,            24569,             9797
    1,    146,      65585,          0,      65585,   1.908427,            47354,            18231
    1,    158,     129510,          0,     129510,   1.974689,            93346,            36164
    1,    170,     255439,          0,     255439,   1.972350,           184339,            71100
    1,    182,     491056,          0,     491056,   1.922400,           353015,           138041
    1,    194,    1010981,          0,    1010981,   2.058790,           733247,           277734
    1,    206,    1987787,          0,    1987787,   1.966196,          1429578,           558209
    1,    218,    3687319,          0,    3687319,   1.854987,          2624146,          1063173
    1,    230,    6807297,          0,    6807297,   1.846137,          4849411,          1957886
    1,    242,   11614866,          0,   11614866,   1.706238,          8115398,          3499468
    1,    254,   19827164,          0,   19827164,   1.707051,         13820154,          6007010
    1,    266,   30837672,          0,   30837672,   1.555324,         20845411,          9992261
    1,    278,   41926955,          0,   41926955,   1.359602,         27269258,         14657697
    1,    290,   53078015,          0,   53078015,   1.265964,         33812602,         19265413
