"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17","Trait Index 18","Trait Index 19","Trait Index 20","Trait Index 21","Trait Index 22","Trait Index 23","Trait Index 24","Trait Index 25","Trait Index 26","Trait Index 27","Trait Index 28","Trait Index 29","Trait Index 30","Trait Index 31","Trait Index 32","Trait Index 33","Trait Index 34","Trait Index 35","Trait Index 36"
    1,      0,         10,          0,         10,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                0,                0,                0,                1,                0,                0,                0,                0,                0,                0
    1,      1,         10,          0,         10,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                0,                0,                0,                1,                0,                0,                0,                0,                0
    1,      2,         37,          0,         37,   3.700000,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                0,                0,                0,                1,                0,                0,                0,                0
    1,      3,         37,          0,         37,   1.000000,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                0,                0,                0,                1,                0,                0,                0
    1,      4,         37,          0,         37,   1.000000,                0,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                0,                0,                0,                1,                0,                0
    1,      5,         37,          0,         37,   1.000000,                0,                0,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                0,                0,                0,                1,                0
    1,      6,         37,          0,         37,   1.000000,                0,                0,                0,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                0,                0,                0,                1
    1,      7,         37,          0,         37,   1.000000,                0,                0,                0,                0,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                0,                0,                1
    1,      8,         37,          0,         37,   1.000000,                0,                0,                0,                0,                0,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                0,                1
    1,      9,         37,          0,         37,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                1,                1
    1,     10,         37,          0,         37,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                0,                2
    1,     11,         37,          0,         37,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                0,                2
    1,     12,         37,          0,         37,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               27,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                0,                2
    1,     13,         35,          0,         35,   0.945946,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               26,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                4,                0,                0,                0,                0,                1,                0,                0,                1
    1,     14,        125,          0,        125,   3.571429,                0,               92,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               25,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                3,                0,                0,                0,                0,                1,                0,                1
    1,     15,        120,          0,        120,   0.960000,                0,                0,               88,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               24,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                3,                0,                0,                0,                0,                1,                1
    1,     16,        111,          0,        111,   0.925000,                0,                0,                0,               80,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               24,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                2,                0,                0,                0,                0,                2
    1,     17,        103,          0,        103,   0.927928,                0,                0,                0,                0,               74,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               22,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                2,                0,                0,                0,                2
    1,     18,         94,          0,         94,   0.912621,                0,                0,                0,                0,                0,               68,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               20,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                1,                2,                0,                0,                1
    1,     19,         84,          0,         84,   0.893617,                0,                0,                0,                0,                0,                0,               59,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               20,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                0,                1,                2,                0,                1
    1,     20,         73,          0,         73,   0.869048,                0,                0,                0,                0,                0,                0,                0,               51,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               18,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                0,                1,                2,                0
    1,     21,         65,          0,         65,   0.890411,                0,                0,                0,                0,                0,                0,                0,                0,               45,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               17,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                2
    1,     22,         63,          0,         63,   0.969231,                0,                0,                0,                0,                0,                0,                0,                0,                0,               44,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               17,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                2
    1,     23,         56,          0,         56,   0.888889,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               38,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               16,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                2
    1,     24,         53,          0,         53,   0.946429,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               35,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               16,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                2
    1,     25,         49,          0,         49,   0.924528,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               35,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               13,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1
    1,     26,        245,          0,        245,   5.000000,                0,              198,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               35,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,               12,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0
