"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8"
    1,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,             2650,             2666,             2569,             2587,             2651,             2650
    1,      1,     350784,          0,     350784,  22.239523,                0,           335888,                0,             2333,             2562,             2464,             2472,             2528,             2537
    1,      2,     374443,          0,     374443,   1.067446,                0,           307111,            53260,             2017,             2439,             2413,             2376,             2402,             2425
    1,      3,     367013,          0,     367013,   0.980157,                0,           284078,            69588,             1743,             2336,             2321,             2312,             2289,             2346
    1,      4,     340005,          0,     340005,   0.926411,                0,           242023,            85410,             1478,             2244,             2215,             2202,             2185,             2248
    1,      5,     126658,          0,     126658,   0.372518,                0,            19626,            95351,             1201,             2136,             2065,             2086,             2059,             2134
    1,      6,      78260,          0,      78260,   0.617884,                0,                0,            67543,              972,             1966,             1941,             1956,             1961,             1921
    1,      7,      74135,          0,      74135,   0.947291,                0,                0,            64386,              736,             1873,             1768,             1784,             1813,             1775
    1,      8,      73288,          0,      73288,   0.988575,                0,                0,            64386,              568,             1731,             1670,             1637,             1642,             1654
    1,      9,      72493,          0,      72493,   0.989152,                0,                0,            64386,              395,             1588,             1558,             1520,             1505,             1541
    1,     10,      71794,          0,      71794,   0.990358,                0,                0,            64386,              231,             1506,             1453,             1408,             1365,             1445
    1,     11,      69937,          0,      69937,   0.974134,                0,                0,            63072,              121,             1414,             1381,             1317,             1295,             1337
    1,     12,      69498,          0,      69498,   0.993723,                0,                0,            42390,            20682,             1367,             1310,             1234,             1247,             1268
    1,     13,     221446,          0,     221446,   3.186365,                0,           153288,            23840,            38307,             1188,             1251,             1185,             1195,             1192
    1,     14,     231856,          0,     231856,   1.047009,                0,           141281,            31417,            53495,             1033,             1197,             1161,             1145,             1127
    1,     15,     225784,          0,     225784,   0.973811,                0,           130000,            32200,            58275,              880,             1157,             1099,             1104,             1069
    1,     16,     201350,          0,     201350,   0.891782,                0,           101908,            39074,            55414,              745,             1108,             1051,             1047,             1003
    1,     17,      98985,          0,      98985,   0.491607,                0,                0,            42101,            52325,              602,             1056,              975,              975,              951
    1,     18,      78893,          0,      78893,   0.797020,                0,                0,            25869,            48887,              486,              953,              907,              887,              904
    1,     19,      75141,          0,      75141,   0.952442,                0,                0,            25869,            45520,              370,              892,              829,              816,              845
    1,     20,      71435,          0,      71435,   0.950679,                0,                0,            25869,            42193,              268,              824,              776,              722,              783
    1,     21,      68167,          0,      68167,   0.954252,                0,                0,            25869,            39236,              193,              759,              726,              669,              715
    1,     22,      65381,          0,      65381,   0.959130,                0,                0,            25869,            36744,              116,              705,              672,              629,              646
    1,     23,      62005,          0,      62005,   0.948364,                0,                0,            25014,            34434,               62,              656,              659,              574,              606
    1,     24,      60158,          0,      60158,   0.970212,                0,                0,            15722,            31899,            10169,              624,              628,              533,              583
    1,     25,     125381,          0,     125381,   2.084195,                0,            67280,             7228,            29770,            18877,              563,              590,              529,              544
    1,     26,     128587,          0,     128587,   1.025570,                0,            61829,            10772,            27516,            26376,              490,              558,              529,              517
    1,     27,     125851,          0,     125851,   0.978723,                0,            58114,            14071,            22956,            28767,              425,              531,              493,              494
    1,     28,     113389,          0,     113389,   0.900978,                0,            44705,            17366,            21977,            27519,              371,              516,              470,              465
    1,     29,      71157,          0,      71157,   0.627548,                0,             4119,            18557,            20779,            26041,              297,              485,              447,              432
    1,     30,      58144,          0,      58144,   0.817123,                0,                0,            12620,            19540,            24463,              251,              439,              419,              412
    1,     31,      54140,          0,      54140,   0.931136,                0,                0,            11969,            18138,            22659,              184,              426,              383,              381
    1,     32,      51042,          0,      51042,   0.942778,                0,                0,            11969,            16828,            21012,              140,              385,              368,              340
    1,     33,      48231,          0,      48231,   0.944928,                0,                0,            11969,            15666,            19500,               95,              357,              337,              307
    1,     34,      45805,          0,      45805,   0.949700,                0,                0,            11969,            14636,            18204,               57,              335,              311,              293
    1,     35,      43602,          0,      43602,   0.951905,                0,                0,            11732,            13806,            17155,               36,              299,              302,              272
    1,     36,      41867,          0,      41867,   0.960208,                0,                0,             7517,            12601,            15896,             5015,              298,              287,              253
    1,     37,      95286,          0,      95286,   2.275921,                0,            54987,             3885,            11398,            14842,             9381,              265,              266,              262
