"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    1,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,                0,                0,                0,             2650,                0,             2666,                0,             2569,                0,             2587,                0,             2651,                0,             2650,                0
    1,     11,      71373,          0,      71373,   4.525011,                0,                0,                0,                0,             1314,            63072,              221,                0,             1433,                0,             1365,                0,             1325,                0,             1281,                0,             1362,                0
    1,     23,      62910,          0,      62910,   0.881426,                0,                0,                0,                0,              855,            25014,            34434,                0,              110,                0,              676,                0,              637,                0,              579,                0,              605,                0
    1,     35,      43869,          0,      43869,   0.697330,                0,                0,                0,                0,              237,            11732,            13806,                0,            17155,                0,               56,                0,              313,                0,              291,                0,              279,                0
    1,     47,      31292,          0,      31292,   0.713306,                0,                0,                0,                0,              360,             9086,             6397,                0,             6887,                0,             8249,                0,               23,                0,              158,                0,              132,                0
    1,     59,      33273,          0,      33273,   1.063307,                0,                0,                0,                0,              748,            17091,             5007,                0,             3208,                0,             3273,                0,             3851,                0,               12,                0,               83,                0
    1,     71,      39816,          0,      39816,   1.196646,                0,                0,                0,                0,              532,            22437,             9342,                0,             2558,                0,             1550,                0,             1542,                0,             1848,                0,                7,                0
    1,     83,      44547,          0,      44547,   1.118822,                0,                0,                0,                0,              379,            23505,            12443,                0,             4680,                0,             1205,                0,              737,                0,              746,                0,              852,                0
    1,     95,      38212,          0,      38212,   0.857791,                0,                0,                0,                0,              382,            15123,            12950,                0,             6199,                0,             2250,                0,              594,                0,              358,                0,              356,                0
    1,    107,      31043,          0,      31043,   0.812389,                0,                0,                0,                0,              199,            11714,             8256,                0,             6447,                0,             2937,                0,             1057,                0,              271,                0,              162,                0
    1,    119,      30590,          0,      30590,   0.985407,                0,                0,                0,                0,              290,            14825,             6322,                0,             4141,                0,             3018,                0,             1368,                0,              502,                0,              124,                0
    1,    131,      32490,          0,      32490,   1.062112,                0,                0,                0,                0,              619,            16130,             8202,                0,             3229,                0,             1990,                0,             1425,                0,              670,                0,              225,                0
    1,    143,      32369,          0,      32369,   0.996276,                0,                0,                0,                0,              394,            15591,             8822,                0,             4117,                0,             1529,                0,              926,                0,              675,                0,              315,                0
    1,    155,      30039,          0,      30039,   0.928018,                0,                0,                0,                0,              361,            13218,             8565,                0,             4436,                0,             1942,                0,              739,                0,              440,                0,              338,                0
    1,    167,      28151,          0,      28151,   0.937148,                0,                0,                0,                0,              150,            12719,             7366,                0,             4344,                0,             2065,                0,              935,                0,              366,                0,              206,                0
    1,    179,      26642,          0,      26642,   0.946396,                0,                0,                0,                0,              170,            11872,             7091,                0,             3792,                0,             2122,                0,              956,                0,              463,                0,              176,                0
    1,    191,      28071,          0,      28071,   1.053637,                0,                0,                0,                0,              268,            13671,             6780,                0,             3677,                0,             1915,                0,             1046,                0,              484,                0,              230,                0
    1,    203,      29772,          0,      29772,   1.060596,                0,                0,                0,                0,              367,            14499,             7860,                0,             3557,                0,             1791,                0,              946,                0,              497,                0,              255,                0
    1,    215,      29174,          0,      29174,   0.979914,                0,                0,                0,                0,              222,            13862,             7929,                0,             3922,                0,             1703,                0,              840,                0,              461,                0,              235,                0
    1,    227,      27345,          0,      27345,   0.937307,                0,                0,                0,                0,              282,            11992,             7685,                0,             4044,                0,             1933,                0,              779,                0,              404,                0,              226,                0
    1,    239,      25827,          0,      25827,   0.944487,                0,                0,                0,                0,              119,            11824,             6634,                0,             3870,                0,             1909,                0,              896,                0,              378,                0,              197,                0
    1,    251,      25389,          0,      25389,   0.983041,                0,                0,                0,                0,              233,            11747,             6617,                0,             3379,                0,             1887,                0,              926,                0,              421,                0,              179,                0
    1,    263,      26185,          0,      26185,   1.031352,                0,                0,                0,                0,              183,            12842,             6566,                0,             3359,                0,             1675,                0,              900,                0,              450,                0,              210,                0
    1,    275,      26889,          0,      26889,   1.026886,                0,                0,                0,                0,              364,            12844,             7217,                0,             3348,                0,             1632,                0,              820,                0,              434,                0,              230,                0
    1,    287,      26328,          0,      26328,   0.979136,                0,                0,                0,                0,              191,            12368,             7104,                0,             3688,                0,             1623,                0,              771,                0,              381,                0,              202,                0
    1,    299,      26119,          0,      26119,   0.992062,                0,                0,                0,                0,              178,            12052,             7006,                0,             3691,                0,             1828,                0,              806,                0,              368,                0,              190,                0
    1,    311,      26327,          0,      26327,   1.007964,                0,                0,                0,                0,              263,            12216,             6919,                0,             3644,                0,             1846,                0,              889,                0,              378,                0,              172,                0
    1,    323,      26586,          0,      26586,   1.009838,                0,                0,                0,                0,              253,            12478,             6894,                0,             3562,                0,             1825,                0,              937,                0,              441,                0,              196,                0
    1,    335,      28190,          0,      28190,   1.060333,                0,                0,                0,                0,              203,            13982,             7070,                0,             3573,                0,             1737,                0,              920,                0,              489,                0,              216,                0
    1,    347,      28476,          0,      28476,   1.010145,                0,                0,                0,                0,              254,            13290,             7950,                0,             3693,                0,             1744,                0,              862,                0,              443,                0,              240,                0
    1,    359,      28375,          0,      28375,   0.996453,                0,                0,                0,                0,              242,            13205,             7447,                0,             4142,                0,             1824,                0,              874,                0,              421,                0,              220,                0
    1,    371,      27992,          0,      27992,   0.986502,                0,                0,                0,                0,              111,            13012,             7467,                0,             3846,                0,             2061,                0,              898,                0,              386,                0,              211,                0
    1,    383,      28272,          0,      28272,   1.010003,                0,                0,                0,                0,               82,            13345,             7446,                0,             3836,                0,             1912,                0,             1041,                0,              436,                0,              174,                0
    1,    395,      29348,          0,      29348,   1.038059,                0,                0,                0,                0,               86,            14270,             7535,                0,             3852,                0,             1923,                0,              939,                0,              507,                0,              236,                0
    1,    407,      30782,          0,      30782,   1.048862,                0,                0,                0,                0,              134,            14959,             8124,                0,             3998,                0,             1904,                0,              970,                0,              445,                0,              248,                0
    1,    419,      30830,          0,      30830,   1.001559,                0,                0,                0,                0,              148,            14235,             8622,                0,             4211,                0,             1959,                0,              952,                0,              491,                0,              212,                0
    1,    431,      30905,          0,      30905,   1.002433,                0,                0,                0,                0,              154,            14587,             7993,                0,             4436,                0,             2096,                0,              909,                0,              472,                0,              258,                0
    1,    443,      31033,          0,      31033,   1.004142,                0,                0,                0,                0,              159,            14464,             8315,                0,             4189,                0,             2207,                0,             1021,                0,              441,                0,              237,                0
    1,    455,      31550,          0,      31550,   1.016660,                0,                0,                0,                0,              158,            14897,             8283,                0,             4310,                0,             2100,                0,             1089,                0,              495,                0,              218,                0
    1,    467,      32763,          0,      32763,   1.038447,                0,                0,                0,                0,              160,            15891,             8463,                0,             4307,                0,             2146,                0,             1052,                0,              501,                0,              243,                0
    1,    479,      33049,          0,      33049,   1.008729,                0,                0,                0,                0,              169,            15523,             9025,                0,             4357,                0,             2176,                0,             1056,                0,              506,                0,              237,                0
    1,    491,      33834,          0,      33834,   1.023753,                0,                0,                0,                0,              170,            15849,             8964,                0,             4817,                0,             2162,                0,             1081,                0,              521,                0,              270,                0
