"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      2,         10,          0,         10,   1.000000,                6,                4
    1,     14,         67,          0,         67,   6.700000,               56,               11
    1,     26,         94,          0,         94,   1.402985,               68,               26
    1,     38,        179,          0,        179,   1.904255,              127,               52
    1,     50,        339,          0,        339,   1.893855,              249,               90
    1,     62,        647,          0,        647,   1.908555,              461,              186
    1,     74,       1297,          0,       1297,   2.004637,              957,              340
    1,     86,       2392,          0,       2392,   1.844256,             1721,              671
    1,     98,       4678,          0,       4678,   1.955686,             3390,             1288
    1,    110,       8751,          0,       8751,   1.870671,             6230,             2521
    1,    122,      17549,          0,      17549,   2.005371,            12747,             4802
    1,    134,      32755,          0,      32755,   1.866488,            23458,             9297
    1,    146,      61837,          0,      61837,   1.887864,            44306,            17531
    1,    158,     123071,          0,     123071,   1.990249,            89269,            33802
    1,    170,     239959,          0,     239959,   1.949761,           172151,            67808
    1,    182,     465528,          0,     465528,   1.940031,           335663,           129865
    1,    194,     954054,          0,     954054,   2.049402,           690465,           263589
    1,    206,    1886338,          0,    1886338,   1.977182,          1357768,           528570
    1,    218,    3492254,          0,    3492254,   1.851341,          2483566,          1008688
    1,    230,    6457795,          0,    6457795,   1.849177,          4603992,          1853803
    1,    242,   11005498,          0,   11005498,   1.704219,          7686847,          3318651
    1,    254,   18791350,          0,   18791350,   1.707451,         13106219,          5685131
    1,    266,   29261522,          0,   29261522,   1.557180,         19796761,          9464761
    1,    278,   40034963,          0,   40034963,   1.368178,         26119263,         13915700
    1,    290,   51219901,          0,   51219901,   1.279379,         32769248,         18450653
