"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      1,         10,          0,         10,   1.000000,               10,                0
    1,      2,        122,          0,        122,  12.200000,              122,                0
    1,      3,        122,          0,        122,   1.000000,              122,                0
    1,      4,        122,          0,        122,   1.000000,              122,                0
    1,      5,        122,          0,        122,   1.000000,              122,                0
    1,      6,        122,          0,        122,   1.000000,              122,                0
    1,      7,        122,          0,        122,   1.000000,              122,                0
    1,      8,        122,          0,        122,   1.000000,              122,                0
    1,      9,        122,          0,        122,   1.000000,              122,                0
    1,     10,        122,          0,        122,   1.000000,              122,                0
    1,     11,        122,          0,        122,   1.000000,              122,                0
    1,     12,        122,          0,        122,   1.000000,              122,                0
    1,     13,        115,          0,        115,   0.942623,              115,                0
    1,     14,        296,          0,        296,   2.573913,              296,                0
    1,     15,        281,          0,        281,   0.949324,              281,                0
    1,     16,        274,          0,        274,   0.975089,              274,                0
    1,     17,        263,          0,        263,   0.959854,              263,                0
    1,     18,        235,          0,        235,   0.893536,              235,                0
    1,     19,        204,          0,        204,   0.868085,              204,                0
    1,     20,        185,          0,        185,   0.906863,              185,                0
    1,     21,        163,          0,        163,   0.881081,              163,                0
    1,     22,        146,          0,        146,   0.895706,              146,                0
    1,     23,        133,          0,        133,   0.910959,              133,                0
    1,     24,        130,          0,        130,   0.977444,              130,                0
    1,     25,        126,          0,        126,   0.969231,              126,                0
    1,     26,        904,          0,        904,   7.174603,              904,                0
    1,     27,        866,          0,        866,   0.957965,              866,                0
    1,     28,        835,          0,        835,   0.964203,              835,                0
    1,     29,        783,          0,        783,   0.937725,              783,                0
    1,     30,        718,          0,        718,   0.916986,              718,                0
    1,     31,        630,          0,        630,   0.877437,              630,                0
    1,     32,        553,          0,        553,   0.877778,              553,                0
    1,     33,        490,          0,        490,   0.886076,              490,                0
    1,     34,        454,          0,        454,   0.926531,              454,                0
    1,     35,        411,          0,        411,   0.905286,              411,                0
    1,     36,        388,          0,        388,   0.944039,              388,                0
    1,     37,        362,          0,        362,   0.932990,              362,                0
    1,     38,       1712,          0,       1712,   4.729282,             1708,                4
    1,     39,       1637,          0,       1637,   0.956192,             1636,                1
    1,     40,       1554,          0,       1554,   0.949297,             1549,                5
    1,     41,       1449,          0,       1449,   0.932432,             1449,                0
    1,     42,       1322,          0,       1322,   0.912353,             1319,                3
    1,     43,       1176,          0,       1176,   0.889561,             1176,                0
    1,     44,       1060,          0,       1060,   0.901361,             1060,                0
    1,     45,        957,          0,        957,   0.902830,              957,                0
    1,     46,        867,          0,        867,   0.905956,              867,                0
    1,     47,        799,          0,        799,   0.921569,              797,                2
    1,     48,        756,          0,        756,   0.946183,              753,                3
    1,     49,        721,          0,        721,   0.953704,              719,                2
    1,     50,       3616,          0,       3616,   5.015256,             3594,               22
    1,     51,       3457,          0,       3457,   0.956029,             3439,               18
    1,     52,       3292,          0,       3292,   0.952271,             3281,               11
    1,     53,       3083,          0,       3083,   0.936513,             3077,                6
    1,     54,       2811,          0,       2811,   0.911774,             2807,                4
    1,     55,       2533,          0,       2533,   0.901103,             2531,                2
    1,     56,       2248,          0,       2248,   0.887485,             2248,                0
    1,     57,       2032,          0,       2032,   0.903915,             2032,                0
    1,     58,       1846,          0,       1846,   0.908465,             1842,                4
    1,     59,       1731,          0,       1731,   0.937703,             1727,                4
    1,     60,       1645,          0,       1645,   0.950318,             1636,                9
