"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3"
    1,      0,       2217,          0,       2217,   1.000000,             2217,                0,                0,                0
    1,      1,       2217,          0,       2217,   1.000000,             1886,                5,              326,                0
    1,      2,       2217,          0,       2217,   1.000000,             1866,                7,              344,                0
    1,      3,       2217,          0,       2217,   1.000000,             1831,               23,              363,                0
    1,      4,       2217,          0,       2217,   1.000000,             1811,               26,              380,                0
    1,      5,       2217,          0,       2217,   1.000000,             1793,               26,              398,                0
    1,      6,       2217,          0,       2217,   1.000000,             1796,               26,              395,                0
    1,      7,       2217,          0,       2217,   1.000000,             1798,               28,              391,                0
    1,      8,       2217,          0,       2217,   1.000000,             1804,               27,              386,                0
    1,      9,       2217,          0,       2217,   1.000000,             1804,               31,              382,                0
    1,     10,       2217,          0,       2217,   1.000000,             1806,               29,              382,                0
    1,     11,       2217,          0,       2217,   1.000000,             1794,               29,              394,                0
    1,     12,       2217,          0,       2217,   1.000000,             1790,               28,              399,                0
    1,     13,       2217,          0,       2217,   1.000000,             1771,               31,              415,                0
    1,     14,       2217,          0,       2217,   1.000000,             1752,               33,              432,                0
    1,     15,       2217,          0,       2217,   1.000000,             1719,               46,              452,                0
    1,     16,       2217,          0,       2217,   1.000000,             1708,               47,              462,                0
    1,     17,       2217,          0,       2217,   1.000000,             1711,               45,              461,                0
    1,     18,       2217,          0,       2217,   1.000000,             1716,               44,              457,                0
    1,     19,       2217,          0,       2217,   1.000000,             1722,               40,              455,                0
    1,     20,       2217,          0,       2217,   1.000000,             1725,               39,              453,                0
    1,     21,       2217,          0,       2217,   1.000000,             1727,               38,              452,                0
    1,     22,       2217,          0,       2217,   1.000000,             1728,               39,              450,                0
    1,     23,       2217,          0,       2217,   1.000000,             1736,               40,              441,                0
    1,     24,       2217,          0,       2217,   1.000000,             1706,               44,              467,                0
    1,     25,       2217,          0,       2217,   1.000000,             1686,               43,              488,                0
    1,     26,       2217,          0,       2217,   1.000000,             1674,               45,              498,                0
    1,     27,       2217,          0,       2217,   1.000000,             1641,               75,              501,                0
    1,     28,       2217,          0,       2217,   1.000000,             1631,               80,              505,                1
    1,     29,       2217,          0,       2217,   1.000000,             1637,               80,              499,                1
    1,     30,       2217,          0,       2217,   1.000000,             1639,               78,              498,                2
    1,     31,       2217,          0,       2217,   1.000000,             1648,               71,              496,                2
    1,     32,       2217,          0,       2217,   1.000000,             1652,               70,              493,                2
    1,     33,       2217,          0,       2217,   1.000000,             1654,               68,              493,                2
    1,     34,       2217,          0,       2217,   1.000000,             1660,               63,              492,                2
    1,     35,       2217,          0,       2217,   1.000000,             1665,               64,              486,                2
    1,     36,       2217,          0,       2217,   1.000000,             1651,               65,              499,                2
    1,     37,       2217,          0,       2217,   1.000000,             1644,               66,              504,                3
    1,     38,       2217,          0,       2217,   1.000000,             1643,               63,              506,                5
    1,     39,       2217,          0,       2217,   1.000000,             1611,               84,              513,                9
    1,     40,       2217,          0,       2217,   1.000000,             1611,               81,              511,               14
    1,     41,       2217,          0,       2217,   1.000000,             1617,               84,              502,               14
    1,     42,       2217,          0,       2217,   1.000000,             1620,               88,              497,               12
    1,     43,       2217,          0,       2217,   1.000000,             1625,               84,              497,               11
    1,     44,       2217,          0,       2217,   1.000000,             1639,               77,              490,               11
    1,     45,       2217,          0,       2217,   1.000000,             1647,               78,              481,               11
    1,     46,       2217,          0,       2217,   1.000000,             1655,               81,              471,               10
    1,     47,       2217,          0,       2217,   1.000000,             1663,               79,              464,               11
    1,     48,       2217,          0,       2217,   1.000000,             1644,               74,              487,               12
    1,     49,       2217,          0,       2217,   1.000000,             1638,               69,              497,               13
    1,     50,       2217,          0,       2217,   1.000000,             1630,               64,              516,                7
    1,     51,       2217,          0,       2217,   1.000000,             1602,               92,              508,               15
    1,     52,       2217,          0,       2217,   1.000000,             1605,               92,              503,               17
    1,     53,       2217,          0,       2217,   1.000000,             1613,               89,              498,               17
    1,     54,       2217,          0,       2217,   1.000000,             1622,               90,              485,               20
    1,     55,       2217,          0,       2217,   1.000000,             1631,               85,              484,               17
    1,     56,       2217,          0,       2217,   1.000000,             1638,               87,              476,               16
    1,     57,       2217,          0,       2217,   1.000000,             1643,               87,              473,               14
    1,     58,       2217,          0,       2217,   1.000000,             1653,               85,              468,               11
    1,     59,       2217,          0,       2217,   1.000000,             1644,               83,              477,               13
    1,     60,       2217,          0,       2217,   1.000000,             1643,               78,              478,               18
    1,     61,       2217,          0,       2217,   1.000000,             1642,               79,              481,               15
    1,     62,       2217,          0,       2217,   1.000000,             1627,               80,              497,               13
    1,     63,       2217,          0,       2217,   1.000000,             1612,               93,              494,               18
    1,     64,       2217,          0,       2217,   1.000000,             1606,               93,              497,               21
    1,     65,       2217,          0,       2217,   1.000000,             1614,               91,              484,               28
    1,     66,       2217,          0,       2217,   1.000000,             1622,               95,              474,               26
