"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8"
    1,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,             2720,             2578,             2590,             2652,             2614,             2619
    1,      1,     348639,          0,     348639,  22.103531,                0,           333823,                0,             2366,             2440,             2469,             2532,             2506,             2503
    1,      2,     374276,          0,     374276,   1.073534,                0,           307679,            52633,             2082,             2327,             2335,             2455,             2399,             2366
    1,      3,     364297,          0,     364297,   0.973338,                0,           281431,            69720,             1776,             2251,             2242,             2345,             2268,             2264
    1,      4,     333390,          0,     333390,   0.915160,                0,           236011,            85022,             1492,             2127,             2156,             2232,             2192,             2158
    1,      5,     124085,          0,     124085,   0.372192,                0,            18499,            94121,             1212,             2009,             2059,             2092,             2061,             2032
    1,      6,      77446,          0,      77446,   0.624137,                0,                0,            66837,              985,             1875,             1935,             1974,             1906,             1934
    1,      7,      73473,          0,      73473,   0.948700,                0,                0,            63858,              762,             1753,             1748,             1836,             1733,             1783
    1,      8,      72616,          0,      72616,   0.988336,                0,                0,            63858,              578,             1627,             1614,             1668,             1610,             1661
    1,      9,      71818,          0,      71818,   0.989011,                0,                0,            63858,              390,             1538,             1487,             1507,             1518,             1520
    1,     10,      71148,          0,      71148,   0.990671,                0,                0,            63858,              247,             1437,             1378,             1380,             1411,             1437
    1,     11,      69281,          0,      69281,   0.973759,                0,                0,            62531,              113,             1350,             1284,             1305,             1333,             1365
    1,     12,      68811,          0,      68811,   0.993216,                0,                0,            41935,            20596,             1297,             1194,             1241,             1255,             1293
    1,     13,     219163,          0,     219163,   3.184999,                0,           151736,            23452,            38067,             1131,             1155,             1173,             1208,             1241
    1,     14,     230200,          0,     230200,   1.050360,                0,           140803,            31020,            52834,              982,             1116,             1100,             1170,             1175
    1,     15,     223008,          0,     223008,   0.968758,                0,           128361,            31939,            57518,              841,             1071,             1069,             1112,             1097
    1,     16,     199865,          0,     199865,   0.896223,                0,           101447,            38964,            54590,              700,             1033,             1037,             1030,             1064
    1,     17,      97504,          0,      97504,   0.487849,                0,                0,            41776,            51255,              579,              948,              986,              965,              995
    1,     18,      77410,          0,      77410,   0.793916,                0,                0,            25719,            47644,              452,              875,              925,              893,              902
    1,     19,      73177,          0,      73177,   0.945317,                0,                0,            25719,            43816,              338,              817,              828,              829,              830
    1,     20,      69392,          0,      69392,   0.948276,                0,                0,            25719,            40404,              243,              755,              758,              767,              746
    1,     21,      66014,          0,      66014,   0.951320,                0,                0,            25719,            37316,              165,              700,              695,              718,              701
    1,     22,      63095,          0,      63095,   0.955782,                0,                0,            25719,            34667,              113,              649,              633,              675,              639
    1,     23,      59819,          0,      59819,   0.948078,                0,                0,            25021,            32328,               51,              623,              589,              614,              593
    1,     24,      57875,          0,      57875,   0.967502,                0,                0,            15587,            30486,             9471,              609,              556,              593,              573
    1,     25,     122360,          0,     122360,   2.114212,                0,            66726,             7045,            28940,            17453,              533,              537,              566,              560
    1,     26,     127237,          0,     127237,   1.039858,                0,            63157,            10622,            27049,            24341,              466,              525,              535,              542
    1,     27,     123135,          0,     123135,   0.967761,                0,            57718,            14286,            22754,            26442,              404,              496,              523,              512
    1,     28,     111689,          0,     111689,   0.907045,                0,            45864,            17379,            21580,            25048,              334,              492,              505,              487
    1,     29,      68814,          0,      68814,   0.616122,                0,             4860,            18597,            20213,            23468,              279,              456,              475,              466
    1,     30,      54870,          0,      54870,   0.797367,                0,                0,            12734,            18814,            21820,              214,              432,              436,              420
    1,     31,      50812,          0,      50812,   0.926043,                0,                0,            12066,            17341,            20064,              154,              406,              387,              394
    1,     32,      47726,          0,      47726,   0.939266,                0,                0,            12066,            15986,            18478,              110,              382,              351,              353
    1,     33,      45118,          0,      45118,   0.945355,                0,                0,            12066,            14813,            17164,               75,              354,              315,              331
    1,     34,      42749,          0,      42749,   0.947493,                0,                0,            12066,            13799,            15912,               51,              320,              298,              303
    1,     35,      40504,          0,      40504,   0.947484,                0,                0,            11833,            12919,            14876,               24,              303,              278,              271
    1,     36,      38828,          0,      38828,   0.958621,                0,                0,             7683,            12061,            14000,             4283,              280,              264,              257
    1,     37,      86520,          0,      86520,   2.228289,                0,            49231,             3899,            11208,            13400,             8040,              238,              257,              247
    1,     38,      90005,          0,      90005,   1.040280,                0,            46404,             8372,            10657,            12666,            11214,              207,              254,              231
    1,     39,      87006,          0,      87006,   0.966680,                0,            42307,            10415,            10797,            10641,            12208,              178,              231,              229
    1,     40,      80613,          0,      80613,   0.926522,                0,            35373,            12641,            10224,            10102,            11675,              147,              232,              219
    1,     41,      44619,          0,      44619,   0.553496,                0,                0,            13976,             9594,             9532,            10971,              118,              213,              215
    1,     42,      36913,          0,      36913,   0.827293,                0,                0,             8406,             8945,             8843,            10222,               96,              206,              195
    1,     43,      34702,          0,      34702,   0.940102,                0,                0,             8406,             8266,             8179,             9407,               72,              197,              175
    1,     44,      32760,          0,      32760,   0.944038,                0,                0,             8406,             7704,             7569,             8683,               50,              185,              163
    1,     45,      30960,          0,      30960,   0.945055,                0,                0,             8406,             7157,             7037,             8003,               36,              173,              148
    1,     46,      29375,          0,      29375,   0.948805,                0,                0,             8406,             6670,             6499,             7478,               23,              155,              144
    1,     47,      27557,          0,      27557,   0.938111,                0,                0,             8004,             6237,             6034,             6989,               14,              143,              136
    1,     48,      26410,          0,      26410,   0.958377,                0,                0,             5127,             6760,             5710,             6529,             2016,              136,              132
    1,     49,     110411,          0,     110411,   4.180651,                0,            84945,             2403,             7447,             5254,             6296,             3823,              115,              128
    1,     50,     122861,          0,     122861,   1.112761,                0,            84888,            13496,             7950,             5059,             5867,             5382,               99,              120
    1,     51,     124992,          0,     124992,   1.017345,                0,            82619,            18978,             7277,             5151,             4963,             5815,               86,              103
    1,     52,     115734,          0,     115734,   0.925931,                0,            69508,            24008,             6883,             4862,             4736,             5563,               72,              102
    1,     53,      69811,          0,      69811,   0.603202,                0,            22262,            26615,             6467,             4603,             4478,             5237,               61,               88
    1,     54,      35068,          0,      35068,   0.502328,                0,                0,            15700,             5997,             4259,             4138,             4848,               45,               81
    1,     55,      33523,          0,      33523,   0.955943,                0,                0,            15700,             5516,             3911,             3802,             4481,               34,               79
    1,     56,      32131,          0,      32131,   0.958476,                0,                0,            15700,             5077,             3600,             3509,             4142,               24,               79
    1,     57,      30844,          0,      30844,   0.959945,                0,                0,            15700,             4671,             3302,             3223,             3862,               15,               71
    1,     58,      29867,          0,      29867,   0.968324,                0,                0,            15700,             4382,             3091,             3030,             3596,                7,               61
    1,     59,      28366,          0,      28366,   0.949744,                0,                0,            15065,             4092,             2903,             2851,             3390,                5,               60
    1,     60,      27649,          0,      27649,   0.974723,                0,                0,             9844,             7763,             3116,             2699,             3184,              987,               56
    1,     61,     141872,          0,     141872,   5.131180,                0,           115029,             4865,            11141,             3399,             2463,             3053,             1874,               48
    1,     62,     155660,          0,     155660,   1.097186,                0,           111382,            18360,            14421,             3654,             2357,             2822,             2623,               41
    1,     63,     157222,          0,     157222,   1.010035,                0,           107486,            24922,            13825,             3370,             2366,             2387,             2833,               33
    1,     64,     142929,          0,     142929,   0.909090,                0,            87782,            31617,            13113,             3164,             2260,             2269,             2697,               27
    1,     65,      56610,          0,      56610,   0.396071,                0,                0,            34515,            12280,             2983,             2139,             2129,             2540,               24
    1,     66,      41180,          0,      41180,   0.727433,                0,                0,            20601,            11426,             2777,             1985,             1996,             2376,               19
    1,     67,      39614,          0,      39614,   0.961972,                0,                0,            20601,            10562,             2574,             1834,             1833,             2193,               17
    1,     68,      38108,          0,      38108,   0.961983,                0,                0,            20601,             9746,             2373,             1685,             1677,             2011,               15
    1,     69,      36774,          0,      36774,   0.964994,                0,                0,            20601,             9019,             2220,             1538,             1540,             1845,               11
    1,     70,      35636,          0,      35636,   0.969054,                0,                0,            20601,             8355,             2062,             1444,             1441,             1728,                5
    1,     71,      34276,          0,      34276,   0.961836,                0,                0,            20177,             7814,             1951,             1361,             1347,             1623,                3
    1,     72,      33491,          0,      33491,   0.977098,                0,                0,            12993,            12107,             3666,             1446,             1276,             1520,              483
    1,     73,     146116,          0,     146116,   4.362844,                0,           113649,             6224,            15920,             5209,             1607,             1163,             1437,              907
    1,     74,     164617,          0,     164617,   1.126619,                0,           115473,            17832,            19197,             6689,             1708,             1134,             1290,             1294
    1,     75,     171194,          0,     171194,   1.039953,                0,           115999,            25168,            18406,             6412,             1572,             1144,             1094,             1399
    1,     76,     156148,          0,     156148,   0.912111,                0,            95034,            32614,            17440,             6083,             1504,             1090,             1045,             1338
    1,     77,      63080,          0,      63080,   0.403976,                0,                0,            36195,            16425,             5763,             1418,             1033,              984,             1262
    1,     78,      46031,          0,      46031,   0.729724,                0,                0,            21037,            15268,             5368,             1308,              960,              927,             1163
    1,     79,      44034,          0,      44034,   0.956616,                0,                0,            21037,            14059,             4948,             1196,              872,              862,             1060
