"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      1,         10,          0,         10,   1.000000,               10,                0
    1,      2,         36,          0,         36,   3.600000,               36,                0
    1,      3,         36,          0,         36,   1.000000,               36,                0
    1,      4,         36,          0,         36,   1.000000,               36,                0
    1,      5,         36,          0,         36,   1.000000,               36,                0
    1,      6,         36,          0,         36,   1.000000,               36,                0
    1,      7,         36,          0,         36,   1.000000,               36,                0
    1,      8,         36,          0,         36,   1.000000,               36,                0
    1,      9,         36,          0,         36,   1.000000,               36,                0
    1,     10,         36,          0,         36,   1.000000,               36,                0
    1,     11,         36,          0,         36,   1.000000,               36,                0
    1,     12,         36,          0,         36,   1.000000,               36,                0
    1,     13,         35,          0,         35,   0.972222,               35,                0
    1,     14,        183,          0,        183,   5.228571,              183,                0
    1,     15,        175,          0,        175,   0.956284,              175,                0
    1,     16,        164,          0,        164,   0.937143,              164,                0
    1,     17,        149,          0,        149,   0.908537,              149,                0
    1,     18,        129,          0,        129,   0.865772,              129,                0
    1,     19,        112,          0,        112,   0.868217,              112,                0
    1,     20,        102,          0,        102,   0.910714,              102,                0
    1,     21,         87,          0,         87,   0.852941,               87,                0
    1,     22,         84,          0,         84,   0.965517,               84,                0
    1,     23,         81,          0,         81,   0.964286,               81,                0
    1,     24,         80,          0,         80,   0.987654,               80,                0
    1,     25,         76,          0,         76,   0.950000,               76,                0
    1,     26,        305,          0,        305,   4.013158,              305,                0
    1,     27,        296,          0,        296,   0.970492,              296,                0
    1,     28,        285,          0,        285,   0.962838,              285,                0
    1,     29,        276,          0,        276,   0.968421,              276,                0
    1,     30,        257,          0,        257,   0.931159,              257,                0
    1,     31,        226,          0,        226,   0.879377,              226,                0
    1,     32,        202,          0,        202,   0.893805,              202,                0
    1,     33,        180,          0,        180,   0.891089,              180,                0
    1,     34,        157,          0,        157,   0.872222,              157,                0
    1,     35,        143,          0,        143,   0.910828,              143,                0
    1,     36,        139,          0,        139,   0.972028,              139,                0
    1,     37,        137,          0,        137,   0.985611,              137,                0
    1,     38,        798,          0,        798,   5.824818,              798,                0
    1,     39,        763,          0,        763,   0.956140,              763,                0
    1,     40,        723,          0,        723,   0.947575,              723,                0
    1,     41,        670,          0,        670,   0.926694,              670,                0
    1,     42,        603,          0,        603,   0.900000,              603,                0
    1,     43,        539,          0,        539,   0.893864,              539,                0
    1,     44,        482,          0,        482,   0.894249,              482,                0
    1,     45,        434,          0,        434,   0.900415,              434,                0
    1,     46,        393,          0,        393,   0.905530,              393,                0
    1,     47,        353,          0,        353,   0.898219,              353,                0
    1,     48,        335,          0,        335,   0.949009,              335,                0
    1,     49,        326,          0,        326,   0.973134,              326,                0
    1,     50,       1546,          0,       1546,   4.742332,             1542,                4
    1,     51,       1497,          0,       1497,   0.968305,             1484,               13
    1,     52,       1417,          0,       1417,   0.946560,             1410,                7
    1,     53,       1336,          0,       1336,   0.942837,             1331,                5
    1,     54,       1205,          0,       1205,   0.901946,             1203,                2
    1,     55,       1069,          0,       1069,   0.887137,             1067,                2
    1,     56,        971,          0,        971,   0.908326,              971,                0
    1,     57,        896,          0,        896,   0.922760,              896,                0
    1,     58,        815,          0,        815,   0.909598,              812,                3
    1,     59,        758,          0,        758,   0.930061,              754,                4
    1,     60,        715,          0,        715,   0.943272,              714,                1
    1,     61,        686,          0,        686,   0.959441,              684,                2
    1,     62,       3509,          0,       3509,   5.115160,             3460,               49
