"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8"
    1,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,             2665,             2668,             2659,             2624,             2576,             2581
    1,      1,     341031,          0,     341031,  21.621187,                0,           326203,                0,             2349,             2512,             2524,             2519,             2435,             2489
    1,      2,     366481,          0,     366481,   1.074627,                0,           301095,            51395,             2031,             2390,             2439,             2405,             2333,             2393
    1,      3,     359208,          0,     359208,   0.980155,                0,           278116,            67877,             1761,             2279,             2351,             2302,             2266,             2256
    1,      4,     326082,          0,     326082,   0.907780,                0,           230448,            83171,             1494,             2197,             2218,             2222,             2188,             2144
    1,      5,     121033,          0,     121033,   0.371174,                0,            17415,            92045,             1244,             2062,             2064,             2128,             2090,             1985
    1,      6,      75920,          0,      75920,   0.627267,                0,                0,            65236,              986,             1928,             1917,             1978,             1993,             1882
    1,      7,      72277,          0,      72277,   0.952015,                0,                0,            62544,              768,             1769,             1794,             1839,             1846,             1717
    1,      8,      71359,          0,      71359,   0.987299,                0,                0,            62544,              556,             1666,             1650,             1666,             1679,             1598
    1,      9,      70585,          0,      70585,   0.989153,                0,                0,            62544,              395,             1552,             1526,             1527,             1522,             1519
    1,     10,      69904,          0,      69904,   0.990352,                0,                0,            62544,              241,             1417,             1435,             1430,             1421,             1416
    1,     11,      67928,          0,      67928,   0.971733,                0,                0,            61093,              125,             1335,             1346,             1367,             1332,             1330
    1,     12,      67476,          0,      67476,   0.993346,                0,                0,            41036,            20057,             1255,             1287,             1294,             1288,             1259
    1,     13,     221096,          0,     221096,   3.276661,                0,           155026,            23097,            36990,             1100,             1223,             1216,             1246,             1198
    1,     14,     230968,          0,     230968,   1.044650,                0,           142530,            31285,            51525,              963,             1166,             1177,             1192,             1130
    1,     15,     222801,          0,     222801,   0.964640,                0,           129115,            32183,            56176,              825,             1101,             1137,             1150,             1114
    1,     16,     205175,          0,     205175,   0.920889,                0,           107922,            38870,            53348,              690,             1071,             1080,             1104,             1090
    1,     17,      97755,          0,      97755,   0.476447,                0,                0,            42991,            50128,              567,              995,              999,             1062,             1013
    1,     18,      76568,          0,      76568,   0.783264,                0,                0,            25780,            46549,              448,              934,              917,             1002,              938
    1,     19,      72439,          0,      72439,   0.946074,                0,                0,            25780,            42851,              345,              853,              843,              895,              872
    1,     20,      68732,          0,      68732,   0.948826,                0,                0,            25780,            39519,              253,              815,              768,              809,              788
    1,     21,      65499,          0,      65499,   0.952962,                0,                0,            25780,            36630,              184,              731,              721,              730,              723
    1,     22,      62650,          0,      62650,   0.956503,                0,                0,            25780,            34071,              115,              651,              678,              689,              666
    1,     23,      59340,          0,      59340,   0.947167,                0,                0,            24944,            31837,               50,              601,              627,              666,              615
    1,     24,      57365,          0,      57365,   0.966717,                0,                0,            15546,            30102,             9323,              568,              598,              628,              600
    1,     25,     126401,          0,     126401,   2.203452,                0,            71265,             7236,            28517,            17141,              507,              570,              592,              573
    1,     26,     130306,          0,     130306,   1.030894,                0,            66459,            10947,            26965,            23830,              444,              546,              569,              546
    1,     27,     125691,          0,     125691,   0.964583,                0,            60248,            14834,            22697,            25940,              376,              524,              533,              539
    1,     28,     114842,          0,     114842,   0.913685,                0,            48784,            18061,            21541,            24611,              315,              502,              501,              527
    1,     29,      68698,          0,      68698,   0.598196,                0,             4238,            19534,            20141,            23081,              268,              470,              463,              503
    1,     30,      54991,          0,      54991,   0.800475,                0,                0,            13232,            18732,            21483,              202,              445,              434,              463
    1,     31,      50982,          0,      50982,   0.927097,                0,                0,            12565,            17258,            19774,              159,              397,              399,              430
    1,     32,      47950,          0,      47950,   0.940528,                0,                0,            12565,            15913,            18232,              112,              374,              353,              401
    1,     33,      45328,          0,      45328,   0.945318,                0,                0,            12565,            14758,            16896,               85,              334,              324,              366
    1,     34,      42984,          0,      42984,   0.948288,                0,                0,            12565,            13726,            15694,               52,              309,              304,              334
    1,     35,      40886,          0,      40886,   0.951191,                0,                0,            12379,            12873,            14713,               25,              284,              289,              323
    1,     36,      39192,          0,      39192,   0.958568,                0,                0,             8115,            12024,            13940,             4279,              257,              277,              300
    1,     37,      89825,          0,      89825,   2.291922,                0,            52164,             4000,            11694,            13217,             7981,              223,              268,              278
    1,     38,      92661,          0,      92661,   1.031572,                0,            48247,             8826,            11170,            12555,            11139,              195,              258,              271
    1,     39,      89530,          0,      89530,   0.966210,                0,            44194,            10734,            11257,            10508,            12169,              164,              245,              259
    1,     40,      83062,          0,      83062,   0.927756,                0,            36883,            13265,            10711,             9959,            11627,              138,              235,              244
    1,     41,      45467,          0,      45467,   0.547386,                0,                0,            14601,            10037,             9364,            10907,              119,              217,              222
    1,     42,      37447,          0,      37447,   0.823608,                0,                0,             8759,             9331,             8699,            10151,               90,              214,              203
    1,     43,      35117,          0,      35117,   0.937779,                0,                0,             8759,             8588,             8011,             9313,               65,              205,              176
    1,     44,      33115,          0,      33115,   0.942991,                0,                0,             8759,             7962,             7396,             8599,               51,              187,              161
    1,     45,      31354,          0,      31354,   0.946822,                0,                0,             8759,             7419,             6872,             7938,               41,              168,              157
    1,     46,      29841,          0,      29841,   0.951745,                0,                0,             8759,             6927,             6417,             7406,               26,              154,              152
    1,     47,      28109,          0,      28109,   0.941959,                0,                0,             8428,             6449,             6006,             6931,               13,              134,              148
    1,     48,      26978,          0,      26978,   0.959764,                0,                0,             5337,             7200,             5575,             6570,             2026,              122,              148
    1,     49,     112335,          0,     112335,   4.163949,                0,            86404,             2468,             7785,             5462,             6190,             3781,              109,              136
    1,     50,     123924,          0,     123924,   1.103165,                0,            85244,            13722,             8333,             5224,             5880,             5297,               98,              126
    1,     51,     127365,          0,     127365,   1.027767,                0,            84463,            18986,             7708,             5316,             4963,             5722,               83,              124
    1,     52,     116709,          0,     116709,   0.916335,                0,            70120,            23835,             7307,             5045,             4765,             5449,               69,              119
    1,     53,      71451,          0,      71451,   0.612215,                0,            23283,            26723,             6877,             4749,             4507,             5147,               59,              106
    1,     54,      35585,          0,      35585,   0.498034,                0,                0,            15665,             6394,             4408,             4180,             4793,               47,               98
    1,     55,      34017,          0,      34017,   0.955936,                0,                0,            15665,             5877,             4082,             3848,             4409,               36,              100
    1,     56,      32575,          0,      32575,   0.957609,                0,                0,            15665,             5413,             3769,             3551,             4058,               28,               91
    1,     57,      31302,          0,      31302,   0.960921,                0,                0,            15665,             5007,             3516,             3241,             3769,               22,               82
    1,     58,      30284,          0,      30284,   0.967478,                0,                0,            15665,             4699,             3265,             3050,             3517,               16,               72
    1,     59,      28725,          0,      28725,   0.948521,                0,                0,            15030,             4413,             3037,             2869,             3300,                6,               70
    1,     60,      27995,          0,      27995,   0.974587,                0,                0,             9955,             7824,             3345,             2663,             3167,              980,               61
    1,     61,     141145,          0,     141145,   5.041793,                0,           114044,             4914,            11090,             3660,             2582,             2987,             1810,               58
    1,     62,     157031,          0,     157031,   1.112551,                0,           112611,            18277,            14332,             3945,             2432,             2849,             2533,               52
    1,     63,     159268,          0,     159268,   1.014246,                0,           109286,            24974,            13741,             3628,             2454,             2405,             2737,               43
    1,     64,     142969,          0,     142969,   0.897663,                0,            87882,            31369,            13021,             3435,             2330,             2295,             2603,               34
    1,     65,      56710,          0,      56710,   0.396659,                0,                0,            34460,            12193,             3210,             2216,             2155,             2445,               31
    1,     66,      41227,          0,      41227,   0.726979,                0,                0,            20583,            11321,             2958,             2086,             2002,             2251,               26
    1,     67,      39714,          0,      39714,   0.963301,                0,                0,            20583,            10564,             2737,             1918,             1837,             2057,               18
    1,     68,      38200,          0,      38200,   0.961877,                0,                0,            20583,             9726,             2525,             1777,             1686,             1890,               13
    1,     69,      36927,          0,      36927,   0.966675,                0,                0,            20583,             9039,             2332,             1659,             1558,             1744,               12
    1,     70,      35823,          0,      35823,   0.970103,                0,                0,            20583,             8399,             2178,             1560,             1458,             1636,                9
    1,     71,      34360,          0,      34360,   0.959160,                0,                0,            20122,             7842,             2016,             1472,             1362,             1543,                3
    1,     72,      33594,          0,      33594,   0.977707,                0,                0,            13057,            12113,             3620,             1583,             1270,             1479,              472
    1,     73,     143743,          0,     143743,   4.278830,                0,           111168,             6333,            15846,             5168,             1711,             1242,             1400,              875
    1,     74,     162373,          0,     162373,   1.129606,                0,           113576,            17430,            19166,             6683,             1780,             1192,             1328,             1218
    1,     75,     169144,          0,     169144,   1.041700,                0,           114184,            25012,            18307,             6373,             1647,             1194,             1137,             1290
    1,     76,     152304,          0,     152304,   0.900440,                0,            91739,            32201,            17327,             6030,             1556,             1142,             1076,             1233
    1,     77,      61667,          0,      61667,   0.404894,                0,                0,            35089,            16231,             5633,             1465,             1079,             1016,             1154
    1,     78,      45474,          0,      45474,   0.737412,                0,                0,            20796,            15021,             5258,             1352,             1010,              941,             1096
    1,     79,      43482,          0,      43482,   0.956195,                0,                0,            20796,            13817,             4830,             1249,              926,              857,             1007
    1,     80,      41800,          0,      41800,   0.961317,                0,                0,            20796,            12846,             4465,             1145,              844,              791,              913
    1,     81,      40253,          0,      40253,   0.962990,                0,                0,            20796,            11925,             4162,             1042,              772,              727,              829
    1,     82,      38876,          0,      38876,   0.965791,                0,                0,            20796,            11112,             3863,              946,              716,              683,              760
    1,     83,      37371,          0,      37371,   0.961287,                0,                0,            20464,            10390,             3611,              876,              672,              643,              715
    1,     84,      36235,          0,      36235,   0.969602,                0,                0,            13626,            13331,             5657,             1624,              699,              615,              683
    1,     85,     117284,          0,     117284,   3.236760,                0,            82342,             6704,            16476,             7424,             2357,              749,              603,              629
    1,     86,     116375,          0,     116375,   0.992250,                0,            69718,            13043,            19582,             8953,             3101,              799,              558,              621
    1,     87,     108067,          0,     108067,   0.928610,                0,            59874,            16145,            18694,             8534,             2975,              746,              569,              530
    1,     88,      95431,          0,      95431,   0.883073,                0,            45927,            19036,            17758,             8098,             2852,              714,              531,              515
    1,     89,      48577,          0,      48577,   0.509027,                0,                0,            20039,            16617,             7565,             2674,              677,              509,              496
    1,     90,      39446,          0,      39446,   0.812030,                0,                0,            12904,            15449,             7023,             2504,              630,              479,              457
    1,     91,      37449,          0,      37449,   0.949374,                0,                0,            12904,            14287,             6483,             2310,              587,              447,              431
    1,     92,      35462,          0,      35462,   0.946941,                0,                0,            12904,            13153,             5940,             2116,              547,              413,              389
    1,     93,      33836,          0,      33836,   0.954148,                0,                0,            12904,            12206,             5531,             1954,              495,              394,              352
    1,     94,      32363,          0,      32363,   0.956466,                0,                0,            12904,            11371,             5100,             1820,              460,              378,              330
    1,     95,      30880,          0,      30880,   0.954176,                0,                0,            12598,            10695,             4786,             1715,              434,              346,              306
    1,     96,      29781,          0,      29781,   0.964411,                0,                0,             7555,            11925,             6220,             2641,              788,              357,              295
    1,     97,      86185,          0,      86185,   2.893959,                0,            57555,             3314,            12320,             7747,             3427,             1149,              373,              300
    1,     98,      89961,          0,      89961,   1.043813,                0,            53362,             9205,            11934,             9161,             4128,             1476,              405,              290
    1,     99,      86274,          0,      86274,   0.959016,                0,            47943,            12128,            11417,             8747,             3953,             1422,              371,              293
    1,    100,      79567,          0,      79567,   0.922259,                0,            40176,            14581,            10756,             8300,             3773,             1353,              351,              277
    1,    101,      39299,          0,      39299,   0.493911,                0,                0,            15998,            10122,             7760,             3556,             1266,              335,              262
    1,    102,      31431,          0,      31431,   0.799791,                0,                0,             9693,             9448,             7225,             3318,             1188,              310,              249
    1,    103,      29713,          0,      29713,   0.945341,                0,                0,             9693,             8716,             6655,             3046,             1088,              288,              227
    1,    104,      28142,          0,      28142,   0.947128,                0,                0,             9693,             8047,             6127,             2805,              993,              265,              212
    1,    105,      26776,          0,      26776,   0.951460,                0,                0,             9693,             7481,             5645,             2601,              918,              237,              201
    1,    106,      25544,          0,      25544,   0.953989,                0,                0,             9693,             6921,             5241,             2418,              858,              226,              187
    1,    107,      24255,          0,      24255,   0.949538,                0,                0,             9482,             6449,             4891,             2253,              796,              212,              172
    1,    108,      23404,          0,      23404,   0.964914,                0,                0,             5875,             7346,             5457,             2930,             1258,              366,              172
    1,    109,      84014,          0,      84014,   3.589728,                0,            61546,             2669,             8223,             5674,             3531,             1654,              543,              174
    1,    110,      89262,          0,      89262,   1.062466,                0,            58004,             9654,             9008,             5530,             4194,             1988,              696,              188
    1,    111,      89177,          0,      89177,   0.999048,                0,            55601,            12899,             8625,             5293,             4012,             1905,              673,              169
    1,    112,      82313,          0,      82313,   0.923029,                0,            46358,            16313,             8176,             5010,             3836,             1814,              649,              157
    1,    113,      36560,          0,      36560,   0.444158,                0,                0,            18083,             7677,             4699,             3621,             1723,              611,              146
    1,    114,      28604,          0,      28604,   0.782385,                0,                0,            11350,             7156,             4378,             3405,             1605,              571,              139
    1,    115,      27209,          0,      27209,   0.951231,                0,                0,            11350,             6574,             4022,             3131,             1488,              517,              127
    1,    116,      25882,          0,      25882,   0.951229,                0,                0,            11350,             6017,             3702,             2848,             1374,              473,              118
    1,    117,      24777,          0,      24777,   0.957306,                0,                0,            11350,             5556,             3424,             2635,             1264,              439,              109
    1,    118,      23844,          0,      23844,   0.962344,                0,                0,            11350,             5180,             3183,             2458,             1164,              409,              100
    1,    119,      22870,          0,      22870,   0.959151,                0,                0,            11174,             4848,             2970,             2314,             1085,              387,               92
    1,    120,      22228,          0,      22228,   0.971928,                0,                0,             7400,             6687,             3424,             2509,             1443,              599,              166
    1,    121,      93296,          0,      93296,   4.197229,                0,            71795,             3864,             8440,             3811,             2645,             1709,              771,              261
    1,    122,     103687,          0,     103687,   1.111377,                0,            71656,            11805,            10186,             4178,             2579,             2000,              938,              345
    1,    123,     105247,          0,     105247,   1.015045,                0,            69395,            15933,            10277,             4003,             2482,             1919,              905,              333
    1,    124,      96682,          0,      96682,   0.918620,                0,            57603,            20167,             9729,             3809,             2356,             1838,              863,              317
    1,    125,      39549,          0,      39549,   0.409063,                0,                0,            21803,             9129,             3578,             2213,             1719,              817,              290
    1,    126,      29373,          0,      29373,   0.742699,                0,                0,            12899,             8450,             3334,             2054,             1608,              762,              266
    1,    127,      28053,          0,      28053,   0.955061,                0,                0,            12899,             7756,             3071,             1901,             1474,              710,              242
    1,    128,      26893,          0,      26893,   0.958650,                0,                0,            12899,             7190,             2829,             1752,             1344,              653,              226
    1,    129,      25861,          0,      25861,   0.961626,                0,                0,            12899,             6668,             2620,             1624,             1238,              597,              215
    1,    130,      24951,          0,      24951,   0.964812,                0,                0,            12899,             6194,             2451,             1504,             1154,              548,              201
    1,    131,      23819,          0,      23819,   0.954631,                0,                0,            12525,             5784,             2303,             1426,             1081,              506,              194
    1,    132,      23137,          0,      23137,   0.971367,                0,                0,             8124,             8096,             3180,             1611,             1171,              672,              283
    1,    133,      92558,          0,      92558,   4.000432,                0,            70243,             3791,            10386,             3932,             1791,             1252,              796,              367
    1,    134,      99358,          0,      99358,   1.073467,                0,            66628,            11241,            12167,             4724,             1967,             1246,              949,              436
    1,    135,      99247,          0,      99247,   0.998883,                0,            63796,            14896,            11386,             4755,             1897,             1191,              904,              422
    1,    136,      89864,          0,      89864,   0.905458,                0,            51893,            18447,            10798,             4527,             1807,             1137,              857,              398
    1,    137,      39084,          0,      39084,   0.434924,                0,              403,            20340,            10114,             4277,             1693,             1067,              814,              376
    1,    138,      29328,          0,      29328,   0.750384,                0,                0,            12299,             9403,             3955,             1575,              978,              761,              357
    1,    139,      27999,          0,      27999,   0.954685,                0,                0,            12299,             8684,             3648,             1441,              891,              706,              330
    1,    140,      26746,          0,      26746,   0.955248,                0,                0,            12299,             7986,             3363,             1328,              824,              646,              300
    1,    141,      25759,          0,      25759,   0.963097,                0,                0,            12299,             7461,             3145,             1212,              763,              598,              281
    1,    142,      24831,          0,      24831,   0.963974,                0,                0,            12299,             6966,             2929,             1116,              712,              552,              257
    1,    143,      23742,          0,      23742,   0.956144,                0,                0,            12022,             6508,             2740,             1049,              669,              515,              239
    1,    144,      22945,          0,      22945,   0.966431,                0,                0,             7698,             8363,             3773,             1516,              749,              534,              312
    1,    145,      77545,          0,      77545,   3.379603,                0,            55448,             3641,             9959,             4836,             1904,              799,              582,              376
    1,    146,      82545,          0,      82545,   1.064479,                0,            52536,             8789,            11425,             5647,             2243,              880,              575,              450
