"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,      15773,          0,      15773,   1.000000,            15773,                0
    1,      1,      15773,          0,      15773,   1.000000,             9113,             6660
    1,      2,     341031,          0,     341031,  21.621187,           334936,             6095
    1,      3,     366481,          0,     366481,   1.074627,           360894,             5587
    1,      4,     359208,          0,     359208,   0.980155,           354600,             4608
    1,      5,     326082,          0,     326082,   0.907780,           325727,              355
    1,      6,     121033,          0,     121033,   0.371174,           121033,                0
    1,      7,      75920,          0,      75920,   0.627267,            75920,                0
    1,      8,      72277,          0,      72277,   0.952015,            72277,                0
    1,      9,      71359,          0,      71359,   0.987299,            71359,                0
    1,     10,      70585,          0,      70585,   0.989153,            70585,                0
    1,     11,      69904,          0,      69904,   0.990352,            69904,                0
    1,     12,      67928,          0,      67928,   0.971733,            67928,                0
    1,     13,      67476,          0,      67476,   0.993346,            64325,             3151
    1,     14,     221096,          0,     221096,   3.276661,           218199,             2897
    1,     15,     230968,          0,     230968,   1.044650,           228342,             2626
    1,     16,     222801,          0,     222801,   0.964640,           220641,             2160
    1,     17,     205175,          0,     205175,   0.920889,           205175,                0
    1,     18,      97755,          0,      97755,   0.476447,            97755,                0
    1,     19,      76568,          0,      76568,   0.783264,            76568,                0
    1,     20,      72439,          0,      72439,   0.946074,            72439,                0
    1,     21,      68732,          0,      68732,   0.948826,            68732,                0
    1,     22,      65499,          0,      65499,   0.952962,            65499,                0
    1,     23,      62650,          0,      62650,   0.956503,            62650,                0
    1,     24,      59340,          0,      59340,   0.947167,            59340,                0
    1,     25,      57365,          0,      57365,   0.966717,            55902,             1463
    1,     26,     126401,          0,     126401,   2.203452,           125054,             1347
    1,     27,     130306,          0,     130306,   1.030894,           129074,             1232
    1,     28,     125691,          0,     125691,   0.964583,           124719,              972
    1,     29,     114842,          0,     114842,   0.913685,           114755,               87
    1,     30,      68698,          0,      68698,   0.598196,            68698,                0
    1,     31,      54991,          0,      54991,   0.800475,            54991,                0
    1,     32,      50982,          0,      50982,   0.927097,            50982,                0
    1,     33,      47950,          0,      47950,   0.940528,            47950,                0
    1,     34,      45328,          0,      45328,   0.945318,            45328,                0
    1,     35,      42984,          0,      42984,   0.948288,            42984,                0
    1,     36,      40886,          0,      40886,   0.951191,            40886,                0
    1,     37,      39192,          0,      39192,   0.958568,            37881,             1311
    1,     38,      89825,          0,      89825,   2.291922,            88610,             1215
    1,     39,      92661,          0,      92661,   1.031572,            91549,             1112
    1,     40,      89530,          0,      89530,   0.966210,            88628,              902
    1,     41,      83062,          0,      83062,   0.927756,            83062,                0
    1,     42,      45467,          0,      45467,   0.547386,            45467,                0
    1,     43,      37447,          0,      37447,   0.823608,            37447,                0
    1,     44,      35117,          0,      35117,   0.937779,            35117,                0
    1,     45,      33115,          0,      33115,   0.942991,            33115,                0
    1,     46,      31354,          0,      31354,   0.946822,            31354,                0
    1,     47,      29841,          0,      29841,   0.951745,            29841,                0
    1,     48,      28109,          0,      28109,   0.941959,            28109,                0
    1,     49,      26978,          0,      26978,   0.959764,            24607,             2371
    1,     50,     112335,          0,     112335,   4.163949,           110092,             2243
    1,     51,     123924,          0,     123924,   1.103165,           121813,             2111
    1,     52,     127365,          0,     127365,   1.027767,           125741,             1624
    1,     53,     116709,          0,     116709,   0.916335,           116177,              532
    1,     54,      71451,          0,      71451,   0.612215,            71451,                0
    1,     55,      35585,          0,      35585,   0.498034,            35585,                0
    1,     56,      34017,          0,      34017,   0.955936,            34017,                0
    1,     57,      32575,          0,      32575,   0.957609,            32575,                0
