"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3"
    1,      0,       2217,          0,       2217,   1.000000,             2217,                0,                0,                0
    1,      1,       2217,          0,       2217,   1.000000,             1882,                5,              330,                0
    1,      2,       2217,          0,       2217,   1.000000,             1855,                7,              355,                0
    1,      3,       2217,          0,       2217,   1.000000,             1833,               14,              370,                0
    1,      4,       2217,          0,       2217,   1.000000,             1809,               16,              392,                0
    1,      5,       2217,          0,       2217,   1.000000,             1802,               19,              396,                0
    1,      6,       2217,          0,       2217,   1.000000,             1803,               16,              398,                0
    1,      7,       2217,          0,       2217,   1.000000,             1806,               19,              392,                0
    1,      8,       2217,          0,       2217,   1.000000,             1811,               19,              387,                0
    1,      9,       2217,          0,       2217,   1.000000,             1818,               14,              385,                0
    1,     10,       2217,          0,       2217,   1.000000,             1816,               18,              383,                0
    1,     11,       2217,          0,       2217,   1.000000,             1815,               16,              386,                0
    1,     12,       2217,          0,       2217,   1.000000,             1800,               17,              400,                0
    1,     13,       2217,          0,       2217,   1.000000,             1777,               21,              419,                0
    1,     14,       2217,          0,       2217,   1.000000,             1762,               19,              436,                0
    1,     15,       2217,          0,       2217,   1.000000,             1730,               38,              449,                0
    1,     16,       2217,          0,       2217,   1.000000,             1719,               35,              463,                0
    1,     17,       2217,          0,       2217,   1.000000,             1714,               37,              466,                0
    1,     18,       2217,          0,       2217,   1.000000,             1718,               37,              462,                0
    1,     19,       2217,          0,       2217,   1.000000,             1724,               35,              458,                0
    1,     20,       2217,          0,       2217,   1.000000,             1728,               35,              454,                0
    1,     21,       2217,          0,       2217,   1.000000,             1736,               30,              451,                0
    1,     22,       2217,          0,       2217,   1.000000,             1740,               32,              445,                0
    1,     23,       2217,          0,       2217,   1.000000,             1735,               31,              451,                0
    1,     24,       2217,          0,       2217,   1.000000,             1712,               35,              470,                0
    1,     25,       2217,          0,       2217,   1.000000,             1696,               34,              487,                0
    1,     26,       2217,          0,       2217,   1.000000,             1678,               34,              505,                0
    1,     27,       2217,          0,       2217,   1.000000,             1648,               47,              522,                0
    1,     28,       2217,          0,       2217,   1.000000,             1648,               48,              521,                0
    1,     29,       2217,          0,       2217,   1.000000,             1641,               50,              525,                1
    1,     30,       2217,          0,       2217,   1.000000,             1654,               49,              514,                0
    1,     31,       2217,          0,       2217,   1.000000,             1662,               45,              510,                0
    1,     32,       2217,          0,       2217,   1.000000,             1667,               43,              507,                0
    1,     33,       2217,          0,       2217,   1.000000,             1672,               42,              503,                0
    1,     34,       2217,          0,       2217,   1.000000,             1684,               34,              499,                0
    1,     35,       2217,          0,       2217,   1.000000,             1672,               37,              508,                0
    1,     36,       2217,          0,       2217,   1.000000,             1667,               42,              507,                1
    1,     37,       2217,          0,       2217,   1.000000,             1654,               41,              521,                1
    1,     38,       2217,          0,       2217,   1.000000,             1650,               43,              523,                1
    1,     39,       2217,          0,       2217,   1.000000,             1610,               62,              543,                2
    1,     40,       2217,          0,       2217,   1.000000,             1621,               63,              527,                6
    1,     41,       2217,          0,       2217,   1.000000,             1625,               63,              523,                6
    1,     42,       2217,          0,       2217,   1.000000,             1634,               64,              514,                5
    1,     43,       2217,          0,       2217,   1.000000,             1642,               63,              507,                5
    1,     44,       2217,          0,       2217,   1.000000,             1648,               59,              506,                4
    1,     45,       2217,          0,       2217,   1.000000,             1655,               55,              502,                5
    1,     46,       2217,          0,       2217,   1.000000,             1660,               58,              495,                4
    1,     47,       2217,          0,       2217,   1.000000,             1662,               59,              493,                3
    1,     48,       2217,          0,       2217,   1.000000,             1653,               58,              500,                6
    1,     49,       2217,          0,       2217,   1.000000,             1653,               53,              506,                5
    1,     50,       2217,          0,       2217,   1.000000,             1658,               53,              501,                5
    1,     51,       2217,          0,       2217,   1.000000,             1627,               71,              509,               10
    1,     52,       2217,          0,       2217,   1.000000,             1628,               64,              512,               13
    1,     53,       2217,          0,       2217,   1.000000,             1624,               68,              514,               11
    1,     54,       2217,          0,       2217,   1.000000,             1633,               64,              508,               12
    1,     55,       2217,          0,       2217,   1.000000,             1641,               60,              504,               12
    1,     56,       2217,          0,       2217,   1.000000,             1642,               62,              502,               11
    1,     57,       2217,          0,       2217,   1.000000,             1647,               64,              496,               10
    1,     58,       2217,          0,       2217,   1.000000,             1666,               57,              484,               10
    1,     59,       2217,          0,       2217,   1.000000,             1662,               57,              485,               13
    1,     60,       2217,          0,       2217,   1.000000,             1665,               55,              485,               12
    1,     61,       2217,          0,       2217,   1.000000,             1655,               60,              488,               14
    1,     62,       2217,          0,       2217,   1.000000,             1646,               60,              505,                6
    1,     63,       2217,          0,       2217,   1.000000,             1622,               75,              505,               15
    1,     64,       2217,          0,       2217,   1.000000,             1619,               72,              506,               20
    1,     65,       2217,          0,       2217,   1.000000,             1625,               66,              504,               22
    1,     66,       2217,          0,       2217,   1.000000,             1632,               64,              499,               22
    1,     67,       2217,          0,       2217,   1.000000,             1638,               63,              497,               19
    1,     68,       2217,          0,       2217,   1.000000,             1642,               63,              493,               19
    1,     69,       2217,          0,       2217,   1.000000,             1648,               62,              490,               17
    1,     70,       2217,          0,       2217,   1.000000,             1648,               64,              487,               18
    1,     71,       2217,          0,       2217,   1.000000,             1659,               67,              472,               19
    1,     72,       2217,          0,       2217,   1.000000,             1652,               62,              484,               19
    1,     73,       2217,          0,       2217,   1.000000,             1640,               60,              497,               20
    1,     74,       2217,          0,       2217,   1.000000,             1635,               56,              510,               16
    1,     75,       2217,          0,       2217,   1.000000,             1609,               66,              514,               28
    1,     76,       2217,          0,       2217,   1.000000,             1614,               68,              507,               28
    1,     77,       2217,          0,       2217,   1.000000,             1625,               66,              499,               27
    1,     78,       2217,          0,       2217,   1.000000,             1634,               66,              489,               28
    1,     79,       2217,          0,       2217,   1.000000,             1639,               66,              485,               27
    1,     80,       2217,          0,       2217,   1.000000,             1641,               65,              484,               27
    1,     81,       2217,          0,       2217,   1.000000,             1649,               60,              481,               27
    1,     82,       2217,          0,       2217,   1.000000,             1650,               60,              484,               23
    1,     83,       2217,          0,       2217,   1.000000,             1649,               62,              481,               25
    1,     84,       2217,          0,       2217,   1.000000,             1639,               63,              488,               27
    1,     85,       2217,          0,       2217,   1.000000,             1632,               58,              499,               28
    1,     86,       2217,          0,       2217,   1.000000,             1617,               56,              524,               20
    1,     87,       2217,          0,       2217,   1.000000,             1594,               67,              520,               36
    1,     88,       2217,          0,       2217,   1.000000,             1595,               69,              516,               37
    1,     89,       2217,          0,       2217,   1.000000,             1604,               65,              512,               36
    1,     90,       2217,          0,       2217,   1.000000,             1619,               64,              498,               36
    1,     91,       2217,          0,       2217,   1.000000,             1620,               66,              497,               34
    1,     92,       2217,          0,       2217,   1.000000,             1631,               67,              487,               32
    1,     93,       2217,          0,       2217,   1.000000,             1636,               66,              485,               30
    1,     94,       2217,          0,       2217,   1.000000,             1657,               63,              470,               27
    1,     95,       2217,          0,       2217,   1.000000,             1659,               64,              463,               31
    1,     96,       2217,          0,       2217,   1.000000,             1639,               64,              479,               35
    1,     97,       2217,          0,       2217,   1.000000,             1632,               62,              488,               35
    1,     98,       2217,          0,       2217,   1.000000,             1620,               57,              506,               34
    1,     99,       2217,          0,       2217,   1.000000,             1594,               76,              506,               41
    1,    100,       2217,          0,       2217,   1.000000,             1594,               82,              502,               39
    1,    101,       2217,          0,       2217,   1.000000,             1603,               80,              490,               44
    1,    102,       2217,          0,       2217,   1.000000,             1613,               80,              483,               41
    1,    103,       2217,          0,       2217,   1.000000,             1619,               80,              478,               40
    1,    104,       2217,          0,       2217,   1.000000,             1623,               79,              475,               40
    1,    105,       2217,          0,       2217,   1.000000,             1626,               81,              473,               37
    1,    106,       2217,          0,       2217,   1.000000,             1632,               78,              471,               36
    1,    107,       2217,          0,       2217,   1.000000,             1644,               81,              455,               37
    1,    108,       2217,          0,       2217,   1.000000,             1630,               78,              474,               35
    1,    109,       2217,          0,       2217,   1.000000,             1636,               73,              467,               41
    1,    110,       2217,          0,       2217,   1.000000,             1630,               73,              482,               32
    1,    111,       2217,          0,       2217,   1.000000,             1613,               93,              471,               40
    1,    112,       2217,          0,       2217,   1.000000,             1605,               96,              472,               44
    1,    113,       2217,          0,       2217,   1.000000,             1611,               98,              462,               46
    1,    114,       2217,          0,       2217,   1.000000,             1623,               97,              455,               42
    1,    115,       2217,          0,       2217,   1.000000,             1634,               94,              447,               42
    1,    116,       2217,          0,       2217,   1.000000,             1641,               95,              441,               40
    1,    117,       2217,          0,       2217,   1.000000,             1645,               95,              438,               39
    1,    118,       2217,          0,       2217,   1.000000,             1651,               93,              436,               37
    1,    119,       2217,          0,       2217,   1.000000,             1652,               90,              434,               41
    1,    120,       2217,          0,       2217,   1.000000,             1655,               94,              426,               42
    1,    121,       2217,          0,       2217,   1.000000,             1639,               87,              437,               54
    1,    122,       2217,          0,       2217,   1.000000,             1631,               84,              462,               40
    1,    123,       2217,          0,       2217,   1.000000,             1611,              101,              452,               53
    1,    124,       2217,          0,       2217,   1.000000,             1601,              100,              457,               59
    1,    125,       2217,          0,       2217,   1.000000,             1618,              101,              439,               59
    1,    126,       2217,          0,       2217,   1.000000,             1629,              101,              434,               53
    1,    127,       2217,          0,       2217,   1.000000,             1631,              102,              432,               52
    1,    128,       2217,          0,       2217,   1.000000,             1637,              102,              427,               51
    1,    129,       2217,          0,       2217,   1.000000,             1642,              104,              421,               50
    1,    130,       2217,          0,       2217,   1.000000,             1647,              102,              415,               53
    1,    131,       2217,          0,       2217,   1.000000,             1658,              105,              402,               52
    1,    132,       2217,          0,       2217,   1.000000,             1646,              102,              413,               56
    1,    133,       2217,          0,       2217,   1.000000,             1647,               96,              413,               61
    1,    134,       2217,          0,       2217,   1.000000,             1631,               97,              439,               50
    1,    135,       2217,          0,       2217,   1.000000,             1606,              117,              436,               58
    1,    136,       2217,          0,       2217,   1.000000,             1609,              115,              427,               66
