"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3"
    1,    137,       2217,          0,       2217,   1.000000,             1614,              115,              422,               66
    1,    138,       2217,          0,       2217,   1.000000,             1620,              125,              412,               60
    1,    139,       2217,          0,       2217,   1.000000,             1626,              125,              408,               58
    1,    140,       2217,          0,       2217,   1.000000,             1633,              121,              405,               58
    1,    141,       2217,          0,       2217,   1.000000,             1637,              122,              403,               55
    1,    142,       2217,          0,       2217,   1.000000,             1643,              119,              403,               52
    1,    143,       2217,          0,       2217,   1.000000,             1652,              119,              393,               53
    1,    144,       2217,          0,       2217,   1.000000,             1661,              115,              388,               53
    1,    145,       2217,          0,       2217,   1.000000,             1657,              107,              390,               63
    1,    146,       2217,          0,       2217,   1.000000,             1637,               99,              414,               67
    1,    147,       2217,          0,       2217,   1.000000,             1608,              127,              409,               73
    1,    148,       2217,          0,       2217,   1.000000,             1614,              122,              400,               81
    1,    149,       2217,          0,       2217,   1.000000,             1620,              123,              393,               81
    1,    150,       2217,          0,       2217,   1.000000,             1631,              124,              384,               78
    1,    151,       2217,          0,       2217,   1.000000,             1638,              122,              379,               78
    1,    152,       2217,          0,       2217,   1.000000,             1643,              121,              376,               77
    1,    153,       2217,          0,       2217,   1.000000,             1646,              124,              375,               72
    1,    154,       2217,          0,       2217,   1.000000,             1655,              124,              368,               70
    1,    155,       2217,          0,       2217,   1.000000,             1656,              128,              371,               62
    1,    156,       2217,          0,       2217,   1.000000,             1660,              115,              370,               72
    1,    157,       2217,          0,       2217,   1.000000,             1646,              113,              380,               78
    1,    158,       2217,          0,       2217,   1.000000,             1639,              117,              393,               68
    1,    159,       2217,          0,       2217,   1.000000,             1624,              140,              367,               86
    1,    160,       2217,          0,       2217,   1.000000,             1620,              136,              376,               85
    1,    161,       2217,          0,       2217,   1.000000,             1627,              133,              366,               91
    1,    162,       2217,          0,       2217,   1.000000,             1631,              141,              354,               91
    1,    163,       2217,          0,       2217,   1.000000,             1641,              138,              346,               92
    1,    164,       2217,          0,       2217,   1.000000,             1645,              139,              343,               90
    1,    165,       2217,          0,       2217,   1.000000,             1650,              140,              342,               85
    1,    166,       2217,          0,       2217,   1.000000,             1657,              136,              341,               83
    1,    167,       2217,          0,       2217,   1.000000,             1662,              133,              339,               83
    1,    168,       2217,          0,       2217,   1.000000,             1645,              130,              357,               85
    1,    169,       2217,          0,       2217,   1.000000,             1656,              127,              348,               86
    1,    170,       2217,          0,       2217,   1.000000,             1649,              124,              367,               77
    1,    171,       2217,          0,       2217,   1.000000,             1620,              144,              364,               89
    1,    172,       2217,          0,       2217,   1.000000,             1631,              141,              353,               92
    1,    173,       2217,          0,       2217,   1.000000,             1630,              152,              346,               89
    1,    174,       2217,          0,       2217,   1.000000,             1636,              149,              340,               92
    1,    175,       2217,          0,       2217,   1.000000,             1644,              148,              334,               91
    1,    176,       2217,          0,       2217,   1.000000,             1651,              148,              328,               90
    1,    177,       2217,          0,       2217,   1.000000,             1655,              149,              326,               87
    1,    178,       2217,          0,       2217,   1.000000,             1666,              145,              320,               86
    1,    179,       2217,          0,       2217,   1.000000,             1664,              148,              320,               85
    1,    180,       2217,          0,       2217,   1.000000,             1655,              154,              324,               84
    1,    181,       2217,          0,       2217,   1.000000,             1653,              147,              329,               88
    1,    182,       2217,          0,       2217,   1.000000,             1642,              140,              352,               83
    1,    183,       2217,          0,       2217,   1.000000,             1632,              153,              337,               95
    1,    184,       2217,          0,       2217,   1.000000,             1631,              162,              328,               96
    1,    185,       2217,          0,       2217,   1.000000,             1631,              157,              326,              103
    1,    186,       2217,          0,       2217,   1.000000,             1645,              156,              319,               97
    1,    187,       2217,          0,       2217,   1.000000,             1647,              156,              316,               98
    1,    188,       2217,          0,       2217,   1.000000,             1649,              158,              313,               97
    1,    189,       2217,          0,       2217,   1.000000,             1658,              151,              310,               98
    1,    190,       2217,          0,       2217,   1.000000,             1665,              154,              305,               93
    1,    191,       2217,          0,       2217,   1.000000,             1661,              154,              306,               96
    1,    192,       2217,          0,       2217,   1.000000,             1657,              149,              310,              101
    1,    193,       2217,          0,       2217,   1.000000,             1646,              141,              323,              107
    1,    194,       2217,          0,       2217,   1.000000,             1637,              140,              334,              106
    1,    195,       2217,          0,       2217,   1.000000,             1613,              162,              328,              114
    1,    196,       2217,          0,       2217,   1.000000,             1604,              162,              331,              120
    1,    197,       2217,          0,       2217,   1.000000,             1604,              160,              330,              123
    1,    198,       2217,          0,       2217,   1.000000,             1613,              164,              325,              115
    1,    199,       2217,          0,       2217,   1.000000,             1621,              162,              318,              116
    1,    200,       2217,          0,       2217,   1.000000,             1630,              162,              312,              113
    1,    201,       2217,          0,       2217,   1.000000,             1636,              162,              307,              112
    1,    202,       2217,          0,       2217,   1.000000,             1642,              161,              299,              115
    1,    203,       2217,          0,       2217,   1.000000,             1646,              161,              295,              115
    1,    204,       2217,          0,       2217,   1.000000,             1638,              161,              300,              118
    1,    205,       2217,          0,       2217,   1.000000,             1635,              155,              298,              129
    1,    206,       2217,          0,       2217,   1.000000,             1625,              148,              319,              125
    1,    207,       2217,          0,       2217,   1.000000,             1611,              171,              312,              123
    1,    208,       2217,          0,       2217,   1.000000,             1605,              167,              306,              139
    1,    209,       2217,          0,       2217,   1.000000,             1609,              176,              300,              132
    1,    210,       2217,          0,       2217,   1.000000,             1616,              183,              290,              128
    1,    211,       2217,          0,       2217,   1.000000,             1622,              183,              285,              127
    1,    212,       2217,          0,       2217,   1.000000,             1627,              183,              282,              125
    1,    213,       2217,          0,       2217,   1.000000,             1629,              186,              281,              121
    1,    214,       2217,          0,       2217,   1.000000,             1637,              181,              277,              122
    1,    215,       2217,          0,       2217,   1.000000,             1643,              179,              271,              124
    1,    216,       2217,          0,       2217,   1.000000,             1636,              181,              276,              124
    1,    217,       2217,          0,       2217,   1.000000,             1633,              161,              283,              140
    1,    218,       2217,          0,       2217,   1.000000,             1635,              153,              294,              135
    1,    219,       2217,          0,       2217,   1.000000,             1613,              181,              282,              141
    1,    220,       2217,          0,       2217,   1.000000,             1599,              178,              292,              148
    1,    221,       2217,          0,       2217,   1.000000,             1603,              181,              281,              152
    1,    222,       2217,          0,       2217,   1.000000,             1618,              181,              266,              152
    1,    223,       2217,          0,       2217,   1.000000,             1625,              182,              262,              148
    1,    224,       2217,          0,       2217,   1.000000,             1629,              184,              260,              144
    1,    225,       2217,          0,       2217,   1.000000,             1631,              185,              263,              138
    1,    226,       2217,          0,       2217,   1.000000,             1636,              191,              254,              136
    1,    227,       2217,          0,       2217,   1.000000,             1643,              192,              249,              133
    1,    228,       2217,          0,       2217,   1.000000,             1627,              189,              264,              137
    1,    229,       2217,          0,       2217,   1.000000,             1634,              180,              263,              140
    1,    230,       2217,          0,       2217,   1.000000,             1627,              185,              272,              133
    1,    231,       2217,          0,       2217,   1.000000,             1605,              210,              264,              138
    1,    232,       2217,          0,       2217,   1.000000,             1600,              211,              260,              146
    1,    233,       2217,          0,       2217,   1.000000,             1613,              207,              247,              150
    1,    234,       2217,          0,       2217,   1.000000,             1619,              214,              240,              144
    1,    235,       2217,          0,       2217,   1.000000,             1622,              217,              237,              141
    1,    236,       2217,          0,       2217,   1.000000,             1626,              214,              237,              140
    1,    237,       2217,          0,       2217,   1.000000,             1629,              215,              237,              136
    1,    238,       2217,          0,       2217,   1.000000,             1640,              211,              232,              134
    1,    239,       2217,          0,       2217,   1.000000,             1637,              219,              226,              135
    1,    240,       2217,          0,       2217,   1.000000,             1638,              213,              231,              135
    1,    241,       2217,          0,       2217,   1.000000,             1639,              198,              230,              150
    1,    242,       2217,          0,       2217,   1.000000,             1629,              199,              246,              143
    1,    243,       2217,          0,       2217,   1.000000,             1600,              216,              244,              157
    1,    244,       2217,          0,       2217,   1.000000,             1590,              226,              240,              161
    1,    245,       2217,          0,       2217,   1.000000,             1604,              222,              229,              162
    1,    246,       2217,          0,       2217,   1.000000,             1606,              227,              227,              157
    1,    247,       2217,          0,       2217,   1.000000,             1610,              226,              225,              156
    1,    248,       2217,          0,       2217,   1.000000,             1610,              229,              224,              154
    1,    249,       2217,          0,       2217,   1.000000,             1615,              231,              216,              155
    1,    250,       2217,          0,       2217,   1.000000,             1614,              232,              215,              156
    1,    251,       2217,          0,       2217,   1.000000,             1620,              238,              207,              152
    1,    252,       2217,          0,       2217,   1.000000,             1619,              227,              209,              162
    1,    253,       2217,          0,       2217,   1.000000,             1611,              224,              210,              172
    1,    254,       2217,          0,       2217,   1.000000,             1612,              211,              224,              170
    1,    255,       2217,          0,       2217,   1.000000,             1598,              233,              203,              183
    1,    256,       2217,          0,       2217,   1.000000,             1595,              228,              196,              198
    1,    257,       2217,          0,       2217,   1.000000,             1596,              227,              194,              200
    1,    258,       2217,          0,       2217,   1.000000,             1599,              234,              190,              194
    1,    259,       2217,          0,       2217,   1.000000,             1607,              231,              187,              192
    1,    260,       2217,          0,       2217,   1.000000,             1611,              230,              185,              191
    1,    261,       2217,          0,       2217,   1.000000,             1614,              232,              183,              188
    1,    262,       2217,          0,       2217,   1.000000,             1614,              241,              181,              181
    1,    263,       2217,          0,       2217,   1.000000,             1624,              253,              170,              170
    1,    264,       2217,          0,       2217,   1.000000,             1616,              247,              178,              176
    1,    265,       2217,          0,       2217,   1.000000,             1613,              233,              187,              184
    1,    266,       2217,          0,       2217,   1.000000,             1609,              223,              198,              187
    1,    267,       2217,          0,       2217,   1.000000,             1572,              257,              181,              207
