"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    1,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,                0,                0,                0,             2665,                0,             2668,                0,             2659,                0,             2624,                0,             2576,                0,             2581,                0
    1,     11,      69498,          0,      69498,   4.406137,                0,                0,                0,                0,             1451,            61093,              229,                0,             1341,                0,             1353,                0,             1351,                0,             1346,                0,             1334,                0
    1,     23,      60221,          0,      60221,   0.866514,                0,                0,                0,                0,              836,            24944,            31837,                0,              104,                0,              604,                0,              626,                0,              648,                0,              622,                0
    1,     35,      41090,          0,      41090,   0.682320,                0,                0,                0,                0,              186,            12379,            12873,                0,            14713,                0,               50,                0,              291,                0,              288,                0,              310,                0
    1,     47,      28456,          0,      28456,   0.692529,                0,                0,                0,                0,              331,             8428,             6449,                0,             6006,                0,             6931,                0,               25,                0,              140,                0,              146,                0
    1,     59,      29370,          0,      29370,   1.032120,                0,                0,                0,                0,              635,            15030,             4413,                0,             3037,                0,             2869,                0,             3300,                0,               15,                0,               71,                0
    1,     71,      34827,          0,      34827,   1.185802,                0,                0,                0,                0,              461,            20122,             7842,                0,             2016,                0,             1472,                0,             1362,                0,             1543,                0,                9,                0
    1,     83,      37703,          0,      37703,   1.082580,                0,                0,                0,                0,              332,            20464,            10390,                0,             3611,                0,              876,                0,              672,                0,              643,                0,              715,                0
    1,     95,      31186,          0,      31186,   0.827149,                0,                0,                0,                0,              306,            12598,            10695,                0,             4786,                0,             1715,                0,              434,                0,              346,                0,              306,                0
    1,    107,      24466,          0,      24466,   0.784519,                0,                0,                0,                0,              211,             9482,             6449,                0,             4891,                0,             2253,                0,              796,                0,              212,                0,              172,                0
    1,    119,      23046,          0,      23046,   0.941960,                0,                0,                0,                0,              176,            11174,             4848,                0,             2970,                0,             2314,                0,             1085,                0,              387,                0,               92,                0
    1,    131,      24193,          0,      24193,   1.049770,                0,                0,                0,                0,              374,            12525,             5784,                0,             2303,                0,             1426,                0,             1081,                0,              506,                0,              194,                0
    1,    143,      24019,          0,      24019,   0.992808,                0,                0,                0,                0,              277,            12022,             6508,                0,             2740,                0,             1049,                0,              669,                0,              515,                0,              239,                0
    1,    155,      21388,          0,      21388,   0.890462,                0,                0,                0,                0,              240,             9541,             6272,                0,             3023,                0,             1280,                0,              476,                0,              319,                0,              237,                0
    1,    167,      19034,          0,      19034,   0.889938,                0,                0,                0,                0,               71,             8522,             4961,                0,             2996,                0,             1503,                0,              613,                0,              219,                0,              149,                0
    1,    179,      17284,          0,      17284,   0.908059,                0,                0,                0,                0,              132,             7999,             4299,                0,             2327,                0,             1415,                0,              718,                0,              288,                0,              106,                0
    1,    191,      17866,          0,      17866,   1.033673,                0,                0,                0,                0,              163,             9020,             4350,                0,             2058,                0,             1088,                0,              709,                0,              348,                0,              130,                0
    1,    203,      18595,          0,      18595,   1.040804,                0,                0,                0,                0,              220,             9579,             4705,                0,             2064,                0,              959,                0,              537,                0,              350,                0,              181,                0
    1,    215,      17471,          0,      17471,   0.939554,                0,                0,                0,                0,              116,             8372,             4935,                0,             2166,                0,              998,                0,              452,                0,              258,                0,              174,                0
    1,    227,      15999,          0,      15999,   0.915746,                0,                0,                0,                0,              152,             7266,             4388,                0,             2332,                0,             1006,                0,              492,                0,              230,                0,              133,                0
    1,    239,      15170,          0,      15170,   0.948184,                0,                0,                0,                0,              145,             7268,             3740,                0,             2109,                0,             1090,                0,              475,                0,              228,                0,              115,                0
    1,    251,      13492,          0,      13492,   0.889387,                0,                0,                0,                0,              118,             5895,             3763,                0,             1785,                0,             1057,                0,              537,                0,              228,                0,              109,                0
    1,    263,      13631,          0,      13631,   1.010302,                0,                0,                0,                0,               51,             7003,             3054,                0,             1759,                0,              860,                0,              523,                0,              274,                0,              107,                0
