"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    1,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,                0,                0,                0,             2720,                0,             2578,                0,             2590,                0,             2652,                0,             2614,                0,             2619,                0
    1,     11,      70713,          0,      70713,   4.483168,                0,                0,                0,                0,             1327,            62531,              232,                0,             1336,                0,             1297,                0,             1296,                0,             1329,                0,             1365,                0
    1,     23,      60567,          0,      60567,   0.856519,                0,                0,                0,                0,              698,            25021,            32328,                0,              107,                0,              613,                0,              588,                0,              622,                0,              590,                0
    1,     35,      40768,          0,      40768,   0.673106,                0,                0,                0,                0,              233,            11833,            12919,                0,            14876,                0,               47,                0,              296,                0,              275,                0,              289,                0
    1,     47,      27968,          0,      27968,   0.686028,                0,                0,                0,                0,              402,             8004,             6237,                0,             6034,                0,             6989,                0,               22,                0,              144,                0,              136,                0
    1,     59,      29003,          0,      29003,   1.037007,                0,                0,                0,                0,              635,            15065,             4092,                0,             2903,                0,             2851,                0,             3390,                0,                6,                0,               61,                0
    1,     71,      34701,          0,      34701,   1.196462,                0,                0,                0,                0,              424,            20177,             7814,                0,             1951,                0,             1361,                0,             1347,                0,             1623,                0,                4,                0
    1,     83,      38207,          0,      38207,   1.101035,                0,                0,                0,                0,              264,            20773,            10522,                0,             3706,                0,              888,                0,              658,                0,              657,                0,              739,                0
    1,     95,      31607,          0,      31607,   0.827257,                0,                0,                0,                0,              386,            12518,            10901,                0,             4926,                0,             1793,                0,              429,                0,              336,                0,              318,                0
    1,    107,      25513,          0,      25513,   0.807195,                0,                0,                0,                0,              214,            10184,             6513,                0,             5111,                0,             2272,                0,              863,                0,              194,                0,              162,                0
    1,    119,      23791,          0,      23791,   0.932505,                0,                0,                0,                0,              260,            11207,             5345,                0,             3015,                0,             2401,                0,             1052,                0,              409,                0,              102,                0
    1,    131,      24716,          0,      24716,   1.038880,                0,                0,                0,                0,              389,            12732,             5813,                0,             2516,                0,             1427,                0,             1149,                0,              503,                0,              187,                0
    1,    143,      24545,          0,      24545,   0.993081,                0,                0,                0,                0,              277,            12392,             6565,                0,             2707,                0,             1128,                0,              685,                0,              548,                0,              243,                0
    1,    155,      22039,          0,      22039,   0.897902,                0,                0,                0,                0,              173,             9965,             6430,                0,             3073,                0,             1269,                0,              554,                0,              321,                0,              254,                0
    1,    167,      20107,          0,      20107,   0.912337,                0,                0,                0,                0,               82,             9295,             5206,                0,             3019,                0,             1472,                0,              613,                0,              260,                0,              160,                0
    1,    179,      18435,          0,      18435,   0.916845,                0,                0,                0,                0,              163,             8601,             4703,                0,             2398,                0,             1421,                0,              717,                0,              293,                0,              139,                0
    1,    191,      18636,          0,      18636,   1.010903,                0,                0,                0,                0,              162,             9304,             4562,                0,             2221,                0,             1193,                0,              704,                0,              341,                0,              149,                0
    1,    203,      19127,          0,      19127,   1.026347,                0,                0,                0,                0,              339,             9517,             4938,                0,             2174,                0,             1065,                0,              570,                0,              332,                0,              192,                0
    1,    215,      18287,          0,      18287,   0.956083,                0,                0,                0,                0,              152,             8864,             4931,                0,             2386,                0,             1013,                0,              510,                0,              269,                0,              162,                0
    1,    227,      16807,          0,      16807,   0.919068,                0,                0,                0,                0,              187,             7496,             4770,                0,             2354,                0,             1140,                0,              486,                0,              251,                0,              123,                0
    1,    239,      15139,          0,      15139,   0.900756,                0,                0,                0,                0,               66,             7068,             3798,                0,             2195,                0,             1106,                0,              552,                0,              222,                0,              132,                0
    1,    251,      14270,          0,      14270,   0.942599,                0,                0,                0,                0,              163,             6617,             3686,                0,             1842,                0,             1065,                0,              537,                0,              260,                0,              100,                0
    1,    263,      15091,          0,      15091,   1.057533,                0,                0,                0,                0,              118,             7874,             3504,                0,             1752,                0,              922,                0,              526,                0,              255,                0,              140,                0
