"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    5,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,                0,                0,                0,             2613,                0,             2622,                0,             2617,                0,             2608,                0,             2645,                0,             2668,                0
    5,     11,      70228,          0,      70228,   4.452419,                0,                0,                0,                0,             1333,            61884,              238,                0,             1353,                0,             1388,                0,             1333,                0,             1327,                0,             1372,                0
    5,     23,      63347,          0,      63347,   0.902019,                0,                0,                0,                0,              724,            25850,            34116,                0,              119,                0,              641,                0,              658,                0,              616,                0,              623,                0
    5,     35,      45076,          0,      45076,   0.711573,                0,                0,                0,                0,              227,            12484,            14282,                0,            17118,                0,               57,                0,              316,                0,              314,                0,              278,                0
    5,     47,      32536,          0,      32536,   0.721803,                0,                0,                0,                0,              418,             9529,             6901,                0,             7115,                0,             8226,                0,               28,                0,              162,                0,              157,                0
    5,     59,      34344,          0,      34344,   1.055569,                0,                0,                0,                0,              715,            17418,             5295,                0,             3526,                0,             3451,                0,             3845,                0,               13,                0,               81,                0
    5,     71,      41314,          0,      41314,   1.202947,                0,                0,                0,                0,              409,            23453,             9559,                0,             2651,                0,             1674,                0,             1693,                0,             1867,                0,                8,                0
    5,     83,      46724,          0,      46724,   1.130948,                0,                0,                0,                0,              343,            24867,            13012,                0,             4790,                0,             1243,                0,              797,                0,              805,                0,              867,                0
    5,     95,      40324,          0,      40324,   0.863025,                0,                0,                0,                0,              508,            15788,            13781,                0,             6606,                0,             2324,                0,              559,                0,              382,                0,              376,                0
    5,    107,      33012,          0,      33012,   0.818669,                0,                0,                0,                0,              259,            12406,             8642,                0,             7002,                0,             3153,                0,             1096,                0,              273,                0,              181,                0
    5,    119,      32363,          0,      32363,   0.980340,                0,                0,                0,                0,              303,            15426,             6876,                0,             4272,                0,             3340,                0,             1494,                0,              523,                0,              129,                0
    5,    131,      35220,          0,      35220,   1.088280,                0,                0,                0,                0,              614,            17868,             8590,                0,             3507,                0,             2030,                0,             1632,                0,              725,                0,              254,                0
    5,    143,      35791,          0,      35791,   1.016212,                0,                0,                0,                0,              473,            17622,             9721,                0,             4270,                0,             1622,                0,              991,                0,              758,                0,              334,                0
    5,    155,      33139,          0,      33139,   0.925903,                0,                0,                0,                0,              282,            14688,             9726,                0,             4787,                0,             2042,                0,              783,                0,              487,                0,              344,                0
    5,    167,      30750,          0,      30750,   0.927910,                0,                0,                0,                0,              182,            13824,             8034,                0,             4848,                0,             2284,                0,              958,                0,              384,                0,              236,                0
    5,    179,      29231,          0,      29231,   0.950602,                0,                0,                0,                0,              221,            13198,             7653,                0,             4087,                0,             2311,                0,             1117,                0,              466,                0,              178,                0
    5,    191,      30824,          0,      30824,   1.054497,                0,                0,                0,                0,              249,            15140,             7474,                0,             3924,                0,             2113,                0,             1166,                0,              543,                0,              215,                0
    5,    203,      32232,          0,      32232,   1.045679,                0,                0,                0,                0,              569,            15292,             8637,                0,             3926,                0,             1929,                0,             1015,                0,              593,                0,              271,                0
    5,    215,      32264,          0,      32264,   1.000993,                0,                0,                0,                0,              168,            15768,             8387,                0,             4376,                0,             1893,                0,              942,                0,              469,                0,              261,                0
    5,    227,      30536,          0,      30536,   0.946442,                0,                0,                0,                0,              297,            13458,             8874,                0,             4252,                0,             2086,                0,              897,                0,              437,                0,              235,                0
    5,    239,      29330,          0,      29330,   0.960506,                0,                0,                0,                0,              200,            13600,             7391,                0,             4520,                0,             2011,                0,              982,                0,              437,                0,              189,                0
    5,    251,      27703,          0,      27703,   0.944528,                0,                0,                0,                0,              156,            12567,             7461,                0,             3725,                0,             2138,                0,              964,                0,              475,                0,              217,                0
    5,    263,      28924,          0,      28924,   1.044075,                0,                0,                0,                0,              127,            14318,             7067,                0,             3851,                0,             1818,                0,             1037,                0,              463,                0,              243,                0
    5,    275,      29842,          0,      29842,   1.031738,                0,                0,                0,                0,              368,            14288,             8061,                0,             3619,                0,             1860,                0,              885,                0,              538,                0,              223,                0
    5,    287,      28898,          0,      28898,   0.968367,                0,                0,                0,                0,              226,            13518,             7919,                0,             4066,                0,             1647,                0,              851,                0,              420,                0,              251,                0
    5,    299,      28359,          0,      28359,   0.981348,                0,                0,                0,                0,              169,            13063,             7670,                0,             4093,                0,             1976,                0,              787,                0,              395,                0,              206,                0
    5,    311,      28016,          0,      28016,   0.987905,                0,                0,                0,                0,              224,            12990,             7371,                0,             3923,                0,             1954,                0,              975,                0,              385,                0,              194,                0
    5,    323,      28518,          0,      28518,   1.017918,                0,                0,                0,                0,              244,            13618,             7316,                0,             3812,                0,             1894,                0,              979,                0,              468,                0,              187,                0
    5,    335,      29042,          0,      29042,   1.018374,                0,                0,                0,                0,              209,            13822,             7662,                0,             3829,                0,             1876,                0,              939,                0,              493,                0,              212,                0
    5,    347,      29368,          0,      29368,   1.011225,                0,                0,                0,                0,              257,            13857,             7752,                0,             4007,                0,             1877,                0,              900,                0,              474,                0,              244,                0
    5,    359,      30083,          0,      30083,   1.024346,                0,                0,                0,                0,              235,            14190,             7976,                0,             4093,                0,             1991,                0,              948,                0,              429,                0,              221,                0
    5,    371,      30062,          0,      30062,   0.999302,                0,                0,                0,                0,              128,            13880,             8200,                0,             4186,                0,             1999,                0,             1020,                0,              451,                0,              198,                0
    5,    383,      30344,          0,      30344,   1.009381,                0,                0,                0,                0,              159,            14424,             7763,                0,             4312,                0,             2016,                0,              940,                0,              500,                0,              230,                0
    5,    395,      30279,          0,      30279,   0.997858,                0,                0,                0,                0,              122,            14239,             8193,                0,             4001,                0,             2076,                0,              948,                0,              447,                0,              253,                0
    5,    407,      30453,          0,      30453,   1.005747,                0,                0,                0,                0,              151,            14377,             8051,                0,             4247,                0,             1925,                0,             1030,                0,              448,                0,              224,                0
    5,    419,      31336,          0,      31336,   1.028996,                0,                0,                0,                0,              171,            14822,             8169,                0,             4344,                0,             2119,                0,              983,                0,              505,                0,              223,                0
    5,    431,      32257,          0,      32257,   1.029391,                0,                0,                0,                0,              155,            15360,             8501,                0,             4338,                0,             2180,                0,             1003,                0,              473,                0,              247,                0
    5,    443,      32963,          0,      32963,   1.021887,                0,                0,                0,                0,              152,            15427,             8887,                0,             4456,                0,             2195,                0,             1135,                0,              492,                0,              219,                0
    5,    455,      33732,          0,      33732,   1.023329,                0,                0,                0,                0,              113,            16185,             8737,                0,             4645,                0,             2187,                0,             1084,                0,              558,                0,              223,                0
    5,    467,      34551,          0,      34551,   1.024280,                0,                0,                0,                0,              113,            16395,             9260,                0,             4595,                0,             2292,                0,             1094,                0,              526,                0,              276,                0
    5,    479,      35664,          0,      35664,   1.032213,                0,                0,                0,                0,              158,            17120,             9286,                0,             4826,                0,             2311,                0,             1155,                0,              559,                0,              249,                0
    5,    491,      36742,          0,      36742,   1.030227,                0,                0,                0,                0,              165,            17461,             9818,                0,             4918,                0,             2412,                0,             1133,                0,              559,                0,              276,                0
