"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    5,      0,      15773,          0,      15773,   1.000000,            15773,                0
    5,      1,      15773,          0,      15773,   1.000000,             9012,             6761
    5,      2,     348543,          0,     348543,  22.097445,           342398,             6145
    5,      3,     370853,          0,     370853,   1.064009,           365229,             5624
    5,      4,     360203,          0,     360203,   0.971282,           355482,             4721
    5,      5,     331946,          0,     331946,   0.921553,           331607,              339
    5,      6,     122171,          0,     122171,   0.368045,           122171,                0
    5,      7,      76579,          0,      76579,   0.626818,            76579,                0
    5,      8,      73015,          0,      73015,   0.953460,            73015,                0
    5,      9,      72112,          0,      72112,   0.987633,            72112,                0
    5,     10,      71333,          0,      71333,   0.989197,            71333,                0
    5,     11,      70641,          0,      70641,   0.990299,            70641,                0
    5,     12,      68776,          0,      68776,   0.973599,            68776,                0
    5,     13,      68311,          0,      68311,   0.993239,            65152,             3159
    5,     14,     221924,          0,     221924,   3.248730,           218993,             2931
    5,     15,     235009,          0,     235009,   1.058962,           232312,             2697
    5,     16,     228461,          0,     228461,   0.972137,           226327,             2134
    5,     17,     206631,          0,     206631,   0.904448,           206631,                0
    5,     18,      99660,          0,      99660,   0.482309,            99660,                0
    5,     19,      78811,          0,      78811,   0.790799,            78811,                0
    5,     20,      75134,          0,      75134,   0.953344,            75134,                0
    5,     21,      71624,          0,      71624,   0.953283,            71624,                0
    5,     22,      68478,          0,      68478,   0.956076,            68478,                0
    5,     23,      65705,          0,      65705,   0.959505,            65705,                0
    5,     24,      62582,          0,      62582,   0.952469,            62582,                0
    5,     25,      60713,          0,      60713,   0.970135,            59264,             1449
    5,     26,     129887,          0,     129887,   2.139361,           128560,             1327
    5,     27,     133876,          0,     133876,   1.030711,           132664,             1212
    5,     28,     129568,          0,     129568,   0.967821,           128640,              928
    5,     29,     116083,          0,     116083,   0.895923,           115988,               95
    5,     30,      73228,          0,      73228,   0.630825,            73228,                0
    5,     31,      59251,          0,      59251,   0.809130,            59251,                0
