"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5"
    5,      0,      15773,          0,      15773,   1.000000,            15773,                0,                0,                0,                0,                0
    5,      1,    5294843,          0,    5294843,  335.690308,          5284305,                0,              437,                0,                0,            10101
    5,      2,    5166308,          0,    5166308,   0.975725,          5156319,                0,              188,                0,                0,             9801
    5,      3,    4772739,          0,    4772739,   0.923820,          4763175,                0,              233,                0,                0,             9331
    5,      4,    4084231,          0,    4084231,   0.855742,          4075082,                0,             1124,                0,                0,             8025
    5,      5,     595197,          0,     595197,   0.145730,           586388,                0,             8198,                0,                0,              611
    5,      6,     122171,          0,     122171,   0.205261,           113836,                0,             8335,                0,                0,                0
    5,      7,      76579,          0,      76579,   0.626818,            68755,                0,             7824,                0,                0,                0
    5,      8,      73015,          0,      73015,   0.953460,            65769,                0,             7246,                0,                0,                0
    5,      9,      72112,          0,      72112,   0.987633,            65454,                0,             6658,                0,                0,                0
    5,     10,      71333,          0,      71333,   0.989197,            65153,                0,             6180,                0,                0,                0
    5,     11,      70641,          0,      70641,   0.990299,            64905,                0,             4974,                0,                0,              762
    5,     12,      68776,          0,      68776,   0.973599,            63372,                0,             1817,                0,                0,             3587
    5,     13,    2520029,          0,    2520029,  36.641109,          2514906,                0,              392,                0,                0,             4731
    5,     14,    2516815,          0,    2516815,   0.998725,          2511888,                0,              146,                0,                0,             4781
    5,     15,    2335596,          0,    2335596,   0.927997,          2330855,                0,              190,                0,                0,             4551
    5,     16,    1916697,          0,    1916697,   0.820646,          1912153,                0,              843,                0,                0,             3701
    5,     17,     206631,          0,     206631,   0.107806,           202278,                0,             4353,                0,                0,                0
    5,     18,      99660,          0,      99660,   0.482309,            95603,                0,             4057,                0,                0,                0
    5,     19,      78811,          0,      78811,   0.790799,            75094,                0,             3717,                0,                0,                0
    5,     20,      75134,          0,      75134,   0.953344,            71707,                0,             3427,                0,                0,                0
    5,     21,      71624,          0,      71624,   0.953283,            68469,                0,             3155,                0,                0,                0
    5,     22,      68478,          0,      68478,   0.956076,            65570,                0,             2908,                0,                0,                0
    5,     23,      65705,          0,      65705,   0.959505,            62982,                0,             2723,                0,                0,                0
    5,     24,      62582,          0,      62582,   0.952469,            60038,                0,             1017,                0,                0,             1527
    5,     25,    1194307,          0,    1194307,  19.083874,          1191855,                0,              285,                0,                0,             2167
    5,     26,    1173076,          0,    1173076,   0.982223,          1170780,                0,               95,                0,                0,             2201
    5,     27,    1089977,          0,    1089977,   0.929161,          1087833,                0,              101,                0,                0,             2043
    5,     28,     860870,          0,     860870,   0.789806,           858873,                0,              458,                0,                0,             1539
    5,     29,     193153,          0,     193153,   0.224370,           191282,                0,             1716,                0,                0,              155
    5,     30,      73228,          0,      73228,   0.379119,            71504,                0,             1724,                0,                0,                0
    5,     31,      59251,          0,      59251,   0.809130,            57665,                0,             1586,                0,                0,                0
    5,     32,      55298,          0,      55298,   0.933284,            53884,                0,             1414,                0,                0,                0
    5,     33,      52256,          0,      52256,   0.944989,            51010,                0,             1246,                0,                0,                0
    5,     34,      49458,          0,      49458,   0.946456,            48333,                0,             1125,                0,                0,                0
    5,     35,      47046,          0,      47046,   0.951231,            46029,                0,             1017,                0,                0,                0
    5,     36,      44825,          0,      44825,   0.952791,            43884,                0,              494,                0,                0,              447
    5,     37,     953231,          0,     953231,  21.265612,           947221,                0,              427,                0,                0,             5583
    5,     38,     969403,          0,     969403,   1.016966,           959153,                0,              221,                0,                0,            10029
    5,     39,     896195,          0,     896195,   0.924481,           882189,                0,             1054,                0,                0,            12952
    5,     40,     764983,          0,     764983,   0.853590,           749899,                0,             3339,                0,                0,            11745
    5,     41,      93684,          0,      93684,   0.122465,            79255,                0,            14429,                0,                0,                0
    5,     42,      51263,          0,      51263,   0.547191,            37677,                0,            13586,                0,                0,                0
    5,     43,      42309,          0,      42309,   0.825332,            29692,                0,            12617,                0,                0,                0
    5,     44,      39842,          0,      39842,   0.941691,            28295,                0,            11547,                0,                0,                0
    5,     45,      37697,          0,      37697,   0.946162,            27043,                0,            10654,                0,                0,                0
    5,     46,      35698,          0,      35698,   0.946972,            25854,                0,             9844,                0,                0,                0
    5,     47,      33999,          0,      33999,   0.952406,            24844,                0,             9155,                0,                0,                0
    5,     48,      32106,          0,      32106,   0.944322,            23545,                0,             4805,                0,                0,             3756
    5,     49,    1603884,          0,    1603884,  49.955894,          1593423,                0,              691,                0,                0,             9770
    5,     50,    1693204,          0,    1693204,   1.055690,          1681007,                0,              217,                0,                0,            11980
    5,     51,    1662776,          0,    1662776,   0.982029,          1649193,                0,              671,                0,                0,            12912
    5,     52,    1414736,          0,    1414736,   0.850828,          1401712,                0,             3045,                0,                0,             9979
