"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8"
    5,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,             2613,             2622,             2617,             2608,             2645,             2668
    5,      1,     348543,          0,     348543,  22.097445,                0,           333733,                0,             2292,             2529,             2477,             2507,             2519,             2486
    5,      2,     370853,          0,     370853,   1.064009,                0,           303852,            53003,             2007,             2427,             2388,             2382,             2439,             2355
    5,      3,     360203,          0,     360203,   0.971282,                0,           277853,            69122,             1731,             2348,             2246,             2284,             2345,             2274
    5,      4,     331946,          0,     331946,   0.921553,                0,           235345,            84085,             1473,             2234,             2174,             2212,             2222,             2201
    5,      5,     122171,          0,     122171,   0.368045,                0,            16802,            93760,             1222,             2052,             2068,             2102,             2097,             2068
    5,      6,      76579,          0,      76579,   0.626818,                0,                0,            65870,              971,             1914,             1994,             1928,             1964,             1938
    5,      7,      73015,          0,      73015,   0.953460,                0,                0,            63217,              758,             1794,             1820,             1775,             1860,             1791
    5,      8,      72112,          0,      72112,   0.987633,                0,                0,            63217,              576,             1661,             1662,             1629,             1710,             1657
    5,      9,      71333,          0,      71333,   0.989197,                0,                0,            63217,              400,             1536,             1566,             1500,             1556,             1558
    5,     10,      70641,          0,      70641,   0.990299,                0,                0,            63217,              250,             1438,             1461,             1416,             1413,             1446
    5,     11,      68776,          0,      68776,   0.973599,                0,                0,            61884,              140,             1348,             1370,             1334,             1342,             1358
    5,     12,      68311,          0,      68311,   0.993239,                0,                0,            41323,            20561,             1304,             1307,             1266,             1280,             1270
    5,     13,     221924,          0,     221924,   3.248730,                0,           154847,            23214,            37792,             1144,             1256,             1225,             1224,             1222
    5,     14,     235009,          0,     235009,   1.058962,                0,           144988,            31568,            52718,              994,             1215,             1167,             1170,             1189
    5,     15,     228461,          0,     228461,   0.972137,                0,           132749,            33003,            57316,              849,             1190,             1097,             1128,             1129
    5,     16,     206631,          0,     206631,   0.904448,                0,           106755,            40239,            54570,              714,             1136,             1061,             1075,             1081
    5,     17,      99660,          0,      99660,   0.482309,                0,                0,            43582,            51431,              590,             1043,             1003,             1001,             1010
    5,     18,      78811,          0,      78811,   0.790799,                0,                0,            26574,            48048,              472,              937,              941,              904,              935
    5,     19,      75134,          0,      75134,   0.953344,                0,                0,            26574,            44774,              359,              869,              864,              821,              873
    5,     20,      71624,          0,      71624,   0.953283,                0,                0,            26574,            41609,              286,              788,              804,              754,              809
    5,     21,      68478,          0,      68478,   0.956076,                0,                0,            26574,            38798,              198,              731,              744,              698,              735
    5,     22,      65705,          0,      65705,   0.959505,                0,                0,            26574,            36286,              122,              686,              702,              661,              674
    5,     23,      62582,          0,      62582,   0.952469,                0,                0,            25850,            34116,               72,              638,              648,              616,              642
    5,     24,      60713,          0,      60713,   0.970135,                0,                0,            16239,            31724,            10298,              616,              631,              575,              630
    5,     25,     129887,          0,     129887,   2.139361,                0,            71201,             7443,            30181,            18766,              543,              598,              560,              595
