"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2"
    5,      0,      15773,          0,      15773,   1.000000,                0,             5235,            10538
    5,     12,      68311,          0,      68311,   4.330882,            41323,            21865,             5123
    5,     24,      60713,          0,      60713,   0.888773,            16239,            42022,             2452
    5,     36,      43177,          0,      43177,   0.711166,             7990,            29177,             6010
    5,     48,      30870,          0,      30870,   0.714964,             6068,            14341,            10461
    5,     60,      32807,          0,      32807,   1.062747,            11507,            13106,             8194
    5,     72,      40047,          0,      40047,   1.220685,            15296,            18892,             5859
    5,     84,      45134,          0,      45134,   1.127026,            16311,            24010,             4813
    5,     96,      38516,          0,      38516,   0.853370,             9549,            23493,             5474
    5,    108,      31624,          0,      31624,   0.821061,             7583,            17440,             6601
    5,    120,      31218,          0,      31218,   0.987162,            10301,            14216,             6701
    5,    132,      33623,          0,      33623,   1.077039,            11485,            16578,             5560
    5,    144,      34289,          0,      34289,   1.019808,            11304,            18346,             4639
    5,    156,      31785,          0,      31785,   0.926974,             9501,            17390,             4894
    5,    168,      29710,          0,      29710,   0.934718,             8709,            15795,             5206
    5,    180,      28211,          0,      28211,   0.949546,             8285,            14793,             5133
    5,    192,      29803,          0,      29803,   1.056432,             9799,            14868,             5136
    5,    204,      30810,          0,      30810,   1.033789,            10041,            15884,             4885
    5,    216,      31231,          0,      31231,   1.013664,            10190,            16317,             4724
    5,    228,      29412,          0,      29412,   0.941757,             8496,            16164,             4752
    5,    240,      28370,          0,      28370,   0.964572,             8719,            14756,             4895
    5,    252,      26793,          0,      26793,   0.944413,             7509,            14444,             4840
    5,    264,      28062,          0,      28062,   1.047363,             9145,            14353,             4564
    5,    276,      28647,          0,      28647,   1.020847,             9142,            14882,             4623
    5,    288,      27943,          0,      27943,   0.975425,             8675,            14966,             4302
    5,    300,      27439,          0,      27439,   0.981963,             8373,            14562,             4504
    5,    312,      27087,          0,      27087,   0.987172,             8425,            14105,             4557
    5,    324,      27501,          0,      27501,   1.015284,             8817,            14181,             4503
    5,    336,      28088,          0,      28088,   1.021345,             9113,            14428,             4547
    5,    348,      28377,          0,      28377,   1.010289,             8949,            14900,             4528
    5,    360,      29079,          0,      29079,   1.024738,             9263,            15193,             4623
    5,    372,      29161,          0,      29161,   1.002820,             8921,            15401,             4839
    5,    384,      29417,          0,      29417,   1.008779,             9378,            15213,             4826
    5,    396,      29341,          0,      29341,   0.997416,             9199,            15335,             4807
    5,    408,      29556,          0,      29556,   1.007328,             9269,            15560,             4727
    5,    420,      30395,          0,      30395,   1.028387,             9650,            15751,             4994
    5,    432,      31283,          0,      31283,   1.029215,            10057,            16135,             5091
    5,    444,      31959,          0,      31959,   1.021609,             9919,            16784,             5256
    5,    456,      32830,          0,      32830,   1.027254,            10508,            17004,             5318
    5,    468,      33578,          0,      33578,   1.022784,            10795,            17322,             5461
    5,    480,      34581,          0,      34581,   1.029871,            10994,            18026,             5561
    5,    492,      35705,          0,      35705,   1.032503,            11284,            18753,             5668
