"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8"
    3,      0,      15773,          0,      15773,   1.000000,                0,                0,                0,             2658,             2596,             2662,             2617,             2625,             2615
    3,      1,     351911,          0,     351911,  22.310974,                0,           337007,                0,             2354,             2492,             2539,             2536,             2475,             2508
    3,      2,     377996,          0,     377996,   1.074124,                0,           310245,            53598,             2052,             2442,             2398,             2473,             2353,             2435
    3,      3,     369598,          0,     369598,   0.977783,                0,           285415,            70758,             1767,             2349,             2327,             2360,             2292,             2330
    3,      4,     342371,          0,     342371,   0.926333,                0,           243584,            86115,             1495,             2240,             2228,             2269,             2203,             2237
    3,      5,     127038,          0,     127038,   0.371054,                0,            18729,            96547,             1237,             2126,             2091,             2141,             2089,             2078
    3,      6,      78695,          0,      78695,   0.619460,                0,                0,            67875,             1034,             1956,             1940,             2006,             1934,             1950
    3,      7,      74723,          0,      74723,   0.949527,                0,                0,            64893,              774,             1866,             1773,             1797,             1780,             1840
    3,      8,      73823,          0,      73823,   0.987956,                0,                0,            64893,              571,             1714,             1647,             1662,             1629,             1707
    3,      9,      72983,          0,      72983,   0.988621,                0,                0,            64893,              407,             1569,             1483,             1537,             1541,             1553
    3,     10,      72226,          0,      72226,   0.989628,                0,                0,            64893,              272,             1441,             1365,             1415,             1415,             1425
    3,     11,      70371,          0,      70371,   0.974317,                0,                0,            63574,              139,             1371,             1299,             1309,             1344,             1335
    3,     12,      69875,          0,      69875,   0.992952,                0,                0,            42777,            20797,             1311,             1248,             1228,             1258,             1256
    3,     13,     221180,          0,     221180,   3.165367,                0,           152481,            23714,            39029,             1166,             1209,             1178,             1200,             1203
    3,     14,     231168,          0,     231168,   1.045158,                0,           140220,            31188,            54159,             1018,             1163,             1135,             1152,             1133
    3,     15,     225856,          0,     225856,   0.977021,                0,           129694,            31991,            58908,              878,             1104,             1099,             1090,             1092
    3,     16,     204310,          0,     204310,   0.904603,                0,           103921,            39397,            56043,              744,             1067,             1051,             1040,             1047
    3,     17,     100049,          0,     100049,   0.489692,                0,                0,            42542,            52922,              612,             1003,             1000,              994,              976
    3,     18,      79561,          0,      79561,   0.795220,                0,                0,            26046,            49348,              508,              918,              929,              912,              900
    3,     19,      75728,          0,      75728,   0.951823,                0,                0,            26046,            45919,              402,              864,              849,              826,              822
    3,     20,      72044,          0,      72044,   0.951352,                0,                0,            26046,            42619,              311,              801,              769,              760,              738
    3,     21,      68763,          0,      68763,   0.954458,                0,                0,            26046,            39647,              218,              755,              698,              707,              692
    3,     22,      65859,          0,      65859,   0.957768,                0,                0,            26046,            37033,              152,              696,              637,              665,              630
    3,     23,      62601,          0,      62601,   0.950531,                0,                0,            25271,            34780,               75,              661,              598,              621,              595
    3,     24,      60663,          0,      60663,   0.969042,                0,                0,            15834,            32256,            10222,              642,              573,              579,              557
    3,     25,     127779,          0,     127779,   2.106375,                0,            69171,             7403,            29822,            19165,              575,              551,              553,              539
    3,     26,     131224,          0,     131224,   1.026961,                0,            63815,            10839,            27755,            26726,              499,              535,              536,              519
    3,     27,     127689,          0,     127689,   0.973061,                0,            59012,            14440,            23186,            29076,              427,              510,              528,              510
    3,     28,     118065,          0,     118065,   0.924629,                0,            48536,            17633,            22156,            27890,              371,              486,              502,              491
    3,     29,      72970,          0,      72970,   0.618049,                0,             4491,            19425,            20917,            26423,              304,              466,              483,              461
    3,     30,      58965,          0,      58965,   0.808072,                0,                0,            12999,            19603,            24799,              251,              434,              452,              427
    3,     31,      54980,          0,      54980,   0.932418,                0,                0,            12368,            18179,            23017,              191,              411,              421,              393
    3,     32,      51991,          0,      51991,   0.945635,                0,                0,            12368,            16893,            21458,              147,              379,              374,              372
    3,     33,      49267,          0,      49267,   0.947606,                0,                0,            12368,            15755,            19996,              104,              350,              348,              346
    3,     34,      46844,          0,      46844,   0.950819,                0,                0,            12368,            14770,            18660,               67,              322,              323,              334
    3,     35,      44583,          0,      44583,   0.951733,                0,                0,            12159,            13889,            17577,               33,              312,              309,              304
    3,     36,      42924,          0,      42924,   0.962789,                0,                0,             7876,            12712,            16350,             5098,              297,              295,              296
    3,     37,      99534,          0,      99534,   2.318843,                0,            58112,             3950,            11914,            15046,             9696,              262,              280,              274
    3,     38,     102775,          0,     102775,   1.032562,                0,            53442,             9988,            11118,            13955,            13519,              224,              272,              257
    3,     39,      98901,          0,      98901,   0.962306,                0,            48598,            12103,            11212,            11608,            14674,              201,              257,              248
    3,     40,      92033,          0,      92033,   0.930557,                0,            40837,            14710,            10708,            11081,            14037,              178,              246,              236
    3,     41,      50662,          0,      50662,   0.550476,                0,                0,            16327,            10104,            10441,            13199,              143,              229,              219
    3,     42,      41765,          0,      41765,   0.824385,                0,                0,             9729,             9460,             9784,            12261,              120,              208,              203
    3,     43,      39374,          0,      39374,   0.942751,                0,                0,             9729,             8773,             9073,            11326,               91,              183,              199
    3,     44,      37215,          0,      37215,   0.945167,                0,                0,             9729,             8166,             8457,            10452,               65,              161,              185
    3,     45,      35293,          0,      35293,   0.948354,                0,                0,             9729,             7572,             7907,             9718,               43,              151,              173
    3,     46,      33657,          0,      33657,   0.953645,                0,                0,             9729,             7091,             7424,             9084,               26,              144,              159
    3,     47,      31829,          0,      31829,   0.945687,                0,                0,             9406,             6653,             6994,             8479,               16,              133,              148
    3,     48,      30637,          0,      30637,   0.962550,                0,                0,             5891,             7670,             6358,             7950,             2498,              124,              146
    3,     49,     126194,          0,     126194,   4.119007,                0,            96684,             2744,             8565,             5825,             7446,             4682,              112,              136
    3,     50,     140050,          0,     140050,   1.109799,                0,            96158,            15497,             9284,             5488,             6897,             6502,               97,              127
    3,     51,     143174,          0,     143174,   1.022306,                0,            94611,            21385,             8619,             5515,             5808,             7036,               87,              113
    3,     52,     134190,          0,     134190,   0.937251,                0,            80780,            27414,             8251,             5278,             5544,             6739,               75,              109
    3,     53,      81393,          0,      81393,   0.606550,                0,            25946,            30832,             7840,             4983,             5249,             6383,               65,               95
    3,     54,      40934,          0,      40934,   0.502918,                0,                0,            18030,             7360,             4647,             4877,             5880,               51,               89
    3,     55,      39209,          0,      39209,   0.957859,                0,                0,            18030,             6863,             4301,             4513,             5377,               41,               84
    3,     56,      37626,          0,      37626,   0.959627,                0,                0,            18030,             6371,             4011,             4157,             4949,               31,               77
    3,     57,      36208,          0,      36208,   0.962313,                0,                0,            18030,             5944,             3732,             3832,             4579,               21,               70
    3,     58,      35027,          0,      35027,   0.967383,                0,                0,            18030,             5567,             3493,             3588,             4265,               14,               70
    3,     59,      33442,          0,      33442,   0.954749,                0,                0,            17398,             5290,             3304,             3380,             3993,                8,               69
    3,     60,      32598,          0,      32598,   0.974762,                0,                0,            11378,             9192,             3923,             3079,             3733,             1227,               66
    3,     61,     168290,          0,     168290,   5.162587,                0,           136622,             5741,            12840,             4367,             2861,             3591,             2208,               60
    3,     62,     185920,          0,     185920,   1.104760,                0,           133530,            21763,            16664,             4744,             2739,             3377,             3050,               53
    3,     63,     188560,          0,     188560,   1.014200,                0,           128930,            30162,            16066,             4438,             2777,             2820,             3317,               50
    3,     64,     169581,          0,     169581,   0.899348,                0,           103918,            37535,            15307,             4220,             2668,             2707,             3180,               46
    3,     65,      67543,          0,      67543,   0.398293,                0,                0,            40994,            14472,             3961,             2516,             2567,             2994,               39
    3,     66,      49330,          0,      49330,   0.730350,                0,                0,            24522,            13546,             3724,             2341,             2368,             2797,               32
    3,     67,      47491,          0,      47491,   0.962720,                0,                0,            24522,            12577,             3463,             2161,             2196,             2546,               26
    3,     68,      45855,          0,      45855,   0.965551,                0,                0,            24522,            11696,             3251,             1993,             2041,             2334,               18
    3,     69,      44370,          0,      44370,   0.967615,                0,                0,            24522,            10911,             3025,             1844,             1902,             2154,               12
    3,     70,      43102,          0,      43102,   0.971422,                0,                0,            24522,            10222,             2859,             1722,             1785,             1985,                7
    3,     71,      41462,          0,      41462,   0.961951,                0,                0,            23994,             9638,             2709,             1603,             1669,             1845,                4
    3,     72,      40620,          0,      40620,   0.979692,                0,                0,            15571,            14592,             4660,             1952,             1521,             1782,              542
    3,     73,     171919,          0,     171919,   4.232373,                0,           132395,             7435,            19185,             6524,             2230,             1397,             1737,             1016
    3,     74,     193644,          0,     193644,   1.126368,                0,           134229,            21084,            23030,             8436,             2464,             1347,             1672,             1382
    3,     75,     198722,          0,     198722,   1.026223,                0,           132354,            29522,            22144,             8142,             2283,             1370,             1401,             1506
    3,     76,     179227,          0,     179227,   0.901898,                0,           106366,            37811,            21067,             7743,             2174,             1309,             1334,             1423
    3,     77,      74618,          0,      74618,   0.416332,                0,                0,            41450,            19975,             7338,             2036,             1222,             1253,             1344
    3,     78,      55557,          0,      55557,   0.744552,                0,                0,            24589,            18646,             6850,             1912,             1149,             1161,             1250
    3,     79,      53390,          0,      53390,   0.960995,                0,                0,            24589,            17360,             6414,             1761,             1064,             1059,             1143
    3,     80,      51306,          0,      51306,   0.960966,                0,                0,            24589,            16140,             5920,             1631,              981,              990,             1055
    3,     81,      49348,          0,      49348,   0.961837,                0,                0,            24589,            14998,             5499,             1497,              892,              909,              964
    3,     82,      47731,          0,      47731,   0.967233,                0,                0,            24589,            14013,             5158,             1394,              838,              845,              894
    3,     83,      45979,          0,      45979,   0.963294,                0,                0,            24174,            13219,             4867,             1299,              790,              797,              833
    3,     84,      44675,          0,      44675,   0.971639,                0,                0,            15841,            16664,             7383,             2279,              957,              708,              843
    3,     85,     145197,          0,     145197,   3.250073,                0,           101921,             7684,            20063,             9693,             3275,             1058,              645,              858
    3,     86,     148576,          0,     148576,   1.023272,                0,            90793,            16075,            23228,            11630,             4251,             1159,              644,              796
    3,     87,     137697,          0,     137697,   0.926778,                0,            77150,            20759,            22231,            11114,             4056,             1074,              641,              672
    3,     88,     119570,          0,     119570,   0.868356,                0,            57241,            24349,            21222,            10607,             3880,             1031,              608,              632
    3,     89,      61431,          0,      61431,   0.513766,                0,                0,            25542,            20084,            10046,             3627,              966,              568,              598
    3,     90,      50151,          0,      50151,   0.816379,                0,                0,            16459,            18885,             9457,             3361,              901,              534,              554
    3,     91,      47774,          0,      47774,   0.952603,                0,                0,            16459,            17595,             8792,             3112,              827,              482,              507
    3,     92,      45546,          0,      45546,   0.953364,                0,                0,            16459,            16358,             8179,             2876,              762,              439,              473
    3,     93,      43486,          0,      43486,   0.954771,                0,                0,            16459,            15198,             7620,             2666,              707,              399,              437
    3,     94,      41762,          0,      41762,   0.960355,                0,                0,            16459,            14241,             7136,             2477,              664,              380,              405
    3,     95,      39785,          0,      39785,   0.952660,                0,                0,            15961,            13400,             6719,             2320,              636,              361,              388
    3,     96,      38470,          0,      38470,   0.966947,                0,                0,             9764,            14664,             8533,             3596,             1093,              465,              355
    3,     97,     115550,          0,     115550,   3.003639,                0,            78411,             4404,            15318,            10200,             4806,             1579,              518,              314
    3,     98,     117671,          0,     117671,   1.018356,                0,            69387,            12463,            15320,            11757,             5878,             2005,              559,              302
    3,     99,     113116,          0,     113116,   0.961290,                0,            62873,            15888,            14705,            11252,             5636,             1934,              527,              301
    3,    100,     104737,          0,     104737,   0.925926,                0,            52725,            19225,            14025,            10723,             5375,             1861,              510,              293
    3,    101,      51977,          0,      51977,   0.496262,                0,                0,            21106,            13219,            10085,             5058,             1752,              479,              278
    3,    102,      41616,          0,      41616,   0.800662,                0,                0,            12741,            12398,             9448,             4684,             1633,              452,              260
    3,    103,      39535,          0,      39535,   0.949995,                0,                0,            12741,            11545,             8787,             4290,             1515,              413,              244
    3,    104,      37588,          0,      37588,   0.950752,                0,                0,            12741,            10779,             8159,             3916,             1394,              376,              223
    3,    105,      35776,          0,      35776,   0.951793,                0,                0,            12741,             9990,             7575,             3633,             1287,              343,              207
    3,    106,      34295,          0,      34295,   0.958604,                0,                0,            12741,             9417,             7084,             3360,             1187,              309,              197
    3,    107,      32818,          0,      32818,   0.956932,                0,                0,            12537,             8847,             6695,             3164,             1102,              285,              188
    3,    108,      31750,          0,      31750,   0.967457,                0,                0,             7661,            10092,             7439,             4102,             1751,              495,              210
    3,    109,     113667,          0,     113667,   3.580063,                0,            83005,             3486,            11127,             7760,             5035,             2279,              735,              240
    3,    110,     121389,          0,     121389,   1.067935,                0,            78623,            13233,            12003,             7691,             5876,             2737,              970,              256
    3,    111,     120575,          0,     120575,   0.993294,                0,            74553,            17742,            11503,             7342,             5636,             2642,              922,              235
    3,    112,     111440,          0,     111440,   0.924238,                0,            62290,            22164,            10962,             6992,             5390,             2543,              873,              226
    3,    113,      49978,          0,      49978,   0.448475,                0,                0,            24548,            10345,             6590,             5064,             2401,              821,              209
    3,    114,      39510,          0,      39510,   0.790548,                0,                0,            15668,             9722,             6203,             4728,             2232,              758,              199
    3,    115,      37788,          0,      37788,   0.956416,                0,                0,            15668,             9059,             5751,             4355,             2069,              698,              188
    3,    116,      36149,          0,      36149,   0.956626,                0,                0,            15668,             8383,             5358,             4017,             1905,              640,              178
    3,    117,      34620,          0,      34620,   0.957703,                0,                0,            15668,             7816,             4932,             3680,             1753,              605,              166
    3,    118,      33387,          0,      33387,   0.964385,                0,                0,            15668,             7310,             4642,             3412,             1631,              570,              154
    3,    119,      32081,          0,      32081,   0.960883,                0,                0,            15406,             6889,             4367,             3219,             1519,              533,              148
    3,    120,      31173,          0,      31173,   0.971697,                0,                0,            10166,             9331,             5043,             3617,             1925,              837,              254
    3,    121,     133844,          0,     133844,   4.293587,                0,           103590,             5386,            11648,             5566,             3813,             2388,             1095,              358
    3,    122,     147824,          0,     147824,   1.104450,                0,           102107,            17349,            13933,             6027,             3842,             2784,             1314,              468
    3,    123,     150386,          0,     150386,   1.017331,                0,            99176,            23032,            14320,             5805,             3699,             2643,             1271,              440
    3,    124,     136412,          0,     136412,   0.907079,                0,            80590,            28817,            13759,             5555,             3539,             2520,             1218,              414
    3,    125,      56242,          0,      56242,   0.412295,                0,                0,            30902,            12936,             5219,             3303,             2362,             1135,              385
    3,    126,      42125,          0,      42125,   0.748995,                0,                0,            18395,            12158,             4895,             3062,             2197,             1063,              355
    3,    127,      40399,          0,      40399,   0.959027,                0,                0,            18395,            11296,             4553,             2826,             2024,              976,              329
    3,    128,      38856,          0,      38856,   0.961806,                0,                0,            18395,            10542,             4239,             2606,             1878,              901,              295
    3,    129,      37453,          0,      37453,   0.963892,                0,                0,            18395,             9826,             3979,             2420,             1742,              825,              266
    3,    130,      36237,          0,      36237,   0.967533,                0,                0,            18395,             9224,             3743,             2257,             1618,              752,              248
