"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    3,      0,      15773,          0,      15773,   1.000000,            15773,                0
    3,      1,      15773,          0,      15773,   1.000000,             8929,             6844
    3,      2,     351911,          0,     351911,  22.310974,           345651,             6260
    3,      3,     377996,          0,     377996,   1.074124,           372212,             5784
    3,      4,     369598,          0,     369598,   0.977783,           364710,             4888
    3,      5,     342371,          0,     342371,   0.926333,           342004,              367
    3,      6,     127038,          0,     127038,   0.371054,           127038,                0
    3,      7,      78695,          0,      78695,   0.619460,            78695,                0
    3,      8,      74723,          0,      74723,   0.949527,            74723,                0
    3,      9,      73823,          0,      73823,   0.987956,            73823,                0
    3,     10,      72983,          0,      72983,   0.988621,            72983,                0
    3,     11,      72226,          0,      72226,   0.989628,            72226,                0
    3,     12,      70371,          0,      70371,   0.974317,            70371,                0
    3,     13,      69875,          0,      69875,   0.992952,            66777,             3098
    3,     14,     221180,          0,     221180,   3.165367,           218328,             2852
    3,     15,     231168,          0,     231168,   1.045158,           228569,             2599
    3,     16,     225856,          0,     225856,   0.977021,           223791,             2065
    3,     17,     204310,          0,     204310,   0.904603,           204310,                0
    3,     18,     100049,          0,     100049,   0.489692,           100049,                0
    3,     19,      79561,          0,      79561,   0.795220,            79561,                0
    3,     20,      75728,          0,      75728,   0.951823,            75728,                0
    3,     21,      72044,          0,      72044,   0.951352,            72044,                0
    3,     22,      68763,          0,      68763,   0.954458,            68763,                0
    3,     23,      65859,          0,      65859,   0.957768,            65859,                0
    3,     24,      62601,          0,      62601,   0.950531,            62601,                0
    3,     25,      60663,          0,      60663,   0.969042,            59254,             1409
    3,     26,     127779,          0,     127779,   2.106375,           126475,             1304
    3,     27,     131224,          0,     131224,   1.026961,           130018,             1206
    3,     28,     127689,          0,     127689,   0.973061,           126701,              988
    3,     29,     118065,          0,     118065,   0.924629,           117978,               87
    3,     30,      72970,          0,      72970,   0.618049,            72970,                0
    3,     31,      58965,          0,      58965,   0.808072,            58965,                0
    3,     32,      54980,          0,      54980,   0.932418,            54980,                0
    3,     33,      51991,          0,      51991,   0.945635,            51991,                0
    3,     34,      49267,          0,      49267,   0.947606,            49267,                0
    3,     35,      46844,          0,      46844,   0.950819,            46844,                0
    3,     36,      44583,          0,      44583,   0.951733,            44583,                0
    3,     37,      42924,          0,      42924,   0.962789,            41433,             1491
    3,     38,      99534,          0,      99534,   2.318843,            98152,             1382
    3,     39,     102775,          0,     102775,   1.032562,           101510,             1265
    3,     40,      98901,          0,      98901,   0.962306,            97882,             1019
    3,     41,      92033,          0,      92033,   0.930557,            92033,                0
    3,     42,      50662,          0,      50662,   0.550476,            50662,                0
    3,     43,      41765,          0,      41765,   0.824385,            41765,                0
    3,     44,      39374,          0,      39374,   0.942751,            39374,                0
    3,     45,      37215,          0,      37215,   0.945167,            37215,                0
    3,     46,      35293,          0,      35293,   0.948354,            35293,                0
    3,     47,      33657,          0,      33657,   0.953645,            33657,                0
    3,     48,      31829,          0,      31829,   0.945687,            31829,                0
    3,     49,      30637,          0,      30637,   0.962550,            27949,             2688
    3,     50,     126194,          0,     126194,   4.119007,           123639,             2555
    3,     51,     140050,          0,     140050,   1.109799,           137655,             2395
    3,     52,     143174,          0,     143174,   1.022306,           141324,             1850
    3,     53,     134190,          0,     134190,   0.937251,           133605,              585
    3,     54,      81393,          0,      81393,   0.606550,            81393,                0
    3,     55,      40934,          0,      40934,   0.502918,            40934,                0
    3,     56,      39209,          0,      39209,   0.957859,            39209,                0
    3,     57,      37626,          0,      37626,   0.959627,            37626,                0
    3,     58,      36208,          0,      36208,   0.962313,            36208,                0
    3,     59,      35027,          0,      35027,   0.967383,            35027,                0
    3,     60,      33442,          0,      33442,   0.954749,            33442,                0
    3,     61,      32598,          0,      32598,   0.974762,            29281,             3317
    3,     62,     168290,          0,     168290,   5.162587,           165139,             3151
    3,     63,     185920,          0,     185920,   1.104760,           182935,             2985
    3,     64,     188560,          0,     188560,   1.014200,           186237,             2323
    3,     65,     169581,          0,     169581,   0.899348,           169581,                0
    3,     66,      67543,          0,      67543,   0.398293,            67543,                0
    3,     67,      49330,          0,      49330,   0.730350,            49330,                0
    3,     68,      47491,          0,      47491,   0.962720,            47491,                0
    3,     69,      45855,          0,      45855,   0.965551,            45855,                0
    3,     70,      44370,          0,      44370,   0.967615,            44370,                0
    3,     71,      43102,          0,      43102,   0.971422,            43102,                0
    3,     72,      41462,          0,      41462,   0.961951,            41462,                0
    3,     73,      40620,          0,      40620,   0.979692,            37705,             2915
    3,     74,     171919,          0,     171919,   4.232373,           169133,             2786
    3,     75,     193644,          0,     193644,   1.126368,           191026,             2618
    3,     76,     198722,          0,     198722,   1.026223,           196649,             2073
    3,     77,     179227,          0,     179227,   0.901898,           179227,                0
    3,     78,      74618,          0,      74618,   0.416332,            74618,                0
    3,     79,      55557,          0,      55557,   0.744552,            55557,                0
    3,     80,      53390,          0,      53390,   0.960995,            53390,                0
    3,     81,      51306,          0,      51306,   0.960966,            51306,                0
    3,     82,      49348,          0,      49348,   0.961837,            49348,                0
    3,     83,      47731,          0,      47731,   0.967233,            47731,                0
    3,     84,      45979,          0,      45979,   0.963294,            45979,                0
    3,     85,      44675,          0,      44675,   0.971639,            42526,             2149
    3,     86,     145197,          0,     145197,   3.250073,           143324,             1873
    3,     87,     148576,          0,     148576,   1.023272,           147007,             1569
    3,     88,     137697,          0,     137697,   0.926778,           136525,             1172
    3,     89,     119570,          0,     119570,   0.868356,           119570,                0
    3,     90,      61431,          0,      61431,   0.513766,            61431,                0
    3,     91,      50151,          0,      50151,   0.816379,            50151,                0
    3,     92,      47774,          0,      47774,   0.952603,            47774,                0
    3,     93,      45546,          0,      45546,   0.953364,            45546,                0
    3,     94,      43486,          0,      43486,   0.954771,            43486,                0
    3,     95,      41762,          0,      41762,   0.960355,            41762,                0
    3,     96,      39785,          0,      39785,   0.952660,            39785,                0
    3,     97,      38470,          0,      38470,   0.966947,            36630,             1840
    3,     98,     115550,          0,     115550,   3.003639,           113911,             1639
    3,     99,     117671,          0,     117671,   1.018356,           116233,             1438
    3,    100,     113116,          0,     113116,   0.961290,           111949,             1167
    3,    101,     104737,          0,     104737,   0.925926,           104737,                0
    3,    102,      51977,          0,      51977,   0.496262,            51977,                0
    3,    103,      41616,          0,      41616,   0.800662,            41616,                0
    3,    104,      39535,          0,      39535,   0.949995,            39535,                0
    3,    105,      37588,          0,      37588,   0.950752,            37588,                0
    3,    106,      35776,          0,      35776,   0.951793,            35776,                0
    3,    107,      34295,          0,      34295,   0.958604,            34295,                0
    3,    108,      32818,          0,      32818,   0.956932,            32818,                0
    3,    109,      31750,          0,      31750,   0.967457,            29731,             2019
    3,    110,     113667,          0,     113667,   3.580063,           111783,             1884
    3,    111,     121389,          0,     121389,   1.067935,           119667,             1722
    3,    112,     120575,          0,     120575,   0.993294,           119180,             1395
    3,    113,     111440,          0,     111440,   0.924238,           111440,                0
    3,    114,      49978,          0,      49978,   0.448475,            49978,                0
    3,    115,      39510,          0,      39510,   0.790548,            39510,                0
    3,    116,      37788,          0,      37788,   0.956416,            37788,                0
    3,    117,      36149,          0,      36149,   0.956626,            36149,                0
    3,    118,      34620,          0,      34620,   0.957703,            34620,                0
    3,    119,      33387,          0,      33387,   0.964385,            33387,                0
    3,    120,      32081,          0,      32081,   0.960883,            32081,                0
    3,    121,      31173,          0,      31173,   0.971697,            28682,             2491
    3,    122,     133844,          0,     133844,   4.293587,           131501,             2343
    3,    123,     147824,          0,     147824,   1.104450,           145639,             2185
    3,    124,     150386,          0,     150386,   1.017331,           148643,             1743
    3,    125,     136412,          0,     136412,   0.907079,           136412,                0
    3,    126,      56242,          0,      56242,   0.412295,            56242,                0
    3,    127,      42125,          0,      42125,   0.748995,            42125,                0
    3,    128,      40399,          0,      40399,   0.959027,            40399,                0
    3,    129,      38856,          0,      38856,   0.961806,            38856,                0
    3,    130,      37453,          0,      37453,   0.963892,            37453,                0
    3,    131,      36237,          0,      36237,   0.967533,            36237,                0
    3,    132,      34527,          0,      34527,   0.952811,            34527,                0
    3,    133,      33554,          0,      33554,   0.971819,            31322,             2232
    3,    134,     130344,          0,     130344,   3.884604,           128288,             2056
    3,    135,     140925,          0,     140925,   1.081177,           139044,             1881
    3,    136,     140015,          0,     140015,   0.993543,           138472,             1543
    3,    137,     127648,          0,     127648,   0.911674,           127639,                9
    3,    138,      56379,          0,      56379,   0.441676,            56379,                0
    3,    139,      42420,          0,      42420,   0.752408,            42420,                0
    3,    140,      40574,          0,      40574,   0.956483,            40574,                0
    3,    141,      38882,          0,      38882,   0.958298,            38882,                0
    3,    142,      37290,          0,      37290,   0.959056,            37290,                0
