"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5"
    1,      0,      15773,          0,      15773,   1.000000,            15773,                0,                0,                0,                0,                0
    1,      1,    5274309,          0,    5274309,  334.388458,          5263861,                0,              430,                0,                0,            10018
    1,      2,    5193700,          0,    5193700,   0.984717,          5183711,                0,              171,                0,                0,             9818
    1,      3,    4847149,          0,    4847149,   0.933275,          4837563,                0,              195,                0,                0,             9391
    1,      4,    4118430,          0,    4118430,   0.849660,          4109235,                0,             1179,                0,                0,             8016
    1,      5,     643021,          0,     643021,   0.156133,           634257,                0,             8054,                0,                0,              710
    1,      6,     124680,          0,     124680,   0.193897,           116394,                0,             8286,                0,                0,                0
    1,      7,      77342,          0,      77342,   0.620324,            69611,                0,             7731,                0,                0,                0
    1,      8,      73404,          0,      73404,   0.949083,            66202,                0,             7202,                0,                0,                0
    1,      9,      72505,          0,      72505,   0.987753,            65846,                0,             6659,                0,                0,                0
    1,     10,      71651,          0,      71651,   0.988222,            65546,                0,             6105,                0,                0,                0
    1,     11,      70958,          0,      70958,   0.990328,            65315,                0,             4919,                0,                0,              724
    1,     12,      69196,          0,      69196,   0.975168,            63821,                0,             1970,                0,                0,             3405
    1,     13,    2478487,          0,    2478487,  35.818356,          2473378,                0,              391,                0,                0,             4718
    1,     14,    2446231,          0,    2446231,   0.986986,          2441342,                0,              153,                0,                0,             4736
    1,     15,    2290638,          0,    2290638,   0.936395,          2285933,                0,              211,                0,                0,             4494
    1,     16,    1864083,          0,    1864083,   0.813783,          1859600,                0,              840,                0,                0,             3643
    1,     17,     201332,          0,     201332,   0.108006,           197037,                0,             4295,                0,                0,                0
    1,     18,      97543,          0,      97543,   0.484488,            93501,                0,             4042,                0,                0,                0
    1,     19,      77236,          0,      77236,   0.791815,            73485,                0,             3751,                0,                0,                0
    1,     20,      73200,          0,      73200,   0.947745,            69722,                0,             3478,                0,                0,                0
    1,     21,      69574,          0,      69574,   0.950464,            66377,                0,             3197,                0,                0,                0
    1,     22,      66312,          0,      66312,   0.953115,            63367,                0,             2945,                0,                0,                0
    1,     23,      63329,          0,      63329,   0.955016,            60615,                0,             2714,                0,                0,                0
    1,     24,      60164,          0,      60164,   0.950023,            57626,                0,             1026,                0,                0,             1512
    1,     25,    1174026,          0,    1174026,  19.513762,          1171596,                0,              287,                0,                0,             2143
    1,     26,    1160521,          0,    1160521,   0.988497,          1158236,                0,              100,                0,                0,             2185
    1,     27,    1076267,          0,    1076267,   0.927400,          1074126,                0,              104,                0,                0,             2037
    1,     28,     858764,          0,     858764,   0.797910,           856778,                0,              457,                0,                0,             1529
    1,     29,     194843,          0,     194843,   0.226888,           192973,                0,             1712,                0,                0,              158
    1,     30,      69908,          0,      69908,   0.358791,            68183,                0,             1725,                0,                0,                0
    1,     31,      55703,          0,      55703,   0.796804,            54149,                0,             1554,                0,                0,                0
    1,     32,      51512,          0,      51512,   0.924762,            50098,                0,             1414,                0,                0,                0
    1,     33,      48400,          0,      48400,   0.939587,            47129,                0,             1271,                0,                0,                0
    1,     34,      45638,          0,      45638,   0.942934,            44480,                0,             1158,                0,                0,                0
    1,     35,      43249,          0,      43249,   0.947653,            42203,                0,             1046,                0,                0,                0
    1,     36,      41052,          0,      41052,   0.949201,            40107,                0,              509,                0,                0,              436
    1,     37,     908105,          0,     908105,  22.120846,           902905,                0,              345,                0,                0,             4855
    1,     38,     902487,          0,     902487,   0.993814,           893514,                0,              174,                0,                0,             8799
    1,     39,     837311,          0,     837311,   0.927782,           825097,                0,              922,                0,                0,            11292
    1,     40,     717797,          0,     717797,   0.857265,           704718,                0,             2837,                0,                0,            10242
    1,     41,      86013,          0,      86013,   0.119829,            73538,                0,            12475,                0,                0,                0
