"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      2,         10,          0,         10,   1.000000,                5,                5
    1,     14,         79,          0,         79,   7.900000,               63,               16
    1,     26,        121,          0,        121,   1.531646,               89,               32
    1,     38,        225,          0,        225,   1.859504,              134,               91
    1,     50,        617,          0,        617,   2.742222,              473,              144
    1,     62,       1034,          0,       1034,   1.675851,              678,              356
    1,     74,       2411,          0,       2411,   2.331722,             1775,              636
    1,     86,       4551,          0,       4551,   1.887599,             3142,             1409
    1,     98,      10018,          0,      10018,   2.201274,             7055,             2963
    1,    110,      20435,          0,      20435,   2.039828,            14572,             5863
    1,    122,      41698,          0,      41698,   2.040519,            29235,            12463
    1,    134,      86926,          0,      86926,   2.084656,            61194,            25732
    1,    146,     174952,          0,     174952,   2.012655,           122562,            52390
    1,    158,     370097,          0,     370097,   2.115420,           258132,           111965
    1,    170,     769130,          0,     769130,   2.078185,           532873,           236257
    1,    182,    1505218,          0,    1505218,   1.957040,          1024319,           480899
    1,    194,    3027781,          0,    3027781,   2.011523,          2026961,          1000820
    1,    206,    5388232,          0,    5388232,   1.779598,          3469663,          1918569
    1,    218,    7972492,          0,    7972492,   1.479612,          4878889,          3093603
    1,    230,   11035054,          0,   11035054,   1.384141,          6570024,          4465030
    1,    242,   13350217,          0,   13350217,   1.209801,          7611885,          5738332
    1,    254,   17299375,          0,   17299375,   1.295812,         10121206,          7178169
