"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      1,         10,          0,         10,   1.000000,               10,                0
    1,      2,         88,          0,         88,   8.800000,               88,                0
    1,      3,         88,          0,         88,   1.000000,               88,                0
    1,      4,         88,          0,         88,   1.000000,               88,                0
    1,      5,         88,          0,         88,   1.000000,               88,                0
    1,      6,         88,          0,         88,   1.000000,               88,                0
    1,      7,         88,          0,         88,   1.000000,               88,                0
    1,      8,         88,          0,         88,   1.000000,               88,                0
    1,      9,         88,          0,         88,   1.000000,               88,                0
    1,     10,         88,          0,         88,   1.000000,               88,                0
    1,     11,         88,          0,         88,   1.000000,               88,                0
    1,     12,         88,          0,         88,   1.000000,               88,                0
    1,     13,         79,          0,         79,   0.897727,               79,                0
    1,     14,        271,          0,        271,   3.430380,              271,                0
    1,     15,        260,          0,        260,   0.959410,              260,                0
    1,     16,        253,          0,        253,   0.973077,              253,                0
    1,     17,        233,          0,        233,   0.920949,              233,                0
    1,     18,        208,          0,        208,   0.892704,              208,                0
    1,     19,        185,          0,        185,   0.889423,              185,                0
    1,     20,        173,          0,        173,   0.935135,              173,                0
    1,     21,        153,          0,        153,   0.884393,              153,                0
    1,     22,        137,          0,        137,   0.895425,              137,                0
    1,     23,        127,          0,        127,   0.927007,              127,                0
    1,     24,        123,          0,        123,   0.968504,              123,                0
    1,     25,        121,          0,        121,   0.983740,              121,                0
    1,     26,        544,          0,        544,   4.495868,              544,                0
    1,     27,        517,          0,        517,   0.950368,              517,                0
    1,     28,        499,          0,        499,   0.965184,              499,                0
    1,     29,        474,          0,        474,   0.949900,              473,                1
    1,     30,        430,          0,        430,   0.907173,              430,                0
    1,     31,        387,          0,        387,   0.900000,              387,                0
    1,     32,        340,          0,        340,   0.878553,              340,                0
    1,     33,        308,          0,        308,   0.905882,              308,                0
    1,     34,        285,          0,        285,   0.925325,              285,                0
    1,     35,        258,          0,        258,   0.905263,              258,                0
    1,     36,        240,          0,        240,   0.930233,              240,                0
    1,     37,        225,          0,        225,   0.937500,              225,                0
    1,     38,       1533,          0,       1533,   6.813334,             1532,                1
    1,     39,       1463,          0,       1463,   0.954338,             1459,                4
    1,     40,       1373,          0,       1373,   0.938483,             1372,                1
    1,     41,       1266,          0,       1266,   0.922068,             1266,                0
    1,     42,       1152,          0,       1152,   0.909953,             1151,                1
    1,     43,       1022,          0,       1022,   0.887153,             1022,                0
    1,     44,        906,          0,        906,   0.886497,              906,                0
    1,     45,        823,          0,        823,   0.908388,              823,                0
    1,     46,        751,          0,        751,   0.912515,              751,                0
    1,     47,        690,          0,        690,   0.918775,              688,                2
    1,     48,        636,          0,        636,   0.921739,              636,                0
    1,     49,        617,          0,        617,   0.970126,              617,                0
    1,     50,       2396,          0,       2396,   3.883306,             2379,               17
    1,     51,       2295,          0,       2295,   0.957846,             2291,                4
    1,     52,       2189,          0,       2189,   0.953813,             2186,                3
    1,     53,       2032,          0,       2032,   0.928278,             2028,                4
    1,     54,       1855,          0,       1855,   0.912894,             1855,                0
    1,     55,       1690,          0,       1690,   0.911051,             1689,                1
    1,     56,       1506,          0,       1506,   0.891124,             1506,                0
    1,     57,       1342,          0,       1342,   0.891102,             1342,                0
    1,     58,       1239,          0,       1239,   0.923249,             1235,                4
    1,     59,       1150,          0,       1150,   0.928168,             1142,                8
    1,     60,       1082,          0,       1082,   0.940870,             1078,                4
    1,     61,       1038,          0,       1038,   0.959335,             1034,                4
