"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,      15773,          0,      15773,   1.000000,            15773,                0
    1,      1,      15773,          0,      15773,   1.000000,             9027,             6746
    1,      2,     345282,          0,     345282,  21.890699,           339090,             6192
    1,      3,     370650,          0,     370650,   1.073470,           364951,             5699
    1,      4,     363662,          0,     363662,   0.981147,           358922,             4740
    1,      5,     332625,          0,     332625,   0.914654,           332238,              387
    1,      6,     124680,          0,     124680,   0.374837,           124680,                0
    1,      7,      77342,          0,      77342,   0.620324,            77342,                0
    1,      8,      73404,          0,      73404,   0.949083,            73404,                0
    1,      9,      72505,          0,      72505,   0.987753,            72505,                0
    1,     10,      71651,          0,      71651,   0.988222,            71651,                0
    1,     11,      70958,          0,      70958,   0.990328,            70958,                0
    1,     12,      69196,          0,      69196,   0.975168,            69196,                0
    1,     13,      68757,          0,      68757,   0.993656,            65651,             3106
    1,     14,     218906,          0,     218906,   3.183763,           216035,             2871
    1,     15,     229484,          0,     229484,   1.048322,           226856,             2628
    1,     16,     223749,          0,     223749,   0.975009,           221659,             2090
    1,     17,     201332,          0,     201332,   0.899812,           201332,                0
    1,     18,      97543,          0,      97543,   0.484488,            97543,                0
    1,     19,      77236,          0,      77236,   0.791815,            77236,                0
    1,     20,      73200,          0,      73200,   0.947745,            73200,                0
    1,     21,      69574,          0,      69574,   0.950464,            69574,                0
    1,     22,      66312,          0,      66312,   0.953115,            66312,                0
    1,     23,      63329,          0,      63329,   0.955016,            63329,                0
    1,     24,      60164,          0,      60164,   0.950023,            60164,                0
    1,     25,      58182,          0,      58182,   0.967057,            56750,             1432
    1,     26,     126127,          0,     126127,   2.167801,           124803,             1324
    1,     27,     129895,          0,     129895,   1.029875,           128693,             1202
    1,     28,     125725,          0,     125725,   0.967897,           124803,              922
    1,     29,     112793,          0,     112793,   0.897141,           112692,              101
    1,     30,      69908,          0,      69908,   0.619790,            69908,                0
    1,     31,      55703,          0,      55703,   0.796804,            55703,                0
    1,     32,      51512,          0,      51512,   0.924762,            51512,                0
    1,     33,      48400,          0,      48400,   0.939587,            48400,                0
    1,     34,      45638,          0,      45638,   0.942934,            45638,                0
    1,     35,      43249,          0,      43249,   0.947653,            43249,                0
    1,     36,      41052,          0,      41052,   0.949201,            41052,                0
    1,     37,      39398,          0,      39398,   0.959710,            38019,             1379
    1,     38,      92653,          0,      92653,   2.351718,            91363,             1290
    1,     39,      96004,          0,      96004,   1.036167,            94819,             1185
    1,     40,      92798,          0,      92798,   0.966606,            91850,              948
    1,     41,      86013,          0,      86013,   0.926884,            86013,                0
    1,     42,      46305,          0,      46305,   0.538349,            46305,                0
    1,     43,      38067,          0,      38067,   0.822093,            38067,                0
    1,     44,      35786,          0,      35786,   0.940079,            35786,                0
    1,     45,      33714,          0,      33714,   0.942100,            33714,                0
    1,     46,      31848,          0,      31848,   0.944652,            31848,                0
    1,     47,      30277,          0,      30277,   0.950672,            30277,                0
    1,     48,      28357,          0,      28357,   0.936586,            28357,                0
    1,     49,      27233,          0,      27233,   0.960362,            24956,             2277
    1,     50,     109715,          0,     109715,   4.028752,           107548,             2167
    1,     51,     120906,          0,     120906,   1.102001,           118895,             2011
    1,     52,     123114,          0,     123114,   1.018262,           121551,             1563
    1,     53,     113852,          0,     113852,   0.924769,           113391,              461
    1,     54,      68074,          0,      68074,   0.597917,            68074,                0
    1,     55,      35488,          0,      35488,   0.521315,            35488,                0
    1,     56,      33790,          0,      33790,   0.952153,            33790,                0
    1,     57,      32305,          0,      32305,   0.956052,            32305,                0
    1,     58,      31052,          0,      31052,   0.961213,            31052,                0
    1,     59,      30006,          0,      30006,   0.966315,            30006,                0
    1,     60,      28517,          0,      28517,   0.950377,            28517,                0
    1,     61,      27766,          0,      27766,   0.973665,            24978,             2788
    1,     62,     142448,          0,     142448,   5.130303,           139806,             2642
    1,     63,     154946,          0,     154946,   1.087737,           152449,             2497
    1,     64,     157289,          0,     157289,   1.015121,           155313,             1976
