"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3"
    1,      0,       2217,          0,       2217,   1.000000,             2217,                0,                0,                0
    1,      1,       2217,          0,       2217,   1.000000,             1886,                4,              327,                0
    1,      2,       2217,          0,       2217,   1.000000,             1857,                5,              355,                0
    1,      3,       2217,          0,       2217,   1.000000,             1828,               14,              375,                0
    1,      4,       2217,          0,       2217,   1.000000,             1797,               17,              403,                0
    1,      5,       2217,          0,       2217,   1.000000,             1795,               19,              403,                0
    1,      6,       2217,          0,       2217,   1.000000,             1792,               24,              401,                0
    1,      7,       2217,          0,       2217,   1.000000,             1794,               23,              400,                0
    1,      8,       2217,          0,       2217,   1.000000,             1797,               23,              397,                0
    1,      9,       2217,          0,       2217,   1.000000,             1803,               22,              392,                0
    1,     10,       2217,          0,       2217,   1.000000,             1803,               24,              390,                0
    1,     11,       2217,          0,       2217,   1.000000,             1798,               25,              394,                0
    1,     12,       2217,          0,       2217,   1.000000,             1783,               26,              408,                0
    1,     13,       2217,          0,       2217,   1.000000,             1768,               28,              421,                0
    1,     14,       2217,          0,       2217,   1.000000,             1745,               28,              444,                0
    1,     15,       2217,          0,       2217,   1.000000,             1730,               41,              446,                0
    1,     16,       2217,          0,       2217,   1.000000,             1708,               38,              471,                0
    1,     17,       2217,          0,       2217,   1.000000,             1701,               42,              474,                0
    1,     18,       2217,          0,       2217,   1.000000,             1703,               45,              469,                0
    1,     19,       2217,          0,       2217,   1.000000,             1704,               44,              469,                0
    1,     20,       2217,          0,       2217,   1.000000,             1707,               43,              467,                0
    1,     21,       2217,          0,       2217,   1.000000,             1714,               39,              464,                0
    1,     22,       2217,          0,       2217,   1.000000,             1721,               34,              462,                0
    1,     23,       2217,          0,       2217,   1.000000,             1729,               39,              449,                0
    1,     24,       2217,          0,       2217,   1.000000,             1711,               38,              468,                0
    1,     25,       2217,          0,       2217,   1.000000,             1704,               36,              477,                0
    1,     26,       2217,          0,       2217,   1.000000,             1677,               38,              502,                0
    1,     27,       2217,          0,       2217,   1.000000,             1642,               58,              516,                1
    1,     28,       2217,          0,       2217,   1.000000,             1641,               58,              517,                1
    1,     29,       2217,          0,       2217,   1.000000,             1639,               55,              516,                7
    1,     30,       2217,          0,       2217,   1.000000,             1650,               53,              510,                4
