"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    6,      0,      15773,          0,      15773,   1.000000,            15773,                0
    6,      1,      15773,          0,      15773,   1.000000,             9021,             6752
    6,      2,     347834,          0,     347834,  22.052494,           341603,             6231
    6,      3,     373654,          0,     373654,   1.074231,           367960,             5694
    6,      4,     364897,          0,     364897,   0.976564,           360129,             4768
    6,      5,     336039,          0,     336039,   0.920915,           335656,              383
    6,      6,     126155,          0,     126155,   0.375418,           126155,                0
    6,      7,      78050,          0,      78050,   0.618683,            78050,                0
    6,      8,      74007,          0,      74007,   0.948200,            74007,                0
    6,      9,      73093,          0,      73093,   0.987650,            73093,                0
    6,     10,      72315,          0,      72315,   0.989356,            72315,                0
    6,     11,      71613,          0,      71613,   0.990292,            71613,                0
    6,     12,      69920,          0,      69920,   0.976359,            69920,                0
    6,     13,      69459,          0,      69459,   0.993407,            66351,             3108
    6,     14,     218603,          0,     218603,   3.147223,           215731,             2872
    6,     15,     231686,          0,     231686,   1.059848,           229046,             2640
    6,     16,     226996,          0,     226996,   0.979757,           224897,             2099
    6,     17,     205257,          0,     205257,   0.904232,           205257,                0
    6,     18,      99699,          0,      99699,   0.485728,            99699,                0
    6,     19,      79052,          0,      79052,   0.792907,            79052,                0
    6,     20,      75278,          0,      75278,   0.952259,            75278,                0
    6,     21,      71695,          0,      71695,   0.952403,            71695,                0
    6,     22,      68371,          0,      68371,   0.953637,            68371,                0
    6,     23,      65588,          0,      65588,   0.959296,            65588,                0
    6,     24,      62266,          0,      62266,   0.949350,            62266,                0
    6,     25,      60413,          0,      60413,   0.970241,            58945,             1468
    6,     26,     130689,          0,     130689,   2.163260,           129335,             1354
    6,     27,     134704,          0,     134704,   1.030722,           133458,             1246
    6,     28,     131474,          0,     131474,   0.976022,           130492,              982
    6,     29,     119200,          0,     119200,   0.906643,           119105,               95
    6,     30,      74043,          0,      74043,   0.621166,            74043,                0
    6,     31,      59414,          0,      59414,   0.802426,            59414,                0
    6,     32,      55444,          0,      55444,   0.933181,            55444,                0
    6,     33,      52311,          0,      52311,   0.943493,            52311,                0
    6,     34,      49545,          0,      49545,   0.947124,            49545,                0
    6,     35,      47159,          0,      47159,   0.951842,            47159,                0
    6,     36,      44942,          0,      44942,   0.952989,            44942,                0
    6,     37,      43249,          0,      43249,   0.962329,            41755,             1494
    6,     38,      99760,          0,      99760,   2.306643,            98335,             1425
    6,     39,     103919,          0,     103919,   1.041690,           102632,             1287
    6,     40,     100132,          0,     100132,   0.963558,            99108,             1024
    6,     41,      93361,          0,      93361,   0.932379,            93361,                0
    6,     42,      51146,          0,      51146,   0.547830,            51146,                0
    6,     43,      42302,          0,      42302,   0.827083,            42302,                0
    6,     44,      39885,          0,      39885,   0.942863,            39885,                0
    6,     45,      37661,          0,      37661,   0.944240,            37661,                0
    6,     46,      35655,          0,      35655,   0.946735,            35655,                0
    6,     47,      33984,          0,      33984,   0.953134,            33984,                0
    6,     48,      32241,          0,      32241,   0.948711,            32241,                0
    6,     49,      31037,          0,      31037,   0.962656,            28286,             2751
    6,     50,     130262,          0,     130262,   4.196990,           127630,             2632
    6,     51,     145006,          0,     145006,   1.113187,           142558,             2448
    6,     52,     146947,          0,     146947,   1.013386,           145064,             1883
    6,     53,     136874,          0,     136874,   0.931451,           136294,              580
    6,     54,      82388,          0,      82388,   0.601926,            82388,                0
    6,     55,      41715,          0,      41715,   0.506324,            41715,                0
    6,     56,      39985,          0,      39985,   0.958528,            39985,                0
    6,     57,      38353,          0,      38353,   0.959185,            38353,                0
    6,     58,      36943,          0,      36943,   0.963236,            36943,                0
    6,     59,      35692,          0,      35692,   0.966137,            35692,                0
    6,     60,      33982,          0,      33982,   0.952090,            33982,                0
    6,     61,      33159,          0,      33159,   0.975781,            29860,             3299
    6,     62,     169334,          0,     169334,   5.106728,           166193,             3141
    6,     63,     187013,          0,     187013,   1.104403,           184049,             2964
    6,     64,     188472,          0,     188472,   1.007802,           186159,             2313
    6,     65,     169725,          0,     169725,   0.900532,           169725,                0
