"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17"
    6,    383,      29733,          0,      29733,   1.029714,                0,                0,                0,                0,              128,            14133,             7626,                0,             4130,                0,             1981,                0,             1028,                0,              481,                0,              226,                0
    6,    395,      30997,          0,      30997,   1.042512,                0,                0,                0,                0,              141,            15152,             8026,                0,             3891,                0,             2028,                0,              975,                0,              527,                0,              257,                0
    6,    407,      31612,          0,      31612,   1.019841,                0,                0,                0,                0,              175,            14925,             8656,                0,             4206,                0,             1952,                0,              936,                0,              510,                0,              252,                0
    6,    419,      31618,          0,      31618,   1.000190,                0,                0,                0,                0,              175,            14736,             8498,                0,             4515,                0,             2042,                0,              949,                0,              468,                0,              235,                0
    6,    431,      31409,          0,      31409,   0.993390,                0,                0,                0,                0,              151,            14612,             8326,                0,             4375,                0,             2245,                0,              984,                0,              492,                0,              224,                0
    6,    443,      32597,          0,      32597,   1.037824,                0,                0,                0,                0,              128,            15594,             8508,                0,             4340,                0,             2141,                0,             1126,                0,              503,                0,              257,                0
    6,    455,      33270,          0,      33270,   1.020646,                0,                0,                0,                0,              113,            15800,             8959,                0,             4434,                0,             2140,                0,             1022,                0,              560,                0,              242,                0
    6,    467,      34208,          0,      34208,   1.028194,                0,                0,                0,                0,              142,            16258,             9029,                0,             4750,                0,             2160,                0,             1058,                0,              516,                0,              295,                0
    6,    479,      35145,          0,      35145,   1.027391,                0,                0,                0,                0,              186,            16693,             9243,                0,             4790,                0,             2374,                0,             1079,                0,              509,                0,              271,                0
    6,    491,      35659,          0,      35659,   1.014625,                0,                0,                0,                0,              150,            16799,             9492,                0,             4906,                0,             2332,                0,             1156,                0,              566,                0,              258,                0
