"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6"
    1,      0,         10,          0,         10,   1.000000,               10,                0,                0,                0,                0,                0,                0
    1,      2,         99,          0,         99,   9.900000,                0,                0,                0,               94,                0,                0,                5
    1,     14,        300,          0,        300,   3.030303,                0,                0,                0,              287,                0,                0,               13
    1,     26,        670,          0,        670,   2.233333,                0,                0,                0,              631,                0,                0,               39
    1,     38,       1263,          0,       1263,   1.885075,                0,                0,                0,             1192,                0,                0,               71
    1,     50,       2468,          0,       2468,   1.954078,                0,                0,                0,             2326,                0,                0,              142
    1,     62,       4968,          0,       4968,   2.012966,                0,                0,                0,             4682,                0,                0,              286
    1,     74,       9429,          0,       9429,   1.897947,                0,                0,                0,             8902,                0,                0,              527
    1,     86,      17934,          0,      17934,   1.902004,                0,                0,                0,            16923,                0,                0,             1011
    1,     98,      34848,          0,      34848,   1.943125,                0,                0,                0,            32876,                0,                0,             1972
    1,    110,      66822,          0,      66822,   1.917528,                0,                0,                0,            63026,                0,                0,             3796
    1,    122,     125034,          0,     125034,   1.871150,                0,                0,                0,           117979,                0,                0,             7055
    1,    134,     243917,          0,     243917,   1.950805,                0,                0,                0,           230076,                0,                0,            13841
    1,    146,     452658,          0,     452658,   1.855787,                0,                0,                0,           426890,                0,                0,            25768
    1,    158,     891265,          0,     891265,   1.968959,                0,                0,                0,           840389,                0,                0,            50876
    1,    170,    1749199,          0,    1749199,   1.962603,                0,                0,                0,          1648744,                0,                0,           100455
    1,    182,    3356379,          0,    3356379,   1.918809,                0,                0,                0,          3161864,                0,                0,           194515
    1,    194,    6572664,          0,    6572664,   1.958260,                0,                0,                0,          6183732,                0,                0,           388932
    1,    206,   12663570,          0,   12663570,   1.926703,                0,                0,                0,         11885775,                0,                0,           777795
    1,    218,   22728434,          0,   22728434,   1.794789,                0,                0,                0,         21267891,                0,                0,          1460543
    1,    230,   38485156,          0,   38485156,   1.693260,                0,                0,                0,         35834873,                0,                0,          2650283
    1,    242,   60438196,          0,   60438196,   1.570429,                0,                0,                0,         55816160,                0,                0,          4622036
    1,    254,   86010323,          0,   86010323,   1.423112,                0,                0,                0,         78357093,                0,                0,          7653230
    1,    266,  114331816,          0,  114331816,   1.329280,                0,                0,                0,        102230961,                0,                0,         12100855
