"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1"
    1,      0,         10,          0,         10,   1.000000,               10,                0
    1,      2,         10,          0,         10,   1.000000,                5,                5
    1,     14,         91,          0,         91,   9.100000,               78,               13
    1,     26,        120,          0,        120,   1.318681,               81,               39
    1,     38,        243,          0,        243,   2.025000,              172,               71
    1,     50,        523,          0,        523,   2.152263,              381,              142
    1,     62,        966,          0,        966,   1.847036,              680,              286
    1,     74,       1939,          0,       1939,   2.007246,             1412,              527
    1,     86,       3644,          0,       3644,   1.879319,             2633,             1011
    1,     98,       7101,          0,       7101,   1.948683,             5129,             1972
    1,    110,      13326,          0,      13326,   1.876637,             9530,             3796
    1,    122,      26121,          0,      26121,   1.960153,            19066,             7055
    1,    134,      48704,          0,      48704,   1.864553,            34863,            13841
    1,    146,      92364,          0,      92364,   1.896436,            66596,            25768
    1,    158,     181849,          0,     181849,   1.968830,           130973,            50876
    1,    170,     359562,          0,     359562,   1.977256,           259107,           100455
    1,    182,     689468,          0,     689468,   1.917522,           494953,           194515
    1,    194,    1413820,          0,    1413820,   2.050596,          1024888,           388932
    1,    206,    2749554,          0,    2749554,   1.944770,          1971759,           777795
    1,    218,    5028567,          0,    5028567,   1.828866,          3568024,          1460543
    1,    230,    9103142,          0,    9103142,   1.810286,          6452859,          2650283
    1,    242,   15057192,          0,   15057192,   1.654065,         10435156,          4622036
    1,    254,   24551994,          0,   24551994,   1.630583,         16898764,          7653230
    1,    266,   35961245,          0,   35961245,   1.464697,         23860390,         12100855
