"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3"
    1,      0,         10,          0,         10,   1.000000,                0,                4,                6,                0
    1,     12,         99,          0,         99,   9.900000,               89,                0,                4,                6
    1,     24,        125,          0,        125,   1.262626,               82,               42,                0,                1
    1,     36,        262,          0,        262,   2.096000,              199,               49,               14,                0
    1,     48,        555,          0,        555,   2.118321,              432,              104,               19,                0
    1,     60,       1009,          0,       1009,   1.818018,              738,              238,               33,                0
    1,     72,       2039,          0,       2039,   2.020813,             1562,              383,               94,                0
    1,     84,       3822,          0,       3822,   1.874448,             2870,              806,              145,                1
    1,     96,       7391,          0,       7391,   1.933804,             5552,             1520,              319,                0
    1,    108,      14065,          0,      14065,   1.902990,            10528,             2960,              571,                6
    1,    120,      27240,          0,      27240,   1.936722,            20677,             5456,             1096,               11
    1,    132,      51315,          0,      51315,   1.883811,            38158,            11035,             2095,               27
    1,    144,      97771,          0,      97771,   1.905310,            73629,            20013,             4095,               34
    1,    156,     190340,          0,     190340,   1.946794,           143082,            39481,             7706,               71
    1,    168,     375136,          0,     375136,   1.970873,           282166,            77570,            15272,              128
    1,    180,     718802,          0,     718802,   1.916110,           537477,           151525,            29554,              246
    1,    192,    1472399,          0,    1472399,   2.048407,          1112899,           298930,            59996,              574
    1,    204,    2863616,          0,    2863616,   1.944864,          2133870,           612064,           116521,             1161
    1,    216,    5239714,          0,    5239714,   1.829754,          3851597,          1151758,           234223,             2136
    1,    228,    9482412,          0,    9482412,   1.809719,          6962776,          2075063,           440276,             4297
    1,    240,   15687419,          0,   15687419,   1.654370,         11165064,          3726258,           788228,             7869
    1,    252,   25583976,          0,   25583976,   1.630859,         18064328,          6067782,          1437482,            14384
    1,    264,   37444665,          0,   37444665,   1.463598,         25142703,          9909391,          2365567,            27004
