Step,Seg 149,Seg 164,Seg 165,Seg 176,Seg 181,Seg 186,Seg 187,Seg 190,Seg 191,Seg 192,Seg 198,Seg 200,Seg 201,Seg 203,Seg 204,Seg 205,Seg 209,Seg 217,Seg 220,Seg 223,Seg 234,Seg 254,Seg 257,Seg 264,Seg 303,Seg 304,Seg 308,Seg 314,Seg 315,Seg 316,Seg 317,Seg 318,Seg 319,Seg 320,Seg 321,Seg 455,Seg 458,Seg 469,Seg 470,Seg 471,Seg 472,Seg 474,Seg 483,Seg 488,Seg 491,Seg 492,Seg 497,Seg 500,Seg 505,Seg 510,Seg 514,Seg 515,Seg 520,Seg 527,Seg 532,Seg 538,Seg 539,Seg 540,Seg 541,Seg 550,Seg 559,Seg 585,Seg 586,Seg 588,Seg 589,Seg 610,Seg 627,Seg 628,Seg 640,Seg 641,Seg 642,Seg 643,Seg 644,Seg 645,Seg 646,Seg 647,Seg 648,Seg 814,Seg 815,Seg 816,Seg 817,Seg 818,Seg 819,Seg 820,Seg 822,Seg 827,Seg 836,Seg 839,Seg 840,Seg 841,Seg 845,Seg 846,Seg 851,Seg 852,Seg 854,Seg 855,Seg 859,Seg 860,Seg 861,Seg 874,Seg 889,Seg 906,Seg 926,Seg 929,Seg 949,Seg 950,Seg 954,Seg 973,Seg 978,Seg 989,Seg 990,Seg 991,Seg 992,Seg 993,Seg 994,Seg 995,Seg 996,Seg 997,Seg 998,Seg 999,Seg 1000,Seg 1001,Seg 1162,Seg 1163,Seg 1164,Seg 1181,Seg 1185,Seg 1186,Seg 1193,Seg 1194,Seg 1195,Seg 1200,Seg 1203,Seg 1204,Seg 1205,Seg 1230,Seg 1251,Seg 1252,Seg 1257,Seg 1261,Seg 1264,Seg 1281,Seg 1288,Seg 1289,Seg 1290,Seg 1296,Seg 1300,Seg 1308,Seg 1310,Seg 1313,Seg 1316,Seg 1317,Seg 1323,Seg 1325,Seg 1329,Seg 1330,Seg 1331,Seg 1332,Seg 1333,Seg 1334,Seg 1335,Seg 1336,Seg 1337,Seg 1338,Seg 1339,Seg 1340,Seg 1341,Seg 1488,Seg 1489,Seg 1490,Seg 1491,Seg 1492,Seg 1493,Seg 1499,Seg 1503,Seg 1504,Seg 1506,Seg 1508,Seg 1509,Seg 1510,Seg 1511,Seg 1513,Seg 1514,Seg 1516,Seg 1517,Seg 1519,Seg 1522,Seg 1525,Seg 1533,Seg 1534,Seg 1540,Seg 1541,Seg 1546,Seg 1552,Seg 1580,Seg 1590,Seg 1624,Seg 1625,Seg 1626,Seg 1628,Seg 1635,Seg 1640,Seg 1648,Seg 1653,Seg 1659,Seg 1660,Seg 1661,Seg 1662,Seg 1663,Seg 1664,Seg 1665,Seg 1666,Seg 1667,Seg 1668,Seg 1669,Seg 1670,Seg 1671,Seg 1672,Seg 1673,Seg 1674,Seg 1675,Seg 1676,Seg 1677,Seg 1826,Seg 1830,Seg 1838,Seg 1839,Seg 1840,Seg 1854,Seg 1855,Seg 1859,Seg 1863,Seg 1866,Seg 1868,Seg 1872,Seg 1875,Seg 1876,Seg 1877,Seg 1879,Seg 1880,Seg 1881,Seg 1882,Seg 1888,Seg 1889,Seg 1891,Seg 1905,Seg 1942,Seg 1948,Seg 1977,Seg 1978,Seg 1983,Seg 1988,Seg 2006,Seg 2010,Seg 2018,Seg 2019,Seg 2021,Seg 2022,Seg 2023,Seg 2024,Seg 2025,Seg 2027,Seg 2028,Seg 2029,Seg 2030,Seg 2031,Seg 2032,Seg 2033,Seg 2120,Seg 2121,Seg 2122,Seg 2125,Seg 2129,Seg 2131,Seg 2132,Seg 2138,Seg 2139,Seg 2140,Seg 2142,Seg 2149,Seg 2160,Seg 2174,Seg 2185,Seg 2187,Seg 2193,Seg 2214,Seg 2215,Seg 2216,
50,0,0,565,11889,0,0,1444,1430,432,123,58,0,0,0,0,0,0,106,0,0,5052,4755,0,3,0,0,0,1878,17584,10085,6023,8545,3670,1237,9963,0,0,0,0,0,1358,0,72,0,743,472,47,0,0,0,0,0,0,2906,424,0,328,4591,0,228,212,0,0,0,0,0,0,0,2585,13582,13461,1601,0,346,0,307,685,3,7023,241,3693,1441,1076,168,0,1374,4606,0,0,23,4217,14,127,2394,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,2,1552,0,0,0,652,1722,5842,8862,1426,1428,256758,204904,8038,8212,1590,5835,79,0,0,156,0,258,0,0,0,0,0,1809,0,0,966,8833,203,0,6,2689,1337,2580,2820,3822,0,0,0,1839,3155,8272,0,3839,55,0,0,0,171,11379,1043,3394,44298,0,0,3,4584,0,0,1134,1863,0,0,180,831,0,2509,2955,3630,0,0,0,0,81,735,0,0,0,3349,3179,0,0,0,0,0,29,483,1391,0,215,63,6405,0,4329,0,252,3443,0,1757,49,5543,0,1100,0,0,490,1086,3,3470,0,0,56,1191,0,1421,2196,63,137,0,3720,0,0,1660,3,0,0,2168,1900,4334,1408,3445,3,0,1385,6205,0,1349,0,2738,0,2694,120,0,1440,478,0,1446,0,0,0,8038,0,10854,169,1283,5378,251,0,118,0,0,0,498,0,0,0,0,84,1424,0,55,4333,0,1995,
51,0,0,549,12038,0,0,1308,1165,379,109,46,0,0,0,0,0,0,101,0,0,4186,3968,0,0,0,0,0,1509,16292,12368,5765,8065,3767,1111,8885,0,0,0,0,0,2012,0,63,0,619,424,43,0,0,0,0,0,0,2359,380,0,301,4190,0,198,1220,0,0,0,0,0,0,0,3213,15233,12532,1424,0,315,0,284,616,0,6230,217,4054,2413,962,161,0,1172,3788,0,0,20,3397,12,109,2189,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,3,1395,0,0,0,1376,1564,5262,10230,1280,1252,273108,211566,6470,7475,1436,4765,72,0,0,139,0,230,0,0,0,0,0,2106,0,0,846,10205,166,0,0,2338,1134,2832,2746,3250,0,0,0,1521,2711,8614,0,3452,50,0,0,0,154,10313,911,3061,47977,0,3,0,4174,0,0,937,1576,0,0,146,748,0,2277,2457,3283,0,0,0,0,57,1428,0,0,0,3254,3763,0,3,0,0,0,28,422,1199,0,185,56,6983,0,3919,780,217,4214,0,1502,27,5033,0,1528,0,0,441,1198,3,4407,0,0,36,1076,3,1174,1989,55,105,0,3692,0,0,1527,0,0,0,1963,1729,3523,1288,3804,3,0,1208,5652,0,1134,0,2338,0,2245,105,0,1267,1536,0,1263,0,0,0,8784,0,10901,145,1027,6969,236,0,92,0,0,0,453,0,0,0,0,70,1203,0,49,4179,0,1795,
52,0,0,557,11139,3,0,1200,961,338,101,41,0,0,0,0,0,0,96,0,0,4260,4863,0,0,0,0,0,1256,16574,12335,5281,7378,3425,1016,8142,0,0,0,0,0,2211,0,56,0,522,400,36,0,0,0,0,0,0,1943,332,0,273,3866,0,172,1509,0,0,0,0,0,0,0,3001,14600,12271,1295,0,286,0,262,564,0,5593,208,4712,3524,873,147,0,1021,3199,0,0,18,2796,12,90,2025,0,0,0,0,0,0,0,0,0,3,72,0,3,0,3,0,2075,0,0,0,1635,1435,4838,10147,1163,1128,278434,212136,5384,6868,1315,3952,63,0,0,126,0,215,0,0,0,0,0,1856,0,0,751,9382,143,0,0,2124,971,2697,2309,2854,0,0,0,1270,2338,8158,0,3137,50,0,0,3,148,9443,832,2830,48017,0,0,0,3848,0,0,770,1378,0,0,119,660,0,2075,2086,3788,0,0,0,0,44,1642,0,0,0,2681,3757,0,0,0,0,0,20,380,1068,0,174,51,6400,0,3568,1082,204,3869,0,1308,25,4587,0,1400,0,0,392,1087,0,4337,0,0,29,1019,0,977,1844,48,88,0,3365,0,0,1427,0,0,0,1799,1573,2911,1197,3595,2,0,1076,4792,0,983,0,2033,0,1903,94,0,1149,1980,0,1088,0,0,0,10143,0,10834,132,873,7135,213,0,81,0,0,0,414,0,0,0,0,63,1043,0,47,3761,0,1650,
53,0,0,530,9239,3,0,1093,791,307,86,37,0,0,0,0,0,0,84,0,0,3814,4757,0,0,0,0,0,1081,15666,11140,4770,6606,3066,926,7364,0,0,0,0,0,2008,0,53,0,424,372,27,0,0,0,0,0,0,1584,292,0,254,3482,0,148,1298,0,0,0,0,0,0,0,2472,13144,11435,1167,0,248,0,232,506,0,4940,190,4492,3526,772,134,0,859,2634,0,0,21,2282,12,80,1812,0,0,0,0,0,0,0,0,0,3,61,0,3,0,3,0,2253,0,0,0,1457,1318,4414,9176,1014,1008,258777,196846,4468,6155,1185,3270,54,0,0,115,0,195,0,0,0,0,0,1599,0,0,646,7753,123,0,0,1890,811,2214,1950,2473,0,0,0,1068,2035,7300,0,2838,41,0,0,3,129,8508,762,2585,43998,0,0,0,3443,0,0,654,1198,0,0,100,572,0,1875,1715,3812,0,0,0,0,36,1415,0,0,0,2155,3179,0,0,0,0,0,17,336,936,0,161,40,5811,0,3206,977,191,3472,0,1129,20,4129,0,1270,0,0,333,958,3,3834,0,0,26,907,0,814,1649,42,73,0,3051,0,0,1292,0,0,0,1632,1428,2404,1077,2931,0,3,931,4075,0,819,0,1770,0,1583,78,0,1014,1798,0,953,0,3,0,9954,0,10172,122,736,6449,188,0,73,0,0,0,383,0,0,0,0,57,887,0,38,3351,0,1478,
54,0,0,468,7474,3,0,958,642,258,68,30,0,0,0,0,0,0,71,0,0,3035,3817,0,0,0,0,0,887,13659,9739,4172,5732,2666,816,6460,0,0,0,0,0,1745,0,49,0,343,326,20,0,0,0,0,0,0,1275,243,0,219,2997,0,122,1060,0,0,0,0,0,0,0,1994,11518,9975,1043,0,226,0,192,442,0,4230,170,3849,3034,668,115,0,680,2074,0,0,19,1849,12,65,1545,0,0,0,0,0,0,0,0,0,3,48,0,3,0,3,0,1986,0,0,0,1252,1160,3897,7915,886,864,225257,171318,3596,5290,1021,2624,45,0,0,98,0,171,0,0,0,0,0,1330,0,0,535,6191,101,0,0,1606,670,1786,1556,2014,0,0,0,868,1729,6326,0,2474,30,0,0,3,112,7393,673,2299,38219,0,0,0,2992,0,0,535,971,0,0,83,496,0,1627,1357,3323,0,0,0,0,22,1170,0,0,0,1725,2615,0,0,0,0,0,14,297,783,0,143,29,5062,0,2830,858,169,2988,0,955,17,3579,0,1115,0,0,281,778,2,3326,0,0,23,780,0,636,1442,38,61,0,2685,0,0,1103,0,0,0,1429,1267,1934,931,2299,0,3,794,3388,0,661,0,1482,0,1298,63,0,860,1574,0,801,0,3,0,8720,0,8901,109,578,5628,165,0,67,0,0,0,343,0,0,0,0,49,722,0,29,2936,0,1287,
55,0,0,406,5945,3,0,774,488,208,55,23,0,0,0,0,0,0,63,0,0,2358,2999,0,0,0,0,0,713,11388,8043,3420,4769,2254,681,5436,0,0,0,0,0,1451,0,42,0,286,257,17,0,0,0,0,0,0,1006,188,0,192,2432,0,94,802,0,0,0,0,0,0,0,1586,9607,8324,904,0,197,0,156,376,0,3457,141,3203,2488,559,94,0,530,1603,0,0,15,1453,12,46,1282,0,0,0,0,0,0,0,0,0,3,36,0,3,0,3,0,1669,0,0,0,1023,983,3277,6614,733,705,187958,142870,2775,4365,850,2072,36,0,0,77,0,134,0,0,0,0,0,1097,0,0,412,4897,77,0,0,1289,520,1422,1216,1633,0,0,0,701,1409,5198,0,2043,23,0,0,2,97,6197,554,1963,31883,0,0,0,2490,0,0,424,770,0,0,66,404,0,1327,1023,2769,0,0,0,0,17,922,0,0,0,1357,2102,0,0,0,0,0,11,237,637,0,124,26,4153,0,2373,712,140,2415,0,785,15,2954,0,934,0,0,233,623,0,2764,0,0,21,650,0,492,1195,25,52,0,2238,0,0,905,0,0,0,1197,1080,1532,767,1773,0,3,664,2708,0,524,0,1195,0,1027,53,0,681,1301,0,650,0,3,0,7295,0,7394,91,447,4723,139,0,59,0,0,0,280,0,0,0,0,40,565,0,26,2434,0,1079,
56,0,0,329,4538,3,0,615,376,158,43,20,0,0,0,0,0,0,48,0,0,1817,2269,0,0,0,0,0,553,8945,6336,2667,3766,1812,553,4334,0,0,0,0,0,1155,0,32,0,218,192,15,0,0,0,0,0,0,766,148,0,157,1910,0,74,598,0,0,0,0,0,0,0,1199,7529,6520,727,0,159,0,123,304,0,2650,116,2564,1987,469,67,0,384,1188,0,0,14,1136,11,32,1033,0,0,0,0,0,0,0,0,0,2,22,0,3,0,3,0,1327,0,0,0,808,757,2617,5290,590,570,149971,113540,2068,3461,707,1542,28,0,0,58,0,99,0,0,0,0,0,885,0,0,308,3789,61,0,0,988,400,1093,900,1261,0,0,0,546,1094,4109,0,1603,20,0,0,0,77,4923,447,1579,25351,0,0,0,1987,0,0,317,571,0,0,57,326,0,1013,757,2203,0,0,0,0,13,709,0,0,0,1014,1612,0,0,0,0,0,9,185,481,0,94,22,3255,0,1900,557,104,1914,0,630,15,2316,0,761,0,0,186,501,0,2213,0,0,19,529,0,391,954,15,38,0,1737,0,0,717,0,0,0,958,876,1164,596,1315,0,3,538,2071,0,404,0,919,0,778,41,0,548,1033,0,508,0,3,0,5827,0,5873,72,343,3804,115,0,45,0,0,0,220,0,0,0,0,29,431,0,23,1913,0,842,
57,0,0,249,3493,3,0,471,287,125,38,16,0,0,0,0,0,0,35,0,0,1376,1704,0,0,0,0,0,428,7028,4971,2094,2977,1395,411,3418,0,0,0,0,0,880,0,21,0,161,148,14,0,0,0,0,0,0,568,110,0,115,1474,0,60,436,0,0,0,0,0,0,0,896,5843,5025,560,0,126,0,98,249,0,2028,96,2019,1581,373,56,0,279,891,0,0,10,874,9,24,825,0,0,0,0,0,0,0,0,0,0,16,0,3,0,3,0,1071,0,0,0,620,598,2050,4102,477,458,117379,88714,1540,2679,570,1150,23,0,0,46,0,76,0,0,0,0,0,717,0,0,239,2860,38,0,0,759,309,839,657,951,0,0,0,415,850,3259,0,1237,16,0,0,0,51,3791,352,1226,19827,0,0,0,1565,0,0,245,451,0,0,48,266,0,766,535,1752,0,0,0,0,8,584,0,0,0,733,1261,0,0,0,0,0,7,139,347,0,73,17,2531,0,1477,431,77,1552,0,499,15,1795,0,597,0,0,146,389,0,1742,0,0,13,413,0,307,774,13,25,0,1365,0,0,554,0,0,0,732,680,879,466,983,0,2,426,1610,0,328,0,734,0,582,28,0,447,819,0,411,0,3,0,4541,0,4586,61,265,2964,93,0,28,0,0,0,172,0,0,0,0,24,322,0,21,1503,0,652,
58,0,0,177,2624,3,0,363,223,94,33,11,0,0,0,0,0,0,20,0,0,1020,1282,0,0,0,0,0,330,5443,3847,1623,2265,1040,340,2694,0,0,0,0,0,664,0,14,0,129,113,12,0,0,0,0,0,0,425,83,0,89,1120,0,43,304,0,0,0,0,0,0,0,682,4404,3839,432,0,100,0,78,207,0,1544,80,1603,1224,282,48,0,218,676,0,0,6,677,9,20,637,0,0,0,0,0,0,0,0,0,0,11,0,2,0,3,0,809,0,0,0,470,465,1595,3143,370,337,89976,68231,1129,2065,469,821,20,0,0,38,0,60,0,0,0,0,0,543,3,0,171,2166,24,0,0,577,236,625,462,705,0,0,0,307,667,2522,0,912,11,17,0,0,36,2855,273,957,15120,0,0,0,1210,0,0,182,346,0,0,37,210,0,552,391,1374,0,0,0,0,6,459,0,0,0,567,990,0,0,0,0,0,3,102,232,0,58,14,1921,0,1112,330,56,1245,0,367,13,1370,0,459,0,0,114,284,0,1359,0,0,9,330,0,237,614,7,14,0,1086,0,0,440,0,0,0,570,514,679,350,696,0,0,323,1217,0,247,0,570,0,437,15,0,350,635,0,323,0,3,0,3423,0,3499,45,188,2296,76,0,17,0,0,0,123,0,0,0,0,17,245,0,20,1166,0,518,
59,0,0,157,1996,3,0,294,172,80,27,8,0,0,0,0,0,0,15,0,0,800,965,0,0,0,0,0,248,4302,3108,1305,1737,839,254,2041,0,0,0,0,0,528,0,11,0,108,95,10,3,0,0,0,0,0,316,65,0,65,913,0,30,229,0,0,0,0,0,0,0,494,3490,3104,351,0,76,0,61,186,0,1212,66,1279,975,227,34,0,165,539,0,0,2,528,7,12,500,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,636,0,0,0,380,371,1289,2524,295,262,71845,54343,860,1670,395,593,15,0,0,29,0,47,0,0,0,0,0,420,2,0,124,1680,24,0,0,434,187,467,335,532,0,0,0,241,500,2013,0,713,9,3,0,0,29,2255,217,756,12196,0,0,0,985,0,0,135,275,0,0,25,155,0,434,270,1087,0,0,0,0,4,358,0,0,0,432,772,0,0,0,0,0,3,77,173,0,47,9,1502,0,867,269,41,1037,0,299,9,1098,0,377,0,0,92,223,0,1100,0,0,8,270,0,184,482,3,12,0,888,0,0,355,0,0,0,458,420,504,267,524,0,3,249,915,0,200,0,446,0,341,9,0,290,500,0,264,0,0,0,2709,0,2824,30,125,1843,63,0,12,0,0,0,100,0,0,0,0,12,192,0,13,919,0,399,
60,0,0,129,1520,0,0,231,117,69,26,6,0,0,0,0,0,0,7,0,0,632,737,0,0,0,0,0,590,3494,2599,1083,1479,705,218,1678,0,0,0,0,0,435,0,9,0,85,80,6,0,0,0,0,0,0,249,56,0,53,751,0,23,189,0,0,0,0,0,0,0,363,2862,2568,292,0,57,0,47,143,3,1001,51,1055,807,185,30,0,120,416,0,0,0,424,2,11,421,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,542,0,0,0,324,305,1097,2049,244,218,65777,46515,648,1381,331,463,9,0,0,25,0,42,0,0,0,0,0,340,0,3,97,1313,23,0,0,340,160,369,240,419,0,0,3,172,376,1674,0,609,8,0,0,0,25,1877,181,614,11535,0,0,0,816,0,0,106,234,0,0,19,134,0,367,197,913,0,0,0,0,0,288,0,0,0,318,620,0,0,0,0,0,3,64,137,0,41,3,1274,0,709,216,36,856,0,255,8,906,0,315,0,0,83,187,3,911,0,0,6,207,0,143,401,3,11,0,728,0,0,288,0,0,0,387,360,373,203,404,0,0,205,730,0,153,0,361,0,279,8,0,228,408,0,637,0,0,0,2224,0,2365,24,94,1536,54,0,6,0,0,0,85,0,0,0,0,9,154,0,10,761,0,321,
61,0,0,284,1212,0,0,180,90,56,24,6,0,0,0,0,0,0,3,0,0,503,568,0,0,0,0,0,138,4832,3257,2721,3373,1663,181,2511,0,0,0,0,0,377,0,8,0,68,63,6,0,0,0,0,0,0,1218,51,0,44,638,0,20,143,0,0,0,0,0,0,0,286,2398,4304,248,0,49,0,36,132,0,863,43,895,681,148,28,0,84,326,0,0,0,317,0,9,351,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,449,0,0,0,290,249,947,1740,1269,188,136393,94334,1534,2226,291,353,9,0,0,20,0,35,0,0,0,0,0,1345,0,0,82,2006,19,0,0,259,141,286,184,330,0,0,0,1152,304,2555,0,513,6,0,0,0,21,5840,159,1299,19674,0,0,0,690,0,0,79,196,0,0,15,109,0,310,160,799,0,0,0,0,0,226,0,0,0,235,522,0,0,0,0,0,3,53,110,0,325,3,1112,0,2725,1230,30,692,0,214,0,779,0,1329,0,0,82,153,0,2928,0,0,5,170,0,97,324,3,8,0,599,0,0,259,0,0,0,345,297,297,177,1318,0,0,172,1676,0,105,0,310,0,228,6,0,202,327,0,186,0,0,0,4038,0,10575,23,78,1301,45,0,5,0,0,0,73,0,0,0,0,6,131,0,3,1717,0,262,
62,0,0,329,975,0,0,158,67,41,23,6,0,0,0,0,0,0,3,0,0,406,486,0,0,0,0,0,115,5108,3326,3185,4980,1958,167,2683,0,0,0,0,0,316,0,6,0,53,53,6,0,0,0,0,0,0,1422,43,0,40,569,0,17,111,0,0,0,0,0,0,0,216,2068,4740,221,0,45,0,30,120,175,744,34,794,597,133,24,0,61,257,0,0,0,238,0,8,313,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,385,0,0,0,261,210,826,2324,1583,163,164289,120473,1668,2444,249,288,9,0,0,17,0,32,0,0,0,0,0,1661,0,0,69,2029,14,0,0,214,120,228,151,266,0,3,0,1420,252,3540,0,453,73,0,0,0,20,7092,141,1480,23650,0,0,0,615,0,0,65,170,0,0,15,100,0,280,127,723,0,0,0,0,0,185,0,0,0,205,427,0,0,0,0,0,3,44,92,0,394,3,1008,0,3372,1539,29,609,0,171,0,703,0,1644,0,0,71,930,3,3562,0,0,2,147,0,76,285,3,6,0,524,0,0,224,0,0,0,312,256,248,160,1421,0,0,145,1901,0,88,0,259,0,186,6,0,177,276,0,154,0,0,0,4571,0,13349,20,62,1132,36,0,3,0,0,0,63,0,0,0,0,8,110,0,3,2005,0,241,
63,0,0,295,789,0,0,145,53,39,21,6,0,0,0,0,0,0,3,0,0,345,419,0,0,0,0,0,95,4626,2925,2844,4921,1745,161,2353,0,0,0,0,0,267,0,6,0,39,45,5,0,0,0,0,0,0,1183,38,0,35,517,0,15,83,0,0,0,0,0,0,0,179,1838,4231,203,0,41,0,28,107,224,649,24,682,548,123,23,0,54,216,0,0,0,192,3,6,279,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,340,0,0,0,238,194,732,2443,1404,150,156747,116947,1346,2215,220,234,8,0,0,15,0,30,0,0,0,0,0,1440,0,0,62,1660,12,0,0,188,107,197,128,237,0,0,0,1208,216,3504,0,423,89,0,0,0,18,6428,125,1312,23764,0,0,0,545,0,0,51,141,0,0,15,87,0,257,99,649,0,0,0,0,0,151,0,0,0,175,364,0,0,0,0,0,3,42,79,0,345,3,909,0,3045,1384,27,558,0,148,0,1716,0,1478,0,0,66,1185,3,3181,0,0,0,134,0,64,260,3,6,0,449,0,0,195,0,0,0,288,232,204,148,1132,0,0,133,1601,0,75,0,205,0,153,6,0,151,251,0,135,0,0,0,5172,0,11977,18,51,1017,30,0,3,0,0,0,50,0,0,0,0,3,88,0,3,1740,0,217,
64,0,0,262,657,0,0,132,43,36,20,6,0,0,0,0,0,0,3,0,0,297,1139,0,0,0,0,0,857,4204,2670,2579,4496,1616,144,2120,0,0,0,0,0,242,0,6,0,31,44,3,0,0,0,0,0,0,979,35,0,32,480,0,15,72,0,0,0,0,0,0,0,165,1666,3905,191,0,32,0,24,104,178,581,24,584,510,114,19,0,47,179,0,0,0,156,3,5,260,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,305,0,0,0,222,180,675,3047,1306,141,150063,110615,1111,2017,206,194,6,0,0,13,0,27,0,0,0,0,0,1274,0,0,55,1383,12,0,0,165,86,171,95,210,0,0,0,1007,183,3200,0,392,78,0,0,0,17,5920,110,1213,23326,0,0,0,499,0,785,38,118,0,0,15,76,0,237,85,583,0,0,0,0,0,132,0,0,0,141,315,0,0,0,0,0,3,42,68,0,315,2,813,0,2778,1286,26,513,0,136,0,2072,0,1373,0,0,62,1073,0,2845,0,0,0,133,0,56,237,3,6,0,407,0,0,187,0,0,0,267,211,161,139,948,0,0,126,1355,0,66,0,170,0,128,6,0,131,234,0,118,0,0,0,5265,0,11775,18,44,944,29,0,2,0,0,0,47,0,0,0,0,3,68,0,2,1538,0,201,
65,0,0,229,551,0,0,118,38,28,17,6,0,0,0,0,0,0,3,0,0,239,1316,0,0,0,0,0,1042,3772,2427,2307,4060,1453,129,1906,0,0,0,0,0,219,0,6,0,26,41,3,0,0,0,0,0,0,798,33,0,29,443,0,13,62,0,0,0,0,0,0,0,139,1495,3547,175,0,31,0,22,96,139,498,22,491,463,100,15,0,43,152,0,0,0,121,3,3,235,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,269,0,0,0,199,159,605,3120,1184,129,137392,100885,912,1832,191,155,6,0,0,9,0,18,0,0,0,0,0,1100,0,0,43,1145,11,0,0,143,68,140,77,174,0,0,0,835,153,2872,0,366,78,0,0,0,14,5334,92,1121,21431,0,0,0,448,0,1071,35,101,0,0,15,65,0,215,76,529,0,0,0,0,0,119,0,0,0,118,269,0,0,0,0,0,3,39,63,0,275,0,747,0,2462,1160,21,472,0,128,0,1872,0,1240,0,0,52,974,0,2525,0,0,0,118,0,45,205,3,6,0,366,0,0,172,0,0,0,241,191,138,128,792,0,0,116,1119,0,58,0,133,0,105,5,0,118,208,0,110,0,0,0,4731,0,11006,17,40,848,26,0,0,0,0,0,43,0,0,0,0,3,58,0,0,1366,0,180,
66,0,0,194,438,0,0,98,33,23,14,6,0,0,0,0,0,0,3,0,0,187,1057,0,0,0,0,0,807,3241,2121,2001,3470,1279,113,1638,0,0,0,0,0,189,0,6,0,22,37,3,0,0,0,0,0,0,631,30,0,26,386,0,9,50,0,0,0,0,0,0,0,110,1300,3028,151,0,25,0,17,76,111,415,16,422,396,84,14,0,38,111,0,0,0,89,3,3,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,166,132,520,2688,1009,111,118512,86877,732,1620,172,132,6,0,0,8,0,11,0,0,0,0,0,931,0,0,38,936,8,0,0,113,57,120,72,133,0,0,0,652,119,2451,0,326,76,0,0,0,9,4615,81,974,18462,0,0,0,373,0,933,32,81,0,0,14,62,0,187,61,452,0,0,0,0,0,100,0,0,0,88,221,0,0,0,0,0,3,31,57,0,225,0,672,0,2087,1005,14,403,0,114,0,1622,0,1061,0,0,45,869,0,2161,0,0,0,96,0,35,169,2,6,0,303,0,0,138,0,0,0,212,175,112,119,644,0,0,104,880,0,48,0,98,0,79,3,0,96,178,0,97,0,0,0,4080,0,9455,15,35,739,23,0,0,0,0,0,37,0,0,0,0,3,52,0,0,1168,0,158,
67,0,0,158,327,0,0,86,25,20,11,6,0,0,0,0,0,0,3,0,0,159,823,0,0,0,0,0,630,2665,1772,1683,2922,1061,89,1355,0,0,0,0,0,159,0,6,0,16,30,2,0,0,0,0,0,0,466,22,0,23,326,0,7,39,0,0,0,0,0,0,0,91,1112,2493,124,0,18,0,13,53,90,334,10,346,337,65,11,0,34,74,0,0,0,63,3,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,138,109,434,2274,849,97,98966,72475,573,1361,153,107,6,0,0,5,0,8,0,0,0,0,0,740,0,0,33,729,6,0,0,87,46,105,63,116,0,0,0,505,92,2030,0,277,66,0,0,0,3,3896,70,808,15334,0,0,0,293,0,788,28,64,0,0,11,54,0,159,50,371,0,0,0,0,0,85,0,0,0,63,172,0,0,0,0,0,3,25,51,0,174,0,584,0,1751,827,10,324,0,98,0,1358,0,867,0,0,36,730,0,1798,0,0,0,80,0,23,140,0,6,0,235,0,0,105,0,0,0,174,142,94,98,497,0,0,91,692,0,33,0,65,0,61,3,0,81,149,0,80,0,0,0,3357,0,7812,14,29,618,21,0,0,0,0,0,33,0,0,0,0,3,45,0,0,956,0,132,
68,0,0,133,262,0,0,73,21,15,8,6,0,0,0,0,0,0,2,0,0,126,629,0,0,0,0,0,479,2143,1418,1364,2382,866,76,1098,0,0,0,0,0,136,0,6,0,11,23,0,0,0,0,0,0,0,322,18,0,18,265,0,3,31,0,0,0,0,0,0,0,75,939,2021,95,0,10,0,9,37,66,264,5,268,284,47,8,0,27,55,0,0,0,49,3,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,118,90,355,1835,716,86,80258,58841,422,1083,128,80,6,0,0,3,0,6,0,0,0,0,0,566,0,0,25,557,5,0,0,68,31,93,54,95,0,0,0,421,70,1630,0,221,49,0,0,0,2,3171,59,641,12448,0,0,0,236,0,638,20,51,0,0,8,41,0,127,44,286,0,0,0,0,0,74,0,0,0,38,134,0,0,0,0,0,3,19,36,0,133,0,487,0,1436,650,6,262,0,82,0,1088,0,669,0,0,30,575,0,1529,0,0,0,67,0,13,105,0,6,0,171,0,0,83,0,0,0,140,101,77,75,379,0,0,75,532,0,25,0,46,0,53,2,0,64,113,0,56,0,0,0,2717,0,6318,12,20,507,19,0,0,0,0,0,33,0,0,0,0,3,36,0,0,775,0,114,
