Step,Seg 165,Seg 314,Seg 315,Seg 316,Seg 317,Seg 318,Seg 319,Seg 320,Seg 321,Seg 527,Seg 641,Seg 642,Seg 643,Seg 646,Seg 647,Seg 648,Seg 815,Seg 817,Seg 836,Seg 990,Seg 994,Seg 995,Seg 996,Seg 997,Seg 998,Seg 999,Seg 1000,Seg 1001,Seg 1162,Seg 1163,Seg 1329,Seg 1330,Seg 1336,Seg 1337,Seg 1338,Seg 1339,Seg 1341,Seg 1489,Seg 1509,Seg 1660,Seg 1662,Seg 1663,Seg 1664,Seg 1665,Seg 1666,Seg 1669,Seg 1674,Seg 1675,Seg 1677,Seg 1839,Seg 1840,Seg 1868,Seg 1877,Seg 1882,Seg 2022,Seg 2023,Seg 2025,Seg 2030,Seg 2032,Seg 2033,Seg 2121,Seg 2129,Seg 2214,Seg 2216,
93,0,0,794,1138,644,0,0,0,368,0,610,30,0,0,0,0,0,0,0,0,0,0,0,34,0,0,24768,19458,0,0,0,0,0,0,8,0,2594,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,98,1378,0,0,0,0,0,
94,0,0,598,872,468,0,0,0,292,0,452,24,0,2,8,0,0,0,0,0,0,0,0,22,0,0,18854,14754,0,0,0,0,0,2,8,0,1996,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,60,1026,0,0,0,0,0,
95,0,0,480,662,348,0,0,0,238,0,354,20,0,2,2,0,0,0,0,0,0,0,0,16,0,0,14696,11510,0,0,0,0,0,2,8,0,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,792,0,0,0,0,0,
96,0,0,406,542,266,0,0,0,202,0,294,12,0,0,0,0,0,0,0,0,0,0,0,14,0,0,13089,10730,0,0,0,0,0,0,8,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,662,0,0,0,0,0,
97,0,0,1594,1290,196,0,0,0,164,0,651,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,22651,15302,0,0,0,0,0,0,2,0,2350,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,34,556,0,0,0,0,0,
98,0,0,2490,1868,156,0,0,0,154,0,948,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,34279,20963,0,0,0,0,0,0,0,0,3537,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,0,0,0,28,897,0,0,0,0,0,
99,0,0,2260,1680,130,0,0,0,130,0,866,4,0,0,0,2,0,0,0,0,0,0,0,10,0,0,38978,23370,0,0,0,0,0,0,0,0,3596,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,28,1182,0,0,0,0,0,
100,0,0,2148,1584,120,0,0,0,124,0,836,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,43590,29469,0,0,0,0,0,0,0,0,4642,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,26,1515,0,0,0,0,0,
101,0,0,1942,1464,110,0,0,0,118,0,766,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,44244,32846,0,0,0,0,0,0,0,0,5432,0,0,0,0,0,0,0,0,0,0,0,774,0,0,0,0,0,0,0,0,24,1778,0,0,0,0,0,
102,0,0,1686,1298,96,0,0,0,104,0,672,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,39452,29352,0,0,0,0,0,0,0,0,4806,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,20,1588,0,0,0,0,0,
103,0,0,1404,1078,80,0,0,0,82,0,552,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32976,24516,0,0,0,0,0,0,0,0,3994,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,20,1348,0,0,0,0,0,
104,0,0,1142,880,62,0,0,0,64,0,452,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26444,19672,0,0,0,0,0,0,0,0,3196,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,20,1068,0,0,0,0,0,
105,0,0,904,676,46,0,0,0,46,0,344,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20688,15516,0,0,0,0,0,0,0,0,2454,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,14,838,0,0,0,0,0,
106,0,0,706,512,36,0,0,0,44,0,242,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15780,11816,0,0,0,0,0,0,0,0,1872,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,6,652,0,0,0,0,0,
107,0,0,548,404,32,0,2,10,30,0,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12388,9220,0,0,0,0,0,0,0,0,1494,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,4,538,0,0,0,0,0,
108,0,0,438,318,28,0,0,0,22,0,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10445,7318,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,4,456,0,0,0,0,0,
109,0,0,370,258,24,0,0,0,18,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16951,11350,0,0,0,0,0,0,0,0,2781,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,4,370,0,0,0,0,0,
110,0,0,296,228,16,0,0,0,14,0,98,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,26266,16226,0,0,0,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,2,1731,0,0,0,0,0,
111,0,0,240,202,12,0,0,0,14,0,90,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,31546,17188,0,0,0,0,0,0,0,0,2486,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,4,2840,0,0,0,0,0,
112,0,0,222,190,16,0,0,0,16,0,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35024,21172,0,0,0,0,0,0,0,0,2338,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,2,2662,0,0,0,0,0,
113,0,0,190,180,12,0,2,0,14,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34486,23252,0,0,0,0,0,0,2,0,2168,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,2506,0,0,0,0,0,
114,0,0,156,160,12,0,6,12,14,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30830,20660,0,0,0,0,0,0,2,0,1934,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,2226,0,0,0,0,0,
115,0,0,132,126,10,0,2,12,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26144,17498,0,0,0,0,0,0,2,0,1628,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1874,0,0,0,0,0,
116,0,0,100,104,6,0,2,10,10,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21548,14484,0,0,0,0,0,0,2,0,1352,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1526,0,0,0,0,0,
117,0,0,62,86,4,0,2,8,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16846,11278,0,0,0,0,0,0,2,0,1040,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1202,0,0,0,0,0,
118,0,0,42,78,4,0,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12778,8672,0,0,0,0,0,0,2,0,766,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,
119,0,0,30,48,4,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9916,6762,0,0,0,0,0,0,2,0,582,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,698,0,0,0,0,0,
120,0,0,22,36,419,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7776,6969,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,
121,0,0,16,603,688,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11283,12913,0,0,0,0,0,0,413,0,942,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,
122,0,0,22,986,594,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16406,18616,0,0,0,0,0,0,738,0,1706,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,
123,0,0,422,898,548,0,0,0,6,0,6,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,20372,19902,0,0,0,0,0,0,670,0,3722,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1878,0,0,0,0,0,
124,0,0,768,824,510,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24863,22729,0,0,0,0,0,0,640,0,6597,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2161,0,0,0,0,0,
125,0,0,722,748,478,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25550,24112,0,0,0,0,0,0,594,0,7354,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2416,0,0,0,0,0,
126,0,0,652,674,446,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23076,21692,0,0,0,0,0,0,540,0,6650,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2206,0,0,0,0,0,
127,0,0,518,564,380,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19434,18298,0,0,0,0,0,0,464,0,5538,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1862,0,0,0,0,0,
128,0,0,438,460,302,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15694,14772,0,0,0,0,0,0,364,0,4386,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1482,0,0,0,0,0,
129,0,0,332,336,246,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12070,11306,0,0,0,0,0,0,272,0,3354,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,0,
130,0,0,274,262,174,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9450,8826,0,0,0,0,0,0,222,0,2606,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,
131,0,0,218,204,138,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7544,7090,0,0,0,0,0,0,180,0,2064,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,
132,0,0,180,164,108,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7057,5756,0,0,0,0,0,0,142,0,1670,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,
133,0,0,148,140,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14366,7626,0,0,0,0,0,0,124,0,3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0,0,0,0,
134,0,0,124,118,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22009,11739,0,0,0,0,0,0,667,0,4366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851,0,0,0,0,0,
135,0,0,112,679,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25443,16641,0,0,0,0,0,0,1084,0,3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408,0,0,0,0,0,
136,0,0,102,1724,64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28841,19820,0,0,0,0,0,0,998,0,4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604,0,0,0,0,0,
137,0,0,92,2104,58,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28696,19252,0,0,0,0,0,0,926,0,4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422,0,0,0,0,0,
138,0,0,84,1824,52,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,25706,17160,0,0,0,0,0,0,828,0,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154,0,0,0,0,0,
139,0,0,72,1586,44,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21700,14612,0,0,0,0,0,0,700,0,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,0,0,0,0,0,
140,0,0,58,1272,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17454,11716,0,0,0,0,0,0,570,0,2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,0,
141,0,0,36,980,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13634,9054,0,0,0,0,0,0,462,0,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,
142,0,0,26,760,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10442,6956,0,0,0,0,0,0,358,0,1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,
143,0,0,18,608,20,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8142,5468,0,0,0,0,0,0,286,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,0,0,
144,0,0,12,494,18,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6510,4358,0,0,0,0,0,0,212,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,588,0,0,0,0,0,
145,0,0,10,414,12,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13632,9368,0,0,0,0,0,0,184,0,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,
146,0,0,10,350,10,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20938,14677,0,0,0,0,0,0,584,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,0,0,0,0,0,
147,0,0,8,298,6,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21298,15856,0,0,0,0,0,0,890,0,1172,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1070,0,0,0,0,0,
148,0,0,6,274,4,0,0,0,0,0,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21909,17631,0,0,0,0,0,0,816,0,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,0,0,0,0,0,
149,0,0,6,244,4,2,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22026,18438,0,0,0,0,0,0,760,0,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,0,0,0,0,0,
150,0,0,6,214,4,2,0,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19962,16568,0,0,0,0,0,0,684,0,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442,0,0,0,0,0,
151,0,0,6,176,4,2,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16926,14032,0,0,0,0,0,0,572,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,0,0,0,0,0,
152,0,0,6,144,4,2,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13586,11244,0,0,0,0,0,0,476,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,0,0,0,0,0,
153,0,0,6,104,4,2,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10466,8680,0,0,0,0,0,0,378,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,
154,0,0,4,88,4,2,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8024,6664,0,0,0,0,0,0,296,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,0,0,0,0,0,
155,0,0,4,64,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6432,5296,0,0,0,0,0,0,226,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,
156,0,0,2,54,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5166,4737,0,0,0,0,0,0,186,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,
157,0,0,2,54,4,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11202,7760,0,0,0,0,0,0,150,0,1737,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0,
158,0,0,576,613,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18688,10716,0,0,0,0,0,0,138,0,2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,
159,0,0,1032,1044,0,417,0,0,0,0,0,118,0,0,0,2,0,0,0,0,0,0,0,2,0,0,21081,12519,0,0,0,0,0,0,116,0,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,
160,0,0,1370,984,0,770,0,0,2,0,0,108,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22298,15422,0,0,0,0,0,0,104,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,
161,0,0,1662,918,0,716,0,0,2,0,0,90,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21730,16124,0,0,0,0,0,0,90,0,2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,0,0,0,
162,0,0,1490,842,0,636,0,0,2,0,0,80,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19350,14456,0,0,0,0,0,0,80,0,1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,
163,0,0,1276,706,0,542,0,0,2,0,0,64,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16332,12274,0,0,0,0,0,0,64,0,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,
164,0,0,1068,564,0,438,0,0,2,0,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13196,10022,0,0,0,0,0,0,48,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,
165,0,0,820,432,0,362,0,0,2,0,0,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10480,7928,0,0,0,0,0,0,34,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,
166,0,0,608,330,0,286,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7960,6034,0,0,0,0,0,0,30,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,
167,0,0,478,256,0,226,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258,4830,0,0,0,0,0,0,18,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,
168,0,0,370,222,0,188,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5030,3892,0,0,0,0,0,0,12,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,
169,0,0,314,607,0,158,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7723,7293,0,0,0,0,0,0,12,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,
170,0,0,679,896,0,144,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,567,0,0,12336,11136,0,0,0,0,0,0,8,0,795,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,
171,0,0,996,1189,0,128,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,14634,12200,0,0,0,0,0,0,6,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,
172,0,0,948,1512,0,114,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,974,0,0,15327,13952,0,0,0,0,0,0,6,0,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,
173,0,0,866,1406,0,104,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,924,0,0,14794,14516,0,0,0,0,0,0,4,0,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,
174,0,0,760,1264,0,90,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,850,0,0,13330,13068,0,0,0,0,0,0,4,0,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,
175,0,0,640,1078,0,78,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,734,0,0,11116,10906,0,0,0,0,0,0,4,0,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,
176,0,0,518,842,0,66,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,606,0,0,8974,8888,0,0,0,0,0,0,4,0,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,
177,0,0,404,632,0,46,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,434,0,0,6932,6766,0,0,0,0,0,0,2,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,
178,0,0,302,488,0,38,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,338,0,0,5412,5158,0,0,0,0,0,0,2,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,
179,0,0,230,376,0,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,266,0,0,4146,4020,0,0,0,0,0,0,2,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,
180,0,0,188,292,0,24,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,222,0,0,3981,3726,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,
181,0,0,152,236,2,22,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,6243,6079,0,0,0,0,0,0,0,2,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,
182,0,0,130,206,0,18,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,9871,9180,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,
183,0,0,110,190,0,16,0,0,2,0,638,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,11695,9648,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,
184,0,0,104,596,2,12,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,12938,9590,0,0,0,0,0,0,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,
185,0,0,92,920,0,12,0,0,2,0,566,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,13320,10366,0,0,0,0,0,0,2,0,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0,0,0,0,0,
186,0,0,82,834,0,10,0,0,2,0,516,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,11876,9990,0,0,0,0,0,0,2,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,
187,0,0,60,738,0,10,0,0,2,0,446,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,10350,8638,0,0,0,0,0,0,2,0,1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,
188,0,0,50,578,0,6,0,0,2,0,342,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,8376,6958,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,
189,0,0,40,442,0,4,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,6702,5610,0,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,
190,0,0,36,348,0,4,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,5182,4316,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,
191,0,0,30,284,0,4,0,0,2,0,162,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,4178,3480,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,
192,0,0,22,242,0,4,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,3480,2866,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,
