Step,Seg 22,Seg 33,Seg 114,Seg 133,Seg 137,Seg 139,Seg 147,Seg 149,Seg 153,Seg 159,Seg 164,Seg 165,Seg 166,Seg 176,Seg 179,Seg 181,Seg 186,Seg 187,Seg 190,Seg 191,Seg 192,Seg 196,Seg 198,Seg 200,Seg 201,Seg 203,Seg 204,Seg 205,Seg 209,Seg 216,Seg 217,Seg 220,Seg 223,Seg 231,Seg 234,Seg 240,Seg 248,Seg 254,Seg 257,Seg 262,Seg 264,Seg 282,Seg 287,Seg 288,Seg 290,Seg 291,Seg 292,Seg 303,Seg 304,Seg 308,Seg 309,Seg 310,Seg 311,Seg 314,Seg 315,Seg 316,Seg 317,Seg 318,Seg 319,Seg 320,Seg 321,Seg 424,Seg 435,Seg 437,Seg 446,Seg 455,Seg 458,Seg 460,Seg 463,Seg 465,Seg 466,Seg 469,Seg 470,Seg 471,Seg 472,Seg 473,Seg 475,Seg 481,Seg 483,Seg 485,Seg 487,Seg 488,Seg 491,Seg 492,Seg 497,Seg 500,Seg 505,Seg 510,Seg 514,Seg 515,Seg 517,Seg 519,Seg 520,Seg 524,Seg 527,Seg 531,Seg 532,Seg 538,Seg 539,Seg 540,Seg 541,Seg 550,Seg 552,Seg 556,Seg 559,Seg 566,Seg 573,Seg 585,Seg 586,Seg 588,Seg 589,Seg 594,Seg 602,Seg 609,Seg 610,Seg 628,Seg 629,Seg 632,Seg 640,Seg 641,Seg 642,Seg 643,Seg 644,Seg 645,Seg 646,Seg 647,Seg 648,Seg 754,Seg 760,Seg 768,Seg 769,Seg 781,Seg 786,Seg 788,Seg 792,Seg 794,Seg 798,Seg 799,Seg 802,Seg 803,Seg 805,Seg 814,Seg 815,Seg 816,Seg 817,Seg 818,Seg 819,Seg 820,Seg 821,Seg 822,Seg 823,Seg 825,Seg 827,Seg 831,Seg 836,Seg 839,Seg 840,Seg 841,Seg 845,Seg 846,Seg 851,Seg 852,Seg 854,Seg 855,Seg 859,Seg 860,Seg 861,Seg 874,Seg 887,Seg 889,Seg 899,Seg 901,Seg 904,Seg 906,Seg 926,Seg 929,Seg 945,Seg 947,Seg 949,Seg 950,Seg 952,Seg 954,Seg 957,Seg 959,Seg 973,Seg 974,Seg 975,Seg 977,Seg 978,Seg 986,Seg 989,Seg 990,Seg 991,Seg 992,Seg 993,Seg 994,Seg 995,Seg 996,Seg 997,Seg 998,Seg 999,Seg 1000,Seg 1001,Seg 1100,Seg 1102,Seg 1107,Seg 1112,Seg 1118,Seg 1134,Seg 1144,Seg 1145,Seg 1162,Seg 1163,Seg 1164,Seg 1168,Seg 1170,Seg 1172,Seg 1174,Seg 1181,Seg 1182,Seg 1185,Seg 1186,Seg 1192,Seg 1193,Seg 1194,Seg 1195,Seg 1199,Seg 1200,Seg 1201,Seg 1203,Seg 1204,Seg 1205,Seg 1211,Seg 1224,Seg 1229,Seg 1230,Seg 1236,Seg 1245,Seg 1246,Seg 1251,Seg 1252,Seg 1257,Seg 1261,Seg 1264,Seg 1281,Seg 1283,Seg 1288,Seg 1289,Seg 1290,Seg 1296,Seg 1297,Seg 1300,Seg 1308,Seg 1310,Seg 1313,Seg 1316,Seg 1317,Seg 1322,Seg 1323,Seg 1325,Seg 1328,Seg 1329,Seg 1330,Seg 1331,Seg 1332,Seg 1333,Seg 1334,Seg 1335,Seg 1336,Seg 1337,Seg 1338,Seg 1339,Seg 1340,Seg 1341,Seg 1435,Seg 1444,Seg 1457,Seg 1459,Seg 1462,Seg 1467,Seg 1470,Seg 1472,Seg 1474,Seg 1477,Seg 1481,Seg 1488,Seg 1489,Seg 1490,Seg 1491,Seg 1492,Seg 1493,Seg 1499,Seg 1502,Seg 1503,Seg 1504,Seg 1506,Seg 1508,Seg 1509,Seg 1510,Seg 1511,Seg 1513,Seg 1514,Seg 1516,Seg 1517,Seg 1519,Seg 1522,Seg 1525,Seg 1527,Seg 1528,Seg 1529,Seg 1533,Seg 1534,Seg 1536,Seg 1537,Seg 1540,Seg 1541,Seg 1544,Seg 1546,Seg 1547,Seg 1552,Seg 1554,Seg 1555,Seg 1570,Seg 1572,Seg 1580,Seg 1582,Seg 1590,Seg 1614,Seg 1624,Seg 1625,Seg 1626,Seg 1627,Seg 1628,Seg 1631,Seg 1635,Seg 1640,Seg 1647,Seg 1648,Seg 1651,Seg 1652,Seg 1653,Seg 1659,Seg 1660,Seg 1661,Seg 1662,Seg 1663,Seg 1664,Seg 1665,Seg 1666,Seg 1667,Seg 1668,Seg 1669,Seg 1670,Seg 1671,Seg 1672,Seg 1673,Seg 1674,Seg 1675,Seg 1676,Seg 1677,Seg 1751,Seg 1784,Seg 1792,Seg 1793,Seg 1806,Seg 1809,Seg 1819,Seg 1826,Seg 1829,Seg 1830,Seg 1835,Seg 1838,Seg 1839,Seg 1840,Seg 1841,Seg 1846,Seg 1854,Seg 1855,Seg 1859,Seg 1863,Seg 1866,Seg 1867,Seg 1868,Seg 1871,Seg 1872,Seg 1875,Seg 1876,Seg 1877,Seg 1879,Seg 1880,Seg 1881,Seg 1882,Seg 1888,Seg 1889,Seg 1891,Seg 1895,Seg 1905,Seg 1922,Seg 1925,Seg 1942,Seg 1948,Seg 1974,Seg 1977,Seg 1978,Seg 1979,Seg 1983,Seg 1985,Seg 1988,Seg 1989,Seg 1990,Seg 1993,Seg 1994,Seg 2006,Seg 2007,Seg 2008,Seg 2010,Seg 2013,Seg 2015,Seg 2018,Seg 2019,Seg 2021,Seg 2022,Seg 2023,Seg 2024,Seg 2025,Seg 2026,Seg 2027,Seg 2028,Seg 2029,Seg 2030,Seg 2031,Seg 2032,Seg 2033,Seg 2079,Seg 2102,Seg 2104,Seg 2107,Seg 2114,Seg 2116,Seg 2118,Seg 2120,Seg 2121,Seg 2122,Seg 2125,Seg 2126,Seg 2129,Seg 2131,Seg 2132,Seg 2134,Seg 2138,Seg 2139,Seg 2140,Seg 2142,Seg 2143,Seg 2149,Seg 2153,Seg 2160,Seg 2174,Seg 2185,Seg 2187,Seg 2193,Seg 2203,Seg 2204,Seg 2205,Seg 2210,Seg 2212,Seg 2214,Seg 2215,Seg 2216,
1,0,0,0,0,0,0,0,0,0,8740,11,4474,0,13030,0,8541,3960,10332,9403,16,21328,8207,26220,20220,3,34160,0,3378,20882,2953,23096,51756,49161,0,7998,0,0,16969,25560,0,15,0,0,0,9,0,0,26445,6,39607,0,0,0,33318,53104,10432,7231,36947,5728,20000,16624,0,0,0,52,750,2068,0,20,0,3,9001,12,8,1560,991,0,0,12949,0,0,76,0,25040,21630,16,3,5,3,9346,0,0,23178,0,0,0,36716,21257,23365,20297,5694,8,0,1515,54116,0,0,9,3,0,5735,0,0,0,0,1473,0,0,9651,17141,40662,5773,7279,14843,22220,23837,16123,0,0,0,0,0,0,0,0,25,477,0,0,0,2564,37322,9911,2821,49036,20,8,12,0,22295,3361,0,13538,484,8471,18,13704,178,1494,3814,5050,12502,11,6471,1493,5733,6,3,0,0,12,0,5,3,7,15,0,0,12,2,0,5288,4,10,0,0,0,0,1494,16,18873,38275,15586,55163,38472,17685,22870,9,41345,9,12562,140772,7865,0,0,0,0,0,0,961,0,14853,17,24930,6,0,0,0,20822,0,7172,3,2962,0,17611,26600,0,30680,0,11316,18,23649,6906,14,0,0,0,0,0,484,39832,6969,11,10,8,0,6,2612,5,2557,2274,18312,4476,27890,0,656,0,0,0,12020,0,15628,13562,41570,9834,1283,3,4684,8,11,28174,7850,9931,7895,0,0,0,0,0,0,0,0,0,1133,0,0,11992,3431,0,8891,14,10985,0,3833,6,17,16279,3136,1555,13591,16225,30060,2749,6,14364,38936,4441,0,0,0,3,15792,0,0,1510,7818,0,33055,0,36475,2,0,0,3,2,486,1034,0,1899,0,12956,0,2400,0,66136,51941,489,6428,0,0,0,16614,16370,13497,8056,16096,9317,55083,3525,18658,40108,9340,14,27856,4443,9,2404,12307,6319,10,0,0,0,0,0,0,0,15,0,0,0,18,6901,26676,6,0,25761,18523,29994,35800,3080,0,36425,6640,20678,17235,3,6248,13812,5148,33542,8297,14791,11198,48545,0,48,0,0,0,1543,12,3,3106,0,18169,0,7986,0,0,3,0,11634,0,0,761,0,0,30120,41335,3809,6,8,2286,6,0,7289,19355,27632,30775,17315,12,3,0,0,0,0,0,0,0,5,9,10450,3,0,10142,6967,0,20851,2,14524,11203,6005,492,14,0,11949,6222,38211,16,26730,0,0,794,0,0,12,4673,6250,
2,0,0,0,0,0,2395,0,168,9,10622,15,5849,0,15857,501,10594,14,14613,12310,12,27533,10726,31227,26234,12,40849,3,4387,26469,3512,29961,64356,60053,0,9700,0,6,20508,36376,0,14,589,0,0,110,0,0,32711,815,49578,0,0,0,42801,69951,13764,12786,48589,7555,26312,21870,0,5,0,29,917,2502,3,24,0,0,12005,12,5,2083,1326,0,9,15668,38,0,12,0,32859,25613,1068,2353,29,2,12327,6,9,30156,0,12,0,47692,25282,31614,28390,7478,3,15,1902,64305,0,0,9,2,0,8508,13,74,4,1080,1928,0,0,11956,22504,55037,7714,9650,19744,29625,31657,21301,6,0,6,20,0,0,0,0,0,584,0,3,0,3187,45537,13813,3721,65058,45,12,50,0,29301,4402,9,17370,593,11176,13,17807,232,1787,5015,6208,18095,3,7831,1775,8651,6,5685,3,0,8,3,0,3,3,515,12,0,1100,26,0,6567,0,0,3,0,0,3,1966,10,23254,50450,21306,72375,50696,24034,30302,15,55923,1110,16717,194578,10417,0,0,9,0,15,0,1214,14,17690,33,32848,653,5,0,10,24991,0,9690,1124,3594,3,25649,35173,0,39769,3,14449,1516,30438,8249,6,0,1889,0,0,3,597,52713,9341,6,15,6,0,6,3402,15,3200,3002,22312,5444,33659,2132,815,0,0,2,15821,5,20130,17921,54738,12907,1694,3,6189,9,27,37443,10390,13978,11577,0,0,6,0,0,0,12,3,9,1324,3,3,15856,5401,0,11870,48,13283,0,4931,1934,6,20315,4136,2048,19539,19309,45875,3181,6,17793,47776,5289,0,0,0,17,21784,3,0,1862,10265,0,54495,0,48037,975,0,1023,6,0,595,1284,650,2357,9,16801,0,3038,0,89588,67073,613,9388,0,0,0,21320,25032,17845,10631,21187,12317,72555,4655,24282,54035,12335,1071,37011,5877,9,3169,16707,9481,38,0,0,16,31,0,0,0,3,0,21,0,27,9052,36079,3,0,31846,26679,39928,43199,3966,6,47514,8476,28063,23471,8,8359,17524,6688,44851,12459,18395,15542,57359,0,69,0,9,0,1930,524,3,4059,3,25123,0,10029,0,9,0,8,16046,3,0,933,167,0,37515,55191,4641,28,15,3023,24,0,9573,25805,36603,43136,23043,9,6,0,6,0,0,728,0,0,3,9,15756,460,0,12183,8388,0,25155,8,19753,14825,8443,643,21,0,17791,7582,50593,14,40028,0,0,1049,0,6,1098,7264,8317,
3,0,3,0,0,0,3067,3,211,0,8683,14,5237,0,12934,651,8983,14,13544,10335,51,24286,8961,24527,25769,3,32345,0,3922,22650,2769,27409,53011,47887,4,7764,0,3,16482,32855,0,3,902,0,0,121,0,3,26827,1094,40785,0,3,0,36421,62359,12326,14556,43345,7530,23492,19474,0,26,0,9,768,1973,3,35,0,0,10129,12,3,1859,1177,3,0,12545,30,0,6,0,29693,20064,1298,3818,2850,8,11086,6,12,26812,0,12,3,42368,20675,28712,26155,6685,0,514,1571,51267,0,0,8,0,0,8695,11,86,0,1422,1809,0,0,9709,20114,49950,6936,8699,17844,26737,28355,19003,0,3,0,3,0,0,0,0,9,468,3,0,5,2688,36455,12498,3310,58167,26,14,23,2,26202,3954,78,14634,491,9361,12,16597,209,1365,4709,5033,17066,5,6303,1346,8320,18,7132,3,0,18,0,3,0,3,686,3,0,1380,36,0,5429,0,77,0,0,310,0,1724,24,18848,45072,19407,64794,45284,22562,27268,20,50816,1499,15037,184192,9330,3,8,15,0,0,0,1551,3,14930,11,29440,785,84,3,2,19836,0,8295,1530,2915,0,23966,31630,15,34975,0,12201,2283,27033,6614,3,0,3228,0,0,0,474,46069,7820,14,9,6,9,6,3012,3,3481,2705,17943,4261,26818,2711,685,3,3,0,13334,13,17223,15977,49638,11554,1867,9,5561,9,6,33612,9282,12873,10910,0,5,0,0,3,0,9,0,496,1018,3,5,14225,5241,0,10686,20,10732,0,4213,9104,0,16741,3694,1837,18338,15391,46250,2481,12,14175,38869,4157,0,2,3,9,19975,0,3,1572,9187,3,51406,0,41171,1221,0,1276,0,3,472,1137,884,1963,3,14482,6,2603,0,79219,57699,498,9682,8,0,2,17422,25072,16012,9413,18942,10991,64753,4240,20922,49748,11061,1438,33269,5271,27,2867,15406,8962,24,3,3,9,108,0,0,2,0,0,21,3,12,8137,32163,3,8,25785,24836,33978,34832,3413,6,42252,8364,25431,23015,28,7402,14903,5970,40552,13408,14937,14308,44680,0,89,0,493,3,1602,667,2,3569,0,22037,12,8601,0,0,0,94,14089,0,3,777,222,0,30391,49307,3857,1082,12,2711,23,3,9193,23171,32852,40913,20713,806,820,0,9,6,0,936,2,6,15,15,15077,560,5,9778,6673,3,20219,15,17939,13226,7377,577,24,0,15993,6236,43523,14,36323,0,0,893,0,0,1391,7049,8282,
4,0,2,0,3,0,2633,3,173,0,7292,12,4801,0,10808,562,7774,1042,12410,8449,28,21968,7372,19847,24118,9,26196,6,3555,19837,2214,25136,44905,38645,0,6305,0,3,13569,28908,0,6,847,2,0,99,3,3,22474,1006,33789,3,174,3,31646,56487,11264,14754,39283,7157,21373,17648,0,55,0,0,655,1612,3,35,0,0,8250,9,9,1692,1054,3,6,10998,18,0,36,6,26895,15936,1055,4642,4720,0,10204,15,3,24436,3,14,3,38544,16895,26209,23871,6205,0,657,1329,42280,0,3,5,0,0,8764,17,74,6,1234,1722,3,0,8032,18421,45679,6343,7892,17107,24487,25866,17341,0,3,0,82,0,3,0,3,0,398,3,0,6,2276,29876,11094,2976,52620,14,9,828,0,24793,3643,276,12186,418,7637,9,15448,190,1067,4404,4175,15799,17,5187,1083,7680,15,5956,6,0,20,0,3,0,5,623,5,13,1172,32,0,4582,0,100,0,3,409,0,1543,14,15623,41178,17751,59245,41369,20961,25016,15,46469,1374,13738,174285,8525,3,5,21,17,0,2,1572,6,12591,9,26957,653,103,0,10,15918,0,7037,1391,2379,0,21655,29066,6,31496,0,10411,2193,24137,5545,6,0,3141,0,0,0,390,40480,6248,12,8,1022,9,8,2746,3,3399,2450,14878,3515,22945,2343,572,0,0,0,11718,41,15010,14450,46138,10514,2048,6,5115,6,39,30754,8442,11771,9995,0,3,3,0,3,0,16,3,634,793,2,0,13050,4781,3,9779,21,8773,3,3674,14210,0,14144,3414,1704,16925,12644,43365,2011,12,11582,32173,3395,0,0,3,6,19033,0,9,1362,8475,2,42661,0,35227,1036,0,1063,0,0,383,1003,800,1632,3,12686,3,2307,0,69065,49770,412,9086,6,0,0,15331,23328,14712,8515,17356,10054,58834,3884,18252,45973,10087,1321,30386,4844,8,2605,14398,8101,9,0,3,3,98,0,6,0,0,0,9,3,11,7460,28678,3,8,21185,22558,29153,29130,2956,9,38605,7702,23100,20020,17,6881,12962,5440,37392,12999,12191,13176,35660,0,101,0,614,0,1378,558,0,3210,0,18822,3,7493,0,0,0,113,12069,6,0,652,195,3,24739,44770,3174,1444,14,2425,11,0,8539,21944,29941,40306,20191,1114,1146,3,12,3,0,776,6,9,6,9,13791,463,3,8053,5569,3,16895,0,16459,12068,6166,529,24,0,13481,5307,37038,9,31391,3,0,760,0,0,1246,6557,7927,
5,0,0,0,3,0,2220,6,129,0,5980,6,4368,0,9044,486,6732,1322,11217,6914,17,19707,6013,15852,20943,6,21198,8,3222,17285,1754,22521,38155,30792,0,5142,0,2,11146,25254,0,3,784,12,0,88,3,3,18901,918,28163,3,226,3,26560,50892,10130,13712,35442,6452,19324,15895,0,51,0,0,549,1293,3,33,0,0,6667,9,5,1512,949,3,3,9319,18,0,46,3,23715,12705,845,4392,4401,0,9251,6,5,22057,3,6,3,33664,13359,23755,21667,5663,0,558,1125,34538,0,3,2,0,0,7821,13,60,6,1090,1537,3,0,6624,16790,41422,5748,7157,15849,22150,23454,15765,0,3,0,68,43,6,0,2,3,343,3,0,6,1974,24394,9823,2690,46436,14,2,1123,0,22821,3363,315,10214,350,6224,6,13844,171,858,3973,3434,14453,15,4237,878,6961,2,4920,6,0,14,0,2,0,0,538,3,6,1002,27,6,3824,0,81,0,6,369,0,1354,8,12935,37269,16046,53840,37663,19076,22777,15,42342,1244,12551,160269,7775,3,2,21,13,0,8,1359,3,10203,13,24485,545,89,3,3,12874,0,5944,1262,1884,0,19491,26492,6,28229,0,8847,2004,20889,4723,25,0,2745,2,2,0,334,35240,4943,20,5,1229,9,12,2485,3,2934,2212,12297,2957,19208,2033,502,0,0,0,9966,58,12966,13038,42107,9469,1937,2,4642,12,180,27937,7664,10692,9048,0,3,3,0,6,0,8,3,527,618,0,0,11791,4343,3,8900,17,7083,3,3076,14196,2,11927,3093,1541,15405,10353,39457,1580,8,9525,26635,2813,6,0,3,5,17563,0,9,1140,7721,0,34771,0,29787,875,0,880,0,3,320,878,679,1349,3,11039,6,2015,0,60424,42267,349,8085,3,0,3,13130,21165,13323,7671,15860,9116,53383,3483,15809,41694,9150,1185,27587,4411,6,2348,12906,7252,3,0,3,3,86,3,13,3,0,0,6,9,8,6779,25327,2,6,17072,20387,24727,24339,2539,11,34862,6628,20837,16096,3,6253,11127,4913,34080,11799,9967,11987,28383,0,101,0,500,0,1171,476,0,2886,0,15927,6,6418,0,0,0,116,10279,3,3,566,174,12,20204,40415,2562,1248,12,2188,9,0,7514,20263,27229,37839,19134,1016,1059,3,65,3,0,642,6,6,2,9,12499,390,3,6572,4633,6,14019,9,14870,10975,5248,476,27,0,11429,4464,31352,9,26382,3,3,658,0,0,1100,5990,7185,
6,0,0,0,3,0,1832,5,93,0,4764,11,3955,0,7322,399,5560,1062,9638,5502,104,16775,4745,12401,17484,3,16694,9,2759,14376,1393,19249,31080,23859,0,4075,0,0,8742,21219,0,3,678,12,0,76,3,3,15416,816,22729,3,183,3,21190,44033,8746,11918,30800,5626,16759,13821,0,45,0,0,452,1011,3,32,0,0,5276,9,9,1286,820,3,3,7401,16,0,36,3,20233,9936,645,3549,3497,0,7968,6,6,19006,3,11,3,27987,10312,20480,18713,4921,9,445,891,27193,0,2,0,0,6,6484,9,47,6,1027,1298,2,0,5271,14664,35836,4961,6263,13839,19212,20381,13680,0,3,0,59,39,6,0,0,3,303,2,0,3,1710,19085,8407,2352,39100,8,3,984,0,19732,2981,258,8248,265,4891,5,11832,142,686,3477,2738,12601,13,3369,693,6017,0,3903,6,8,11,0,0,0,0,444,3,6,815,20,6,3090,0,65,0,5,316,0,1144,0,10211,32308,13894,46461,32661,16566,19814,12,37060,1057,10959,139887,6777,2,0,20,8,0,6,1119,3,7982,8,21328,454,73,3,2,10082,0,4858,1074,1432,0,16813,23064,5,24249,0,7245,1772,17468,3829,19,0,2263,0,0,0,266,29631,3816,17,6,941,9,9,2133,3,2469,1936,9748,2325,15349,1707,442,0,0,0,7967,53,10719,11275,36531,8137,1721,3,3986,9,108,24252,6616,9268,7848,0,3,3,0,6,0,5,3,431,482,0,2,10179,3757,3,7712,8,5518,3,2541,12392,0,9815,2690,1317,13454,8155,34100,1224,9,7490,21254,2241,6,0,3,5,15364,0,9,935,6711,0,27382,0,24274,682,0,692,0,9,265,732,554,1100,3,9265,5,1671,0,50585,34454,285,6943,3,0,3,10458,18384,11401,6694,13736,7994,46021,2998,13193,35961,7855,995,23933,3865,9,2029,10972,6274,3,0,3,2,73,3,9,3,0,0,9,7,5,5872,21465,0,29,13386,17622,19899,19464,2132,6,30138,5471,17837,12497,3,5431,9206,4249,29588,10312,7889,10422,22028,0,71,0,389,0,958,389,0,2494,0,12929,6,5321,0,0,0,103,8360,3,3,516,147,12,15993,34865,1998,1037,72,1888,6,0,6379,17615,23716,32803,16622,880,965,3,49,3,0,518,6,6,0,12,10831,287,2,5151,3703,6,11172,3,12822,9563,4306,408,26,0,9291,3599,25865,6,21098,3,3,551,0,0,955,5207,6187,
7,0,0,0,3,0,1486,2,62,0,3728,8,3308,0,5700,335,4454,572,8075,4219,89,13853,3639,9379,14369,3,12838,8,2251,11541,1051,15879,24308,18097,0,3134,0,0,6655,17288,0,3,549,11,0,54,3,3,12126,689,17666,2,140,3,16394,36847,7346,9913,25783,4738,14072,11602,0,32,0,0,366,784,3,26,0,0,4040,9,8,1066,692,3,3,5775,9,0,32,2,16794,7443,480,2777,2681,0,6627,6,6,15777,3,3,3,22697,7783,17010,15465,4094,8,348,702,20634,0,0,0,0,6,5312,8,42,5,839,1064,0,0,4087,12246,29878,4084,5289,11572,15886,17150,11428,0,3,0,44,36,6,0,0,2,244,0,0,2,1352,14477,6855,1971,32056,5,3,827,0,16517,2516,201,6361,219,3785,2,9797,113,388,2953,2063,10530,8,2555,522,5020,0,3024,6,6,9,0,0,0,0,363,3,6,643,17,5,2451,0,52,0,3,240,0,927,0,7909,26960,11615,38324,27093,13910,16541,11,31041,876,9137,116857,5632,0,0,18,6,0,5,903,2,6160,6,17896,347,61,3,0,7585,0,3893,911,1098,0,13858,19215,2,19895,0,5794,1508,14244,2991,8,0,1802,0,0,0,193,24245,2859,15,6,727,9,9,1777,2,1950,1641,7586,1798,11851,1378,364,0,0,0,6213,48,8623,9326,30463,6729,1445,0,3267,9,93,20311,5545,7729,6449,0,3,3,0,5,0,3,2,341,352,0,0,8495,3142,2,6390,5,4161,3,2082,10380,0,7875,2262,1103,11274,6112,28214,672,9,5806,16301,1713,4,0,3,3,12877,0,9,741,5620,0,20966,0,19339,525,0,526,0,9,219,607,434,865,2,7527,3,1358,0,40618,27265,221,5771,3,0,3,8124,15364,9449,5593,11336,6698,37892,2505,10624,29713,6471,815,19934,3270,9,1683,9007,5162,3,0,3,0,58,2,7,3,0,0,8,2,2,4913,17545,0,24,10175,14771,15378,15016,1732,6,25025,4413,14795,9395,3,4560,7423,3524,24621,8612,6050,8721,12068,0,30,0,300,0,766,304,0,2083,0,10169,5,4264,0,0,0,90,6488,3,2,448,120,12,12247,29074,1556,850,56,1586,6,0,5244,14667,19719,27330,13825,752,820,2,31,3,0,405,5,5,0,12,9037,202,0,3899,2877,5,8673,3,10686,8007,3415,327,24,0,7276,2803,20899,6,16156,3,3,449,0,0,785,4368,5104,
8,0,0,0,2,0,1137,0,41,0,2048,6,2667,0,3112,269,3483,0,6468,2318,72,11103,1994,5058,11496,3,6996,6,1808,9012,578,12650,13488,9862,0,1664,0,0,3590,13829,0,2,424,7,0,28,3,3,6740,550,9720,0,104,3,9092,29847,5923,7939,20793,3804,11384,9368,0,25,0,0,272,428,3,18,0,0,2176,9,5,854,554,2,2,3202,3,0,20,0,13465,3990,260,2140,2029,0,5385,6,5,12578,3,2,3,17981,4174,13776,12372,3294,6,188,529,11184,0,0,0,0,5,4194,4,32,2,645,841,0,0,2266,9851,24213,3229,4330,9266,12764,13907,9225,0,2,0,37,27,5,0,0,0,181,0,0,0,1041,7802,5431,1585,25654,3,2,665,0,13337,2025,160,3474,130,2126,0,7840,93,0,2389,1078,8509,4,1402,280,4012,0,1684,4,6,4,0,0,0,0,296,2,5,522,14,2,1910,0,39,0,3,185,0,749,0,4358,21561,9371,30893,21801,11194,13462,8,25119,692,7383,94473,4540,0,0,13,6,0,2,722,0,3382,6,14425,198,30,2,0,4082,0,2975,762,620,0,11145,15518,0,15632,0,4505,1212,11260,1682,0,0,1410,0,0,0,106,19443,1558,10,6,402,7,8,1443,0,1483,1312,4228,976,6522,1037,208,0,0,0,3382,41,6759,7491,24393,5413,1176,0,2589,8,80,16402,4478,6279,5172,0,3,3,0,2,0,2,0,275,184,0,0,6833,2524,0,5128,3,2266,2,1630,8391,0,6071,1859,915,9197,3292,22481,0,9,3188,8842,918,0,0,3,3,10368,0,8,406,4567,0,11460,0,14961,410,0,284,0,6,130,472,337,474,0,5885,3,1103,0,31492,21157,126,4664,2,0,3,4536,12290,7688,4579,9177,5451,30181,1996,8475,23856,5200,658,16062,2614,8,1393,7240,4137,3,0,2,0,51,0,2,2,0,0,6,0,0,4001,14193,0,12,5526,11927,8472,8360,1370,6,20148,3488,11930,5106,3,3703,5772,2853,19614,6901,3288,6989,0,0,0,0,180,0,608,236,0,1649,0,7716,3,3284,0,0,0,74,3608,2,0,359,91,9,6786,23589,848,666,44,1266,5,0,4192,11781,15866,22101,11103,621,677,0,24,3,0,226,2,2,0,11,7220,108,0,2154,1566,3,4802,2,8548,6403,1886,261,23,0,4044,1522,16357,4,8856,2,3,369,0,0,609,3532,4132,
9,0,0,0,0,0,618,0,18,0,0,4,2045,0,0,203,1886,0,4890,0,68,8549,0,0,8813,3,0,6,1431,4932,0,9605,0,0,0,0,0,0,0,10854,0,0,228,2,0,0,3,3,0,427,0,0,74,3,0,23050,4583,6024,16009,2903,8811,7218,0,10,0,0,152,0,2,12,0,0,0,9,3,642,427,0,0,0,2,0,0,0,10425,0,0,1180,1086,0,4143,4,3,9635,2,0,3,13664,0,10701,9426,2539,6,0,274,0,0,0,0,0,2,3203,0,16,0,486,637,0,0,0,7598,18899,2489,3385,7124,9916,10774,7194,0,0,0,18,14,2,0,0,0,98,0,0,0,578,0,4262,1239,19957,2,0,527,0,10374,1542,92,0,0,0,0,6011,77,0,1857,0,6477,0,0,0,2997,0,0,0,6,0,0,0,0,0,164,0,2,304,10,0,1040,0,22,0,3,134,0,563,0,0,16643,7269,23996,16875,8600,10666,6,19704,560,5834,73769,3575,0,0,7,4,0,0,400,0,0,6,11225,0,0,0,0,0,0,1610,611,0,0,8523,11895,0,11810,0,3344,950,8617,0,0,0,1059,0,0,0,0,15042,0,0,5,0,2,4,1135,0,806,1010,0,0,0,538,0,0,0,0,0,26,5146,5736,18736,4230,905,0,2011,5,66,12729,3495,4946,4049,0,3,2,0,0,0,0,0,154,0,0,0,5205,1946,0,3982,3,0,0,1265,6403,0,3370,1444,701,7115,0,17289,0,7,0,0,0,0,0,2,2,7923,0,2,0,3511,0,0,0,11256,224,0,0,0,0,0,331,186,0,0,4526,3,864,0,17112,11542,0,3620,0,0,3,0,9375,5928,3610,7115,4169,23170,1528,6555,18406,3981,508,12523,2017,6,1085,5677,3237,3,0,0,0,30,0,0,0,0,0,6,0,0,3079,11177,0,0,0,9238,0,0,1066,6,15250,2636,9117,0,2,2800,4319,2150,14860,5266,0,5281,0,0,0,0,0,0,463,128,0,1278,0,4188,2,1808,0,0,0,50,0,0,0,206,46,2,0,18328,0,489,33,956,3,0,3264,9170,12362,17337,8717,483,530,0,12,2,0,0,0,0,0,8,5585,0,0,0,0,3,0,0,6507,4792,0,186,19,0,0,0,8934,0,0,0,3,295,0,0,469,2710,3238,
