Step,Seg 35,Seg 141,Seg 147,Seg 149,Seg 153,Seg 159,Seg 164,Seg 165,Seg 176,Seg 181,Seg 186,Seg 187,Seg 190,Seg 191,Seg 192,Seg 196,Seg 198,Seg 200,Seg 201,Seg 203,Seg 204,Seg 205,Seg 209,Seg 216,Seg 217,Seg 220,Seg 223,Seg 234,Seg 248,Seg 254,Seg 255,Seg 257,Seg 264,Seg 282,Seg 287,Seg 288,Seg 290,Seg 291,Seg 292,Seg 303,Seg 304,Seg 308,Seg 314,Seg 315,Seg 316,Seg 317,Seg 318,Seg 319,Seg 320,Seg 321,Seg 432,Seg 435,Seg 437,Seg 446,Seg 447,Seg 455,Seg 458,Seg 460,Seg 463,Seg 464,Seg 465,Seg 466,Seg 469,Seg 470,Seg 471,Seg 472,Seg 474,Seg 475,Seg 476,Seg 481,Seg 483,Seg 484,Seg 485,Seg 488,Seg 491,Seg 492,Seg 497,Seg 500,Seg 505,Seg 510,Seg 514,Seg 515,Seg 517,Seg 518,Seg 519,Seg 520,Seg 527,Seg 532,Seg 538,Seg 539,Seg 540,Seg 541,Seg 550,Seg 552,Seg 556,Seg 559,Seg 563,Seg 568,Seg 569,Seg 585,Seg 586,Seg 589,Seg 590,Seg 594,Seg 599,Seg 602,Seg 610,Seg 613,Seg 628,Seg 632,Seg 640,Seg 641,Seg 642,Seg 643,Seg 644,Seg 645,Seg 646,Seg 647,Seg 648,Seg 764,Seg 768,Seg 769,Seg 781,Seg 788,Seg 791,Seg 798,Seg 799,Seg 802,Seg 803,Seg 805,Seg 814,Seg 815,Seg 816,Seg 817,Seg 818,Seg 819,Seg 820,Seg 822,Seg 825,Seg 827,Seg 831,Seg 836,Seg 839,Seg 840,Seg 845,Seg 846,Seg 851,Seg 852,Seg 854,Seg 855,Seg 859,Seg 860,Seg 861,Seg 874,Seg 887,Seg 889,Seg 899,Seg 906,Seg 926,Seg 929,Seg 945,Seg 947,Seg 949,Seg 950,Seg 952,Seg 954,Seg 957,Seg 959,Seg 973,Seg 975,Seg 977,Seg 978,Seg 986,Seg 989,Seg 990,Seg 991,Seg 992,Seg 993,Seg 994,Seg 995,Seg 996,Seg 997,Seg 998,Seg 999,Seg 1000,Seg 1001,Seg 1100,Seg 1102,Seg 1105,Seg 1107,Seg 1118,Seg 1122,Seg 1123,Seg 1126,Seg 1134,Seg 1162,Seg 1163,Seg 1164,Seg 1165,Seg 1168,Seg 1172,Seg 1174,Seg 1181,Seg 1182,Seg 1185,Seg 1186,Seg 1192,Seg 1194,Seg 1195,Seg 1200,Seg 1203,Seg 1204,Seg 1205,Seg 1224,Seg 1229,Seg 1230,Seg 1234,Seg 1245,Seg 1251,Seg 1252,Seg 1257,Seg 1261,Seg 1264,Seg 1281,Seg 1283,Seg 1288,Seg 1289,Seg 1290,Seg 1296,Seg 1297,Seg 1300,Seg 1308,Seg 1310,Seg 1313,Seg 1316,Seg 1317,Seg 1323,Seg 1325,Seg 1328,Seg 1329,Seg 1330,Seg 1331,Seg 1332,Seg 1333,Seg 1334,Seg 1335,Seg 1336,Seg 1337,Seg 1338,Seg 1339,Seg 1340,Seg 1341,Seg 1444,Seg 1456,Seg 1457,Seg 1462,Seg 1467,Seg 1470,Seg 1472,Seg 1474,Seg 1477,Seg 1488,Seg 1489,Seg 1490,Seg 1491,Seg 1492,Seg 1493,Seg 1499,Seg 1502,Seg 1503,Seg 1504,Seg 1508,Seg 1509,Seg 1510,Seg 1511,Seg 1513,Seg 1514,Seg 1516,Seg 1517,Seg 1519,Seg 1522,Seg 1525,Seg 1531,Seg 1533,Seg 1534,Seg 1537,Seg 1540,Seg 1541,Seg 1544,Seg 1546,Seg 1552,Seg 1559,Seg 1568,Seg 1570,Seg 1576,Seg 1580,Seg 1582,Seg 1590,Seg 1624,Seg 1625,Seg 1626,Seg 1627,Seg 1628,Seg 1635,Seg 1640,Seg 1648,Seg 1649,Seg 1651,Seg 1652,Seg 1653,Seg 1659,Seg 1660,Seg 1661,Seg 1662,Seg 1663,Seg 1664,Seg 1665,Seg 1666,Seg 1667,Seg 1668,Seg 1669,Seg 1670,Seg 1671,Seg 1672,Seg 1673,Seg 1674,Seg 1675,Seg 1676,Seg 1677,Seg 1793,Seg 1797,Seg 1807,Seg 1819,Seg 1826,Seg 1829,Seg 1830,Seg 1832,Seg 1835,Seg 1838,Seg 1839,Seg 1840,Seg 1841,Seg 1846,Seg 1854,Seg 1855,Seg 1859,Seg 1863,Seg 1866,Seg 1867,Seg 1868,Seg 1872,Seg 1875,Seg 1876,Seg 1877,Seg 1879,Seg 1880,Seg 1881,Seg 1882,Seg 1885,Seg 1888,Seg 1889,Seg 1891,Seg 1895,Seg 1902,Seg 1905,Seg 1925,Seg 1942,Seg 1948,Seg 1958,Seg 1977,Seg 1978,Seg 1981,Seg 1983,Seg 1985,Seg 1988,Seg 1989,Seg 1991,Seg 1993,Seg 1994,Seg 2006,Seg 2007,Seg 2010,Seg 2013,Seg 2015,Seg 2018,Seg 2019,Seg 2021,Seg 2022,Seg 2023,Seg 2024,Seg 2025,Seg 2027,Seg 2028,Seg 2029,Seg 2030,Seg 2031,Seg 2032,Seg 2033,Seg 2102,Seg 2107,Seg 2116,Seg 2118,Seg 2120,Seg 2121,Seg 2122,Seg 2125,Seg 2126,Seg 2129,Seg 2131,Seg 2132,Seg 2138,Seg 2139,Seg 2140,Seg 2142,Seg 2149,Seg 2160,Seg 2166,Seg 2174,Seg 2185,Seg 2187,Seg 2193,Seg 2204,Seg 2205,Seg 2212,Seg 2213,Seg 2214,Seg 2215,Seg 2216,
38,0,0,4,301,118,0,12,496,4855,0,1138,0,4444,1942,0,0,0,42,0,1190,2,250,0,6,1181,4756,0,1192,0,3508,0,0,0,20,0,0,6,0,0,0,4,4,4676,10190,6307,6742,51935,378,5430,1216,6,68,0,0,8,12,106,0,10,0,0,0,4,0,2348,6300,0,0,0,92,1163,4,8,0,1428,8,3421,10,166,0,1120,0,4,106,6193,4,1114,3916,2332,0,3798,0,113,0,0,8,0,0,0,0,0,0,0,105,0,0,0,4,194,0,8315,10159,15045,4,0,1370,0,0,4084,0,8,0,0,0,0,4,0,0,0,0,4846,1330,280,2404,1482,9300,0,0,0,3850,0,1196,0,1229,8006,356,10,48,0,1095,10,0,0,0,0,0,76,0,0,0,0,0,8,28,0,0,0,2,0,0,0,830,10,20,6167,0,2273,0,14367,12059,4976,2561,1162,5229,85891,10315,0,0,0,0,99,0,0,0,0,18290,2686,0,0,6,0,0,6535,0,6100,0,4,4,0,2735,0,233,4,0,0,0,0,0,0,3868,4,112,18,40,54,6,0,0,14,42,8,50,3357,1224,0,0,4,10207,86,3622,9642,12,94,302,10,0,0,5324,5175,9572,15463,4284,0,4,0,0,12,0,0,0,0,4,0,0,22,0,1322,3540,0,18,0,2391,4,0,1199,1084,74,0,0,8,0,4,0,312,0,0,0,0,115,7099,4455,0,0,0,0,0,0,22,114,0,4,0,164,3383,0,48,0,0,0,4,1132,3600,14,7766,148,2680,2358,131,1772,0,9310,0,44,0,0,40,4926,2508,2694,0,0,16,8,0,4,6,0,231,10,2074,0,0,0,6,78,1196,2,3542,30,24,0,10,10149,0,4,12,7394,5935,0,6999,2738,3244,0,0,8,106,0,32,0,8518,20,0,2201,8,14,0,0,0,114,2381,0,0,0,0,7327,0,216,2432,1358,20,1192,0,3708,0,31999,0,3032,24,0,0,0,0,0,1388,1368,0,4,1194,0,870,0,5276,0,1152,8,0,0,4,0,0,4836,0,0,117,0,8,4,4074,
39,0,0,8,392,193,0,0,458,6632,8,916,0,4600,1788,4,0,12,40,0,984,1154,262,0,8,1412,3964,0,2127,0,4367,0,0,0,140,0,0,8,0,108,4,4,0,8236,12134,7643,7155,72309,342,5985,3797,4,74,0,0,4,118,112,0,8,0,4,0,4,0,2856,6430,0,0,4,84,3515,0,6,0,1298,0,3120,0,148,0,2019,0,4,130,9468,0,3088,3404,1922,4,5262,24,126,8,4,4,0,0,0,4,0,0,0,122,0,0,0,4,299,0,9800,10264,21939,0,0,1220,0,0,3686,4,0,4,115,0,0,0,0,0,0,0,4965,1166,422,5073,1672,8790,0,0,0,3592,0,3191,0,2669,7655,444,4,28,0,1284,1129,0,0,0,0,0,52,0,0,0,0,0,4,28,0,0,0,4,4,0,0,710,20,20,6588,0,2774,0,16042,13607,5666,3840,1414,5464,118605,10472,0,0,0,4,114,0,0,4,0,18887,2382,4,0,4,0,0,8011,0,7444,0,4,0,0,3897,0,286,0,0,0,0,0,0,0,4044,1106,96,14,12,42,4,0,4,28,36,8,2237,3674,1044,0,0,0,10924,70,3554,9954,0,1261,626,12,4,8,6361,6695,8750,16801,6244,4,0,0,4,12,0,4,4,0,12,0,0,20,0,1186,2884,4,1124,0,2356,0,8,1454,2337,64,0,4,8,0,42,4,266,0,0,0,0,132,7619,6376,0,0,0,0,0,0,18,214,0,0,0,390,3956,0,38,4,0,0,0,1240,6585,0,13455,188,2462,4026,265,1538,0,8454,0,60,0,0,12,6358,2962,2432,6,0,14,0,0,0,4,8,242,0,2786,20,0,0,4,64,1010,1115,3746,26,22,44,8,11615,0,0,0,9008,7986,0,8303,3691,4738,0,4,18,110,0,1177,0,7206,0,0,2556,4,6,0,0,0,140,2398,0,0,0,0,7873,0,230,2488,1220,20,3680,4,4114,1195,40940,0,3952,1227,0,0,0,0,0,5926,1252,4,4,990,0,776,4,6329,0,974,112,0,0,16,4,0,6292,0,0,130,0,28,0,3674,
40,0,0,12,354,198,0,0,402,9655,0,726,0,8211,1640,0,4,1110,30,0,808,1408,230,6,4,1282,3340,0,3217,0,5049,0,0,0,182,0,0,24,0,122,4,0,0,9011,12542,7244,9160,80815,310,5756,4096,4,70,0,0,4,140,96,0,12,0,4,0,1082,2,2624,5874,0,0,4,78,3548,0,4,12,1126,0,2506,0,1277,0,1988,0,0,122,9242,12,3198,2984,1608,1167,5160,0,126,6,0,12,1092,0,0,0,0,0,0,104,0,0,0,0,292,0,10019,10428,26415,0,0,1096,0,8,3348,2,4,8,128,0,0,2,0,4,0,0,5169,1028,430,7431,1488,8008,0,0,0,3000,0,3358,0,2808,6618,402,0,12,4,1074,1274,0,0,0,4,0,44,0,0,8,0,0,4,36,0,0,0,4,0,0,0,614,28,18,5994,0,2504,1157,15260,18451,6322,5113,1286,4960,144818,11849,0,0,0,4,108,0,0,8,0,17436,2158,1147,0,4,0,0,8045,0,7004,0,4,0,0,4999,0,260,0,0,0,0,0,0,0,5783,1210,74,12,12,40,2,0,0,12,133,14,3657,4088,906,0,0,2,14865,60,3128,11680,0,2707,943,0,0,4,6128,6582,7968,19528,6396,2,0,0,0,4,0,98,4,0,1116,4,0,8,0,1096,2358,0,1312,0,1970,4,1143,1308,3356,1188,0,4,10,0,4,4,2496,1160,0,0,0,118,7670,5906,0,0,4,0,0,0,16,212,4,0,0,474,3454,16,32,0,0,0,0,1012,7820,0,14020,136,2200,4060,286,2477,0,10005,0,36,0,0,8,7564,2636,2178,8,0,4,8,0,4,6,8,306,1094,3260,0,0,0,4,56,894,1260,3270,24,12,0,4,11018,0,0,0,8574,7624,0,8696,4885,4250,0,4,18,90,0,1402,0,6032,0,0,2208,4,8,0,0,0,130,2054,0,0,0,4,8942,12,198,3280,2236,12,5033,0,4914,1442,52754,0,5125,1496,0,0,0,0,1100,9154,1148,4,4,838,0,692,0,8483,0,830,120,0,0,1116,16,0,5988,0,0,112,0,1138,0,3306,
41,0,0,10,326,168,0,2,370,9016,0,578,0,7944,1458,0,18,1248,28,0,654,1264,210,4,8,1150,2782,0,2946,0,4520,0,0,0,156,0,0,24,8,114,4,0,0,7722,11412,6384,8818,74521,288,5068,3662,4,64,0,0,2,116,80,0,10,0,4,4,1234,0,2362,5300,0,0,4,56,2884,0,4,8,908,4,1972,0,1444,0,1646,0,0,98,7782,4,2606,2544,1302,1388,4514,0,118,4,8,6,1196,0,4,4,0,0,0,74,0,0,0,0,252,0,8724,9600,24962,0,0,970,0,4,2986,0,4,8,108,0,0,0,0,6,0,0,4336,868,366,7136,1340,7182,0,0,0,2470,0,2798,0,2480,5336,340,0,40,2,870,1062,0,0,0,4,4,38,0,0,8,0,0,4,34,0,0,0,18,0,0,0,520,24,16,5370,0,2206,1410,13594,18260,5998,4908,1126,4420,137886,11216,0,0,0,4,94,0,0,8,0,14642,1904,1398,0,4,0,0,6892,0,5870,0,4,0,2,4748,0,236,0,0,0,0,0,0,0,5680,950,58,12,16,34,0,0,0,16,146,8,3352,3594,762,0,4,4,13816,52,2704,10996,0,2798,878,0,0,4,5436,5840,7080,18532,5680,0,0,0,0,4,0,108,4,0,1278,4,0,4,4,958,1956,0,1176,0,1640,4,1380,1144,3032,1410,0,4,2,0,20,4,2882,1404,0,0,0,90,6682,5018,0,0,2,0,0,0,16,200,4,4,0,456,2960,4,32,0,0,0,0,818,7226,0,12428,114,1938,3590,268,2486,0,9686,20,46,0,0,28,7126,2324,1922,8,0,4,8,0,4,4,8,298,1250,3170,0,0,0,4,38,750,1062,2794,24,22,8,4,9816,0,0,12,7604,6724,0,7460,4714,3428,0,4,16,74,0,1222,0,5008,4,0,1892,4,10,0,0,0,116,1720,0,0,4,4,7914,8,154,3178,2310,20,4724,0,4716,1282,51186,0,4984,1328,0,0,0,0,1244,8876,1018,4,4,688,0,608,0,8208,0,702,100,0,0,1260,8,0,4964,0,0,94,0,1346,0,2892,
42,0,0,8,270,140,0,0,312,7360,0,450,0,6296,1284,0,14,1040,24,0,526,1088,178,4,8,974,2254,0,2360,0,3650,0,0,0,128,0,0,22,8,90,4,0,0,6190,9660,5450,7536,64048,230,4300,3180,4,58,0,0,0,88,74,0,8,0,4,4,1042,0,2056,4614,0,0,4,50,2312,0,4,4,738,4,1558,0,1220,0,1334,0,0,72,6418,4,2030,2090,1008,1214,3830,0,100,4,6,4,936,0,4,4,0,0,0,54,0,0,0,0,200,0,7094,8258,21458,0,0,828,0,4,2554,0,4,4,90,0,0,0,0,4,0,0,3364,730,312,6016,1158,6174,0,0,0,1998,0,2226,0,2110,4174,304,0,40,0,724,826,0,0,0,4,4,30,0,0,8,0,0,4,28,0,0,0,14,0,0,0,448,20,14,4668,0,1874,1228,11716,15736,5200,4164,986,3820,118508,9664,0,0,0,4,72,0,0,8,0,11720,1634,1222,0,4,0,0,5476,0,4814,0,4,0,0,4062,0,194,0,0,0,0,0,0,0,4796,758,42,10,14,28,0,0,0,14,130,8,2692,2866,604,0,2,4,11074,48,2248,9488,0,2402,748,0,0,4,4668,5046,6078,16016,4856,0,0,0,0,4,0,86,4,0,1054,4,0,4,4,822,1568,0,978,0,1336,4,1202,952,2378,1218,0,4,0,0,16,4,2490,1228,0,0,0,60,5374,4162,0,0,0,0,0,0,16,172,4,4,0,372,2480,2,30,0,0,0,0,644,6104,0,10618,92,1688,3042,238,2094,0,8254,20,42,0,0,26,6108,1990,1602,8,0,4,6,0,4,4,8,232,1034,2774,0,0,0,4,34,612,890,2368,24,16,8,4,8452,0,0,12,6524,5710,0,6034,4114,2660,0,4,14,52,0,1038,0,4062,4,0,1530,4,6,0,0,0,98,1394,0,0,4,4,6336,8,112,2678,2008,18,3996,0,4040,1118,44278,0,4352,1158,0,0,0,0,1008,7632,878,4,4,550,0,518,0,7056,0,562,86,0,0,1012,6,0,3952,0,0,72,0,1160,0,2462,
43,0,0,8,212,114,0,0,248,5768,0,320,0,4764,1078,0,12,824,18,0,408,882,154,4,8,798,1712,0,1808,0,2878,0,0,0,98,0,0,20,8,68,4,0,0,4866,7948,4546,6182,53144,186,3528,2644,4,46,0,0,0,66,62,0,8,0,4,4,834,0,1710,3828,0,0,4,42,1778,0,2,4,604,4,1178,0,998,0,1046,0,0,60,5184,4,1540,1658,744,1018,3100,0,80,4,4,4,734,0,4,4,0,0,0,44,0,0,0,0,158,0,5558,6882,17702,0,0,676,0,4,2088,0,4,0,78,0,0,0,0,4,0,0,2546,592,262,4924,960,5078,0,0,0,1566,0,1670,0,1774,3192,262,0,38,0,600,630,0,0,0,4,4,20,0,0,8,0,0,4,22,0,0,0,12,0,0,0,376,16,10,3860,0,1542,1024,9692,13064,4390,3376,824,3150,97792,8032,0,0,0,4,50,0,0,8,0,9030,1364,1008,0,4,0,0,4170,0,3836,0,2,0,0,3326,0,162,0,0,0,0,0,0,0,3920,596,26,8,10,26,0,0,0,10,110,8,2104,2250,458,0,0,4,8646,40,1848,7908,0,1986,642,0,0,4,3806,4128,5054,13196,4050,0,0,0,0,4,0,68,4,0,824,2,0,4,4,686,1168,0,784,0,1054,4,990,784,1830,1018,0,4,0,0,14,4,2022,998,0,0,0,46,4188,3312,0,0,0,0,0,0,14,132,2,2,0,298,2004,0,26,0,0,0,0,486,4984,0,8678,72,1424,2504,200,1728,0,6690,20,38,0,0,24,5002,1620,1282,8,0,2,4,0,4,4,8,164,804,2304,0,0,0,2,30,496,732,1920,22,10,8,4,6976,0,0,12,5372,4690,0,4682,3426,2000,0,4,10,32,0,838,0,3194,4,0,1170,4,2,0,0,0,78,1096,0,0,2,4,4936,8,94,2186,1722,14,3264,0,3384,922,36570,0,3632,950,0,0,0,0,786,6308,730,4,4,402,0,436,0,5834,0,434,74,0,0,802,4,0,3016,0,0,56,0,970,0,2014,
44,0,0,8,164,82,0,0,194,4318,0,226,0,3530,874,0,10,604,14,0,290,676,126,4,8,632,1280,0,1360,0,2236,0,0,0,72,0,0,20,8,58,4,0,0,3748,6386,3618,4910,42634,158,2800,2096,2,32,0,0,0,56,48,0,8,0,2,4,630,0,1372,3044,0,0,4,30,1380,0,0,4,462,4,904,0,772,0,806,0,0,54,4108,4,1180,1302,542,836,2426,0,66,4,2,4,580,0,4,4,0,0,0,38,0,0,0,0,134,0,4200,5506,14204,0,0,538,0,4,1682,0,4,0,68,0,0,0,0,4,0,0,1952,458,208,3936,776,4044,0,0,0,1168,0,1246,0,1424,2440,216,0,32,0,488,486,0,0,0,4,2,14,0,0,6,0,0,4,16,0,0,0,10,0,0,0,294,12,8,3100,0,1240,824,7796,10494,3606,2702,660,2528,78758,6472,0,0,0,4,34,0,0,6,0,6802,1084,818,0,4,0,0,3138,0,2964,0,0,0,0,2618,0,142,0,0,0,0,0,0,0,3132,446,14,8,6,18,0,0,0,4,92,6,1612,1734,346,0,0,2,6646,28,1498,6320,0,1602,534,0,0,4,3034,3262,4078,10504,3278,0,0,0,0,4,0,50,2,0,624,0,0,4,4,540,842,0,634,0,822,2,788,638,1416,816,0,4,0,0,12,4,1551,788,0,0,0,34,3192,2564,0,0,0,0,0,0,10,100,0,0,0,244,1592,0,24,0,0,0,0,360,3978,0,6950,56,1160,2002,158,1368,0,5334,20,32,0,0,22,4068,1298,1006,8,0,0,4,0,4,4,8,128,582,1856,0,0,0,0,22,380,554,1520,20,8,4,4,5550,0,0,10,4296,3778,0,3540,2698,1492,0,4,6,20,0,650,0,2508,4,0,894,4,0,0,0,0,60,832,0,0,0,4,3804,8,76,1774,1408,10,2630,0,2714,740,29310,0,2906,766,0,0,0,0,588,5010,574,4,4,274,0,356,0,4680,0,336,60,0,0,614,4,0,2290,0,0,42,0,774,0,1596,
45,0,0,4,128,52,0,0,144,3232,0,172,0,2680,678,0,8,422,12,0,206,518,94,4,4,492,970,0,1034,0,1722,0,0,0,56,0,0,18,6,46,4,0,0,2830,5052,2824,3898,33816,132,2216,1640,0,26,0,0,0,50,42,0,8,0,0,2,454,0,1068,2370,0,0,4,20,1068,0,0,4,336,4,716,0,596,0,620,0,0,46,3172,4,914,1032,412,688,1866,0,48,4,0,4,448,0,4,4,0,0,0,32,0,0,0,0,106,0,3104,4324,11302,0,0,432,0,2,1334,0,4,0,52,0,0,0,0,4,0,0,1484,360,148,3118,640,3152,0,0,0,854,0,960,0,1130,1856,166,0,24,0,366,376,0,0,0,4,0,12,0,0,2,0,0,4,12,0,0,0,8,0,0,0,222,12,8,2464,0,958,632,6186,8280,2844,2168,520,2008,62622,5168,0,0,0,2,24,0,0,4,0,5058,854,652,0,4,0,0,2388,0,2218,0,0,0,0,2072,0,118,0,0,0,0,0,0,0,2464,320,6,6,4,10,0,0,0,0,84,4,1244,1296,268,0,0,0,5048,18,1200,5032,0,1290,440,0,0,4,2410,2584,3252,8362,2542,0,0,0,0,4,0,38,0,0,488,0,0,4,4,426,612,0,516,0,632,0,620,496,1092,628,0,4,0,0,10,2,1172,640,0,0,0,20,2400,1982,0,0,0,0,0,0,8,76,0,0,0,192,1266,0,20,0,0,0,0,262,3184,0,5496,48,918,1608,126,1028,0,4252,18,22,0,0,20,3286,1030,776,6,0,0,4,0,2,4,4,98,420,1474,0,0,0,0,14,298,408,1224,14,8,0,4,4352,0,0,6,3416,2964,0,2680,2090,1110,0,4,4,14,0,512,0,1914,2,0,692,4,0,0,0,0,50,594,0,0,0,4,2886,6,58,1382,1144,6,2058,0,2100,602,23198,0,2292,622,0,0,0,0,426,3908,436,4,4,192,0,276,0,3728,0,256,44,0,0,474,4,0,1730,0,0,32,0,610,0,1242,
46,0,0,0,94,34,0,0,102,2442,0,126,0,2008,534,0,6,316,12,0,166,404,70,4,0,390,754,0,790,0,1314,0,0,0,50,0,0,14,4,30,4,0,0,2138,3992,2224,3072,26896,104,1786,1314,0,24,0,0,0,42,32,0,6,0,0,0,334,0,820,1872,0,0,4,16,818,0,0,4,274,4,546,0,460,0,476,0,0,34,2408,4,700,816,328,550,1408,0,34,4,0,2,334,0,4,4,0,0,0,24,0,0,0,0,78,0,2304,3422,8984,0,0,348,4,0,1064,0,4,0,42,0,0,0,0,2,0,0,1126,288,104,2498,516,2576,0,0,0,640,0,734,0,914,1396,124,0,20,0,268,294,0,0,0,4,0,12,0,0,0,0,0,4,10,0,0,0,8,0,0,0,168,8,6,1984,0,736,484,4932,6478,2256,1736,436,1582,49168,4082,0,0,0,0,20,0,0,4,0,3738,680,516,0,2,0,0,1800,0,1676,0,0,0,0,1664,0,96,0,0,0,0,0,0,0,1912,240,4,4,4,6,0,0,0,0,64,4,938,962,208,0,0,0,3898,12,958,4014,0,1020,358,0,0,2,1896,2074,2602,6598,1974,0,0,0,0,4,0,30,0,0,382,0,0,2,4,344,460,0,404,0,474,0,492,396,820,498,0,4,0,0,6,0,898,498,0,0,0,10,1792,1518,0,0,0,0,0,0,6,60,0,0,0,134,990,0,14,0,0,0,0,184,2496,0,4342,36,720,1290,106,792,0,3332,24,10,36,0,8,2546,816,584,4,0,0,2,0,0,4,0,74,314,1040,0,0,0,0,12,234,316,950,8,6,0,2,3422,0,0,2,2722,2296,0,1966,1650,816,0,4,4,12,0,404,0,1424,0,0,534,4,0,0,0,0,40,422,0,0,0,4,2144,4,50,1068,928,4,1598,0,1666,486,18460,0,1790,696,0,0,0,0,314,3064,344,4,2,140,0,212,0,2936,0,198,30,0,0,370,4,0,1298,0,0,28,0,492,0,956,
47,0,0,0,88,24,0,2,80,1842,0,94,0,1494,442,0,4,252,12,0,138,318,52,4,0,304,594,0,598,0,1024,0,0,0,48,0,0,12,8,22,2,0,0,1640,3168,1756,2430,21602,76,1424,1078,0,20,0,0,0,38,20,0,2,0,0,0,248,0,664,1536,0,0,4,12,618,0,0,4,242,4,420,0,354,0,352,0,0,24,1872,8,524,664,248,448,1102,0,28,2,0,0,266,0,4,4,0,0,0,18,0,0,0,0,52,0,1722,2782,7246,0,0,280,4,0,862,0,4,0,30,0,0,0,0,0,0,0,890,224,88,2008,406,1968,0,0,0,490,0,578,0,716,1072,92,0,28,0,216,230,0,0,0,2,0,12,0,0,0,0,0,4,8,0,0,0,8,0,0,0,134,8,4,1614,0,602,400,4004,5230,1880,1428,366,1244,39418,3284,0,0,0,0,16,0,0,2,0,2750,554,426,0,0,0,0,1340,0,1284,0,0,0,0,1304,0,76,0,0,0,0,0,0,0,1552,188,4,4,8,4,0,0,0,0,40,8,708,724,170,0,0,0,3068,12,798,3224,0,814,296,4,0,0,1484,1760,2090,5210,1550,0,0,0,0,4,0,18,0,0,296,0,0,4,4,276,358,0,306,0,370,0,412,320,636,410,0,2,0,0,8,0,710,404,0,0,0,8,1298,1176,0,0,0,0,0,0,4,50,4,0,0,88,758,0,10,0,0,0,2,124,1962,0,3492,26,582,1036,88,644,0,2668,4,8,4,0,2,2060,678,466,2,0,0,0,0,0,4,0,60,236,908,0,0,0,0,20,190,246,724,8,4,0,0,2686,0,0,0,2178,1820,0,1486,1316,614,0,4,4,12,0,316,0,1086,0,0,422,4,0,0,0,0,26,328,0,0,0,4,1590,8,44,886,736,8,1272,0,1354,392,14952,0,1414,388,0,0,0,0,250,2408,284,4,0,108,0,168,0,2306,0,158,18,0,0,284,4,0,996,0,4,26,0,422,0,750,
48,0,0,0,62,18,0,0,66,1428,0,74,0,1104,352,0,0,192,8,0,114,252,38,0,0,244,452,0,480,0,1512,0,0,0,48,0,0,4,4,16,0,0,0,1248,2590,1418,3084,17952,54,1150,888,0,14,0,0,0,30,8,0,0,0,0,0,196,0,564,1278,4,0,4,8,474,0,0,4,194,0,318,0,274,0,266,0,0,20,1508,4,390,1308,182,378,918,0,24,0,0,0,220,0,4,0,0,0,0,16,0,0,0,0,44,0,1310,2254,6094,0,0,228,0,0,722,0,4,0,14,0,0,0,0,0,0,0,708,188,78,1630,334,1654,4,0,0,370,0,470,0,576,806,66,0,6,0,156,182,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,4,4,0,0,112,8,4,1324,0,508,338,3314,6626,1518,1170,306,1018,46748,2746,0,0,0,0,20,0,0,0,0,2052,470,350,0,0,0,0,998,0,1022,0,0,0,0,1016,0,52,0,0,0,0,0,0,0,1324,154,4,4,6,4,0,0,2,0,28,4,548,548,132,0,0,0,2444,12,674,2632,0,652,232,0,0,0,1208,1404,1682,5382,1286,0,0,4,0,2,0,16,0,0,226,6,0,0,0,222,280,0,240,0,300,0,356,268,464,330,0,0,0,0,4,0,596,342,0,0,0,8,964,916,0,0,0,0,0,0,4,40,4,0,0,80,614,0,6,0,0,0,0,86,1614,0,3588,24,482,866,74,550,0,2254,0,8,0,0,4,2024,542,388,0,0,4,0,0,0,4,0,40,180,967,0,0,0,0,6,162,202,592,6,0,0,0,2200,0,0,0,1806,1494,0,1160,1062,484,0,4,6,12,0,256,0,848,0,0,326,2,4,0,0,0,18,278,0,0,0,2,1228,0,38,766,616,2,1046,0,1092,320,13244,0,1180,308,0,0,0,0,198,1984,242,4,0,88,0,128,0,1876,0,116,12,0,0,226,0,0,1523,0,0,20,0,344,0,640,
